Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,18657,,,,,483,2020-07-26,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,35162,,,,,554,2020-07-26,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,96094,,,,,3210,2020-07-26,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,148463,,,,,5716,2020-07-26,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,35573,,,,,810,2020-07-26,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,29829,,,,,473,2020-07-26,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,20920,,,,,340,2020-07-26,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,54730,,,,,1486,2020-07-26,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,146399,,,,,3140,2020-07-26,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,161844,,,,,7480,2020-07-26,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,113563,,,,,2898,2020-07-26,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,75723,,,,,1675,2020-07-26,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,86752,,,,,6299,2020-07-26,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,46044,,,,,1243,2020-07-26,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,47061,,,,,1678,2020-07-26,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,52264,,,,,1303,2020-07-26,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,94187,,,,,1275,2020-07-26,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,55567,,,,,1380,2020-07-26,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,43253,,,,,1580,2020-07-26,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,21015,,,,,292,2020-07-26,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,76598,,,,,2386,2020-07-26,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,110093,,,,,2404,2020-07-26,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,156293,,,,,12808,2020-07-26,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,479481,,,,,21517,2020-07-26,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,65593,,,,,1653,2020-07-26,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,59118,,,,,1554,2020-07-26,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,67333,,,,,880,2020-07-26,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
