Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,Population,lat,lon
Hubei,China,04/13/2020 06:00,67803,3221,64338,2020-04-13 21:00:00,244,58500000,31.1517252,112.8783222
Heilongjiang,China,04/13/2020 06:00,740,13,470,2020-04-13 21:00:00,257,38310000,48.00000470000001,127.999992
Shanghai,China,04/13/2020 06:00,618,7,446,2020-04-13 21:00:00,165,24280000,31.2252985,121.4890497
Beijing,China,04/13/2020 06:00,589,8,484,2020-04-13 21:00:00,97,21540000,39.906217,116.3912757
Guangdong,China,04/13/2020 06:00,1555,8,1454,2020-04-13 21:00:00,93,113460000,23.1357694,113.1982688
Inner Mongolia,China,04/13/2020 06:00,190,1,83,2020-04-13 21:00:00,106,24710000,43.2443242,114.3251664
Fujian,China,04/13/2020 06:00,352,1,325,2020-04-13 21:00:00,26,38560000,26.5450001,117.842778
Shanxi,China,04/13/2020 06:00,173,0,135,2020-04-13 21:00:00,38,36500000,37.0,112.0
Zhejiang,China,04/13/2020 06:00,1267,1,1239,2020-04-13 21:00:00,27,57370000,29.0000001,119.9999999
Tianjin,China,04/13/2020 06:00,184,3,161,2020-04-13 21:00:00,20,15621200,39.1235635,117.1980785
Shandong,China,04/13/2020 06:00,784,7,758,2020-04-13 21:00:00,19,100472400,36.0000001,118.9999999
Jiangsu,China,04/13/2020 06:00,653,0,638,2020-04-13 21:00:00,15,80400000,33.0000001,119.9999999
Sichuan,China,04/13/2020 06:00,560,3,548,2020-04-13 21:00:00,9,81100000,30.5000001,102.4999999
Liaoning,China,04/13/2020 06:00,145,2,136,2020-04-13 21:00:00,7,43900000,40.9739116,122.3263915
Yunnan,China,04/13/2020 06:00,184,2,174,2020-04-13 21:00:00,8,45970000,25.0,102.0
Hebei,China,04/13/2020 06:00,327,6,313,2020-04-13 21:00:00,8,74700000,39.0000001,116.0
Shaanxi,China,04/13/2020 06:00,256,3,248,2020-04-13 21:00:00,5,37330000,36.0,109.0
Jilin,China,04/13/2020 06:00,100,1,96,2020-04-13 21:00:00,3,27460000,42.9995032,125.9816054
Chongqing,China,04/13/2020 06:00,579,6,570,2020-04-13 21:00:00,3,30480000,29.5585712,106.5492822
Henan,China,04/13/2020 06:00,1276,22,1253,2020-04-13 21:00:00,1,95590000,34.0000001,113.9999999
Gansu,China,04/13/2020 06:00,139,2,135,2020-04-13 21:00:00,2,25580000,38.0000001,101.9999999
Hunan,China,04/13/2020 06:00,1019,4,1014,2020-04-13 21:00:00,1,67370000,27.6662087,111.7487063
Anhui,China,04/13/2020 06:00,991,6,984,2020-04-13 21:00:00,1,62000000,32.0,117.0
Jiangxi,China,04/13/2020 06:00,937,1,936,2020-04-13 21:00:00,0,45200000,28.0,116.0
Guizhou,China,04/13/2020 06:00,147,2,144,2020-04-13 21:00:00,1,34750000,27.0,107.0
Guangxi,China,04/13/2020 06:00,254,2,252,2020-04-13 21:00:00,0,48380000,24.0,109.0
Hainan,China,04/13/2020 06:00,168,6,162,2020-04-13 21:00:00,0,9258000,19.2000001,109.5999999
Xinjiang,China,04/13/2020 06:00,76,3,73,2020-04-13 21:00:00,0,21810000,41.7574769,87.1673842
Ningxia,China,04/13/2020 06:00,75,0,75,2020-04-13 21:00:00,0,6301000,37.3095528,105.9608553
Qinghai,China,04/13/2020 06:00,18,0,18,2020-04-13 21:00:00,0,5627000,35.40709520000001,95.9521157
Tibet,China,04/13/2020 06:00,1,0,1,2020-04-13 21:00:00,0,3180000,31.8943432,87.07813709999998
New South Wales,Australia,04/13/2020 06:00,2863,25,1420,2020-04-13 21:00:00,1418,7544000,-33.8548157,151.2164539
Queensland,Australia,04/13/2020 06:00,987,5,442,2020-04-13 21:00:00,540,5071000,-27.4689682,153.02349909999995
Victoria,Australia,04/13/2020 06:00,1281,14,1075,2020-04-13 21:00:00,192,6359000,-37.814217600000006,144.9631608
South Australia,Australia,04/13/2020 06:00,431,4,240,2020-04-13 21:00:00,187,1677000,-34.9281805,138.5999312
Western Australia,Australia,04/13/2020 06:00,523,6,251,2020-04-13 21:00:00,266,2589000,-31.95271210000001,115.8604796
Tasmania,Australia,04/13/2020 06:00,144,5,53,2020-04-13 21:00:00,86,515000,-42.8825088,147.3281233
Australian Capital Territory,Australia,04/13/2020 06:00,103,2,72,2020-04-13 21:00:00,29,412576,-35.488350200000006,149.00269419999995
Northern Territory,Australia,04/13/2020 06:00,27,0,2,2020-04-13 21:00:00,25,211945,-12.46044,130.8410469
,Artania Cruise,04/13/2020 06:00,41,2,0,2020-04-13 21:00:00,39,1300,-32.065715000000004,115.677863
New York,US,04/13/2020 06:00,190288,9385,25765,2020-04-13 21:00:00,155138,19542200,40.7127281,-74.0060152
New Jersey,US,04/13/2020 06:00,61850,2350,355,2020-04-13 21:00:00,59145,8909000,40.0757384,-74.4041622
Massachusetts,US,04/13/2020 06:00,25475,756,729,2020-04-13 21:00:00,23990,6902000,42.3788774,-72.03236600000002
Michigan,US,04/13/2020 06:00,24638,1487,433,2020-04-13 21:00:00,22718,9996000,43.6211955,-84.6824346
California,US,04/13/2020 06:00,23311,682,978,2020-04-13 21:00:00,21651,39560000,36.7014631,-118.7559974
Pennsylvania,US,04/13/2020 06:00,22997,557,179,2020-04-13 21:00:00,22261,12810000,40.9699889,-77.72788309999999
Illinois,US,04/13/2020 06:00,20852,720,227,2020-04-13 21:00:00,19905,12740000,40.0796606,-89.4337288
Louisiana,US,04/13/2020 06:00,20595,840,0,2020-04-13 21:00:00,19755,4660000,30.8703881,-92.007126
Florida,US,04/13/2020 06:00,19895,461,0,2020-04-13 21:00:00,19434,21300000,27.7567667,-81.4639835
Texas,US,04/13/2020 06:00,13886,296,2068,2020-04-13 21:00:00,11522,28700000,31.8160381,-99.5120986
Georgia,US,04/13/2020 06:00,12550,442,340,2020-04-13 21:00:00,11768,10520000,32.329380900000004,-83.1137366
Connecticut,US,04/13/2020 06:00,12035,554,34,2020-04-13 21:00:00,11447,3573000,41.6500201,-72.7342163
WA,US,04/13/2020 06:00,10530,510,1325,2020-04-13 21:00:00,8695,7536000,47.2868352,-120.2126139
Maryland,US,04/13/2020 06:00,8225,235,456,2020-04-13 21:00:00,7534,6043000,39.5162234,-76.9382069
Indiana,US,04/13/2020 06:00,7928,343,105,2020-04-13 21:00:00,7480,6692000,40.3270127,-86.1746933
Colorado,US,04/13/2020 06:00,7307,290,112,2020-04-13 21:00:00,6905,5696000,38.7251776,-105.6077167
Ohio,US,04/13/2020 06:00,6604,253,12,2020-04-13 21:00:00,6339,11690000,40.2253569,-82.6881395
Tennessee,US,04/13/2020 06:00,5508,106,1504,2020-04-13 21:00:00,3898,6770000,35.7730076,-86.28200809999998
Virginia,US,04/13/2020 06:00,5274,141,2,2020-04-13 21:00:00,5131,8518000,37.1232245,-78.4927721
North Carolina,US,04/13/2020 06:00,4602,91,325,2020-04-13 21:00:00,4186,10380000,35.6729639,-79.03929190000002
Missouri,US,04/13/2020 06:00,4272,118,191,2020-04-13 21:00:00,3963,6126000,38.7604815,-92.5617875
Alabama,US,04/13/2020 06:00,3583,93,0,2020-04-13 21:00:00,3490,4888000,33.2588817,-86.8295337
Arizona,US,04/13/2020 06:00,3542,115,3,2020-04-13 21:00:00,3424,7172000,34.395342,-111.7632755
Wisconsin,US,04/13/2020 06:00,3341,144,84,2020-04-13 21:00:00,3113,5814000,44.4308975,-89.6884637
