Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,Continent,World,lat,lon
Beijing,China,06/29/2020 07:00,912,9,586,0,0,2020-06-29 22:00:00,317,21540000.0,Asia,Worldwide,39.906217,116.3912757
Shanghai,China,06/29/2020 07:00,708,7,675,0,0,2020-06-29 22:00:00,26,24280000.0,Asia,Worldwide,31.225298499999997,121.4890497
Gansu,China,06/29/2020 07:00,163,2,140,0,0,2020-06-29 22:00:00,21,25580000.0,Asia,Worldwide,38.0000001,101.9999999
Hebei,China,06/29/2020 07:00,349,6,333,0,0,2020-06-29 22:00:00,10,74700000.0,Asia,Worldwide,39.0000001,116.0
Sichuan,China,06/29/2020 07:00,592,3,577,0,0,2020-06-29 22:00:00,12,81100000.0,Asia,Worldwide,30.500000099999998,102.4999999
Shaanxi,China,06/29/2020 07:00,320,3,307,0,0,2020-06-29 22:00:00,10,37330000.0,Asia,Worldwide,36.0,109.0
Guangdong,China,06/29/2020 07:00,1637,8,1625,0,0,2020-06-29 22:00:00,4,113460000.0,Asia,Worldwide,23.135769399999997,113.19826880000001
Fujian,China,06/29/2020 07:00,363,1,357,0,0,2020-06-29 22:00:00,5,38560000.0,Asia,Worldwide,26.5450001,117.84277800000001
Liaoning,China,06/29/2020 07:00,155,2,147,0,0,2020-06-29 22:00:00,6,43900000.0,Asia,Worldwide,40.9739116,122.3263915
Chongqing,China,06/29/2020 07:00,582,6,573,0,0,2020-06-29 22:00:00,3,30480000.0,Asia,Worldwide,29.5585712,106.5492822
Tianjin,China,06/29/2020 07:00,198,3,194,0,0,2020-06-29 22:00:00,1,15621200.0,Asia,Worldwide,39.1235635,117.1980785
Zhejiang,China,06/29/2020 07:00,1269,1,1267,0,0,2020-06-29 22:00:00,1,57370000.0,Asia,Worldwide,29.000000099999998,119.9999999
Jiangsu,China,06/29/2020 07:00,654,0,653,0,0,2020-06-29 22:00:00,1,80400000.0,Asia,Worldwide,33.0000001,119.9999999
Hubei,China,06/29/2020 07:00,68135,4512,63623,0,0,2020-06-29 22:00:00,0,58500000.0,Asia,Worldwide,31.151725199999998,112.87832220000001
Henan,China,06/29/2020 07:00,1276,22,1254,0,0,2020-06-29 22:00:00,0,95590000.0,Asia,Worldwide,34.0000001,113.9999999
Hunan,China,06/29/2020 07:00,1019,4,1015,0,0,2020-06-29 22:00:00,0,67370000.0,Asia,Worldwide,27.6662087,111.74870630000001
Anhui,China,06/29/2020 07:00,991,6,985,0,0,2020-06-29 22:00:00,0,62000000.0,Asia,Worldwide,32.0,117.0
Heilongjiang,China,06/29/2020 07:00,945,13,932,0,0,2020-06-29 22:00:00,0,38310000.0,Asia,Worldwide,48.000004700000005,127.99999199999999
Jiangxi,China,06/29/2020 07:00,937,1,936,0,0,2020-06-29 22:00:00,0,45200000.0,Asia,Worldwide,28.0,116.0
Shandong,China,06/29/2020 07:00,792,7,785,0,0,2020-06-29 22:00:00,0,100472400.0,Asia,Worldwide,36.0000001,118.9999999
Guangxi,China,06/29/2020 07:00,254,2,252,0,0,2020-06-29 22:00:00,0,48380000.0,Asia,Worldwide,24.0,109.0
Inner Mongolia,China,06/29/2020 07:00,238,1,237,0,0,2020-06-29 22:00:00,0,24710000.0,Asia,Worldwide,43.2443242,114.32516640000001
Shanxi,China,06/29/2020 07:00,198,0,198,0,0,2020-06-29 22:00:00,0,36500000.0,Asia,Worldwide,37.0,112.0
Yunnan,China,06/29/2020 07:00,185,2,183,0,0,2020-06-29 22:00:00,0,45970000.0,Asia,Worldwide,25.0,102.0
Hainan,China,06/29/2020 07:00,171,6,163,0,0,2020-06-29 22:00:00,2,9258000.0,Asia,Worldwide,19.2000001,109.5999999
Jilin,China,06/29/2020 07:00,155,2,153,0,0,2020-06-29 22:00:00,0,27460000.0,Asia,Worldwide,42.9995032,125.9816054
Guizhou,China,06/29/2020 07:00,147,2,145,0,0,2020-06-29 22:00:00,0,34750000.0,Asia,Worldwide,27.0,107.0
Xinjiang,China,06/29/2020 07:00,76,3,73,0,0,2020-06-29 22:00:00,0,21810000.0,Asia,Worldwide,41.7574769,87.1673842
Ningxia,China,06/29/2020 07:00,75,0,75,0,0,2020-06-29 22:00:00,0,6301000.0,Asia,Worldwide,37.3095528,105.9608553
Qinghai,China,06/29/2020 07:00,18,0,18,0,0,2020-06-29 22:00:00,0,5627000.0,Asia,Worldwide,35.40709520000001,95.95211570000001
Tibet,China,06/29/2020 07:00,1,0,1,0,0,2020-06-29 22:00:00,0,3180000.0,Asia,Worldwide,31.894343199999998,87.07813709999999
New South Wales,Australia,06/29/2020 07:00,3184,48,2784,842374,0,2020-06-29 22:00:00,352,7544000.0,Oceania,Worldwide,-33.8548157,151.2164539
Queensland,Australia,06/29/2020 07:00,1067,6,1054,360469,0,2020-06-29 22:00:00,7,5071000.0,Oceania,Worldwide,-27.468968199999996,153.02349909999998
Victoria,Australia,06/29/2020 07:00,2099,20,1789,792173,0,2020-06-29 22:00:00,290,6359000.0,Oceania,Worldwide,-37.814217600000006,144.9631608
South Australia,Australia,06/29/2020 07:00,443,4,436,149909,0,2020-06-29 22:00:00,3,1677000.0,Oceania,Worldwide,-34.928180499999996,138.5999312
Western Australia,Australia,06/29/2020 07:00,609,9,596,179326,0,2020-06-29 22:00:00,4,2589000.0,Oceania,Worldwide,-31.952712100000003,115.86047959999999
Tasmania,Australia,06/29/2020 07:00,228,13,213,48917,0,2020-06-29 22:00:00,2,515000.0,Oceania,Worldwide,-42.8825088,147.3281233
Australian Capital Territory,Australia,06/29/2020 07:00,108,3,105,29282,0,2020-06-29 22:00:00,0,412576.0,Oceania,Worldwide,-35.488350200000006,149.00269419999998
Northern Territory,Australia,06/29/2020 07:00,29,0,29,13245,0,2020-06-29 22:00:00,0,211945.0,Oceania,Worldwide,-12.46044,130.8410469
New York,US,06/29/2020 07:00,397611,31368,52520,0,0,2020-06-29 22:00:00,313723,19542200.0,North America,Worldwide,40.7127281,-74.0060152
California,US,06/29/2020 07:00,215296,5933,55311,0,0,2020-06-29 22:00:00,154052,39560000.0,North America,Worldwide,36.7014631,-118.75599740000001
New Jersey,US,06/29/2020 07:00,171182,15054,3915,0,0,2020-06-29 22:00:00,152213,8909000.0,North America,Worldwide,40.0757384,-74.4041622
Illinois,US,06/29/2020 07:00,141723,6888,74865,0,0,2020-06-29 22:00:00,59970,12740000.0,North America,Worldwide,40.079660600000004,-89.4337288
Massachusetts,US,06/29/2020 07:00,108667,8060,91404,0,0,2020-06-29 22:00:00,9203,6902000.0,North America,Worldwide,42.3788774,-72.03236600000001
Texas,US,06/29/2020 07:00,150152,2402,79974,0,0,2020-06-29 22:00:00,67776,28700000.0,North America,Worldwide,31.8160381,-99.51209859999999
Florida,US,06/29/2020 07:00,141075,3419,381,0,0,2020-06-29 22:00:00,137275,21300000.0,North America,Worldwide,27.7567667,-81.4639835
Pennsylvania,US,06/29/2020 07:00,89863,6606,1369,0,0,2020-06-29 22:00:00,81888,12810000.0,North America,Worldwide,40.9699889,-77.72788309999999
Michigan,US,06/29/2020 07:00,69947,6159,51099,0,0,2020-06-29 22:00:00,12689,9996000.0,North America,Worldwide,43.6211955,-84.6824346
Maryland,US,06/29/2020 07:00,66777,3168,4976,0,0,2020-06-29 22:00:00,58633,6043000.0,North America,Worldwide,39.5162234,-76.9382069
Georgia,US,06/29/2020 07:00,77217,2778,340,0,0,2020-06-29 22:00:00,74099,10520000.0,North America,Worldwide,32.329380900000004,-83.1137366
Virginia,US,06/29/2020 07:00,61736,1733,8005,0,0,2020-06-29 22:00:00,51998,8518000.0,North America,Worldwide,37.1232245,-78.4927721
Louisiana,US,06/29/2020 07:00,56236,3199,39792,0,0,2020-06-29 22:00:00,13245,4660000.0,North America,Worldwide,30.8703881,-92.007126
North Carolina,US,06/29/2020 07:00,62146,1323,36921,0,0,2020-06-29 22:00:00,23902,10380000.0,North America,Worldwide,35.6729639,-79.03929190000001
Connecticut,US,06/29/2020 07:00,46303,4316,63,0,0,2020-06-29 22:00:00,41924,3573000.0,North America,Worldwide,41.6500201,-72.7342163
Arizona,US,06/29/2020 07:00,73908,1594,174,0,0,2020-06-29 22:00:00,72140,7172000.0,North America,Worldwide,34.395342,-111.76327549999999
Ohio,US,06/29/2020 07:00,50312,2807,5090,0,0,2020-06-29 22:00:00,42415,11690000.0,North America,Worldwide,40.225356899999994,-82.6881395
Indiana,US,06/29/2020 07:00,44930,2619,2598,0,0,2020-06-29 22:00:00,39713,6692000.0,North America,Worldwide,40.327012700000004,-86.1746933
Tennessee,US,06/29/2020 07:00,40038,587,26170,0,0,2020-06-29 22:00:00,13281,6770000.0,North America,Worldwide,35.7730076,-86.28200809999998
Minnesota,US,06/29/2020 07:00,35549,1460,30809,0,0,2020-06-29 22:00:00,3280,5611000.0,North America,Worldwide,45.98965870000001,-94.6113288
Colorado,US,06/29/2020 07:00,32338,1676,2830,0,0,2020-06-29 22:00:00,27832,5696000.0,North America,Worldwide,38.7251776,-105.60771670000001
Alabama,US,06/29/2020 07:00,35441,919,18866,0,0,2020-06-29 22:00:00,15656,4888000.0,North America,Worldwide,33.258881699999996,-86.8295337
WA,US,06/29/2020 07:00,31647,1302,5323,0,0,2020-06-29 22:00:00,25022,7536000.0,North America,Worldwide,47.2868352,-120.2126139
Iowa,US,06/29/2020 07:00,28490,706,17679,0,0,2020-06-29 22:00:00,10105,3156000.0,North America,Worldwide,41.9216734,-93.3122705
Wisconsin,US,06/29/2020 07:00,27743,777,21953,0,0,2020-06-29 22:00:00,5013,5814000.0,North America,Worldwide,44.4308975,-89.6884637
South Carolina,US,06/29/2020 07:00,33221,712,5076,0,0,2020-06-29 22:00:00,27433,5084000.0,North America,Worldwide,33.687438799999995,-80.4363743
Mississippi,US,06/29/2020 07:00,25917,1039,15323,0,0,2020-06-29 22:00:00,9555,2987000.0,North America,Worldwide,32.9715645,-89.7348497
Veteran Affair,US,06/29/2020 07:00,21432,1584,13019,0,0,2020-06-29 22:00:00,6829,18000000.0,North America,Worldwide,34.279195,-119.28909499999999
Nebraska,US,06/29/2020 07:00,18896,267,12698,0,0,2020-06-29 22:00:00,5931,1929000.0,North America,Worldwide,41.7370229,-99.5873816
Missouri,US,06/29/2020 07:00,21206,1024,4102,0,0,2020-06-29 22:00:00,16080,6126000.0,North America,Worldwide,38.7604815,-92.5617875
Rhode Island,US,06/29/2020 07:00,16661,927,1600,0,0,2020-06-29 22:00:00,14134,1057000.0,North America,Worldwide,41.7962409,-71.59923719999999
Utah,US,06/29/2020 07:00,21100,167,4075,0,0,2020-06-29 22:00:00,16858,3161000.0,North America,Worldwide,39.4225192,-111.71435840000001
Arkansas,US,06/29/2020 07:00,19818,264,13636,0,0,2020-06-29 22:00:00,5918,3014000.0,North America,Worldwide,35.2048883,-92.4479108
Kentucky,US,06/29/2020 07:00,15232,558,3730,0,0,2020-06-29 22:00:00,10944,4468000.0,North America,Worldwide,37.5726028,-85.1551411
US Military,US,06/29/2020 07:00,15577,37,8244,0,0,2020-06-29 22:00:00,7296,1300000.0,North America,Worldwide,38.856317,-77.012803
Nevada,US,06/29/2020 07:00,17187,500,10963,0,0,2020-06-29 22:00:00,5724,3034000.0,North America,Worldwide,39.515882500000004,-116.85372269999999
Kansas,US,06/29/2020 07:00,13834,269,8706,0,0,2020-06-29 22:00:00,4859,2912000.0,North America,Worldwide,38.27312,-98.58218719999999
Delaware,US,06/29/2020 07:00,11226,507,6667,0,0,2020-06-29 22:00:00,4052,967171.0,North America,Worldwide,38.6920451,-75.4013315
New Mexico,US,06/29/2020 07:00,11809,492,5251,0,0,2020-06-29 22:00:00,6066,2095000.0,North America,Worldwide,34.5708167,-105.993007
