Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hubei,China,02/26/2020 21:30,65596,2641,23200,,2020-02-27 13:30:00,31.1517252,112.8783222
Guangdong,China,02/26/2020 21:30,1347,7,873,,2020-02-27 13:30:00,23.1357694,113.1982688
Zhejiang,China,02/26/2020 21:30,1205,1,881,,2020-02-27 13:30:00,29.0000001,119.9999999
Shandong,China,02/26/2020 21:30,756,6,381,,2020-02-27 13:30:00,36.0000001,118.9999999
Henan,China,02/26/2020 21:30,1272,20,1062,,2020-02-27 13:30:00,34.0000001,113.9999999
Anhui,China,02/26/2020 21:30,989,6,764,,2020-02-27 13:30:00,32.0,117.0
Jiangxi,China,02/26/2020 21:30,934,1,754,,2020-02-27 13:30:00,28.0,116.0
Hunan,China,02/26/2020 21:30,1017,4,793,,2020-02-27 13:30:00,27.6662087,111.7487063
Heilongjiang,China,02/26/2020 21:30,480,13,262,,2020-02-27 13:30:00,48.0000047,127.999992
Sichuan,China,02/26/2020 21:30,534,3,310,,2020-02-27 13:30:00,30.5000001,102.4999999
Chongqing,China,02/26/2020 21:30,576,6,384,,2020-02-27 13:30:00,29.5585712,106.5492822
Jiangsu,China,02/26/2020 21:30,631,0,494,,2020-02-27 13:30:00,33.0000001,119.9999999
Beijing,China,02/26/2020 21:30,400,5,248,,2020-02-27 13:30:00,39.906217,116.3912757
Guangxi,China,02/26/2020 21:30,252,2,159,,2020-02-27 13:30:00,24.0,109.0
Fujian,China,02/26/2020 21:30,296,1,225,,2020-02-27 13:30:00,26.5450001,117.842778
Shanghai,China,02/26/2020 21:30,337,3,272,,2020-02-27 13:30:00,31.2252985,121.4890497
Hebei,China,02/26/2020 21:30,317,6,261,,2020-02-27 13:30:00,39.0000001,116.0
Shaanxi,China,02/26/2020 21:30,245,1,194,,2020-02-27 13:30:00,36.0,109.0
Yunnan,China,02/26/2020 21:30,174,2,144,,2020-02-27 13:30:00,25.0,102.0
Tianjin,China,02/26/2020 21:30,135,3,96,,2020-02-27 13:30:00,39.1235635,117.1980785
Hainan,China,02/26/2020 21:30,168,5,129,,2020-02-27 13:30:00,19.2000001,109.5999999
Hong Kong,Hong Kong,02/26/2020 21:30,91,2,24,,2020-02-27 13:30:00,22.2793278,114.1628131
Guizhou,China,02/26/2020 21:30,146,2,112,,2020-02-27 13:30:00,27.0,107.0
Liaoning,China,02/26/2020 21:30,121,1,92,,2020-02-27 13:30:00,40.9739116,122.3263915
Shanxi,China,02/26/2020 21:30,133,0,104,,2020-02-27 13:30:00,37.0,112.0
Inner Mongolia,China,02/26/2020 21:30,75,0,38,,2020-02-27 13:30:00,43.2443242,114.3251664
Xinjiang,China,02/26/2020 21:30,76,2,34,,2020-02-27 13:30:00,41.7574769,87.1673842
Jilin,China,02/26/2020 21:30,93,1,65,,2020-02-27 13:30:00,42.9995032,125.9816054
Ningxia,China,02/26/2020 21:30,71,0,65,,2020-02-27 13:30:00,37.3095528,105.9608553
Taiwan,Taiwan,02/26/2020 21:30,32,1,5,,2020-02-27 13:30:00,23.9739374,120.9820179
Gansu,China,02/26/2020 21:30,91,2,81,,2020-02-27 13:30:00,38.0000001,101.9999999
Macau,Macau,02/26/2020 21:30,10,0,7,,2020-02-27 13:30:00,22.1757605,113.5514142
Qinghai,China,02/26/2020 21:30,18,0,18,,2020-02-27 13:30:00,35.4070952,95.9521157
Tibet,China,02/26/2020 21:30,1,0,1,,2020-02-27 13:30:00,31.8943432,87.0781371
,South Korea,02/26/2020 21:30,1595,13,24,,2020-02-27 13:30:00,35.8713,128.6018
Yokohama,Japan,02/26/2020 21:30,705,4,10,,2020-02-27 13:30:00,35.444991,139.636768
,Italy,02/26/2020 21:30,470,12,3,,2020-02-27 13:30:00,45.6209,9.768893
,Japan,02/26/2020 21:30,172,3,23,,2020-02-27 13:30:00,36.5748441,139.2394179
,Iran,02/26/2020 21:30,139,19,3,,2020-02-27 13:30:00,32.6475314,54.5643516
,Singapore,02/26/2020 21:30,93,0,62,,2020-02-27 13:30:00,1.340863,103.8303918
,Thailand,02/26/2020 21:30,40,0,22,,2020-02-27 13:30:00,14.8971921,100.83273
,Bahrain,02/26/2020 21:30,33,0,0,,2020-02-27 13:30:00,26.1551249,50.5344606
,Kuwait,02/26/2020 21:30,26,0,0,,2020-02-27 13:30:00,29.2733964,47.4979476
,Malaysia,02/26/2020 21:30,22,0,20,,2020-02-27 13:30:00,4.5693754,102.2656823
,Germany,02/26/2020 21:30,27,0,15,,2020-02-27 13:30:00,51.0834196,10.4234469
,France,02/26/2020 21:30,18,2,11,,2020-02-27 13:30:00,46.603354,1.8883335
,Vietnam,02/26/2020 21:30,16,0,16,,2020-02-27 13:30:00,13.2904027,108.4265113
,United Arab Emirates,02/26/2020 21:30,13,0,3,,2020-02-27 13:30:00,24.0002488,53.9994829
,UK,02/26/2020 21:30,13,0,8,,2020-02-27 13:30:00,54.7023545,-3.2765753
,Spain,02/26/2020 21:30,13,0,2,,2020-02-27 13:30:00,39.3262345,-4.8380649
,Iraq,02/26/2020 21:30,5,0,0,,2020-02-27 13:30:00,33.0955793,44.1749775
,Oman,02/26/2020 21:30,4,0,0,,2020-02-27 13:30:00,21.0000287,57.0036901
,Philippines,02/26/2020 21:30,3,1,2,,2020-02-27 13:30:00,12.7503486,122.7312101
,India,02/26/2020 21:30,3,0,3,,2020-02-27 13:30:00,22.3511148,78.6677428
,Croatia,02/26/2020 21:30,3,0,0,,2020-02-27 13:30:00,45.5643442,17.0118954
,Russia,02/26/2020 21:30,2,0,2,,2020-02-27 13:30:00,64.6863136,97.7453061
,Austria,02/26/2020 21:30,2,0,0,,2020-02-27 13:30:00,47.2000338,13.199959
,Israel,02/26/2020 21:30,2,0,0,,2020-02-27 13:30:00,31.5313113,34.8667654
,Lebanon,02/26/2020 21:30,2,0,0,,2020-02-27 13:30:00,33.8750629,35.843409
,Pakistan,02/26/2020 21:30,2,0,0,,2020-02-27 13:30:00,30.3308401,71.247499
,Sweden,02/26/2020 21:30,2,0,0,,2020-02-27 13:30:00,59.6749712,14.5208584
,Finland,02/26/2020 21:30,2,0,1,,2020-02-27 13:30:00,63.2467777,25.9209164
,Afghanistan,02/26/2020 21:30,1,0,0,,2020-02-27 13:30:00,33.7680065,66.2385139
,Algeria,02/26/2020 21:30,1,0,0,,2020-02-27 13:30:00,28.0000272,2.9999825
Brussels,Belgium,02/26/2020 21:30,1,0,1,,2020-02-27 13:30:00,50.8436709,4.3674367
,Cambodia,02/26/2020 21:30,1,0,1,,2020-02-27 13:30:00,13.5066394,104.869423
,Egypt,02/26/2020 21:30,1,0,1,,2020-02-27 13:30:00,26.2540493,29.2675469
,Nepal,02/26/2020 21:30,1,0,1,,2020-02-27 13:30:00,28.1083929,84.0917139
,Sri Lanka,02/26/2020 21:30,1,0,1,,2020-02-27 13:30:00,7.5554942,80.7137847
,Switzerland,02/26/2020 21:30,1,0,0,,2020-02-27 13:30:00,46.7985624,8.2319736
,Brazil,02/26/2020 21:30,1,0,0,,2020-02-27 13:30:00,-10.3333333,-53.2
,Georgia,02/26/2020 21:30,1,0,0,,2020-02-27 13:30:00,41.6809707,44.0287382
,Greece,02/26/2020 21:30,1,0,0,,2020-02-27 13:30:00,38.9953683,21.9877132
,North Macedonia,02/26/2020 21:30,1,0,0,,2020-02-27 13:30:00,41.6171214,21.7168387
,Norway,02/26/2020 21:30,1,0,0,,2020-02-27 13:30:00,60.5000209,9.0999715
,Romania,02/26/2020 21:30,1,0,0,,2020-02-27 13:30:00,45.9852129,24.6859225
British Columbia,Canada,02/26/2020 21:30,7,0,0,,2020-02-27 13:30:00,55.001251,-125.002441
Ontario,Canada,02/26/2020 21:30,5,0,3,,2020-02-27 13:30:00,50.000678,-86.000977
Massachusetts,US,02/26/2020 21:30,1,0,0,Boston,2020-02-27 13:30:00,42.3788774,-72.032366
Illinois,US,02/26/2020 21:30,2,0,2,Chicago,2020-02-27 13:30:00,40.0796606,-89.4337288
Wisconsin,US,02/26/2020 21:30,1,0,0,Madison,2020-02-27 13:30:00,44.4308975,-89.6884637
WA,US,02/26/2020 21:30,1,0,1,Seattle,2020-02-27 13:30:00,47.2868352,-120.2126139
California,US,02/26/2020 21:30,10,0,2,"Sacramento, San Diego, San Benito, Los Angeles, Orange, Santa Clara, Humboldt",2020-02-27 13:30:00,36.7014631,-118.7559974
Arizona,US,02/26/2020 21:30,1,0,0,Tempe,2020-02-27 13:30:00,34.395342,-111.7632755
Texas,US,02/26/2020 21:30,1,0,0,San Antonio,2020-02-27 13:30:00,31.8160381,-99.5120986
Nebraska,US,02/26/2020 21:30,43,0,0,,2020-02-27 13:30:00,41.7370229,-99.5873816
Melbourne,Australia,02/26/2020 21:30,7,0,4,,2020-02-27 13:30:00,-37.8142176,144.9631608
Sydney,Australia,02/26/2020 21:30,4,0,4,,2020-02-27 13:30:00,-33.8548157,151.2164539
Brisbane,Australia,02/26/2020 21:30,8,0,5,,2020-02-27 13:30:00,-27.4689682,153.0234991
Perth,Australia,02/26/2020 21:30,1,0,0,,2020-02-27 13:30:00,-31.9527121,115.8604796
Adelaide,Australia,02/26/2020 21:30,3,0,2,,2020-02-27 13:30:00,-34.9281805,138.5999312
