Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hubei,China,02/11/2020 20:30,33366,1068,2639,,2020-02-12 12:30:00,31.1517252,112.8783222
Guangdong,China,02/11/2020 20:30,1177,1,212,,2020-02-12 12:30:00,23.1357694,113.1982688
Zhejiang,China,02/11/2020 20:30,1117,0,279,,2020-02-12 12:30:00,29.0000001,119.9999999
Henan,China,02/11/2020 20:30,1135,8,231,,2020-02-12 12:30:00,34.0000001,113.9999999
Hunan,China,02/11/2020 20:30,912,1,247,,2020-02-12 12:30:00,27.6662087,111.7487063
Anhui,China,02/11/2020 20:30,889,4,108,,2020-02-12 12:30:00,32.0,117.0
Jiangxi,China,02/11/2020 20:30,844,1,152,,2020-02-12 12:30:00,28.0,116.0
Jiangsu,China,02/11/2020 20:30,543,0,94,,2020-02-12 12:30:00,33.0000001,119.9999999
Chongqing,China,02/11/2020 20:30,505,3,79,,2020-02-12 12:30:00,29.5585712,106.5492822
Shandong,China,02/11/2020 20:30,498,1,80,,2020-02-12 12:30:00,36.0000001,118.9999999
Sichuan,China,02/11/2020 20:30,436,1,85,,2020-02-12 12:30:00,30.5000001,102.4999999
Heilongjiang,China,02/11/2020 20:30,378,8,28,,2020-02-12 12:30:00,48.0000047,127.999992
Beijing,China,02/11/2020 20:30,342,3,48,,2020-02-12 12:30:00,39.906217,116.3912757
Shanghai,China,02/11/2020 20:30,306,1,53,,2020-02-12 12:30:00,31.2252985,121.4890497
Fujian,China,02/11/2020 20:30,272,0,46,,2020-02-12 12:30:00,26.5450001,117.842778
Hebei,China,02/11/2020 20:30,251,2,48,,2020-02-12 12:30:00,39.0000001,116.0
Shaanxi,China,02/11/2020 20:30,219,0,32,,2020-02-12 12:30:00,36.0,109.0
Guangxi,China,02/11/2020 20:30,222,1,33,,2020-02-12 12:30:00,24.0,109.0
Yunnan,China,02/11/2020 20:30,153,0,20,,2020-02-12 12:30:00,25.0,102.0
Hainan,China,02/11/2020 20:30,151,3,20,,2020-02-12 12:30:00,19.2000001,109.5999999
Yokohama,Japan,02/11/2020 20:30,174,0,0,,2020-02-12 12:30:00,35.444991,139.636768
Guizhou,China,02/11/2020 20:30,131,1,17,,2020-02-12 12:30:00,27.0,107.0
Shanxi,China,02/11/2020 20:30,124,0,30,,2020-02-12 12:30:00,37.0,112.0
Liaoning,China,02/11/2020 20:30,116,0,19,,2020-02-12 12:30:00,40.9739116,122.3263915
Tianjin,China,02/11/2020 20:30,106,2,10,,2020-02-12 12:30:00,39.1235635,117.1980785
Gansu,China,02/11/2020 20:30,86,2,24,,2020-02-12 12:30:00,38.0000001,101.9999999
Jilin,China,02/11/2020 20:30,83,1,18,,2020-02-12 12:30:00,42.9995032,125.9816054
Inner Mongolia,China,02/11/2020 20:30,58,0,5,,2020-02-12 12:30:00,43.2443242,114.3251664
Xinjiang,China,02/11/2020 20:30,55,0,3,,2020-02-12 12:30:00,41.7574769,87.1673842
Ningxia,China,02/11/2020 20:30,53,0,22,,2020-02-12 12:30:00,37.3095528,105.9608553
Hong Kong,Hong Kong,02/11/2020 20:30,49,1,0,,2020-02-12 12:30:00,22.2793278,114.1628131
,Singapore,02/11/2020 20:30,47,0,9,,2020-02-12 12:30:00,1.340863,103.8303918
,Thailand,02/11/2020 20:30,33,0,10,,2020-02-12 12:30:00,18.7544594,100.624804
,South Korea,02/11/2020 20:30,28,0,4,,2020-02-12 12:30:00,36.5581914,127.9408564
,Japan,02/11/2020 20:30,28,0,9,,2020-02-12 12:30:00,34.9046568,136.6310496
Qinghai,China,02/11/2020 20:30,18,0,5,,2020-02-12 12:30:00,35.4070952,95.9521157
Taiwan,Taiwan,02/11/2020 20:30,18,0,1,,2020-02-12 12:30:00,23.9739374,120.9820179
,Malaysia,02/11/2020 20:30,18,0,3,,2020-02-12 12:30:00,4.5693754,102.2656823
,Germany,02/11/2020 20:30,16,0,0,,2020-02-12 12:30:00,51.3876262,7.0015229
,Vietnam,02/11/2020 20:30,15,0,6,,2020-02-12 12:30:00,13.2904027,108.4265113
,France,02/11/2020 20:30,11,0,0,,2020-02-12 12:30:00,45.1562575,5.4515829
Macau,Macau,02/11/2020 20:30,10,0,1,,2020-02-12 12:30:00,22.1757605,113.5514142
,UK,02/11/2020 20:30,8,0,1,,2020-02-12 12:30:00,54.7023545,-3.2765753
,United Arab Emirates,02/11/2020 20:30,8,0,1,,2020-02-12 12:30:00,24.0002488,53.9994829
California,US,02/11/2020 20:30,7,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara",2020-02-12 12:30:00,36.7014631,-118.7559974
Brisbane,Australia,02/11/2020 20:30,5,0,0,,2020-02-12 12:30:00,-27.4689682,153.0234991
Sydney,Australia,02/11/2020 20:30,4,0,3,,2020-02-12 12:30:00,-33.8548157,151.2164539
Melbourne,Australia,02/11/2020 20:30,4,0,2,,2020-02-12 12:30:00,-37.8142176,144.9631608
British Columbia,Canada,02/11/2020 20:30,4,0,0,,2020-02-12 12:30:00,55.001251,-125.002441
Ontario,Canada,02/11/2020 20:30,3,0,0,,2020-02-12 12:30:00,50.000678,-86.000977
,India,02/11/2020 20:30,3,0,0,,2020-02-12 12:30:00,16.3876987,73.7305913
,Philippines,02/11/2020 20:30,3,1,2,,2020-02-12 12:30:00,12.7503486,122.7312101
,Italy,02/11/2020 20:30,3,0,0,,2020-02-12 12:30:00,46.3144754,11.0480288
,Russia,02/11/2020 20:30,2,0,0,,2020-02-12 12:30:00,48.2783785,46.1663642
Illinois,US,02/11/2020 20:30,2,0,2,Chicago,2020-02-12 12:30:00,40.0796606,-89.4337288
Adelaide,Australia,02/11/2020 20:30,2,0,0,,2020-02-12 12:30:00,-34.9281805,138.5999312
,Spain,02/11/2020 20:30,2,0,0,,2020-02-12 12:30:00,39.3262345,-4.8380649
,Cambodia,02/11/2020 20:30,1,0,1,,2020-02-12 12:30:00,13.5066394,104.869423
,Finland,02/11/2020 20:30,1,0,1,,2020-02-12 12:30:00,63.2467777,25.9209164
,Sri Lanka,02/11/2020 20:30,1,0,1,,2020-02-12 12:30:00,7.1895221,79.9548574
Tibet,China,02/11/2020 20:30,1,0,0,,2020-02-12 12:30:00,31.8943432,87.0781371
,Nepal,02/11/2020 20:30,1,0,0,,2020-02-12 12:30:00,28.1083929,84.0917139
,Sweden,02/11/2020 20:30,1,0,0,,2020-02-12 12:30:00,63.4352121,14.8290863
Massachusetts,US,02/11/2020 20:30,1,0,0,Boston,2020-02-12 12:30:00,42.3788774,-72.032366
WA,US,02/11/2020 20:30,1,0,0,Seattle,2020-02-12 12:30:00,47.2868352,-120.2126139
Arizona,US,02/11/2020 20:30,1,0,0,Tempe,2020-02-12 12:30:00,34.395342,-111.7632755
Brussels,Belgium,02/11/2020 20:30,1,0,0,,2020-02-12 12:30:00,50.8436709,4.3674367
WI,US,02/11/2020 20:30,1,0,0,Madison,2020-02-12 12:30:00,44.4308975,-89.6884637
