Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hubei,China,02/04/2020 01:00,13522,414,398,,2020-02-04 17:00:00,31.1517252,112.8783222
Guangdong,China,02/04/2020 01:00,797,0,24,,2020-02-04 17:00:00,23.1357694,113.1982688
Zhejiang,China,02/04/2020 01:00,829,0,48,,2020-02-04 17:00:00,29.0000001,119.9999999
Henan,China,02/04/2020 01:00,675,2,20,,2020-02-04 17:00:00,34.0000001,113.9999999
Hunan,China,02/04/2020 01:00,593,0,26,,2020-02-04 17:00:00,27.6662087,111.7487063
Anhui,China,02/04/2020 01:00,480,0,20,,2020-02-04 17:00:00,32.0,117.0
Jiangxi,China,02/04/2020 01:00,476,0,19,,2020-02-04 17:00:00,28.0,116.0
Chongqing,China,02/04/2020 01:00,337,2,9,,2020-02-04 17:00:00,29.5585712,106.5492822
Jiangsu,China,02/04/2020 01:00,308,0,10,,2020-02-04 17:00:00,33.0000001,119.9999999
Shandong,China,02/04/2020 01:00,270,0,7,,2020-02-04 17:00:00,36.0000001,118.9999999
Sichuan,China,02/04/2020 01:00,282,1,14,,2020-02-04 17:00:00,30.5000001,102.4999999
Beijing,China,02/04/2020 01:00,212,1,12,,2020-02-04 17:00:00,39.906217,116.3912757
Shanghai,China,02/04/2020 01:00,208,1,12,,2020-02-04 17:00:00,31.2252985,121.4890497
Fujian,China,02/04/2020 01:00,194,0,1,,2020-02-04 17:00:00,26.5450001,117.842778
Shaanxi,China,02/04/2020 01:00,142,0,1,,2020-02-04 17:00:00,36.0,109.0
Guangxi,China,02/04/2020 01:00,139,0,10,,2020-02-04 17:00:00,24.0,109.0
Heilongjiang,China,02/04/2020 01:00,155,2,2,,2020-02-04 17:00:00,48.0000047,127.999992
Yunnan,China,02/04/2020 01:00,117,0,5,,2020-02-04 17:00:00,25.0,102.0
Hebei,China,02/04/2020 01:00,126,1,3,,2020-02-04 17:00:00,39.0000001,116.0
Liaoning,China,02/04/2020 01:00,74,0,1,,2020-02-04 17:00:00,40.9739116,122.3263915
Shanxi,China,02/04/2020 01:00,74,0,2,,2020-02-04 17:00:00,37.0,112.0
Hainan,China,02/04/2020 01:00,80,1,4,,2020-02-04 17:00:00,19.2000001,109.5999999
