Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,6679,,,,,171,2020-06-04,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,11107,,,,,247,2020-06-04,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,44347,,,,,2138,2020-06-04,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,46473,,,,,3245,2020-06-04,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,5714,,,,,180,2020-06-04,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,4483,,,,,127,2020-06-04,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,4698,,,,,82,2020-06-04,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,12407,,,,,506,2020-06-04,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,22451,,,,,762,2020-06-04,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,57994,,,,,3666,2020-06-04,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,40629,,,,,1062,2020-06-04,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,16018,,,,,414,2020-06-04,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,36463,,,,,3012,2020-06-04,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,6064,,,,,202,2020-06-04,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,9149,,,,,367,2020-06-04,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,7989,,,,,180,2020-06-04,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,12020,,,,,191,2020-06-04,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,4721,,,,,162,2020-06-04,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,3029,,,,,79,2020-06-04,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,1802,,,,,20,2020-06-04,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,16121,,,,,698,2020-06-04,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,12010,,,,,306,2020-06-04,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,59240,,,,,6010,2020-06-04,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,123483,,,,,8276,2020-06-04,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,5494,,,,,205,2020-06-04,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,10398,,,,,258,2020-06-04,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,10034,,,,,152,2020-06-04,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
