Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,13146,,,,,361,2020-06-30,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,28253,,,,,413,2020-06-30,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,69893,,,,,2792,2020-06-30,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,103206,,,,,4920,2020-06-30,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,20406,,,,,500,2020-06-30,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,14641,,,,,283,2020-06-30,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,10359,,,,,195,2020-06-30,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,35117,,,,,1032,2020-06-30,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,69467,,,,,1800,2020-06-30,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,108225,,,,,6087,2020-06-30,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,78969,,,,,2012,2020-06-30,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,45057,,,,,931,2020-06-30,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,58476,,,,,4782,2020-06-30,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,20422,,,,,663,2020-06-30,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,29721,,,,,994,2020-06-30,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,24817,,,,,653,2020-06-30,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,47071,,,,,559,2020-06-30,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,23379,,,,,467,2020-06-30,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,15328,,,,,590,2020-06-30,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,7676,,,,,75,2020-06-30,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,45097,,,,,1621,2020-06-30,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,43864,,,,,940,2020-06-30,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,111883,,,,,9848,2020-06-30,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,275145,,,,,14398,2020-06-30,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,21326,,,,,613,2020-06-30,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,25659,,,,,582,2020-06-30,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,25056,,,,,324,2020-06-30,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
