Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,Population,lat,lon
Hubei,China,04/02/2020 00:00,67802,3193,63326,2020-04-02 16:00:00,1283,58500000,31.151725199999998,112.87832220000001
Beijing,China,04/02/2020 00:00,582,8,424,2020-04-02 16:00:00,150,21540000,39.906217,116.3912757
Shanghai,China,04/02/2020 00:00,522,6,343,2020-04-02 16:00:00,173,24280000,31.225298499999997,121.4890497
Guangdong,China,04/02/2020 00:00,1507,8,1365,2020-04-02 16:00:00,134,113460000,23.135769399999997,113.19826880000001
Fujian,China,04/02/2020 00:00,345,1,299,2020-04-02 16:00:00,45,38560000,26.5450001,117.84277800000001
Zhejiang,China,04/02/2020 00:00,1258,1,1228,2020-04-02 16:00:00,29,57370000,29.000000099999998,119.9999999
Tianjin,China,04/02/2020 00:00,176,3,135,2020-04-02 16:00:00,38,15621200,39.1235635,117.1980785
Inner Mongolia,China,04/02/2020 00:00,117,1,74,2020-04-02 16:00:00,42,24710000,43.2443242,114.32516640000001
Shandong,China,04/02/2020 00:00,775,7,753,2020-04-02 16:00:00,15,100472400,36.0000001,118.9999999
Jiangsu,China,04/02/2020 00:00,647,0,631,2020-04-02 16:00:00,16,80400000,33.0000001,119.9999999
Sichuan,China,04/02/2020 00:00,554,3,537,2020-04-02 16:00:00,14,81100000,30.500000099999998,102.4999999
Gansu,China,04/02/2020 00:00,138,2,127,2020-04-02 16:00:00,9,25580000,38.0000001,101.9999999
Shaanxi,China,04/02/2020 00:00,255,3,242,2020-04-02 16:00:00,10,37330000,36.0,109.0
Yunnan,China,04/02/2020 00:00,183,2,172,2020-04-02 16:00:00,9,45970000,25.0,102.0
Liaoning,China,04/02/2020 00:00,140,2,124,2020-04-02 16:00:00,14,43900000,40.9739116,122.3263915
Jilin,China,04/02/2020 00:00,98,1,92,2020-04-02 16:00:00,5,27460000,42.9995032,125.9816054
Hebei,China,04/02/2020 00:00,325,6,310,2020-04-02 16:00:00,9,74700000,39.0000001,116.0
Henan,China,04/02/2020 00:00,1276,22,1251,2020-04-02 16:00:00,3,95590000,34.0000001,113.9999999
Chongqing,China,04/02/2020 00:00,579,6,570,2020-04-02 16:00:00,3,30480000,29.5585712,106.5492822
Heilongjiang,China,04/02/2020 00:00,488,13,469,2020-04-02 16:00:00,6,38310000,48.000004700000005,127.99999199999999
Guangxi,China,04/02/2020 00:00,254,2,250,2020-04-02 16:00:00,2,48380000,24.0,109.0
Shanxi,China,04/02/2020 00:00,137,0,133,2020-04-02 16:00:00,4,36500000,37.0,112.0
Jiangxi,China,04/02/2020 00:00,937,1,935,2020-04-02 16:00:00,1,45200000,28.0,116.0
Hunan,China,04/02/2020 00:00,1019,4,1014,2020-04-02 16:00:00,1,67370000,27.6662087,111.74870630000001
Anhui,China,04/02/2020 00:00,990,6,984,2020-04-02 16:00:00,0,62000000,32.0,117.0
Hainan,China,04/02/2020 00:00,168,6,162,2020-04-02 16:00:00,0,9258000,19.2000001,109.5999999
Guizhou,China,04/02/2020 00:00,147,2,144,2020-04-02 16:00:00,1,34750000,27.0,107.0
Xinjiang,China,04/02/2020 00:00,76,3,73,2020-04-02 16:00:00,0,21810000,41.7574769,87.1673842
Ningxia,China,04/02/2020 00:00,75,0,75,2020-04-02 16:00:00,0,6301000,37.3095528,105.9608553
Qinghai,China,04/02/2020 00:00,18,0,18,2020-04-02 16:00:00,0,5627000,35.40709520000001,95.95211570000001
