Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,9534,,,,,256,2020-06-14,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,16322,,,,,319,2020-06-14,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,56026,,,,,2465,2020-06-14,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,68510,,,,,4191,2020-06-14,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,11710,,,,,309,2020-06-14,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,6875,,,,,200,2020-06-14,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,6931,,,,,130,2020-06-14,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,20887,,,,,723,2020-06-14,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,35788,,,,,1069,2020-06-14,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,76631,,,,,4853,2020-06-14,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,58859,,,,,1436,2020-06-14,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,27454,,,,,623,2020-06-14,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,44671,,,,,3784,2020-06-14,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,10153,,,,,360,2020-06-14,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,13789,,,,,533,2020-06-14,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,12866,,,,,316,2020-06-14,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,21959,,,,,293,2020-06-14,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,7941,,,,,211,2020-06-14,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,5739,,,,,199,2020-06-14,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,3235,,,,,28,2020-06-14,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,26011,,,,,1028,2020-06-14,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,20614,,,,,454,2020-06-14,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,78836,,,,,7592,2020-06-14,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,172875,,,,,10581,2020-06-14,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,9233,,,,,312,2020-06-14,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,14627,,,,,344,2020-06-14,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,13296,,,,,193,2020-06-14,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
