Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,Continent,World,lat,lon
Xinjiang,China,08/05/2020 07:00,746,3,125,0,0,2020-08-05 22:00:00,618,21810000.0,Asia,Worldwide,41.7574769,87.1673842
Liaoning,China,08/05/2020 07:00,255,2,160,0,0,2020-08-05 22:00:00,93,43900000.0,Asia,Worldwide,40.9739116,122.3263915
Guangdong,China,08/05/2020 07:00,1687,8,1661,0,0,2020-08-05 22:00:00,18,113460000.0,Asia,Worldwide,23.135769399999997,113.19826880000001
Shanghai,China,08/05/2020 07:00,752,7,727,0,0,2020-08-05 22:00:00,18,24280000.0,Asia,Worldwide,31.225298499999997,121.4890497
Inner Mongolia,China,08/05/2020 07:00,258,1,247,0,0,2020-08-05 22:00:00,10,24710000.0,Asia,Worldwide,43.2443242,114.32516640000001
Beijing,China,08/05/2020 07:00,934,9,919,0,0,2020-08-05 22:00:00,6,21540000.0,Asia,Worldwide,39.906217,116.3912757
Shandong,China,08/05/2020 07:00,804,7,786,0,0,2020-08-05 22:00:00,11,100472400.0,Asia,Worldwide,36.0000001,118.9999999
Tianjin,China,08/05/2020 07:00,205,3,196,0,0,2020-08-05 22:00:00,6,15621200.0,Asia,Worldwide,39.1235635,117.1980785
Sichuan,China,08/05/2020 07:00,610,3,598,0,0,2020-08-05 22:00:00,9,81100000.0,Asia,Worldwide,30.500000099999998,102.4999999
Shaanxi,China,08/05/2020 07:00,327,3,318,0,0,2020-08-05 22:00:00,6,37330000.0,Asia,Worldwide,36.0,109.0
Hubei,China,08/05/2020 07:00,68138,4512,63623,0,0,2020-08-05 22:00:00,3,58500000.0,Asia,Worldwide,31.151725199999998,112.87832220000001
Fujian,China,08/05/2020 07:00,367,1,363,0,0,2020-08-05 22:00:00,3,38560000.0,Asia,Worldwide,26.5450001,117.84277800000001
Yunnan,China,08/05/2020 07:00,191,2,187,0,0,2020-08-05 22:00:00,2,45970000.0,Asia,Worldwide,25.0,102.0
Jilin,China,08/05/2020 07:00,157,2,153,0,0,2020-08-05 22:00:00,2,27460000.0,Asia,Worldwide,42.9995032,125.9816054
Zhejiang,China,08/05/2020 07:00,1270,1,1268,0,0,2020-08-05 22:00:00,1,57370000.0,Asia,Worldwide,29.000000099999998,119.9999999
Jiangsu,China,08/05/2020 07:00,658,0,654,0,0,2020-08-05 22:00:00,4,80400000.0,Asia,Worldwide,33.0000001,119.9999999
Henan,China,08/05/2020 07:00,1276,22,1254,0,0,2020-08-05 22:00:00,0,95590000.0,Asia,Worldwide,34.0000001,113.9999999
Hunan,China,08/05/2020 07:00,1019,4,1015,0,0,2020-08-05 22:00:00,0,67370000.0,Asia,Worldwide,27.6662087,111.74870630000001
Anhui,China,08/05/2020 07:00,991,6,985,0,0,2020-08-05 22:00:00,0,62000000.0,Asia,Worldwide,32.0,117.0
Heilongjiang,China,08/05/2020 07:00,945,13,932,0,0,2020-08-05 22:00:00,0,38310000.0,Asia,Worldwide,48.000004700000005,127.99999199999999
Jiangxi,China,08/05/2020 07:00,937,1,936,0,0,2020-08-05 22:00:00,0,45200000.0,Asia,Worldwide,28.0,116.0
Chongqing,China,08/05/2020 07:00,583,6,577,0,0,2020-08-05 22:00:00,0,30480000.0,Asia,Worldwide,29.5585712,106.5492822
Hebei,China,08/05/2020 07:00,349,6,343,0,0,2020-08-05 22:00:00,0,74700000.0,Asia,Worldwide,39.0000001,116.0
Guangxi,China,08/05/2020 07:00,255,2,253,0,0,2020-08-05 22:00:00,0,48380000.0,Asia,Worldwide,24.0,109.0
Shanxi,China,08/05/2020 07:00,201,0,201,0,0,2020-08-05 22:00:00,0,36500000.0,Asia,Worldwide,37.0,112.0
Hainan,China,08/05/2020 07:00,171,6,163,0,0,2020-08-05 22:00:00,2,9258000.0,Asia,Worldwide,19.2000001,109.5999999
Gansu,China,08/05/2020 07:00,167,2,165,0,0,2020-08-05 22:00:00,0,25580000.0,Asia,Worldwide,38.0000001,101.9999999
Guizhou,China,08/05/2020 07:00,147,2,145,0,0,2020-08-05 22:00:00,0,34750000.0,Asia,Worldwide,27.0,107.0
Ningxia,China,08/05/2020 07:00,75,0,75,0,0,2020-08-05 22:00:00,0,6301000.0,Asia,Worldwide,37.3095528,105.9608553
Qinghai,China,08/05/2020 07:00,18,0,18,0,0,2020-08-05 22:00:00,0,5627000.0,Asia,Worldwide,35.40709520000001,95.95211570000001
Tibet,China,08/05/2020 07:00,1,0,1,0,0,2020-08-05 22:00:00,0,3180000.0,Asia,Worldwide,31.894343199999998,87.07813709999999
New South Wales,Australia,08/05/2020 07:00,3631,50,2991,1561826,0,2020-08-05 22:00:00,590,7544000.0,Oceania,Worldwide,-33.8548157,151.2164539
Queensland,Australia,08/05/2020 07:00,1088,6,1069,595001,0,2020-08-05 22:00:00,13,5071000.0,Oceania,Worldwide,-27.468968199999996,153.02349909999998
Victoria,Australia,08/05/2020 07:00,13035,162,5424,1745900,0,2020-08-05 22:00:00,7449,6359000.0,Oceania,Worldwide,-37.814217600000006,144.9631608
South Australia,Australia,08/05/2020 07:00,456,4,444,244829,0,2020-08-05 22:00:00,8,1677000.0,Oceania,Worldwide,-34.928180499999996,138.5999312
Western Australia,Australia,08/05/2020 07:00,642,9,626,263076,0,2020-08-05 22:00:00,7,2589000.0,Oceania,Worldwide,-31.952712100000003,115.86047959999999
Tasmania,Australia,08/05/2020 07:00,229,13,215,70699,0,2020-08-05 22:00:00,1,515000.0,Oceania,Worldwide,-42.8825088,147.3281233
Australian Capital Territory,Australia,08/05/2020 07:00,113,3,110,54336,0,2020-08-05 22:00:00,0,412576.0,Oceania,Worldwide,-35.488350200000006,149.00269419999998
Northern Territory,Australia,08/05/2020 07:00,33,0,30,25550,0,2020-08-05 22:00:00,3,211945.0,Oceania,Worldwide,-12.46044,130.8410469
California,US,08/05/2020 07:00,526982,9710,178234,0,0,2020-08-05 22:00:00,339038,39560000.0,North America,Worldwide,36.7014631,-118.75599740000001
Florida,US,08/05/2020 07:00,497330,7402,381,0,0,2020-08-05 22:00:00,489547,21300000.0,North America,Worldwide,27.7567667,-81.4639835
Texas,US,08/05/2020 07:00,466032,7271,306547,0,0,2020-08-05 22:00:00,152214,28700000.0,North America,Worldwide,31.8160381,-99.51209859999999
New York,US,08/05/2020 07:00,422708,32725,60868,0,0,2020-08-05 22:00:00,329115,19542200.0,North America,Worldwide,40.7127281,-74.0060152
Georgia,US,08/05/2020 07:00,198402,3922,927,0,0,2020-08-05 22:00:00,193553,10520000.0,North America,Worldwide,32.329380900000004,-83.1137366
New Jersey,US,08/05/2020 07:00,182970,15939,4030,0,0,2020-08-05 22:00:00,163001,8909000.0,North America,Worldwide,40.0757384,-74.4041622
Illinois,US,08/05/2020 07:00,184713,7546,77607,0,0,2020-08-05 22:00:00,99560,12740000.0,North America,Worldwide,40.079660600000004,-89.4337288
Arizona,US,08/05/2020 07:00,180506,3845,174,0,0,2020-08-05 22:00:00,176487,7172000.0,North America,Worldwide,34.395342,-111.76327549999999
North Carolina,US,08/05/2020 07:00,128163,2013,105093,0,0,2020-08-05 22:00:00,21057,10380000.0,North America,Worldwide,35.6729639,-79.03929190000001
Massachusetts,US,08/05/2020 07:00,119203,8657,94347,0,0,2020-08-05 22:00:00,16199,6902000.0,North America,Worldwide,42.3788774,-72.03236600000001
Pennsylvania,US,08/05/2020 07:00,119672,7246,1369,0,0,2020-08-05 22:00:00,111057,12810000.0,North America,Worldwide,40.9699889,-77.72788309999999
Louisiana,US,08/05/2020 07:00,124461,4051,74246,0,0,2020-08-05 22:00:00,46164,4660000.0,North America,Worldwide,30.8703881,-92.007126
Tennessee,US,08/05/2020 07:00,112443,1118,73259,0,0,2020-08-05 22:00:00,38066,6770000.0,North America,Worldwide,35.7730076,-86.28200809999998
Ohio,US,08/05/2020 07:00,95109,3572,7630,0,0,2020-08-05 22:00:00,83907,11690000.0,North America,Worldwide,40.225356899999994,-82.6881395
Michigan,US,08/05/2020 07:00,93195,6476,57502,0,0,2020-08-05 22:00:00,29217,9996000.0,North America,Worldwide,43.6211955,-84.6824346
Virginia,US,08/05/2020 07:00,94251,2249,12385,0,0,2020-08-05 22:00:00,79617,8518000.0,North America,Worldwide,37.1232245,-78.4927721
South Carolina,US,08/05/2020 07:00,94191,1847,5076,0,0,2020-08-05 22:00:00,87268,5084000.0,North America,Worldwide,33.687438799999995,-80.4363743
Maryland,US,08/05/2020 07:00,91854,3530,5740,0,0,2020-08-05 22:00:00,82584,6043000.0,North America,Worldwide,39.5162234,-76.9382069
Alabama,US,08/05/2020 07:00,93702,1666,35401,0,0,2020-08-05 22:00:00,56635,4888000.0,North America,Worldwide,33.258881699999996,-86.8295337
Indiana,US,08/05/2020 07:00,69262,2996,3169,0,0,2020-08-05 22:00:00,63097,6692000.0,North America,Worldwide,40.327012700000004,-86.1746933
Mississippi,US,08/05/2020 07:00,62199,1753,35071,0,0,2020-08-05 22:00:00,25375,2987000.0,North America,Worldwide,32.9715645,-89.7348497
WA,US,08/05/2020 07:00,59529,1622,5893,0,0,2020-08-05 22:00:00,52014,7536000.0,North America,Worldwide,47.2868352,-120.2126139
Minnesota,US,08/05/2020 07:00,57162,1660,50426,0,0,2020-08-05 22:00:00,5076,5611000.0,North America,Worldwide,45.98965870000001,-94.6113288
Wisconsin,US,08/05/2020 07:00,56056,962,45368,0,0,2020-08-05 22:00:00,9726,5814000.0,North America,Worldwide,44.4308975,-89.6884637
Missouri,US,08/05/2020 07:00,54793,1336,4102,0,0,2020-08-05 22:00:00,49355,6126000.0,North America,Worldwide,38.7604815,-92.5617875
Connecticut,US,08/05/2020 07:00,50110,4437,63,0,0,2020-08-05 22:00:00,45610,3573000.0,North America,Worldwide,41.6500201,-72.7342163
Nevada,US,08/05/2020 07:00,52261,862,42040,0,0,2020-08-05 22:00:00,9359,3034000.0,North America,Worldwide,39.515882500000004,-116.85372269999999
