Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hubei,China,02/09/2020 19:30,29631,871,1795,,2020-02-10 11:30:00,31.1517252,112.8783222
Guangdong,China,02/09/2020 19:30,1131,1,141,,2020-02-10 11:30:00,23.1357694,113.1982688
Zhejiang,China,02/09/2020 19:30,1075,0,201,,2020-02-10 11:30:00,29.0000001,119.9999999
Henan,China,02/09/2020 19:30,1073,6,169,,2020-02-10 11:30:00,34.0000001,113.9999999
Hunan,China,02/09/2020 19:30,838,1,186,,2020-02-10 11:30:00,27.6662087,111.7487063
Anhui,China,02/09/2020 19:30,779,1,72,,2020-02-10 11:30:00,32.0,117.0
Jiangxi,China,02/09/2020 19:30,740,0,73,,2020-02-10 11:30:00,28.0,116.0
Jiangsu,China,02/09/2020 19:30,468,0,72,,2020-02-10 11:30:00,33.0000001,119.9999999
Chongqing,China,02/09/2020 19:30,468,2,51,,2020-02-10 11:30:00,29.5585712,106.5492822
Shandong,China,02/09/2020 19:30,459,1,63,,2020-02-10 11:30:00,36.0000001,118.9999999
Sichuan,China,02/09/2020 19:30,386,1,71,,2020-02-10 11:30:00,30.5000001,102.4999999
Beijing,China,02/09/2020 19:30,326,2,37,,2020-02-10 11:30:00,39.906217,116.3912757
Heilongjiang,China,02/09/2020 19:30,331,7,15,,2020-02-10 11:30:00,48.0000047,127.999992
Shanghai,China,02/09/2020 19:30,295,1,44,,2020-02-10 11:30:00,31.2252985,121.4890497
Fujian,China,02/09/2020 19:30,250,0,35,,2020-02-10 11:30:00,26.5450001,117.842778
Shaanxi,China,02/09/2020 19:30,208,0,25,,2020-02-10 11:30:00,36.0,109.0
Hebei,China,02/09/2020 19:30,218,2,35,,2020-02-10 11:30:00,39.0000001,116.0
Guangxi,China,02/09/2020 19:30,210,1,18,,2020-02-10 11:30:00,24.0,109.0
Yunnan,China,02/09/2020 19:30,141,0,18,,2020-02-10 11:30:00,25.0,102.0
Hainan,China,02/09/2020 19:30,131,3,19,,2020-02-10 11:30:00,19.2000001,109.5999999
Shanxi,China,02/09/2020 19:30,119,0,25,,2020-02-10 11:30:00,37.0,112.0
Liaoning,China,02/09/2020 19:30,107,0,12,,2020-02-10 11:30:00,40.9739116,122.3263915
Guizhou,China,02/09/2020 19:30,99,1,7,,2020-02-10 11:30:00,27.0,107.0
Tianjin,China,02/09/2020 19:30,91,1,4,,2020-02-10 11:30:00,39.1235635,117.1980785
Gansu,China,02/09/2020 19:30,83,2,16,,2020-02-10 11:30:00,38.0000001,101.9999999
