Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/22/2020 18:30,64084,2346,15299,
Guangdong,Mainland China,2/22/2020 18:30,1339,5,728,
Zhejiang,Mainland China,2/22/2020 18:30,1205,1,719,
Shandong,Mainland China,2/22/2020 18:30,750,4,302,
Henan,Mainland China,2/22/2020 18:30,1270,19,830,
Anhui,Mainland China,2/22/2020 18:30,989,6,597,
Jiangxi,Mainland China,2/22/2020 18:30,934,1,555,
Hunan,Mainland China,2/22/2020 18:30,1013,4,692,
Heilongjiang,Mainland China,2/22/2020 18:30,479,12,204,
Sichuan,Mainland China,2/22/2020 18:30,526,3,250,
Chongqing,Mainland China,2/22/2020 18:30,573,6,328,
Jiangsu,Mainland China,2/22/2020 18:30,631,0,401,
Beijing,Mainland China,2/22/2020 18:30,399,4,178,
Guangxi,Mainland China,2/22/2020 18:30,249,2,104,
Fujian,Mainland China,2/22/2020 18:30,293,1,162,
Shanghai,Mainland China,2/22/2020 18:30,335,3,227,
Hebei,Mainland China,2/22/2020 18:30,309,6,203,
Shaanxi,Mainland China,2/22/2020 18:30,245,1,149,
Yunnan,Mainland China,2/22/2020 18:30,174,2,107,
Tianjin,Mainland China,2/22/2020 18:30,135,3,65,
Hainan,Mainland China,2/22/2020 18:30,168,4,104,
Hong Kong,Hong Kong,2/22/2020 18:30,70,2,11,
Guizhou,Mainland China,2/22/2020 18:30,146,2,90,
Liaoning,Mainland China,2/22/2020 18:30,121,1,66,
Shanxi,Mainland China,2/22/2020 18:30,132,0,81,
Inner Mongolia,Mainland China,2/22/2020 18:30,75,0,23,
Xinjiang,Mainland China,2/22/2020 18:30,76,2,25,
Jilin,Mainland China,2/22/2020 18:30,91,1,52,
Ningxia,Mainland China,2/22/2020 18:30,71,0,48,
Taiwan,Taiwan,2/22/2020 18:30,26,1,2,
Gansu,Mainland China,2/22/2020 18:30,91,2,76,
Macau,Macau,2/22/2020 18:30,10,0,6,
Qinghai,Mainland China,2/22/2020 18:30,18,0,18,
Tibet,Mainland China,2/22/2020 18:30,1,0,1,
Yokohama,Japan,2/22/2020 18:30,634,2,3,
,South Korea,2/22/2020 18:30,433,2,18,
,Japan,2/22/2020 18:30,134,1,22,
,Singapore,2/22/2020 18:30,89,0,49,
,Thailand,2/22/2020 18:30,35,0,15,
,Italy,2/22/2020 18:30,79,2,1,
,Malaysia,2/22/2020 18:30,22,0,17,
,Iran,2/22/2020 18:30,29,6,0,
,Germany,2/22/2020 18:30,16,0,14,
,Vietnam,2/22/2020 18:30,16,0,15,
,France,2/22/2020 18:30,12,1,10,
,United Arab Emirates,2/22/2020 18:30,13,0,3,
,UK,2/22/2020 18:30,9,0,8,
,Philippines,2/22/2020 18:30,3,1,2,
,India,2/22/2020 18:30,3,0,3,
,Russia,2/22/2020 18:30,2,0,2,
,Spain,2/22/2020 18:30,2,0,2,
Brussels,Belgium,2/22/2020 18:30,1,0,1,
,Cambodia,2/22/2020 18:30,1,0,1,
,Egypt,2/22/2020 18:30,1,0,1,
,Finland,2/22/2020 18:30,1,0,1,
,Israel,2/22/2020 18:30,1,0,0,
,Lebanon,2/22/2020 18:30,1,0,0,
,Nepal,2/22/2020 18:30,1,0,1,
,Sri Lanka,2/22/2020 18:30,1,0,1,
,Sweden,2/22/2020 18:30,1,0,0,
,Iraq,2/22/2020 18:30,1,0,0,
British Columbia,Canada,2/22/2020 18:30,6,0,0,
Ontario,Canada,2/22/2020 18:30,3,0,1,
Illinois,US,2/22/2020 18:30,2,0,2,Chicago
Massachusetts,US,2/22/2020 18:30,1,0,0,Boston
WA,US,2/22/2020 18:30,1,0,1,Seattle
Arizona,US,2/22/2020 18:30,1,0,0,Tempe
Wisconsin,US,2/22/2020 18:30,1,0,0,Madison
Texas,US,2/22/2020 18:30,1,0,0,San Antonio
California,US,2/22/2020 18:30,10,0,2,"Sacramento, San Diego, San Benito, Los Angeles, Orange, Santa Clara, Humboldt"
Nebraska,US,2/22/2020 18:30,18,0,0,
Victoria,Australia,2/22/2020 18:30,6,0,4,
New South Wales,Australia,2/22/2020 18:30,4,0,4,
Queensland,Australia,2/22/2020 18:30,7,0,0,
Western Australia,Australia,2/22/2020 18:30,1,0,0,
South Australia,Australia,2/22/2020 18:30,3,0,2,
