Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,lat,lon
Hubei,China,03/19/2020 17:00,67800,3130,57682,2020-03-20 09:00:00,6988,31.1517252,112.8783222
Beijing,China,03/19/2020 17:00,480,8,380,2020-03-20 09:00:00,92,39.906217,116.3912757
Guangdong,China,03/19/2020 17:00,1378,8,1318,2020-03-20 09:00:00,52,23.1357694,113.1982688
Gansu,China,03/19/2020 17:00,133,2,91,2020-03-20 09:00:00,40,38.0000001,101.9999999
Shanghai,China,03/19/2020 17:00,363,3,326,2020-03-20 09:00:00,34,31.2252985,121.4890497
Sichuan,China,03/19/2020 17:00,540,3,536,2020-03-20 09:00:00,1,30.5000001,102.4999999
Heilongjiang,China,03/19/2020 17:00,483,13,460,2020-03-20 09:00:00,10,48.00000470000001,127.999992
Zhejiang,China,03/19/2020 17:00,1233,1,1217,2020-03-20 09:00:00,15,29.0000001,119.9999999
Shandong,China,03/19/2020 17:00,761,7,747,2020-03-20 09:00:00,7,36.0000001,118.9999999
Shaanxi,China,03/19/2020 17:00,246,3,237,2020-03-20 09:00:00,6,36.0,109.0
Liaoning,China,03/19/2020 17:00,125,1,122,2020-03-20 09:00:00,2,40.9739116,122.3263915
Guangxi,China,03/19/2020 17:00,253,2,250,2020-03-20 09:00:00,1,24.0,109.0
Inner Mongolia,China,03/19/2020 17:00,75,1,74,2020-03-20 09:00:00,0,43.2443242,114.3251664
Hebei,China,03/19/2020 17:00,318,6,310,2020-03-20 09:00:00,2,39.0000001,116.0
Hainan,China,03/19/2020 17:00,168,6,161,2020-03-20 09:00:00,1,19.2000001,109.5999999
Ningxia,China,03/19/2020 17:00,75,0,75,2020-03-20 09:00:00,0,37.3095528,105.9608553
Henan,China,03/19/2020 17:00,1273,22,1250,2020-03-20 09:00:00,1,34.0000001,113.9999999
Jiangsu,China,03/19/2020 17:00,631,0,631,2020-03-20 09:00:00,0,33.0000001,119.9999999
Chongqing,China,03/19/2020 17:00,576,6,570,2020-03-20 09:00:00,0,29.5585712,106.5492822
Guizhou,China,03/19/2020 17:00,146,2,144,2020-03-20 09:00:00,0,27.0,107.0
Tianjin,China,03/19/2020 17:00,136,3,133,2020-03-20 09:00:00,0,39.1235635,117.1980785
Jilin,China,03/19/2020 17:00,93,1,92,2020-03-20 09:00:00,0,42.9995032,125.9816054
Hunan,China,03/19/2020 17:00,1018,4,1014,2020-03-20 09:00:00,0,27.6662087,111.7487063
Anhui,China,03/19/2020 17:00,990,6,984,2020-03-20 09:00:00,0,32.0,117.0
Jiangxi,China,03/19/2020 17:00,935,1,934,2020-03-20 09:00:00,0,28.0,116.0
Fujian,China,03/19/2020 17:00,296,1,295,2020-03-20 09:00:00,0,26.5450001,117.842778
Yunnan,China,03/19/2020 17:00,176,2,172,2020-03-20 09:00:00,2,25.0,102.0
Shanxi,China,03/19/2020 17:00,133,0,133,2020-03-20 09:00:00,0,37.0,112.0
Xinjiang,China,03/19/2020 17:00,76,3,73,2020-03-20 09:00:00,0,41.7574769,87.1673842
Qinghai,China,03/19/2020 17:00,18,0,18,2020-03-20 09:00:00,0,35.40709520000001,95.9521157
Tibet,China,03/19/2020 17:00,1,0,1,2020-03-20 09:00:00,0,31.8943432,87.07813709999998
New South Wales,Australia,03/19/2020 17:00,306,4,4,2020-03-20 09:00:00,298,-33.8548157,151.2164539
Queensland,Australia,03/19/2020 17:00,144,1,9,2020-03-20 09:00:00,134,-27.4689682,153.02349909999995
Victoria,Australia,03/19/2020 17:00,150,0,28,2020-03-20 09:00:00,122,-37.814217600000006,144.9631608
South Australia,Australia,03/19/2020 17:00,42,0,6,2020-03-20 09:00:00,36,-34.9281805,138.5999312
Western Australia,Australia,03/19/2020 17:00,52,1,1,2020-03-20 09:00:00,50,-31.95271210000001,115.8604796
Tasmania,Australia,03/19/2020 17:00,10,0,1,2020-03-20 09:00:00,9,-42.8825088,147.3281233
Australian Capital Territory,Australia,03/19/2020 17:00,4,0,1,2020-03-20 09:00:00,3,-35.488350200000006,149.00269419999995
New York,US,03/19/2020 17:00,5366,22,0,2020-03-20 09:00:00,5344,40.7127281,-74.0060152
WA,US,03/19/2020 17:00,1225,69,1,2020-03-20 09:00:00,1155,47.2868352,-120.2126139
California,US,03/19/2020 17:00,952,18,6,2020-03-20 09:00:00,928,36.7014631,-118.7559974
New Jersey,US,03/19/2020 17:00,743,9,1,2020-03-20 09:00:00,733,40.0757384,-74.4041622
Illinois,US,03/19/2020 17:00,422,4,2,2020-03-20 09:00:00,416,40.0796606,-89.4337288
Florida,US,03/19/2020 17:00,390,9,0,2020-03-20 09:00:00,381,27.7567667,-81.4639835
Louisiana,US,03/19/2020 17:00,380,10,0,2020-03-20 09:00:00,370,30.8703881,-92.007126
Michigan,US,03/19/2020 17:00,334,3,0,2020-03-20 09:00:00,331,43.6211955,-84.6824346
Massachusetts,US,03/19/2020 17:00,328,0,1,2020-03-20 09:00:00,327,42.3788774,-72.03236600000002
Georgia,US,03/19/2020 17:00,287,10,0,2020-03-20 09:00:00,277,32.329380900000004,-83.1137366
Texas,US,03/19/2020 17:00,270,5,0,2020-03-20 09:00:00,265,31.8160381,-99.5120986
Colorado,US,03/19/2020 17:00,221,2,0,2020-03-20 09:00:00,219,38.7251776,-105.6077167
Pennsylvania,US,03/19/2020 17:00,206,1,0,2020-03-20 09:00:00,205,40.9699889,-77.72788309999999
Connecticut,US,03/19/2020 17:00,160,2,0,2020-03-20 09:00:00,158,41.6500201,-72.7342163
Wisconsin,US,03/19/2020 17:00,157,0,1,2020-03-20 09:00:00,156,44.4308975,-89.6884637
Tennessee,US,03/19/2020 17:00,154,0,0,2020-03-20 09:00:00,154,35.7730076,-86.28200809999998
North Carolina,US,03/19/2020 17:00,124,0,0,2020-03-20 09:00:00,124,35.6729639,-79.03929190000002
Ohio,US,03/19/2020 17:00,119,0,0,2020-03-20 09:00:00,119,40.2253569,-82.6881395
Maryland,US,03/19/2020 17:00,107,1,3,2020-03-20 09:00:00,103,39.5162234,-76.9382069
Virginia,US,03/19/2020 17:00,99,2,0,2020-03-20 09:00:00,97,37.1232245,-78.4927721
Nevada,US,03/19/2020 17:00,95,1,0,2020-03-20 09:00:00,94,39.5158825,-116.8537227
Minnesota,US,03/19/2020 17:00,89,0,0,2020-03-20 09:00:00,89,45.98965870000001,-94.6113288
Oregon,US,03/19/2020 17:00,88,3,0,2020-03-20 09:00:00,85,43.9792797,-120.737257
South Carolina,US,03/19/2020 17:00,77,1,0,2020-03-20 09:00:00,76,33.687438799999995,-80.4363743
Alabama,US,03/19/2020 17:00,69,0,0,2020-03-20 09:00:00,69,33.2588817,-86.8295337
Utah,US,03/19/2020 17:00,66,0,0,2020-03-20 09:00:00,66,39.4225192,-111.7143584
Arkansas,US,03/19/2020 17:00,62,0,0,2020-03-20 09:00:00,62,35.2048883,-92.4479108
Indiana,US,03/19/2020 17:00,59,2,0,2020-03-20 09:00:00,57,40.3270127,-86.1746933
Maine,US,03/19/2020 17:00,52,0,0,2020-03-20 09:00:00,52,45.709097,-68.8590201
Mississippi,US,03/19/2020 17:00,50,1,0,2020-03-20 09:00:00,49,32.9715645,-89.7348497
From Diamond Princess cruise,US,03/19/2020 17:00,47,0,0,2020-03-20 09:00:00,47,41.2587459,-95.9383758
Oklahoma,US,03/19/2020 17:00,46,1,0,2020-03-20 09:00:00,45,34.9550817,-97.2684063
Arizona,US,03/19/2020 17:00,45,0,1,2020-03-20 09:00:00,44,34.395342,-111.7632755
Rhode Island,US,03/19/2020 17:00,44,0,0,2020-03-20 09:00:00,44,41.7962409,-71.59923719999998
New Hampshire,US,03/19/2020 17:00,44,0,0,2020-03-20 09:00:00,44,43.4849133,-71.6553992
Washington DC,US,03/19/2020 17:00,40,0,0,2020-03-20 09:00:00,40,38.89489320000001,-77.0365529
Iowa,US,03/19/2020 17:00,39,0,0,2020-03-20 09:00:00,39,41.9216734,-93.3122705
Kentucky,US,03/19/2020 17:00,37,1,1,2020-03-20 09:00:00,35,37.5726028,-85.1551411
New Mexico,US,03/19/2020 17:00,35,0,0,2020-03-20 09:00:00,35,34.5708167,-105.993007
Kansas,US,03/19/2020 17:00,34,1,0,2020-03-20 09:00:00,33,38.27312,-98.5821872
Missouri,US,03/19/2020 17:00,31,1,0,2020-03-20 09:00:00,30,38.7604815,-92.5617875
Nebraska,US,03/19/2020 17:00,29,0,0,2020-03-20 09:00:00,29,41.7370229,-99.5873816
Delaware,US,03/19/2020 17:00,26,0,0,2020-03-20 09:00:00,26,38.6920451,-75.4013315
From Grand Princess,US,03/19/2020 17:00,22,1,0,2020-03-20 09:00:00,21,37.7268801,-122.203452
Vermont,US,03/19/2020 17:00,22,0,0,2020-03-20 09:00:00,22,44.5990718,-72.5002608
Wyoming,US,03/19/2020 17:00,18,0,0,2020-03-20 09:00:00,18,43.1700264,-107.5685348
Hawaii,US,03/19/2020 17:00,16,0,0,2020-03-20 09:00:00,16,21.2160437,-157.975203
North Dakota,US,03/19/2020 17:00,15,0,0,2020-03-20 09:00:00,15,47.6201461,-100.540737
South Dakota,US,03/19/2020 17:00,11,1,0,2020-03-20 09:00:00,10,44.6471761,-100.348761
Montana,US,03/19/2020 17:00,11,0,0,2020-03-20 09:00:00,11,47.3752671,-109.63875790000002
Idaho,US,03/19/2020 17:00,11,0,0,2020-03-20 09:00:00,11,43.6447642,-114.0154071
Alaska,US,03/19/2020 17:00,9,0,0,2020-03-20 09:00:00,9,64.44596130000001,-149.680909
West Virginia,US,03/19/2020 17:00,2,0,0,2020-03-20 09:00:00,2,38.47584060000001,-80.84084150000002
Ontario,Canada,03/19/2020 17:00,257,2,5,2020-03-20 09:00:00,250,50.000678,-86.000977
British Columbia,Canada,03/19/2020 17:00,231,7,4,2020-03-20 09:00:00,220,55.001251,-125.002441
Quebec,Canada,03/19/2020 17:00,121,1,0,2020-03-20 09:00:00,120,52.4760892,-71.8258668
Alberta,Canada,03/19/2020 17:00,119,0,0,2020-03-20 09:00:00,119,55.001251,-115.002136
Saskatchewan,Canada,03/19/2020 17:00,20,0,0,2020-03-20 09:00:00,20,55.5321257,-106.1412243
Manitoba,Canada,03/19/2020 17:00,17,0,0,2020-03-20 09:00:00,17,55.001251,-97.001038
Nova Scotia,Canada,03/19/2020 17:00,14,0,0,2020-03-20 09:00:00,14,45.1960403,-63.1653789
New Brunswick,Canada,03/19/2020 17:00,11,0,0,2020-03-20 09:00:00,11,46.500283,-66.75018299999999
Newfoundland and Labrador,Canada,03/19/2020 17:00,3,0,0,2020-03-20 09:00:00,3,53.821732700000005,-61.2295532
Prince Edward Island,Canada,03/19/2020 17:00,2,0,0,2020-03-20 09:00:00,2,46.5035454,-63.5955171
,Italy,03/19/2020 17:00,41035,3405,4440,2020-03-20 09:00:00,33190,45.6209,9.768892999999998
,Iran,03/19/2020 17:00,18407,1284,5979,2020-03-20 09:00:00,11144,32.6475314,54.56435160000001
,Spain,03/19/2020 17:00,18077,831,1107,2020-03-20 09:00:00,16139,39.3262345,-4.838064900000001
,Germany,03/19/2020 17:00,15320,44,115,2020-03-20 09:00:00,15161,51.0834196,10.4234469
,France,03/19/2020 17:00,10995,372,1295,2020-03-20 09:00:00,9328,46.603354,1.8883335
,South Korea,03/19/2020 17:00,8565,91,1947,2020-03-20 09:00:00,6527,35.8713,128.6018
,Switzerland,03/19/2020 17:00,4222,43,15,2020-03-20 09:00:00,4164,46.7985624,8.231973599999998
,UK,03/19/2020 17:00,3269,144,65,2020-03-20 09:00:00,3060,54.70235450000001,-3.2765753
,Netherlands,03/19/2020 17:00,2460,76,2,2020-03-20 09:00:00,2382,52.5001698,5.7480821
,Austria,03/19/2020 17:00,2179,6,9,2020-03-20 09:00:00,2164,47.2000338,13.199959
Brussels,Belgium,03/19/2020 17:00,1795,21,165,2020-03-20 09:00:00,1609,50.8436709,4.3674367
,Norway,03/19/2020 17:00,1790,7,1,2020-03-20 09:00:00,1782,60.5000209,9.0999715
,Sweden,03/19/2020 17:00,1439,11,16,2020-03-20 09:00:00,1412,59.67497120000001,14.5208584
,Denmark,03/19/2020 17:00,1151,6,1,2020-03-20 09:00:00,1144,55.670249,10.333328300000002
,Japan,03/19/2020 17:00,943,33,191,2020-03-20 09:00:00,719,36.5748441,139.2394179
,Malaysia,03/19/2020 17:00,900,2,75,2020-03-20 09:00:00,823,4.5693754,102.2656823
,Portugal,03/19/2020 17:00,785,4,4,2020-03-20 09:00:00,777,40.0332629,-7.889626299999999
Yokohama,Japan,03/19/2020 17:00,712,7,527,2020-03-20 09:00:00,178,35.44499099999999,139.636768
,Czechia,03/19/2020 17:00,694,0,3,2020-03-20 09:00:00,691,49.8167003,15.4749544
,Israel,03/19/2020 17:00,677,0,14,2020-03-20 09:00:00,663,31.5313113,34.8667654
,Brazil,03/19/2020 17:00,621,7,2,2020-03-20 09:00:00,612,-10.3333333,-53.2
,Ireland,03/19/2020 17:00,557,3,5,2020-03-20 09:00:00,549,52.865196,-7.9794599
,Greece,03/19/2020 17:00,464,6,19,2020-03-20 09:00:00,439,38.9953683,21.9877132
,Qatar,03/19/2020 17:00,460,0,10,2020-03-20 09:00:00,450,25.3336984,51.2295295
,Pakistan,03/19/2020 17:00,454,2,13,2020-03-20 09:00:00,439,30.3308401,71.247499
,Finland,03/19/2020 17:00,400,0,10,2020-03-20 09:00:00,390,63.2467777,25.9209164
,Turkey,03/19/2020 17:00,359,4,0,2020-03-20 09:00:00,355,38.9597594,34.9249653
,Poland,03/19/2020 17:00,355,5,13,2020-03-20 09:00:00,337,52.215933,19.134422
,Singapore,03/19/2020 17:00,345,0,124,2020-03-20 09:00:00,221,1.340863,103.8303918
,Chile,03/19/2020 17:00,342,0,0,2020-03-20 09:00:00,342,-31.7613365,-71.3187697
,Luxembourg,03/19/2020 17:00,335,4,6,2020-03-20 09:00:00,325,49.8158683,6.1296751
,Iceland,03/19/2020 17:00,330,0,5,2020-03-20 09:00:00,325,64.9841821,-18.1059013
,Slovenia,03/19/2020 17:00,319,1,0,2020-03-20 09:00:00,318,45.8133113,14.4808369
,Indonesia,03/19/2020 17:00,308,25,15,2020-03-20 09:00:00,268,-2.4833826,117.8902853
,Bahrain,03/19/2020 17:00,278,1,110,2020-03-20 09:00:00,167,26.1551249,50.5344606
,Romania,03/19/2020 17:00,277,0,25,2020-03-20 09:00:00,252,45.98521289999999,24.6859225
,Saudi Arabia,03/19/2020 17:00,274,0,8,2020-03-20 09:00:00,266,25.62426180000001,42.3528328
