Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,16672,,,,,446,2020-07-16,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,32408,,,,,488,2020-07-16,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,86944,,,,,3080,2020-07-16,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,133039,,,,,5385,2020-07-16,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,27917,,,,,668,2020-07-16,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,24397,,,,,415,2020-07-16,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,16031,,,,,271,2020-07-16,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,47864,,,,,1331,2020-07-16,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,112993,,,,,2638,2020-07-16,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,141832,,,,,7081,2020-07-16,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,102469,,,,,2572,2020-07-16,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,63944,,,,,1383,2020-07-16,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,74960,,,,,5772,2020-07-16,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,36542,,,,,1043,2020-07-16,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,40767,,,,,1479,2020-07-16,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,40139,,,,,1054,2020-07-16,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,75381,,,,,1001,2020-07-16,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,39662,,,,,959,2020-07-16,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,30536,,,,,1197,2020-07-16,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,14631,,,,,183,2020-07-16,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,66352,,,,,2097,2020-07-16,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,82010,,,,,1752,2020-07-16,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,134449,,,,,11757,2020-07-16,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,393176,,,,,18640,2020-07-16,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,47124,,,,,1200,2020-07-16,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,42239,,,,,1101,2020-07-16,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,47976,,,,,569,2020-07-16,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
