Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,2234,,,,,67,2020-05-19,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,4023,,,,,127,2020-05-19,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,20913,,,,,1433,2020-05-19,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,15467,,,,,1392,2020-05-19,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,2043,,,,,83,2020-05-19,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,1876,,,,,60,2020-05-19,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,1496,,,,,32,2020-05-19,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,4031,,,,,221,2020-05-19,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,8881,,,,,312,2020-05-19,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,26363,,,,,1748,2020-05-19,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,14198,,,,,604,2020-05-19,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,4786,,,,,207,2020-05-19,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,20094,,,,,1640,2020-05-19,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,2440,,,,,85,2020-05-19,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,3184,,,,,146,2020-05-19,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,3566,,,,,59,2020-05-19,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,4619,,,,,66,2020-05-19,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,1781,,,,,73,2020-05-19,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,941,,,,,30,2020-05-19,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,613,,,,,16,2020-05-19,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,7157,,,,,302,2020-05-19,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,4695,,,,,161,2020-05-19,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,26665,,,,,2852,2020-05-19,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,63066,,,,,4823,2020-05-19,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,2360,,,,,127,2020-05-19,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,3750,,,,,151,2020-05-19,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,5175,,,,,85,2020-05-19,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
