Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/19/2020 18:00,62031,2029,10337,
Guangdong,Mainland China,2/19/2020 18:00,1331,5,606,
Henan,Mainland China,2/19/2020 18:00,1262,19,573,
Zhejiang,Mainland China,2/19/2020 18:00,1174,0,604,
Hunan,Mainland China,2/19/2020 18:00,1008,4,561,
Anhui,Mainland China,2/19/2020 18:00,986,6,413,
Jiangxi,Mainland China,2/19/2020 18:00,934,1,362,
Jiangsu,Mainland China,2/19/2020 18:00,631,0,318,
Chongqing,Mainland China,2/19/2020 18:00,555,5,254,
Shandong,Mainland China,2/19/2020 18:00,544,3,231,
Sichuan,Mainland China,2/19/2020 18:00,514,3,188,
Heilongjiang,Mainland China,2/19/2020 18:00,470,12,120,
Beijing,Mainland China,2/19/2020 18:00,393,4,145,
Yokohama,Japan,2/19/2020 18:00,621,0,3,
Shanghai,Mainland China,2/19/2020 18:00,333,2,186,
Hebei,Mainland China,2/19/2020 18:00,306,4,152,
Fujian,Mainland China,2/19/2020 18:00,293,0,112,
Guangxi,Mainland China,2/19/2020 18:00,244,2,86,
Shaanxi,Mainland China,2/19/2020 18:00,242,0,102,
Yunnan,Mainland China,2/19/2020 18:00,172,1,60,
Hainan,Mainland China,2/19/2020 18:00,163,4,84,
Guizhou,Mainland China,2/19/2020 18:00,146,2,70,
Shanxi,Mainland China,2/19/2020 18:00,131,0,63,
Tianjin,Mainland China,2/19/2020 18:00,130,3,54,
Liaoning,Mainland China,2/19/2020 18:00,121,1,55,
Gansu,Mainland China,2/19/2020 18:00,91,2,65,
Jilin,Mainland China,2/19/2020 18:00,90,1,37,
,Singapore,2/19/2020 18:00,84,0,34,
Xinjiang,Mainland China,2/19/2020 18:00,76,1,20,
Ningxia,Mainland China,2/19/2020 18:00,70,0,42,
Inner Mongolia,Mainland China,2/19/2020 18:00,75,0,10,
Hong Kong,Hong Kong,2/19/2020 18:00,65,2,5,
,Japan,2/19/2020 18:00,84,1,20,
,Thailand,2/19/2020 18:00,35,0,15,
,South Korea,2/19/2020 18:00,51,0,16,
,Malaysia,2/19/2020 18:00,22,0,15,
Qinghai,Mainland China,2/19/2020 18:00,18,0,16,
Taiwan,Taiwan,2/19/2020 18:00,23,1,2,
,Germany,2/19/2020 18:00,16,0,9,
,Vietnam,2/19/2020 18:00,16,0,14,
,France,2/19/2020 18:00,12,1,7,
Macau,Macau,2/19/2020 18:00,10,0,5,
,UK,2/19/2020 18:00,9,0,8,
,United Arab Emirates,2/19/2020 18:00,9,0,3,
Queensland,Australia,2/19/2020 18:00,5,0,0,
British Columbia,Canada,2/19/2020 18:00,5,0,0,
New South Wales,Australia,2/19/2020 18:00,4,0,4,
Victoria,Australia,2/19/2020 18:00,4,0,4,
,India,2/19/2020 18:00,3,0,3,
Ontario,Canada,2/19/2020 18:00,3,0,1,
,Philippines,2/19/2020 18:00,3,1,2,
,Italy,2/19/2020 18:00,3,0,0,
,Russia,2/19/2020 18:00,2,0,2,
South Australia,Australia,2/19/2020 18:00,2,0,0,
,Spain,2/19/2020 18:00,2,0,2,
,Cambodia,2/19/2020 18:00,1,0,1,
,Finland,2/19/2020 18:00,1,0,1,
,Sri Lanka,2/19/2020 18:00,1,0,1,
Tibet,Mainland China,2/19/2020 18:00,1,0,1,
,Nepal,2/19/2020 18:00,1,0,1,
,Sweden,2/19/2020 18:00,1,0,0,
,Egypt,2/19/2020 18:00,1,0,0,
Brussels,Belgium,2/19/2020 18:00,1,0,1,
Illinois,US,2/19/2020 18:00,2,0,2,Chicago
Massachusetts,US,2/19/2020 18:00,1,0,0,Boston
WA,US,2/19/2020 18:00,1,0,1,Seattle
Arizona,US,2/19/2020 18:00,1,0,0,Tempe
Wisconsin,US,2/19/2020 18:00,1,0,0,Madison
Texas,US,2/19/2020 18:00,1,0,0,San Antonio
California,US,2/19/2020 18:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
,Iran,2/19/2020 18:00,2,2,0,
