Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/27/2020 19:00,65914,2682,26403,
Guangdong,Mainland China,2/27/2020 19:00,1347,7,890,
Zhejiang,Mainland China,2/27/2020 19:00,1205,1,932,
Shandong,Mainland China,2/27/2020 19:00,756,6,387,
Henan,Mainland China,2/27/2020 19:00,1272,20,1068,
Anhui,Mainland China,2/27/2020 19:00,989,6,792,
Jiangxi,Mainland China,2/27/2020 19:00,934,1,754,
Hunan,Mainland China,2/27/2020 19:00,1017,4,804,
Heilongjiang,Mainland China,2/27/2020 19:00,480,13,270,
Sichuan,Mainland China,2/27/2020 19:00,534,3,321,
Chongqing,Mainland China,2/27/2020 19:00,576,6,384,
Jiangsu,Mainland China,2/27/2020 19:00,631,0,498,
Beijing,Mainland China,2/27/2020 19:00,410,6,248,
Guangxi,Mainland China,2/27/2020 19:00,252,2,161,
Fujian,Mainland China,2/27/2020 19:00,296,1,228,
Shanghai,Mainland China,2/27/2020 19:00,337,3,276,
Hebei,Mainland China,2/27/2020 19:00,317,6,274,
Shaanxi,Mainland China,2/27/2020 19:00,245,1,195,
Yunnan,Mainland China,2/27/2020 19:00,174,2,150,
Tianjin,Mainland China,2/27/2020 19:00,135,3,102,
Hainan,Mainland China,2/27/2020 19:00,168,5,131,
Hong Kong,Hong Kong,2/27/2020 19:00,93,2,26,
Guizhou,Mainland China,2/27/2020 19:00,146,2,112,
Liaoning,Mainland China,2/27/2020 19:00,121,1,93,
Shanxi,Mainland China,2/27/2020 19:00,133,0,106,
Inner Mongolia,Mainland China,2/27/2020 19:00,75,0,42,
Xinjiang,Mainland China,2/27/2020 19:00,76,3,43,
Jilin,Mainland China,2/27/2020 19:00,93,1,67,
Ningxia,Mainland China,2/27/2020 19:00,72,0,68,
Taiwan,Taiwan,2/27/2020 19:00,32,1,6,
Gansu,Mainland China,2/27/2020 19:00,91,2,81,
Macau,Macau,2/27/2020 19:00,10,0,8,
Qinghai,Mainland China,2/27/2020 19:00,18,0,18,
Tibet,Mainland China,2/27/2020 19:00,1,0,1,
,South Korea,2/27/2020 19:00,1766,13,24,
Yokohama,Japan,2/27/2020 19:00,705,4,10,
,Italy,2/27/2020 19:00,655,17,45,
,Iran,2/27/2020 19:00,245,26,54,
,Japan,2/27/2020 19:00,207,4,32,
,Singapore,2/27/2020 19:00,96,0,66,
,Kuwait,2/27/2020 19:00,43,0,0,
,Germany,2/27/2020 19:00,48,0,16,
,Thailand,2/27/2020 19:00,40,0,22,
,France,2/27/2020 19:00,38,2,11,
,Bahrain,2/27/2020 19:00,33,0,0,
,Spain,2/27/2020 19:00,25,0,2,
,Malaysia,2/27/2020 19:00,22,0,20,
,United Arab Emirates,2/27/2020 19:00,19,0,5,
,Vietnam,2/27/2020 19:00,16,0,16,
,UK,2/27/2020 19:00,16,0,8,
,Iraq,2/27/2020 19:00,7,0,0,
,Sweden,2/27/2020 19:00,7,0,0,
,Oman,2/27/2020 19:00,6,0,0,
,Switzerland,2/27/2020 19:00,8,0,0,
,Austria,2/27/2020 19:00,5,0,0,
,Norway,2/27/2020 19:00,4,0,0,
,Philippines,2/27/2020 19:00,3,1,2,
,Croatia,2/27/2020 19:00,3,0,0,
,India,2/27/2020 19:00,3,0,3,
,Israel,2/27/2020 19:00,3,0,0,
,Lebanon,2/27/2020 19:00,3,0,0,
,Greece,2/27/2020 19:00,3,0,0,
,Finland,2/27/2020 19:00,2,0,1,
,Pakistan,2/27/2020 19:00,2,0,0,
,Russia,2/27/2020 19:00,2,0,2,
,Afghanistan,2/27/2020 19:00,1,0,0,
,Algeria,2/27/2020 19:00,1,0,0,
Brussels,Belgium,2/27/2020 19:00,1,0,1,
,Brazil,2/27/2020 19:00,1,0,0,
,Cambodia,2/27/2020 19:00,1,0,1,
,Denmark,2/27/2020 19:00,1,0,0,
,Egypt,2/27/2020 19:00,1,0,1,
,Estonia,2/27/2020 19:00,1,0,0,
,Georgia,2/27/2020 19:00,1,0,0,
,North Macedonia,2/27/2020 19:00,1,0,0,
,Nepal,2/27/2020 19:00,1,0,1,
,Romania,2/27/2020 19:00,1,0,0,
,Sri Lanka,2/27/2020 19:00,1,0,1,
,Netherlands,2/27/2020 19:00,1,0,0,
,San Marino,2/27/2020 19:00,1,0,0,
British Columbia,Canada,2/27/2020 19:00,7,0,0,
Ontario,Canada,2/27/2020 19:00,6,0,3,
Massachusetts,US,2/27/2020 19:00,1,0,0,Boston
Illinois,US,2/27/2020 19:00,2,0,2,Chicago
Wisconsin,US,2/27/2020 19:00,1,0,0,Madison
WA,US,2/27/2020 19:00,1,0,1,Seattle
California,US,2/27/2020 19:00,11,0,2,"Sacramento, San Diego, San Benito, Los Angeles, Orange, Santa Clara, Humboldt"
Arizona,US,2/27/2020 19:00,1,0,1,Tempe
Texas,US,2/27/2020 19:00,1,0,0,San Antonio
Nebraska,US,2/27/2020 19:00,42,0,0,
Victoria,Australia,2/27/2020 19:00,7,0,4,
New South Wales,Australia,2/27/2020 19:00,4,0,4,
Queensland,Australia,2/27/2020 19:00,8,0,5,
Western Australia,Australia,2/27/2020 19:00,1,0,0,
South Australia,Australia,2/27/2020 19:00,3,0,2,
