Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,lat,lon
Hubei,China,02/29/2020 21:30,66907,2761,31187,2020-03-01 13:30:00,31.1517252,112.8783222
Guangdong,China,02/29/2020 21:30,1349,7,1009,2020-03-01 13:30:00,23.1357694,113.1982688
Zhejiang,China,02/29/2020 21:30,1205,1,1027,2020-03-01 13:30:00,29.0000001,119.9999999
Shandong,China,02/29/2020 21:30,756,6,431,2020-03-01 13:30:00,36.0000001,118.9999999
Henan,China,02/29/2020 21:30,1272,22,1185,2020-03-01 13:30:00,34.0000001,113.9999999
Anhui,China,02/29/2020 21:30,990,6,868,2020-03-01 13:30:00,32.0,117.0
Jiangxi,China,02/29/2020 21:30,935,1,831,2020-03-01 13:30:00,28.0,116.0
Hunan,China,02/29/2020 21:30,1018,4,853,2020-03-01 13:30:00,27.6662087,111.7487063
Heilongjiang,China,02/29/2020 21:30,480,13,330,2020-03-01 13:30:00,48.0000047,127.999992
Sichuan,China,02/29/2020 21:30,538,3,363,2020-03-01 13:30:00,30.5000001,102.4999999
Chongqing,China,02/29/2020 21:30,576,6,438,2020-03-01 13:30:00,29.5585712,106.5492822
Jiangsu,China,02/29/2020 21:30,631,0,529,2020-03-01 13:30:00,33.0000001,119.9999999
Beijing,China,02/29/2020 21:30,411,8,271,2020-03-01 13:30:00,39.906217,116.3912757
Guangxi,China,02/29/2020 21:30,252,2,179,2020-03-01 13:30:00,24.0,109.0
Fujian,China,02/29/2020 21:30,296,1,243,2020-03-01 13:30:00,26.5450001,117.842778
Shanghai,China,02/29/2020 21:30,337,3,287,2020-03-01 13:30:00,31.2252985,121.4890497
Hebei,China,02/29/2020 21:30,318,6,283,2020-03-01 13:30:00,39.0000001,116.0
Shaanxi,China,02/29/2020 21:30,245,1,207,2020-03-01 13:30:00,36.0,109.0
Yunnan,China,02/29/2020 21:30,174,2,157,2020-03-01 13:30:00,25.0,102.0
Tianjin,China,02/29/2020 21:30,136,3,109,2020-03-01 13:30:00,39.1235635,117.1980785
Hainan,China,02/29/2020 21:30,168,5,148,2020-03-01 13:30:00,19.2000001,109.5999999
Guizhou,China,02/29/2020 21:30,146,2,112,2020-03-01 13:30:00,27.0,107.0
Liaoning,China,02/29/2020 21:30,121,1,101,2020-03-01 13:30:00,40.9739116,122.3263915
Shanxi,China,02/29/2020 21:30,133,0,114,2020-03-01 13:30:00,37.0,112.0
Inner Mongolia,China,02/29/2020 21:30,75,0,51,2020-03-01 13:30:00,43.2443242,114.3251664
Xinjiang,China,02/29/2020 21:30,76,3,62,2020-03-01 13:30:00,41.7574769,87.1673842
Jilin,China,02/29/2020 21:30,93,1,75,2020-03-01 13:30:00,42.9995032,125.9816054
Ningxia,China,02/29/2020 21:30,73,0,69,2020-03-01 13:30:00,37.3095528,105.9608553
Gansu,China,02/29/2020 21:30,91,2,82,2020-03-01 13:30:00,38.0000001,101.9999999
Qinghai,China,02/29/2020 21:30,18,0,18,2020-03-01 13:30:00,35.4070952,95.9521157
Tibet,China,02/29/2020 21:30,1,0,1,2020-03-01 13:30:00,31.8943432,87.0781371
,South Korea,02/29/2020 21:30,3526,17,24,2020-03-01 13:30:00,35.8713,128.6018
,Italy,02/29/2020 21:30,1128,29,50,2020-03-01 13:30:00,45.6209,9.768893
Yokohama,Japan,02/29/2020 21:30,705,6,10,2020-03-01 13:30:00,35.444991,139.636768
,Iran,02/29/2020 21:30,593,43,123,2020-03-01 13:30:00,32.6475314,54.5643516
,Japan,02/29/2020 21:30,241,5,32,2020-03-01 13:30:00,36.5748441,139.2394179
,Singapore,02/29/2020 21:30,102,0,72,2020-03-01 13:30:00,1.340863,103.8303918
,France,02/29/2020 21:30,100,2,12,2020-03-01 13:30:00,46.603354,1.8883335
Hong Kong,Hong Kong,02/29/2020 21:30,95,2,33,2020-03-01 13:30:00,22.2793278,114.1628131
,Germany,02/29/2020 21:30,79,0,16,2020-03-01 13:30:00,51.0834196,10.4234469
,Spain,02/29/2020 21:30,58,0,2,2020-03-01 13:30:00,39.3262345,-4.8380649
,Kuwait,02/29/2020 21:30,45,0,0,2020-03-01 13:30:00,29.2733964,47.4979476
,Thailand,02/29/2020 21:30,42,0,28,2020-03-01 13:30:00,14.8971921,100.83273
,Bahrain,02/29/2020 21:30,41,0,0,2020-03-01 13:30:00,26.1551249,50.5344606
Taiwan,Taiwan,02/29/2020 21:30,39,1,9,2020-03-01 13:30:00,23.9739374,120.9820179
,Malaysia,02/29/2020 21:30,25,0,20,2020-03-01 13:30:00,4.5693754,102.2656823
,UK,02/29/2020 21:30,23,0,8,2020-03-01 13:30:00,54.7023545,-3.2765753
,United Arab Emirates,02/29/2020 21:30,21,0,5,2020-03-01 13:30:00,24.0002488,53.9994829
,Switzerland,02/29/2020 21:30,19,0,0,2020-03-01 13:30:00,46.7985624,8.2319736
,Vietnam,02/29/2020 21:30,16,0,16,2020-03-01 13:30:00,13.2904027,108.4265113
,Norway,02/29/2020 21:30,15,0,0,2020-03-01 13:30:00,60.5000209,9.0999715
,Iraq,02/29/2020 21:30,13,0,0,2020-03-01 13:30:00,33.0955793,44.1749775
,Sweden,02/29/2020 21:30,12,0,0,2020-03-01 13:30:00,59.6749712,14.5208584
,Austria,02/29/2020 21:30,10,0,0,2020-03-01 13:30:00,47.2000338,13.199959
Macau,Macau,02/29/2020 21:30,10,0,8,2020-03-01 13:30:00,22.1757605,113.5514142
,Greece,02/29/2020 21:30,7,0,0,2020-03-01 13:30:00,38.9953683,21.9877132
,Israel,02/29/2020 21:30,7,0,1,2020-03-01 13:30:00,31.5313113,34.8667654
,Lebanon,02/29/2020 21:30,7,0,0,2020-03-01 13:30:00,33.8750629,35.843409
,Netherlands,02/29/2020 21:30,7,0,0,2020-03-01 13:30:00,52.5001698,5.7480821
,Croatia,02/29/2020 21:30,6,0,0,2020-03-01 13:30:00,45.5643442,17.0118954
,Oman,02/29/2020 21:30,6,0,0,2020-03-01 13:30:00,21.0000287,57.0036901
,Mexico,02/29/2020 21:30,4,0,0,2020-03-01 13:30:00,19.4326296,-99.1331785
,Pakistan,02/29/2020 21:30,4,0,0,2020-03-01 13:30:00,30.3308401,71.247499
,Philippines,02/29/2020 21:30,3,1,2,2020-03-01 13:30:00,12.7503486,122.7312101
,Denmark,02/29/2020 21:30,3,0,0,2020-03-01 13:30:00,55.670249,10.3333283
,Finland,02/29/2020 21:30,3,0,1,2020-03-01 13:30:00,63.2467777,25.9209164
,Georgia,02/29/2020 21:30,3,0,0,2020-03-01 13:30:00,41.6809707,44.0287382
,India,02/29/2020 21:30,3,0,3,2020-03-01 13:30:00,22.3511148,78.6677428
,Romania,02/29/2020 21:30,3,0,1,2020-03-01 13:30:00,45.9852129,24.6859225
,Brazil,02/29/2020 21:30,2,0,0,2020-03-01 13:30:00,-10.3333333,-53.2
,Russia,02/29/2020 21:30,2,0,2,2020-03-01 13:30:00,64.6863136,97.7453061
,Afghanistan,02/29/2020 21:30,1,0,0,2020-03-01 13:30:00,33.7680065,66.2385139
,Algeria,02/29/2020 21:30,1,0,0,2020-03-01 13:30:00,28.0000272,2.9999825
,Azerbaijan,02/29/2020 21:30,1,0,0,2020-03-01 13:30:00,40.3936294,47.7872508
,Belarus,02/29/2020 21:30,1,0,0,2020-03-01 13:30:00,53.4250605,27.6971358
Brussels,Belgium,02/29/2020 21:30,1,0,1,2020-03-01 13:30:00,50.8436709,4.3674367
,Cambodia,02/29/2020 21:30,1,0,1,2020-03-01 13:30:00,13.5066394,104.869423
,Ecuador,02/29/2020 21:30,1,0,0,2020-03-01 13:30:00,-1.3397668,-79.3666965
,Egypt,02/29/2020 21:30,1,0,1,2020-03-01 13:30:00,26.2540493,29.2675469
