Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,Continent,World,lat,lon
Hubei,China,04/23/2020 16:30,68128,4512,63547,0,0,2020-04-24 07:30:00,69,58500000.0,Asia,Worldwide,31.151725199999998,112.87832220000001
Heilongjiang,China,04/23/2020 16:30,925,13,485,0,0,2020-04-24 07:30:00,427,38310000.0,Asia,Worldwide,48.000004700000005,127.99999199999999
Shanghai,China,04/23/2020 16:30,640,7,532,0,0,2020-04-24 07:30:00,101,24280000.0,Asia,Worldwide,31.225298499999997,121.4890497
Beijing,China,04/23/2020 16:30,593,8,522,0,0,2020-04-24 07:30:00,63,21540000.0,Asia,Worldwide,39.906217,116.3912757
Guangdong,China,04/23/2020 16:30,1584,8,1518,0,0,2020-04-24 07:30:00,58,113460000.0,Asia,Worldwide,23.135769399999997,113.19826880000001
Inner Mongolia,China,04/23/2020 16:30,194,1,108,0,0,2020-04-24 07:30:00,85,24710000.0,Asia,Worldwide,43.2443242,114.32516640000001
Fujian,China,04/23/2020 16:30,355,1,342,0,0,2020-04-24 07:30:00,12,38560000.0,Asia,Worldwide,26.5450001,117.84277800000001
Shanxi,China,04/23/2020 16:30,197,0,142,0,0,2020-04-24 07:30:00,55,36500000.0,Asia,Worldwide,37.0,112.0
Zhejiang,China,04/23/2020 16:30,1268,1,1254,0,0,2020-04-24 07:30:00,13,57370000.0,Asia,Worldwide,29.000000099999998,119.9999999
Tianjin,China,04/23/2020 16:30,189,3,178,0,0,2020-04-24 07:30:00,8,15621200.0,Asia,Worldwide,39.1235635,117.1980785
Shandong,China,04/23/2020 16:30,787,7,766,0,0,2020-04-24 07:30:00,14,100472400.0,Asia,Worldwide,36.0000001,118.9999999
Jiangsu,China,04/23/2020 16:30,653,0,645,0,0,2020-04-24 07:30:00,8,80400000.0,Asia,Worldwide,33.0000001,119.9999999
Sichuan,China,04/23/2020 16:30,561,3,557,0,0,2020-04-24 07:30:00,1,81100000.0,Asia,Worldwide,30.500000099999998,102.4999999
Liaoning,China,04/23/2020 16:30,146,2,143,0,0,2020-04-24 07:30:00,1,43900000.0,Asia,Worldwide,40.9739116,122.3263915
Yunnan,China,04/23/2020 16:30,184,2,178,0,0,2020-04-24 07:30:00,4,45970000.0,Asia,Worldwide,25.0,102.0
Hebei,China,04/23/2020 16:30,328,6,317,0,0,2020-04-24 07:30:00,5,74700000.0,Asia,Worldwide,39.0000001,116.0
Shaanxi,China,04/23/2020 16:30,279,3,253,0,0,2020-04-24 07:30:00,23,37330000.0,Asia,Worldwide,36.0,109.0
Jilin,China,04/23/2020 16:30,107,1,98,0,0,2020-04-24 07:30:00,8,27460000.0,Asia,Worldwide,42.9995032,125.9816054
Chongqing,China,04/23/2020 16:30,579,6,570,0,0,2020-04-24 07:30:00,3,30480000.0,Asia,Worldwide,29.5585712,106.5492822
Henan,China,04/23/2020 16:30,1276,22,1254,0,0,2020-04-24 07:30:00,0,95590000.0,Asia,Worldwide,34.0000001,113.9999999
Gansu,China,04/23/2020 16:30,139,2,137,0,0,2020-04-24 07:30:00,0,25580000.0,Asia,Worldwide,38.0000001,101.9999999
Hunan,China,04/23/2020 16:30,1019,4,1015,0,0,2020-04-24 07:30:00,0,67370000.0,Asia,Worldwide,27.6662087,111.74870630000001
Anhui,China,04/23/2020 16:30,991,6,984,0,0,2020-04-24 07:30:00,1,62000000.0,Asia,Worldwide,32.0,117.0
Jiangxi,China,04/23/2020 16:30,937,1,936,0,0,2020-04-24 07:30:00,0,45200000.0,Asia,Worldwide,28.0,116.0
Guizhou,China,04/23/2020 16:30,147,2,145,0,0,2020-04-24 07:30:00,0,34750000.0,Asia,Worldwide,27.0,107.0
Guangxi,China,04/23/2020 16:30,254,2,252,0,0,2020-04-24 07:30:00,0,48380000.0,Asia,Worldwide,24.0,109.0
Hainan,China,04/23/2020 16:30,168,6,162,0,0,2020-04-24 07:30:00,0,9258000.0,Asia,Worldwide,19.2000001,109.5999999
Xinjiang,China,04/23/2020 16:30,76,3,73,0,0,2020-04-24 07:30:00,0,21810000.0,Asia,Worldwide,41.7574769,87.1673842
Ningxia,China,04/23/2020 16:30,75,0,75,0,0,2020-04-24 07:30:00,0,6301000.0,Asia,Worldwide,37.3095528,105.9608553
Qinghai,China,04/23/2020 16:30,18,0,18,0,0,2020-04-24 07:30:00,0,5627000.0,Asia,Worldwide,35.40709520000001,95.95211570000001
Tibet,China,04/23/2020 16:30,1,0,1,0,0,2020-04-24 07:30:00,0,3180000.0,Asia,Worldwide,31.894343199999998,87.07813709999999
New South Wales,Australia,04/23/2020 16:30,2976,31,2006,181064,0,2020-04-24 07:30:00,939,7544000.0,Oceania,Worldwide,-33.8548157,151.2164539
Queensland,Australia,04/23/2020 16:30,1026,6,738,92699,0,2020-04-24 07:30:00,282,5071000.0,Oceania,Worldwide,-27.468968199999996,153.02349909999998
Victoria,Australia,04/23/2020 16:30,1337,16,1251,93000,0,2020-04-24 07:30:00,70,6359000.0,Oceania,Worldwide,-37.814217600000006,144.9631608
South Australia,Australia,04/23/2020 16:30,438,4,394,48727,0,2020-04-24 07:30:00,40,1677000.0,Oceania,Worldwide,-34.928180499999996,138.5999312
Western Australia,Australia,04/23/2020 16:30,546,7,458,32062,0,2020-04-24 07:30:00,81,2589000.0,Oceania,Worldwide,-31.952712100000003,115.86047959999999
Tasmania,Australia,04/23/2020 16:30,205,8,77,7344,0,2020-04-24 07:30:00,120,515000.0,Oceania,Worldwide,-42.8825088,147.3281233
Australian Capital Territory,Australia,04/23/2020 16:30,104,3,93,7367,0,2020-04-24 07:30:00,8,412576.0,Oceania,Worldwide,-35.488350200000006,149.00269419999998
Northern Territory,Australia,04/23/2020 16:30,27,0,16,3972,0,2020-04-24 07:30:00,11,211945.0,Oceania,Worldwide,-12.46044,130.8410469
New York,US,04/23/2020 16:30,269909,20885,30453,0,0,2020-04-24 07:30:00,218571,19542200.0,North America,Worldwide,40.7127281,-74.0060152
New Jersey,US,04/23/2020 16:30,95914,5150,730,0,0,2020-04-24 07:30:00,90034,8909000.0,North America,Worldwide,40.0757384,-74.4041622
Massachusetts,US,04/23/2020 16:30,42944,2182,1299,0,0,2020-04-24 07:30:00,39463,6902000.0,North America,Worldwide,42.3788774,-72.03236600000001
California,US,04/23/2020 16:30,39010,1514,3582,0,0,2020-04-24 07:30:00,33914,39560000.0,North America,Worldwide,36.7014631,-118.75599740000001
Pennsylvania,US,04/23/2020 16:30,38255,1724,586,0,0,2020-04-24 07:30:00,35945,12810000.0,North America,Worldwide,40.9699889,-77.72788309999999
Illinois,US,04/23/2020 16:30,36935,1688,645,0,0,2020-04-24 07:30:00,34602,12740000.0,North America,Worldwide,40.079660600000004,-89.4337288
Michigan,US,04/23/2020 16:30,35291,2977,3272,0,0,2020-04-24 07:30:00,29042,9996000.0,North America,Worldwide,43.6211955,-84.6824346
