Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,lat,lon
Hubei,China,03/28/2020 19:25,67801,3177,62098,2020-03-29 11:25:00,2526,31.151725199999998,112.87832220000001
Beijing,China,03/28/2020 19:25,573,8,410,2020-03-29 11:25:00,155,39.906217,116.3912757
Shanghai,China,03/28/2020 19:25,485,5,334,2020-03-29 11:25:00,146,31.225298499999997,121.4890497
Guangdong,China,03/28/2020 19:25,1467,8,1341,2020-03-29 11:25:00,118,23.135769399999997,113.19826880000001
Fujian,China,03/28/2020 19:25,337,1,295,2020-03-29 11:25:00,41,26.5450001,117.84277800000001
Zhejiang,China,03/28/2020 19:25,1251,1,1225,2020-03-29 11:25:00,25,29.000000099999998,119.9999999
Tianjin,China,03/28/2020 19:25,161,3,133,2020-03-29 11:25:00,25,39.1235635,117.1980785
Inner Mongolia,China,03/28/2020 19:25,94,1,74,2020-03-29 11:25:00,19,43.2443242,114.32516640000001
Shandong,China,03/28/2020 19:25,772,7,752,2020-03-29 11:25:00,13,36.0000001,118.9999999
Jiangsu,China,03/28/2020 19:25,641,0,631,2020-03-29 11:25:00,10,33.0000001,119.9999999
Sichuan,China,03/28/2020 19:25,548,3,536,2020-03-29 11:25:00,9,30.500000099999998,102.4999999
Gansu,China,03/28/2020 19:25,136,2,125,2020-03-29 11:25:00,9,38.0000001,101.9999999
Shaanxi,China,03/28/2020 19:25,253,3,242,2020-03-29 11:25:00,8,36.0,109.0
Yunnan,China,03/28/2020 19:25,180,2,172,2020-03-29 11:25:00,6,25.0,102.0
Liaoning,China,03/28/2020 19:25,131,2,124,2020-03-29 11:25:00,5,40.9739116,122.3263915
Jilin,China,03/28/2020 19:25,97,1,92,2020-03-29 11:25:00,4,42.9995032,125.9816054
Hebei,China,03/28/2020 19:25,319,6,310,2020-03-29 11:25:00,3,39.0000001,116.0
Henan,China,03/28/2020 19:25,1275,22,1251,2020-03-29 11:25:00,2,34.0000001,113.9999999
Chongqing,China,03/28/2020 19:25,578,6,570,2020-03-29 11:25:00,2,29.5585712,106.5492822
Heilongjiang,China,03/28/2020 19:25,484,13,469,2020-03-29 11:25:00,2,48.000004700000005,127.99999199999999
Guangxi,China,03/28/2020 19:25,254,2,250,2020-03-29 11:25:00,2,24.0,109.0
Shanxi,China,03/28/2020 19:25,135,0,133,2020-03-29 11:25:00,2,37.0,112.0
Jiangxi,China,03/28/2020 19:25,936,1,934,2020-03-29 11:25:00,1,28.0,116.0
Hunan,China,03/28/2020 19:25,1018,4,1014,2020-03-29 11:25:00,0,27.6662087,111.74870630000001
Anhui,China,03/28/2020 19:25,990,6,984,2020-03-29 11:25:00,0,32.0,117.0
Hainan,China,03/28/2020 19:25,168,6,162,2020-03-29 11:25:00,0,19.2000001,109.5999999
Guizhou,China,03/28/2020 19:25,146,2,144,2020-03-29 11:25:00,0,27.0,107.0
Xinjiang,China,03/28/2020 19:25,76,3,73,2020-03-29 11:25:00,0,41.7574769,87.1673842
Ningxia,China,03/28/2020 19:25,75,0,75,2020-03-29 11:25:00,0,37.3095528,105.9608553
Qinghai,China,03/28/2020 19:25,18,0,18,2020-03-29 11:25:00,0,35.40709520000001,95.95211570000001
Tibet,China,03/28/2020 19:25,1,0,1,2020-03-29 11:25:00,0,31.894343199999998,87.07813709999999
New South Wales,Australia,03/28/2020 19:25,1617,7,4,2020-03-29 11:25:00,1606,-33.8548157,151.2164539
Queensland,Australia,03/28/2020 19:25,625,2,9,2020-03-29 11:25:00,614,-27.468968199999996,153.02349909999998
Victoria,Australia,03/28/2020 19:25,685,3,188,2020-03-29 11:25:00,494,-37.814217600000006,144.9631608
South Australia,Australia,03/28/2020 19:25,287,0,6,2020-03-29 11:25:00,281,-34.928180499999996,138.5999312
Western Australia,Australia,03/28/2020 19:25,278,2,28,2020-03-29 11:25:00,248,-31.952712100000003,115.86047959999999
Tasmania,Australia,03/28/2020 19:25,62,0,3,2020-03-29 11:25:00,59,-42.8825088,147.3281233
Australian Capital Territory,Australia,03/28/2020 19:25,71,0,2,2020-03-29 11:25:00,69,-35.488350200000006,149.00269419999998
Northern Territory,Australia,03/28/2020 19:25,14,0,0,2020-03-29 11:25:00,14,-12.46044,130.8410469
,Artania Cruise,03/28/2020 19:25,7,0,0,2020-03-29 11:25:00,7,-32.065715000000004,115.67786299999999
New York,US,03/28/2020 19:25,53399,827,0,2020-03-29 11:25:00,52572,40.7127281,-74.0060152
New Jersey,US,03/28/2020 19:25,11124,140,1,2020-03-29 11:25:00,10983,40.0757384,-74.4041622
California,US,03/28/2020 19:25,5551,119,6,2020-03-29 11:25:00,5426,36.7014631,-118.75599740000001
Michigan,US,03/28/2020 19:25,4650,111,0,2020-03-29 11:25:00,4539,43.6211955,-84.6824346
WA,US,03/28/2020 19:25,4310,189,1,2020-03-29 11:25:00,4120,47.2868352,-120.2126139
Massachusetts,US,03/28/2020 19:25,4257,44,1,2020-03-29 11:25:00,4212,42.3788774,-72.03236600000001
Florida,US,03/28/2020 19:25,4038,56,0,2020-03-29 11:25:00,3982,27.7567667,-81.4639835
Illinois,US,03/28/2020 19:25,3495,47,2,2020-03-29 11:25:00,3446,40.079660600000004,-89.4337288
Louisiana,US,03/28/2020 19:25,3315,137,0,2020-03-29 11:25:00,3178,30.8703881,-92.007126
Pennsylvania,US,03/28/2020 19:25,2845,34,0,2020-03-29 11:25:00,2811,40.9699889,-77.72788309999999
Texas,US,03/28/2020 19:25,2494,31,0,2020-03-29 11:25:00,2463,31.8160381,-99.51209859999999
Georgia,US,03/28/2020 19:25,2446,79,0,2020-03-29 11:25:00,2367,32.329380900000004,-83.1137366
Colorado,US,03/28/2020 19:25,2061,44,0,2020-03-29 11:25:00,2017,38.7251776,-105.60771670000001
Connecticut,US,03/28/2020 19:25,1524,33,0,2020-03-29 11:25:00,1491,41.6500201,-72.7342163
Tennessee,US,03/28/2020 19:25,1511,7,0,2020-03-29 11:25:00,1504,35.7730076,-86.28200809999998
