Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,lat,lon
Hubei,China,03/22/2020 19:30,67800,3144,59433,2020-03-23 11:30:00,5223,31.151725199999998,112.87832220000001
Beijing,China,03/22/2020 19:30,514,8,400,2020-03-23 11:30:00,106,39.906217,116.3912757
Guangdong,China,03/22/2020 19:30,1407,8,1329,2020-03-23 11:30:00,70,23.135769399999997,113.19826880000001
Gansu,China,03/22/2020 19:30,134,2,113,2020-03-23 11:30:00,19,38.0000001,101.9999999
Shanghai,China,03/22/2020 19:30,394,4,328,2020-03-23 11:30:00,62,31.225298499999997,121.4890497
Sichuan,China,03/22/2020 19:30,543,3,536,2020-03-23 11:30:00,4,30.500000099999998,102.4999999
Heilongjiang,China,03/22/2020 19:30,484,13,466,2020-03-23 11:30:00,5,48.00000470000001,127.99999199999999
Zhejiang,China,03/22/2020 19:30,1237,1,1219,2020-03-23 11:30:00,17,29.000000099999998,119.9999999
Shandong,China,03/22/2020 19:30,766,7,750,2020-03-23 11:30:00,9,36.0000001,118.9999999
Shaanxi,China,03/22/2020 19:30,248,3,239,2020-03-23 11:30:00,6,36.0,109.0
Guangxi,China,03/22/2020 19:30,254,2,250,2020-03-23 11:30:00,2,24.0,109.0
Hebei,China,03/22/2020 19:30,319,6,310,2020-03-23 11:30:00,3,39.0000001,116.0
Hainan,China,03/22/2020 19:30,168,6,161,2020-03-23 11:30:00,1,19.2000001,109.5999999
Henan,China,03/22/2020 19:30,1273,22,1250,2020-03-23 11:30:00,1,34.0000001,113.9999999
Jiangsu,China,03/22/2020 19:30,633,0,631,2020-03-23 11:30:00,2,33.0000001,119.9999999
Chongqing,China,03/22/2020 19:30,576,6,570,2020-03-23 11:30:00,0,29.5585712,106.5492822
Guizhou,China,03/22/2020 19:30,146,2,144,2020-03-23 11:30:00,0,27.0,107.0
Tianjin,China,03/22/2020 19:30,137,3,133,2020-03-23 11:30:00,1,39.1235635,117.1980785
Jilin,China,03/22/2020 19:30,93,1,92,2020-03-23 11:30:00,0,42.9995032,125.9816054
Hunan,China,03/22/2020 19:30,1018,4,1014,2020-03-23 11:30:00,0,27.6662087,111.74870630000001
Anhui,China,03/22/2020 19:30,990,6,984,2020-03-23 11:30:00,0,32.0,117.0
Jiangxi,China,03/22/2020 19:30,936,1,934,2020-03-23 11:30:00,1,28.0,116.0
Fujian,China,03/22/2020 19:30,307,1,295,2020-03-23 11:30:00,11,26.5450001,117.84277800000001
Yunnan,China,03/22/2020 19:30,176,2,172,2020-03-23 11:30:00,2,25.0,102.0
Shanxi,China,03/22/2020 19:30,133,0,133,2020-03-23 11:30:00,0,37.0,112.0
Liaoning,China,03/22/2020 19:30,126,2,124,2020-03-23 11:30:00,0,40.9739116,122.3263915
Xinjiang,China,03/22/2020 19:30,76,3,73,2020-03-23 11:30:00,0,41.7574769,87.1673842
Ningxia,China,03/22/2020 19:30,75,0,75,2020-03-23 11:30:00,0,37.3095528,105.9608553
Inner Mongolia,China,03/22/2020 19:30,75,1,74,2020-03-23 11:30:00,0,43.2443242,114.32516640000001
Qinghai,China,03/22/2020 19:30,18,0,18,2020-03-23 11:30:00,0,35.40709520000001,95.95211570000001
Tibet,China,03/22/2020 19:30,1,0,1,2020-03-23 11:30:00,0,31.894343199999998,87.07813709999998
New South Wales,Australia,03/22/2020 19:30,668,5,4,2020-03-23 11:30:00,659,-33.8548157,151.2164539
Queensland,Australia,03/22/2020 19:30,319,1,9,2020-03-23 11:30:00,309,-27.468968199999996,153.02349909999995
Victoria,Australia,03/22/2020 19:30,355,0,70,2020-03-23 11:30:00,285,-37.814217600000006,144.9631608
South Australia,Australia,03/22/2020 19:30,100,0,6,2020-03-23 11:30:00,94,-34.928180499999996,138.5999312
Western Australia,Australia,03/22/2020 19:30,120,1,1,2020-03-23 11:30:00,118,-31.95271210000001,115.86047959999999
Tasmania,Australia,03/22/2020 19:30,22,0,3,2020-03-23 11:30:00,19,-42.8825088,147.3281233
Australian Capital Territory,Australia,03/22/2020 19:30,19,0,1,2020-03-23 11:30:00,18,-35.488350200000006,149.00269419999995
Northern Territory,Australia,03/22/2020 19:30,4,0,0,2020-03-23 11:30:00,4,-12.46044,130.8410469
New York,US,03/22/2020 19:30,15802,117,0,2020-03-23 11:30:00,15685,40.7127281,-74.0060152
WA,US,03/22/2020 19:30,1996,95,1,2020-03-23 11:30:00,1900,47.2868352,-120.2126139
New Jersey,US,03/22/2020 19:30,1914,20,1,2020-03-23 11:30:00,1893,40.0757384,-74.4041622
California,US,03/22/2020 19:30,1690,34,6,2020-03-23 11:30:00,1650,36.7014631,-118.75599740000001
Illinois,US,03/22/2020 19:30,1049,9,2,2020-03-23 11:30:00,1038,40.079660600000004,-89.4337288
Michigan,US,03/22/2020 19:30,1037,9,0,2020-03-23 11:30:00,1028,43.6211955,-84.6824346
Florida,US,03/22/2020 19:30,1007,13,0,2020-03-23 11:30:00,994,27.7567667,-81.4639835
