Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,lat,lon
Hubei,China,03/24/2020 06:00,67801,3160,60323,2020-03-24 22:00:00,4318,31.1517252,112.8783222
Beijing,China,03/24/2020 06:00,558,8,401,2020-03-24 22:00:00,149,39.906217,116.3912757
Guangdong,China,03/24/2020 06:00,1428,8,1333,2020-03-24 22:00:00,87,23.1357694,113.1982688
Gansu,China,03/24/2020 06:00,136,2,118,2020-03-24 22:00:00,16,38.0000001,101.9999999
Shanghai,China,03/24/2020 06:00,404,4,330,2020-03-24 22:00:00,70,31.2252985,121.4890497
Sichuan,China,03/24/2020 06:00,545,3,536,2020-03-24 22:00:00,6,30.5000001,102.4999999
Heilongjiang,China,03/24/2020 06:00,484,13,468,2020-03-24 22:00:00,3,48.00000470000001,127.999992
Zhejiang,China,03/24/2020 06:00,1240,1,1221,2020-03-24 22:00:00,18,29.0000001,119.9999999
Shandong,China,03/24/2020 06:00,768,7,752,2020-03-24 22:00:00,9,36.0000001,118.9999999
Shaanxi,China,03/24/2020 06:00,249,3,240,2020-03-24 22:00:00,6,36.0,109.0
Guangxi,China,03/24/2020 06:00,254,2,250,2020-03-24 22:00:00,2,24.0,109.0
Hebei,China,03/24/2020 06:00,319,6,310,2020-03-24 22:00:00,3,39.0000001,116.0
Hainan,China,03/24/2020 06:00,168,6,162,2020-03-24 22:00:00,0,19.2000001,109.5999999
Henan,China,03/24/2020 06:00,1274,22,1250,2020-03-24 22:00:00,2,34.0000001,113.9999999
Jiangsu,China,03/24/2020 06:00,636,0,631,2020-03-24 22:00:00,5,33.0000001,119.9999999
Chongqing,China,03/24/2020 06:00,578,6,570,2020-03-24 22:00:00,2,29.5585712,106.5492822
Guizhou,China,03/24/2020 06:00,146,2,144,2020-03-24 22:00:00,0,27.0,107.0
Tianjin,China,03/24/2020 06:00,142,3,133,2020-03-24 22:00:00,6,39.1235635,117.1980785
Jilin,China,03/24/2020 06:00,93,1,92,2020-03-24 22:00:00,0,42.9995032,125.9816054
Hunan,China,03/24/2020 06:00,1018,4,1014,2020-03-24 22:00:00,0,27.6662087,111.7487063
Anhui,China,03/24/2020 06:00,990,6,984,2020-03-24 22:00:00,0,32.0,117.0
Jiangxi,China,03/24/2020 06:00,936,1,934,2020-03-24 22:00:00,1,28.0,116.0
Fujian,China,03/24/2020 06:00,318,1,295,2020-03-24 22:00:00,22,26.5450001,117.842778
Yunnan,China,03/24/2020 06:00,176,2,172,2020-03-24 22:00:00,2,25.0,102.0
Shanxi,China,03/24/2020 06:00,134,0,133,2020-03-24 22:00:00,1,37.0,112.0
Liaoning,China,03/24/2020 06:00,127,2,124,2020-03-24 22:00:00,1,40.9739116,122.3263915
Xinjiang,China,03/24/2020 06:00,76,3,73,2020-03-24 22:00:00,0,41.7574769,87.1673842
Ningxia,China,03/24/2020 06:00,75,0,75,2020-03-24 22:00:00,0,37.3095528,105.9608553
Inner Mongolia,China,03/24/2020 06:00,75,1,74,2020-03-24 22:00:00,0,43.2443242,114.3251664
Qinghai,China,03/24/2020 06:00,18,0,18,2020-03-24 22:00:00,0,35.40709520000001,95.9521157
Tibet,China,03/24/2020 06:00,1,0,1,2020-03-24 22:00:00,0,31.8943432,87.07813709999998
New South Wales,Australia,03/24/2020 06:00,913,6,4,2020-03-24 22:00:00,903,-33.8548157,151.2164539
Queensland,Australia,03/24/2020 06:00,397,1,9,2020-03-24 22:00:00,387,-27.4689682,153.02349909999995
Victoria,Australia,03/24/2020 06:00,411,0,113,2020-03-24 22:00:00,298,-37.814217600000006,144.9631608
South Australia,Australia,03/24/2020 06:00,170,0,6,2020-03-24 22:00:00,164,-34.9281805,138.5999312
Western Australia,Australia,03/24/2020 06:00,175,1,1,2020-03-24 22:00:00,173,-31.952712100000007,115.8604796
Tasmania,Australia,03/24/2020 06:00,28,0,3,2020-03-24 22:00:00,25,-42.8825088,147.3281233
Australian Capital Territory,Australia,03/24/2020 06:00,39,0,1,2020-03-24 22:00:00,38,-35.488350200000006,149.00269419999995
Northern Territory,Australia,03/24/2020 06:00,5,0,0,2020-03-24 22:00:00,5,-12.46044,130.8410469
New York,US,03/24/2020 06:00,23230,188,0,2020-03-24 22:00:00,23042,40.7127281,-74.0060152
New Jersey,US,03/24/2020 06:00,2844,27,1,2020-03-24 22:00:00,2816,40.0757384,-74.4041622
WA,US,03/24/2020 06:00,2221,111,1,2020-03-24 22:00:00,2109,47.2868352,-120.2126139
California,US,03/24/2020 06:00,2220,43,6,2020-03-24 22:00:00,2171,36.7014631,-118.7559974
Michigan,US,03/24/2020 06:00,1329,15,0,2020-03-24 22:00:00,1314,43.6211955,-84.6824346
Illinois,US,03/24/2020 06:00,1285,12,2,2020-03-24 22:00:00,1271,40.0796606,-89.4337288
Florida,US,03/24/2020 06:00,1227,18,0,2020-03-24 22:00:00,1209,27.7567667,-81.4639835
Louisiana,US,03/24/2020 06:00,1172,35,0,2020-03-24 22:00:00,1137,30.8703881,-92.007126
Georgia,US,03/24/2020 06:00,803,26,0,2020-03-24 22:00:00,777,32.329380900000004,-83.1137366
Texas,US,03/24/2020 06:00,803,9,0,2020-03-24 22:00:00,794,31.8160381,-99.5120986
Massachusetts,US,03/24/2020 06:00,777,9,1,2020-03-24 22:00:00,767,42.3788774,-72.03236600000002
Colorado,US,03/24/2020 06:00,723,7,0,2020-03-24 22:00:00,716,38.7251776,-105.6077167
Pennsylvania,US,03/24/2020 06:00,698,7,0,2020-03-24 22:00:00,691,40.9699889,-77.72788309999999
Tennessee,US,03/24/2020 06:00,615,2,0,2020-03-24 22:00:00,613,35.7730076,-86.28200809999998
