Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Baden-Württemberg,Germany,32291,,,,,1412,2020-05-03,11072030,Europe,Worldwide,48.6296972,9.1949534
Bavaria,Germany,42792,,,,,1910,2020-05-03,13068686,Europe,Worldwide,48.9467562,11.4038717
Berlin,Germany,5976,,,,,154,2020-05-03,3740845,Europe,Worldwide,52.517036499999996,13.388859900000002
Brandenburg,Germany,2905,,,,,122,2020-05-03,2514736,Europe,Worldwide,52.84554920000001,13.2461296
Bremen,Germany,875,,,,,30,2020-05-03,685714,Europe,Worldwide,53.14486899999999,8.6932343
Hamburg,Germany,4631,,,,,164,2020-05-03,1843859,Europe,Worldwide,53.550341,10.000653999999999
Hesse,Germany,8524,,,,,370,2020-05-03,6254237,Europe,Worldwide,50.611853700000005,9.1909725
Lower Saxony,Germany,10283,,,,,453,2020-05-03,7962068,Europe,Worldwide,52.8398531,9.075961999999999
Mecklenburg-Vorpommern,Germany,698,,,,,18,2020-05-03,1635000,Europe,Worldwide,53.773523399999995,12.5755746
North Rhine-Westphalia,Germany,33428,,,,,1287,2020-05-03,17967261,Europe,Worldwide,51.478179600000004,7.5542336
Rhineland-Palatinate,Germany,6133,,,,,176,2020-05-03,4082481,Europe,Worldwide,49.953159899999996,7.310646
Saarland,Germany,2605,,,,,138,2020-05-03,990376,Europe,Worldwide,49.417398799999994,6.9805789
Saxony,Germany,4696,,,,,165,2020-05-03,4069523,Europe,Worldwide,50.92957979999999,13.4585052
Saxony-Anhalt,Germany,1576,,,,,44,2020-05-03,2214285,Europe,Worldwide,51.908526,11.4939134
Schleswig-Holstein,Germany,2738,,,,,113,2020-05-03,2902325,Europe,Worldwide,54.1853998,9.8220089
Thuringia,Germany,2345,,,,,93,2020-05-03,2151724,Europe,Worldwide,50.73331629999999,11.0747905
