Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hong Kong,Hong Kong,02/22/2020 18:30,70,2,11,,2020-02-23 10:30:00,22.2793278,114.1628131
Guizhou,China,02/22/2020 18:30,146,2,90,,2020-02-23 10:30:00,27.0,107.0
Liaoning,China,02/22/2020 18:30,121,1,66,,2020-02-23 10:30:00,40.9739116,122.3263915
Shanxi,China,02/22/2020 18:30,132,0,81,,2020-02-23 10:30:00,37.0,112.0
Inner Mongolia,China,02/22/2020 18:30,75,0,23,,2020-02-23 10:30:00,43.2443242,114.3251664
Xinjiang,China,02/22/2020 18:30,76,2,25,,2020-02-23 10:30:00,41.7574769,87.1673842
Jilin,China,02/22/2020 18:30,91,1,52,,2020-02-23 10:30:00,42.9995032,125.9816054
Ningxia,China,02/22/2020 18:30,71,0,48,,2020-02-23 10:30:00,37.3095528,105.9608553
Taiwan,Taiwan,02/22/2020 18:30,26,1,2,,2020-02-23 10:30:00,23.9739374,120.9820179
Gansu,China,02/22/2020 18:30,91,2,76,,2020-02-23 10:30:00,38.0000001,101.9999999
Macau,Macau,02/22/2020 18:30,10,0,6,,2020-02-23 10:30:00,22.1757605,113.5514142
Qinghai,China,02/22/2020 18:30,18,0,18,,2020-02-23 10:30:00,35.4070952,95.9521157
Tibet,China,02/22/2020 18:30,1,0,1,,2020-02-23 10:30:00,31.8943432,87.0781371
Yokohama,Japan,02/22/2020 18:30,634,2,17,,2020-02-23 10:30:00,35.444991,139.636768
,South Korea,02/22/2020 18:30,433,2,18,,2020-02-23 10:30:00,36.638392,127.6961188
,Japan,02/22/2020 18:30,134,1,22,,2020-02-23 10:30:00,34.9046568,136.6310496
,Singapore,02/22/2020 18:30,89,0,49,,2020-02-23 10:30:00,1.340863,103.8303918
,Thailand,02/22/2020 18:30,35,0,20,,2020-02-23 10:30:00,18.7544594,100.624804
,Italy,02/22/2020 18:30,79,2,1,,2020-02-23 10:30:00,46.3144754,11.0480288
,Malaysia,02/22/2020 18:30,22,0,17,,2020-02-23 10:30:00,4.5693754,102.2656823
,Iran,02/22/2020 18:30,29,6,0,,2020-02-23 10:30:00,32.6475314,54.5643516
,Germany,02/22/2020 18:30,16,0,14,,2020-02-23 10:30:00,51.0834196,10.4234469
,Vietnam,02/22/2020 18:30,16,0,15,,2020-02-23 10:30:00,13.2904027,108.4265113
,France,02/22/2020 18:30,12,1,10,,2020-02-23 10:30:00,45.1562575,5.4515829
,United Arab Emirates,02/22/2020 18:30,13,0,3,,2020-02-23 10:30:00,24.0002488,53.9994829
,UK,02/22/2020 18:30,9,0,8,,2020-02-23 10:30:00,54.7023545,-3.2765753
,Philippines,02/22/2020 18:30,3,1,2,,2020-02-23 10:30:00,12.7503486,122.7312101
,India,02/22/2020 18:30,3,0,3,,2020-02-23 10:30:00,16.3876987,73.7305913
,Russia,02/22/2020 18:30,2,0,2,,2020-02-23 10:30:00,48.2783785,46.1663642
,Spain,02/22/2020 18:30,2,0,2,,2020-02-23 10:30:00,39.3262345,-4.8380649
Brussels,Belgium,02/22/2020 18:30,1,0,1,,2020-02-23 10:30:00,50.8436709,4.3674367
,Cambodia,02/22/2020 18:30,1,0,1,,2020-02-23 10:30:00,13.5066394,104.869423
,Egypt,02/22/2020 18:30,1,0,1,,2020-02-23 10:30:00,26.2540493,29.2675469
,Finland,02/22/2020 18:30,1,0,1,,2020-02-23 10:30:00,63.2467777,25.9209164
,Israel,02/22/2020 18:30,1,0,0,,2020-02-23 10:30:00,31.5313113,34.8667654
,Lebanon,02/22/2020 18:30,1,0,0,,2020-02-23 10:30:00,33.8750629,35.843409
,Nepal,02/22/2020 18:30,1,0,1,,2020-02-23 10:30:00,28.1083929,84.0917139
,Sri Lanka,02/22/2020 18:30,1,0,1,,2020-02-23 10:30:00,7.1895221,79.9548574
,Sweden,02/22/2020 18:30,1,0,0,,2020-02-23 10:30:00,63.4352121,14.8290863
,Iraq,02/22/2020 18:30,1,0,0,,2020-02-23 10:30:00,33.0955793,44.1749775
British Columbia,Canada,02/22/2020 18:30,6,0,0,,2020-02-23 10:30:00,55.001251,-125.002441
Ontario,Canada,02/22/2020 18:30,3,0,1,,2020-02-23 10:30:00,50.000678,-86.000977
Illinois,US,02/22/2020 18:30,2,0,2,Chicago,2020-02-23 10:30:00,40.0796606,-89.4337288
Massachusetts,US,02/22/2020 18:30,1,0,0,Boston,2020-02-23 10:30:00,42.3788774,-72.032366
WA,US,02/22/2020 18:30,1,0,1,Seattle,2020-02-23 10:30:00,47.2868352,-120.2126139
Arizona,US,02/22/2020 18:30,1,0,0,Tempe,2020-02-23 10:30:00,34.395342,-111.7632755
Wisconsin,US,02/22/2020 18:30,1,0,0,Madison,2020-02-23 10:30:00,44.4308975,-89.6884637
Texas,US,02/22/2020 18:30,1,0,0,San Antonio,2020-02-23 10:30:00,31.8160381,-99.5120986
California,US,02/22/2020 18:30,10,0,0,"Sacramento, San Diego, San Benito, Los Angeles, Orange, Santa Clara, Humboldt",2020-02-23 10:30:00,36.7014631,-118.7559974
Nebraska,US,02/22/2020 18:30,18,0,0,,2020-02-23 10:30:00,41.7370229,-99.5873816
Melbourne,Australia,02/22/2020 18:30,6,0,4,,2020-02-23 10:30:00,-37.8142176,144.9631608
Sydney,Australia,02/22/2020 18:30,4,0,4,,2020-02-23 10:30:00,-33.8548157,151.2164539
Brisbane,Australia,02/22/2020 18:30,7,0,1,,2020-02-23 10:30:00,-27.4689682,153.0234991
Perth,Australia,02/22/2020 18:30,1,0,0,,2020-02-23 10:30:00,-31.9527121,115.8604796
Adelaide,Australia,02/22/2020 18:30,3,0,2,,2020-02-23 10:30:00,-34.9281805,138.5999312
