Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,lat,lon,Continent,World
,Slovenia,04/21/2020 07:00,1335,77,193,41802,26,2020-04-21 22:00:00,1065,2067000.0,45.813311299999995,14.4808369,Europe,Worldwide
,North Macedonia,04/21/2020 07:00,1231,55,224,12340,9,2020-04-21 22:00:00,952,2077000.0,41.617121399999995,21.7168387,Europe,Worldwide
,Slovakia,04/21/2020 07:00,1199,14,258,49428,7,2020-04-21 22:00:00,927,5450000.0,48.74115220000001,19.4528646,Europe,Worldwide
,Cameroon,04/21/2020 07:00,1163,43,329,0,33,2020-04-21 22:00:00,791,24050000.0,4.6125522000000005,13.153581099999998,Africa,Worldwide
,Afghanistan,04/21/2020 07:00,1092,36,150,6422,7,2020-04-21 22:00:00,906,35530000.0,33.7680065,66.2385139,Asia,Worldwide
,Cuba,04/21/2020 07:00,1087,36,285,28598,9,2020-04-21 22:00:00,766,11480000.0,23.013133800000002,-80.8328748,North America,Worldwide
,Ghana,04/21/2020 07:00,1042,9,99,68591,4,2020-04-21 22:00:00,934,28830000.0,8.0300284,-1.0800271000000001,Africa,Worldwide
Hong Kong,Hong Kong,04/21/2020 07:00,1030,4,650,131786,8,2020-04-21 22:00:00,376,7392000.0,22.2793278,114.16281310000001,Asia,Worldwide
,Bulgaria,04/21/2020 07:00,966,45,170,26417,34,2020-04-21 22:00:00,751,7050000.0,42.6073975,25.4856617,Europe,Worldwide
,Tunisia,04/21/2020 07:00,884,38,148,17287,34,2020-04-21 22:00:00,698,11530000.0,33.8439408,9.400138,Africa,Worldwide
,Ivory Coast,04/21/2020 07:00,879,10,287,0,0,2020-04-21 22:00:00,582,25717000.0,7.9897371,-5.5679457999999995,Africa,Worldwide
,Djibouti,04/21/2020 07:00,846,2,102,8144,0,2020-04-21 22:00:00,742,956985.0,11.8145966,42.8453061,Africa,Worldwide
,Cyprus,04/21/2020 07:00,772,12,81,35756,15,2020-04-21 22:00:00,679,1170000.0,34.982301799999995,33.1451285,Europe,Worldwide
,Latvia,04/21/2020 07:00,748,5,88,37972,3,2020-04-21 22:00:00,655,1920000.0,56.8406494,24.7537645,Europe,Worldwide
,Andorra,04/21/2020 07:00,717,37,248,1673,17,2020-04-21 22:00:00,432,76965.0,42.540716700000004,1.5732033,Europe,Worldwide
Yokohama,Japan,04/21/2020 07:00,712,13,644,0,7,2020-04-21 22:00:00,55,3700.0,35.444990999999995,139.636768,Asia,Worldwide
,Lebanon,04/21/2020 07:00,677,21,103,21424,27,2020-04-21 22:00:00,553,6082000.0,33.875062899999996,35.843409,Asia,Worldwide
,Nigeria,04/21/2020 07:00,665,22,188,7153,2,2020-04-21 22:00:00,455,190900000.0,9.6000359,7.999972099999999,Africa,Worldwide
,Costa Rica,04/21/2020 07:00,662,6,124,10879,8,2020-04-21 22:00:00,532,4906000.0,10.2735633,-84.0739102,North America,Worldwide
,Niger,04/21/2020 07:00,655,20,124,4715,0,2020-04-21 22:00:00,511,21480000.0,17.7356214,9.323843199999999,Africa,Worldwide
,Guinea,04/21/2020 07:00,622,5,122,0,0,2020-04-21 22:00:00,495,12720000.0,10.7226226,-10.7083587,Africa,Worldwide
,Albania,04/21/2020 07:00,609,26,345,6017,10,2020-04-21 22:00:00,238,2877000.0,41.000028,19.9999619,Europe,Worldwide
,Bolivia,04/21/2020 07:00,598,34,37,3569,3,2020-04-21 22:00:00,527,11050000.0,-17.056869600000002,-64.9912286,South America,Worldwide
,Kyrgyzstan,04/21/2020 07:00,590,7,216,26147,5,2020-04-21 22:00:00,367,6202000.0,41.5089324,74.724091,Asia,Worldwide
,Burkina Faso,04/21/2020 07:00,581,38,357,0,0,2020-04-21 22:00:00,186,19190000.0,12.075308300000001,-1.6880313999999998,Africa,Worldwide
,Uruguay,04/21/2020 07:00,535,11,313,13396,13,2020-04-21 22:00:00,211,3457000.0,-32.8755548,-56.0201525,South America,Worldwide
,Honduras,04/21/2020 07:00,494,46,29,2535,10,2020-04-21 22:00:00,419,9265000.0,15.2572432,-86.0755145,North America,Worldwide
,Channel Islands,04/21/2020 07:00,488,24,73,3320,0,2020-04-21 22:00:00,391,170499.0,49.4622912,-2.5812022999999997,Europe,Worldwide
,San Marino,04/21/2020 07:00,462,39,61,1726,4,2020-04-21 22:00:00,362,33400.0,43.945862299999995,12.458306,Europe,Worldwide
,Palestine,04/21/2020 07:00,461,4,71,17329,0,2020-04-21 22:00:00,386,5052000.0,31.9469665,35.2738655,Asia,Worldwide
,Malta,04/21/2020 07:00,443,3,150,24919,2,2020-04-21 22:00:00,290,493559.0,35.888599299999996,14.4476911,Europe,Worldwide
,Jordan,04/21/2020 07:00,425,7,282,33000,5,2020-04-21 22:00:00,136,9702000.0,31.1667049,36.941628,Asia,Worldwide
Taiwan,Taiwan,04/21/2020 07:00,425,6,217,55476,0,2020-04-21 22:00:00,202,23780000.0,23.973937399999997,120.9820179,Asia,Worldwide
,Georgia,04/21/2020 07:00,408,4,95,7611,6,2020-04-21 22:00:00,309,3717000.0,41.6809707,44.02873820000001,Asia,Worldwide
,Reunion,04/21/2020 07:00,408,0,238,0,2,2020-04-21 22:00:00,170,859959.0,-21.1309332,55.526577100000004,Africa,Worldwide
,Senegal,04/21/2020 07:00,377,5,235,0,1,2020-04-21 22:00:00,137,15850000.0,14.475060699999998,-14.452961199999999,Africa,Worldwide
,DRC,04/21/2020 07:00,350,25,35,0,0,2020-04-21 22:00:00,290,81340000.0,-4.0324900999999995,22.4574787,Africa,Worldwide
,Mauritius,04/21/2020 07:00,328,9,224,9755,3,2020-04-21 22:00:00,95,1265000.0,-20.2759451,57.5703566,Africa,Worldwide
,Montenegro,04/21/2020 07:00,313,5,90,3874,7,2020-04-21 22:00:00,218,631219.0,42.9868853,19.518099199999998,Europe,Worldwide
,Sri Lanka,04/21/2020 07:00,309,7,100,6463,1,2020-04-21 22:00:00,202,21440000.0,7.555494199999999,80.7137847,Asia,Worldwide
,Isle of Man,04/21/2020 07:00,300,9,200,2509,15,2020-04-21 22:00:00,91,84287.0,54.2358167,-4.5145987000000005,Europe,Worldwide
,Guatemala,04/21/2020 07:00,294,7,24,7200,3,2020-04-21 22:00:00,263,16910000.0,15.635608800000002,-89.8988087,North America,Worldwide
,Venezuela,04/21/2020 07:00,285,10,117,347236,4,2020-04-21 22:00:00,158,31980000.0,8.0018709,-66.1109318,South America,Worldwide
,Mayotte,04/21/2020 07:00,284,4,117,2000,4,2020-04-21 22:00:00,163,270372.0,-12.823048,45.1520755,Africa,Worldwide
,Kenya,04/21/2020 07:00,281,14,69,13872,2,2020-04-21 22:00:00,198,49700000.0,1.4419683,38.431397499999996,Africa,Worldwide
,Vietnam,04/21/2020 07:00,268,0,216,206253,8,2020-04-21 22:00:00,52,95540000.0,13.2904027,108.42651129999999,Asia,Worldwide
,Tanzania,04/21/2020 07:00,254,10,11,0,4,2020-04-21 22:00:00,233,57310000.0,-6.5247123,35.7878438,Africa,Worldwide
,Mali,04/21/2020 07:00,246,14,56,0,0,2020-04-21 22:00:00,176,18540000.0,16.3700359,-2.2900238999999996,Africa,Worldwide
,Somalia,04/21/2020 07:00,237,8,4,0,2,2020-04-21 22:00:00,225,14740000.0,8.3676771,49.083416,Africa,Worldwide
,El Salvador,04/21/2020 07:00,225,7,48,13352,2,2020-04-21 22:00:00,170,6378000.0,13.800038199999998,-88.9140683,North America,Worldwide
,Jamaica,04/21/2020 07:00,223,6,27,1889,0,2020-04-21 22:00:00,190,2890000.0,18.115295800000002,-77.15984549999999,North America,Worldwide
,Paraguay,04/21/2020 07:00,208,8,53,5501,1,2020-04-21 22:00:00,147,6811000.0,-23.3165935,-58.169344499999994,South America,Worldwide
,Faeroe Islands,04/21/2020 07:00,185,0,178,6171,0,2020-04-21 22:00:00,7,49290.0,62.19850039999999,-6.817412400000001,Europe,Worldwide
,Martinique,04/21/2020 07:00,163,14,73,0,11,2020-04-21 22:00:00,76,376480.0,14.636792699999999,-61.0158269,North America,Worldwide
,Congo,04/21/2020 07:00,160,6,16,0,0,2020-04-21 22:00:00,138,5261000.0,-0.7264326999999999,15.6419155,Africa,Worldwide
,Guadeloupe,04/21/2020 07:00,148,8,73,0,13,2020-04-21 22:00:00,67,395700.0,16.2490067,-61.565044400000005,North America,Worldwide
,Rwanda,04/21/2020 07:00,147,0,80,6959,0,2020-04-21 22:00:00,67,12210000.0,-1.9646631,30.064435800000002,Africa,Worldwide
,Brunei,04/21/2020 07:00,138,1,116,11633,2,2020-04-21 22:00:00,21,428697.0,4.4137154999999995,114.5653908,Asia,Worldwide
,Gibraltar,04/21/2020 07:00,132,0,120,1912,1,2020-04-21 22:00:00,12,34571.0,36.106747,-5.3352772,Europe,Worldwide
,Cambodia,04/21/2020 07:00,122,0,110,5768,1,2020-04-21 22:00:00,12,16010000.0,13.5066394,104.869423,Asia,Worldwide
,Madagascar,04/21/2020 07:00,121,0,44,2357,1,2020-04-21 22:00:00,77,25570000.0,-18.9249604,46.441642200000004,Africa,Worldwide
,Gabon,04/21/2020 07:00,120,1,7,572,2,2020-04-21 22:00:00,112,2025000.0,-0.8999695,11.689969900000001,Africa,Worldwide
,Myanmar,04/21/2020 07:00,119,5,7,4692,0,2020-04-21 22:00:00,107,53370000.0,17.1750495,95.9999652,Asia,Worldwide
,Trinidad and Tobago,04/21/2020 07:00,114,8,26,1380,0,2020-04-21 22:00:00,80,1369000.0,10.8677845,-60.9821067,North America,Worldwide
,Ethiopia,04/21/2020 07:00,114,3,16,8698,0,2020-04-21 22:00:00,95,105000000.0,10.211670199999999,38.6521203,Africa,Worldwide
,Sudan,04/21/2020 07:00,107,12,8,0,0,2020-04-21 22:00:00,87,40530000.0,14.584444400000002,29.4917691,Africa,Worldwide
,Liberia,04/21/2020 07:00,99,8,7,0,0,2020-04-21 22:00:00,84,4732000.0,5.7499721,-9.3658524,Africa,Worldwide
,Aruba,04/21/2020 07:00,97,2,51,1445,4,2020-04-21 22:00:00,44,105264.0,12.4902998,-69.96098420000001,North America,Worldwide
,French Guiana,04/21/2020 07:00,97,1,76,0,1,2020-04-21 22:00:00,20,290691.0,4.0039882,-52.999998,South America,Worldwide
,Monaco,04/21/2020 07:00,94,3,23,0,3,2020-04-21 22:00:00,68,38695.0,43.7384402,7.4242474000000005,Europe,Worldwide
,Bermuda,04/21/2020 07:00,86,5,37,651,10,2020-04-21 22:00:00,44,65441.0,32.3018217,-64.7603583,North America,Worldwide
,Togo,04/21/2020 07:00,84,6,53,4381,0,2020-04-21 22:00:00,25,7798000.0,8.7800265,1.0199764999999998,Africa,Worldwide
,Maldives,04/21/2020 07:00,82,0,16,4139,1,2020-04-21 22:00:00,66,436330.0,4.7064352,73.3287853,Asia,Worldwide
,Liechtenstein,04/21/2020 07:00,81,1,55,900,0,2020-04-21 22:00:00,25,38557.0,47.1416307,9.553152699999998,Europe,Worldwide
,Equatorial Guinea,04/21/2020 07:00,79,0,7,854,0,2020-04-21 22:00:00,72,1268000.0,1.6131719999999998,10.5170357,Africa,Worldwide
,Barbados,04/21/2020 07:00,75,5,23,1063,4,2020-04-21 22:00:00,47,285719.0,13.1500331,-59.52503050000001,North America,Worldwide
,Zambia,04/21/2020 07:00,70,3,35,2586,1,2020-04-21 22:00:00,32,17090000.0,-14.5186239,27.5599164,Africa,Worldwide
,Sint Maarten,04/21/2020 07:00,67,10,12,163,6,2020-04-21 22:00:00,45,41109.0,18.038454,-63.054053,North America,Worldwide
,Cabo Verde,04/21/2020 07:00,67,1,1,0,0,2020-04-21 22:00:00,65,546388.0,16.0000552,-24.0083947,Africa,Worldwide
,Guyana,04/21/2020 07:00,66,7,9,328,5,2020-04-21 22:00:00,50,777859.0,4.8417097,-58.64168910000001,South America,Worldwide
,Cayman Islands,04/21/2020 07:00,66,1,7,778,3,2020-04-21 22:00:00,58,61559.0,19.5417212,-80.5667132,North America,Worldwide
,Bahamas,04/21/2020 07:00,60,9,11,0,1,2020-04-21 22:00:00,40,395361.0,24.7736546,-78.0000547,North America,Worldwide
,Haiti,04/21/2020 07:00,57,3,0,618,0,2020-04-21 22:00:00,54,10980000.0,19.139995199999998,-72.35709720000001,North America,Worldwide
,French Polynesia,04/21/2020 07:00,56,0,19,1515,1,2020-04-21 22:00:00,37,283007.0,-16.0344249,-146.0490931,South America,Worldwide
,Uganda,04/21/2020 07:00,56,0,38,13742,0,2020-04-21 22:00:00,18,42860000.0,1.5333553999999998,32.2166578,Africa,Worldwide
,Benin,04/21/2020 07:00,54,1,27,0,0,2020-04-21 22:00:00,26,11180000.0,9.5293472,2.2584408,Africa,Worldwide
,Libya,04/21/2020 07:00,51,1,15,808,0,2020-04-21 22:00:00,35,6375000.0,26.8234472,18.1236723,Africa,Worldwide
,Guinea-Bissau,04/21/2020 07:00,50,0,3,1500,0,2020-04-21 22:00:00,47,1861000.0,12.100035,-14.9000214,Africa,Worldwide
Macau,Macau,04/21/2020 07:00,45,0,24,0,1,2020-04-21 22:00:00,21,622567.0,22.175760500000003,113.5514142,Asia,Worldwide
,Sierra Leone,04/21/2020 07:00,43,0,6,0,0,2020-04-21 22:00:00,37,7557000.0,8.6400349,-11.8400269,Africa,Worldwide
,Syria,04/21/2020 07:00,39,3,5,0,0,2020-04-21 22:00:00,31,18270000.0,34.6401861,39.0494106,Asia,Worldwide
,Eritrea,04/21/2020 07:00,39,0,3,0,0,2020-04-21 22:00:00,36,4475000.0,15.950031900000003,37.999966799999996,Africa,Worldwide
,Mozambique,04/21/2020 07:00,39,0,8,1110,0,2020-04-21 22:00:00,31,29670000.0,-19.302232999999998,34.9144977,Africa,Worldwide
,Saint Martin,04/21/2020 07:00,37,2,19,0,5,2020-04-21 22:00:00,16,32125.0,18.089105,-63.04460400000001,North America,Worldwide
,Mongolia,04/21/2020 07:00,34,0,8,6800,0,2020-04-21 22:00:00,26,3076000.0,46.825038799999994,103.8499736,Asia,Worldwide
,Chad,04/21/2020 07:00,33,0,8,0,0,2020-04-21 22:00:00,25,14900000.0,15.613413699999999,19.015617199999998,Africa,Worldwide
,Nepal,04/21/2020 07:00,32,0,4,29567,0,2020-04-21 22:00:00,28,29300000.0,28.108392900000002,84.0917139,Asia,Worldwide
,Zimbabwe,04/21/2020 07:00,25,3,2,3308,0,2020-04-21 22:00:00,20,16530000.0,-18.4554963,29.746841399999997,Africa,Worldwide
,Angola,04/21/2020 07:00,24,2,6,0,0,2020-04-21 22:00:00,16,29780000.0,-11.877576800000002,17.5691241,Africa,Worldwide
,Eswatini,04/21/2020 07:00,24,1,8,714,0,2020-04-21 22:00:00,15,1367000.0,-26.562480600000004,31.399131699999998,Africa,Worldwide
,Antigua and Barbuda,04/21/2020 07:00,23,3,7,108,1,2020-04-21 22:00:00,13,102012.0,17.223472100000002,-61.9554608,North America,Worldwide
,Timor-Leste,04/21/2020 07:00,23,0,1,322,0,2020-04-21 22:00:00,22,1296000.0,-8.5151979,125.83757560000001,Asia,Worldwide
,Botswana,04/21/2020 07:00,20,1,0,4432,0,2020-04-21 22:00:00,19,2292000.0,-23.1681782,24.5928742,Africa,Worldwide
,Laos,04/21/2020 07:00,19,0,2,1349,0,2020-04-21 22:00:00,17,6858000.0,20.0171109,103.378253,Asia,Worldwide
,Belize,04/21/2020 07:00,18,2,2,651,1,2020-04-21 22:00:00,14,374681.0,16.8259793,-88.7600927,North America,Worldwide
,Fiji,04/21/2020 07:00,18,0,3,0,0,2020-04-21 22:00:00,15,905502.0,-18.123969600000002,179.0122737,Oceania,Worldwide
,New Caledonia,04/21/2020 07:00,18,0,17,3552,1,2020-04-21 22:00:00,1,280460.0,-20.4542886,164.55660580000003,Oceania,Worldwide
,Malawi,04/21/2020 07:00,17,2,3,429,1,2020-04-21 22:00:00,12,18620000.0,-13.268720000000002,33.930196,Africa,Worldwide
,Dominica,04/21/2020 07:00,16,0,8,345,0,2020-04-21 22:00:00,8,73925.0,15.450510000000001,-61.344931,North America,Worldwide
,Namibia,04/21/2020 07:00,16,0,6,524,0,2020-04-21 22:00:00,10,2534000.0,-23.2335499,17.323110699999997,Africa,Worldwide
,Saint Kitts and Nevis,04/21/2020 07:00,15,0,0,247,0,2020-04-21 22:00:00,15,55345.0,17.250512,-62.6725973,North America,Worldwide
,Saint Lucia,04/21/2020 07:00,15,0,13,364,0,2020-04-21 22:00:00,2,178844.0,13.8250489,-60.975035999999996,North America,Worldwide
,Curacao,04/21/2020 07:00,14,1,11,286,0,2020-04-21 22:00:00,2,161014.0,12.1845,-68.9640875,North America,Worldwide
,Grenada,04/21/2020 07:00,14,0,6,92,4,2020-04-21 22:00:00,8,107825.0,12.136037400000001,-61.69040450000001,North America,Worldwide
,CAR,04/21/2020 07:00,12,0,4,0,0,2020-04-21 22:00:00,8,4659000.0,7.0323598,19.9981227,Africa,Worldwide
,St. Vincent Grenadines,04/21/2020 07:00,12,0,2,94,0,2020-04-21 22:00:00,10,109897.0,12.90447,-61.2765569,North America,Worldwide
,Turks and Caicos,04/21/2020 07:00,11,1,0,83,0,2020-04-21 22:00:00,10,35446.0,21.7214683,-71.62017829999999,North America,Worldwide
,Falkland Islands,04/21/2020 07:00,11,0,3,319,0,2020-04-21 22:00:00,8,2840.0,-51.9666424,-59.5500387,South America,Worldwide
,Greenland,04/21/2020 07:00,11,0,11,1101,0,2020-04-21 22:00:00,0,56171.0,77.61923490000001,-42.8125967,North America,Worldwide
,Montserrat,04/21/2020 07:00,11,0,2,36,1,2020-04-21 22:00:00,9,5900.0,16.7417041,-62.19168440000001,North America,Worldwide
,Seychelles,04/21/2020 07:00,11,0,5,0,0,2020-04-21 22:00:00,6,95843.0,-4.6574976999999995,55.45401460000001,Africa,Worldwide
,Nicaragua,04/21/2020 07:00,10,2,6,0,0,2020-04-21 22:00:00,2,6218000.0,12.609015699999999,-85.29369109999999,North America,Worldwide
,Gambia,04/21/2020 07:00,10,1,2,316,0,2020-04-21 22:00:00,7,2101000.0,13.470061999999999,-15.4900464,Africa,Worldwide
,Suriname,04/21/2020 07:00,10,1,6,0,0,2020-04-21 22:00:00,3,563402.0,4.1413025,-56.07711870000001,South America,Worldwide
,MS Zaandam,04/21/2020 07:00,9,2,0,0,0,2020-04-21 22:00:00,7,1829.0,26.087543,-80.10730600000001,North America,Worldwide
,Vatican City,04/21/2020 07:00,9,0,2,0,0,2020-04-21 22:00:00,7,1000.0,41.9038149,12.453152699999999,Europe,Worldwide
,Mauritania,04/21/2020 07:00,7,1,6,913,0,2020-04-21 22:00:00,0,4420000.0,20.254038199999997,-9.2399263,Africa,Worldwide
,Papua New Guinea,04/21/2020 07:00,7,0,0,604,0,2020-04-21 22:00:00,7,8251000.0,-5.6816069,144.2489081,Oceania,Worldwide
,Bhutan,04/21/2020 07:00,6,0,2,8765,0,2020-04-21 22:00:00,4,807610.0,27.549511,90.5119273,Asia,Worldwide
,St. Barth,04/21/2020 07:00,6,0,5,0,0,2020-04-21 22:00:00,1,9131.0,17.9036287,-62.811568799999996,North America,Worldwide
,Western Sahara,04/21/2020 07:00,6,0,0,0,0,2020-04-21 22:00:00,6,593692.0,24.1188663,-13.950892300000001,Africa,Worldwide
,British Virgin Islands,04/21/2020 07:00,5,1,3,0,0,2020-04-21 22:00:00,1,31169.0,18.4024395,-64.5661642,North America,Worldwide
,Burundi,04/21/2020 07:00,5,1,4,80,0,2020-04-21 22:00:00,0,10860000.0,-3.3634357,29.8870575,Africa,Worldwide
,Caribbean Netherlands,04/21/2020 07:00,5,0,0,110,0,2020-04-21 22:00:00,5,25157.0,12.154702,-68.266323,South America,Worldwide
,Sao Tome and Principe,04/21/2020 07:00,4,0,0,19,0,2020-04-21 22:00:00,4,204327.0,0.8875497999999999,6.964871799999999,Africa,Worldwide
,South Sudan,04/21/2020 07:00,4,0,0,0,0,2020-04-21 22:00:00,4,12580000.0,7.8699430999999995,29.6667897,Africa,Worldwide
,Anguilla,04/21/2020 07:00,3,0,1,0,0,2020-04-21 22:00:00,2,15094.0,18.195494699999998,-63.07502339999999,North America,Worldwide
,Saint Pierre Miquelon,04/21/2020 07:00,1,0,0,0,0,2020-04-21 22:00:00,1,5888.0,46.7832469,-56.1951589,North America,Worldwide
,Yemen,04/21/2020 07:00,1,0,0,0,0,2020-04-21 22:00:00,1,28250000.0,16.3471243,47.8915271,Asia,Worldwide
,China,04/21/2020 07:00,0,0,0,0,82,2020-04-21 22:00:00,0,,36.0,109.0,Asia,Worldwide
,Australia,04/21/2020 07:00,0,0,0,0,49,2020-04-21 22:00:00,0,,-24.7761086,134.755,Oceania,Worldwide
