Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,lat,lon
Hubei,China,03/09/2020 03:00,67743,3007,46451,2020-03-09 19:00:00,31.151725199999998,112.87832220000001
Guangdong,China,03/09/2020 03:00,1352,8,1260,2020-03-09 19:00:00,23.135769399999997,113.19826880000001
Zhejiang,China,03/09/2020 03:00,1215,1,1174,2020-03-09 19:00:00,29.000000099999998,119.9999999
Shandong,China,03/09/2020 03:00,758,6,647,2020-03-09 19:00:00,36.0000001,118.9999999
Henan,China,03/09/2020 03:00,1272,22,1247,2020-03-09 19:00:00,34.0000001,113.9999999
Anhui,China,03/09/2020 03:00,990,6,984,2020-03-09 19:00:00,32.0,117.0
Jiangxi,China,03/09/2020 03:00,935,1,923,2020-03-09 19:00:00,28.0,116.0
Hunan,China,03/09/2020 03:00,1018,4,979,2020-03-09 19:00:00,27.6662087,111.74870630000001
Heilongjiang,China,03/09/2020 03:00,481,13,421,2020-03-09 19:00:00,48.00000470000001,127.99999199999999
Sichuan,China,03/09/2020 03:00,539,3,465,2020-03-09 19:00:00,30.500000099999998,102.4999999
Chongqing,China,03/09/2020 03:00,576,6,527,2020-03-09 19:00:00,29.5585712,106.5492822
Jiangsu,China,03/09/2020 03:00,631,0,618,2020-03-09 19:00:00,33.0000001,119.9999999
Beijing,China,03/09/2020 03:00,428,8,315,2020-03-09 19:00:00,39.906217,116.3912757
Guangxi,China,03/09/2020 03:00,252,2,230,2020-03-09 19:00:00,24.0,109.0
Fujian,China,03/09/2020 03:00,296,1,295,2020-03-09 19:00:00,26.5450001,117.84277800000001
Shanghai,China,03/09/2020 03:00,342,3,314,2020-03-09 19:00:00,31.225298499999997,121.4890497
Hebei,China,03/09/2020 03:00,318,6,307,2020-03-09 19:00:00,39.0000001,116.0
Shaanxi,China,03/09/2020 03:00,245,1,227,2020-03-09 19:00:00,36.0,109.0
Yunnan,China,03/09/2020 03:00,174,2,170,2020-03-09 19:00:00,25.0,102.0
Tianjin,China,03/09/2020 03:00,136,3,128,2020-03-09 19:00:00,39.1235635,117.1980785
Hainan,China,03/09/2020 03:00,168,6,159,2020-03-09 19:00:00,19.2000001,109.5999999
Guizhou,China,03/09/2020 03:00,146,2,123,2020-03-09 19:00:00,27.0,107.0
Liaoning,China,03/09/2020 03:00,125,1,109,2020-03-09 19:00:00,40.9739116,122.3263915
Shanxi,China,03/09/2020 03:00,133,0,126,2020-03-09 19:00:00,37.0,112.0
Inner Mongolia,China,03/09/2020 03:00,75,1,70,2020-03-09 19:00:00,43.2443242,114.32516640000001
Xinjiang,China,03/09/2020 03:00,76,3,73,2020-03-09 19:00:00,41.7574769,87.1673842
Jilin,China,03/09/2020 03:00,93,1,90,2020-03-09 19:00:00,42.9995032,125.9816054
Ningxia,China,03/09/2020 03:00,75,0,71,2020-03-09 19:00:00,37.3095528,105.9608553
Gansu,China,03/09/2020 03:00,124,2,87,2020-03-09 19:00:00,38.0000001,101.9999999
Qinghai,China,03/09/2020 03:00,18,0,18,2020-03-09 19:00:00,35.40709520000001,95.95211570000001
Tibet,China,03/09/2020 03:00,1,0,1,2020-03-09 19:00:00,31.894343199999998,87.07813709999998
Queensland,Australia,03/09/2020 03:00,15,0,8,2020-03-09 19:00:00,-27.468968199999996,153.02349909999995
New South Wales,Australia,03/09/2020 03:00,47,2,5,2020-03-09 19:00:00,-33.8548157,151.2164539
Victoria,Australia,03/09/2020 03:00,15,0,7,2020-03-09 19:00:00,-37.814217600000006,144.9631608
South Australia,Australia,03/09/2020 03:00,7,0,2,2020-03-09 19:00:00,-34.928180499999996,138.5999312
Western Australia,Australia,03/09/2020 03:00,6,1,0,2020-03-09 19:00:00,-31.95271210000001,115.86047959999999
Tasmania,Australia,03/09/2020 03:00,2,0,0,2020-03-09 19:00:00,-42.8825088,147.3281233
WA,US,03/09/2020 03:00,136,19,1,2020-03-09 19:00:00,47.2868352,-120.2126139
New York,US,03/09/2020 03:00,105,0,0,2020-03-09 19:00:00,40.7127281,-74.0060152
California,US,03/09/2020 03:00,105,1,2,2020-03-09 19:00:00,36.7014631,-118.75599740000001
From Diamond Princess cruise,US,03/09/2020 03:00,42,0,0,2020-03-09 19:00:00,41.258745899999994,-95.93837579999999
Massachusetts,US,03/09/2020 03:00,28,0,1,2020-03-09 19:00:00,42.3788774,-72.03236600000002
From Grand Princess,US,03/09/2020 03:00,21,0,0,2020-03-09 19:00:00,37.7268801,-122.203452
From Grand Princess,US,03/09/2020 03:00,21,0,0,2020-03-09 19:00:00,32.776671,-97.009389
Texas,US,03/09/2020 03:00,17,0,0,2020-03-09 19:00:00,31.8160381,-99.51209859999999
Oregon,US,03/09/2020 03:00,14,0,0,2020-03-09 19:00:00,43.9792797,-120.737257
Florida,US,03/09/2020 03:00,13,2,0,2020-03-09 19:00:00,27.7567667,-81.4639835
Georgia,US,03/09/2020 03:00,11,0,0,2020-03-09 19:00:00,32.329380900000004,-83.1137366
Colorado,US,03/09/2020 03:00,8,0,0,2020-03-09 19:00:00,38.7251776,-105.60771670000001
Illinois,US,03/09/2020 03:00,7,0,2,2020-03-09 19:00:00,40.079660600000004,-89.4337288
New Jersey,US,03/09/2020 03:00,6,0,0,2020-03-09 19:00:00,40.0757384,-74.4041622
Pennsylvania,US,03/09/2020 03:00,6,0,0,2020-03-09 19:00:00,40.9699889,-77.72788309999999
South Carolina,US,03/09/2020 03:00,6,0,0,2020-03-09 19:00:00,33.687438799999995,-80.4363743
Arizona,US,03/09/2020 03:00,5,0,1,2020-03-09 19:00:00,34.395342,-111.76327549999999
Maryland,US,03/09/2020 03:00,5,0,0,2020-03-09 19:00:00,39.5162234,-76.9382069
New Hampshire,US,03/09/2020 03:00,4,0,0,2020-03-09 19:00:00,43.484913299999995,-71.6553992
Nevada,US,03/09/2020 03:00,4,0,0,2020-03-09 19:00:00,39.515882500000004,-116.85372269999999
Kentucky,US,03/09/2020 03:00,4,0,0,2020-03-09 19:00:00,37.5726028,-85.1551411
Rhode Island,US,03/09/2020 03:00,3,0,0,2020-03-09 19:00:00,41.7962409,-71.59923719999998
Tennessee,US,03/09/2020 03:00,3,0,0,2020-03-09 19:00:00,35.7730076,-86.28200809999998
Indiana,US,03/09/2020 03:00,3,0,0,2020-03-09 19:00:00,40.327012700000004,-86.1746933
Nebraska,US,03/09/2020 03:00,3,0,0,2020-03-09 19:00:00,41.7370229,-99.5873816
North Carolina,US,03/09/2020 03:00,2,0,0,2020-03-09 19:00:00,35.6729639,-79.03929190000002
Minnesota,US,03/09/2020 03:00,2,0,0,2020-03-09 19:00:00,45.98965870000001,-94.6113288
Hawaii,US,03/09/2020 03:00,2,0,0,2020-03-09 19:00:00,21.2160437,-157.975203
Washington DC,US,03/09/2020 03:00,2,0,0,2020-03-09 19:00:00,38.89489320000001,-77.0365529
Virginia,US,03/09/2020 03:00,2,0,0,2020-03-09 19:00:00,37.1232245,-78.4927721
Wisconsin,US,03/09/2020 03:00,1,0,1,2020-03-09 19:00:00,44.4308975,-89.6884637
Oklahoma,US,03/09/2020 03:00,1,0,0,2020-03-09 19:00:00,34.9550817,-97.2684063
Utah,US,03/09/2020 03:00,1,0,0,2020-03-09 19:00:00,39.4225192,-111.71435840000001
Kansas,US,03/09/2020 03:00,1,0,0,2020-03-09 19:00:00,38.27312,-98.58218719999999
Missouri,US,03/09/2020 03:00,1,0,0,2020-03-09 19:00:00,38.7604815,-92.5617875
Vermont,US,03/09/2020 03:00,1,0,0,2020-03-09 19:00:00,44.5990718,-72.5002608
Connecticut,US,03/09/2020 03:00,1,0,0,2020-03-09 19:00:00,41.6500201,-72.7342163
Ontario,Canada,03/09/2020 03:00,32,0,3,2020-03-09 19:00:00,50.000678,-86.000977
British Columbia,Canada,03/09/2020 03:00,27,0,3,2020-03-09 19:00:00,55.001251,-125.00244099999999
Quebec,Canada,03/09/2020 03:00,4,0,0,2020-03-09 19:00:00,52.4760892,-71.8258668
Alberta,Canada,03/09/2020 03:00,4,0,0,2020-03-09 19:00:00,55.001251,-115.00213600000001
,South Korea,03/09/2020 03:00,7382,53,166,2020-03-09 19:00:00,35.8713,128.6018
,Italy,03/09/2020 03:00,7375,366,622,2020-03-09 19:00:00,45.6209,9.768892999999998
,Iran,03/09/2020 03:00,6566,194,2134,2020-03-09 19:00:00,32.6475314,54.56435160000001
,France,03/09/2020 03:00,1209,19,12,2020-03-09 19:00:00,46.603353999999996,1.8883334999999999
,Germany,03/09/2020 03:00,1040,0,18,2020-03-09 19:00:00,51.0834196,10.4234469
Yokohama,Japan,03/09/2020 03:00,696,7,245,2020-03-09 19:00:00,35.44499099999999,139.636768
,Spain,03/09/2020 03:00,674,17,32,2020-03-09 19:00:00,39.3262345,-4.838064900000001
,Japan,03/09/2020 03:00,502,7,76,2020-03-09 19:00:00,36.5748441,139.2394179
,Switzerland,03/09/2020 03:00,332,2,3,2020-03-09 19:00:00,46.7985624,8.231973599999998
,UK,03/09/2020 03:00,278,3,18,2020-03-09 19:00:00,54.70235450000001,-3.2765752999999997
,Netherlands,03/09/2020 03:00,265,3,0,2020-03-09 19:00:00,52.500169799999995,5.7480820999999995
,Sweden,03/09/2020 03:00,203,0,1,2020-03-09 19:00:00,59.67497120000001,14.5208584
Brussels,Belgium,03/09/2020 03:00,200,0,1,2020-03-09 19:00:00,50.8436709,4.3674367
,Norway,03/09/2020 03:00,177,0,1,2020-03-09 19:00:00,60.5000209,9.099971499999999
,Singapore,03/09/2020 03:00,150,0,90,2020-03-09 19:00:00,1.340863,103.8303918
Hong Kong,Hong Kong,03/09/2020 03:00,115,3,59,2020-03-09 19:00:00,22.2793278,114.16281310000001
,Austria,03/09/2020 03:00,112,0,2,2020-03-09 19:00:00,47.2000338,13.199959
,Malaysia,03/09/2020 03:00,99,0,24,2020-03-09 19:00:00,4.5693754,102.2656823
,Bahrain,03/09/2020 03:00,85,0,14,2020-03-09 19:00:00,26.155124899999997,50.5344606
,Greece,03/09/2020 03:00,73,0,0,2020-03-09 19:00:00,38.995368299999996,21.987713199999998
,Kuwait,03/09/2020 03:00,64,0,1,2020-03-09 19:00:00,29.2733964,47.4979476
,Iraq,03/09/2020 03:00,60,6,1,2020-03-09 19:00:00,33.0955793,44.174977500000004
,Iceland,03/09/2020 03:00,58,0,1,2020-03-09 19:00:00,64.9841821,-18.1059013
,Egypt,03/09/2020 03:00,55,1,1,2020-03-09 19:00:00,26.254049300000002,29.2675469
,Thailand,03/09/2020 03:00,50,1,33,2020-03-09 19:00:00,14.8971921,100.83273
Taiwan,Taiwan,03/09/2020 03:00,45,1,15,2020-03-09 19:00:00,23.973937399999997,120.9820179
,United Arab Emirates,03/09/2020 03:00,45,0,7,2020-03-09 19:00:00,24.0002488,53.999482900000004
,India,03/09/2020 03:00,43,0,4,2020-03-09 19:00:00,22.3511148,78.6677428
,Israel,03/09/2020 03:00,39,0,3,2020-03-09 19:00:00,31.531311300000002,34.8667654
,San Marino,03/09/2020 03:00,36,1,0,2020-03-09 19:00:00,43.945862299999995,12.458306
,Denmark,03/09/2020 03:00,35,0,1,2020-03-09 19:00:00,55.670249,10.333328300000002
,Czechia,03/09/2020 03:00,32,0,0,2020-03-09 19:00:00,49.816700299999994,15.4749544
,Lebanon,03/09/2020 03:00,32,0,1,2020-03-09 19:00:00,33.875062899999996,35.843409
,Portugal,03/09/2020 03:00,30,0,0,2020-03-09 19:00:00,40.0332629,-7.889626299999999
,Vietnam,03/09/2020 03:00,30,0,16,2020-03-09 19:00:00,13.2904027,108.42651129999999
,Brazil,03/09/2020 03:00,25,0,0,2020-03-09 19:00:00,-10.333333300000001,-53.2
,Finland,03/09/2020 03:00,25,0,1,2020-03-09 19:00:00,63.2467777,25.9209164
,Ireland,03/09/2020 03:00,21,0,0,2020-03-09 19:00:00,52.865196,-7.9794599
,Algeria,03/09/2020 03:00,20,0,0,2020-03-09 19:00:00,28.000027199999998,2.9999825
,Palestine,03/09/2020 03:00,19,0,0,2020-03-09 19:00:00,31.9469665,35.2738655
,Russia,03/09/2020 03:00,17,0,3,2020-03-09 19:00:00,64.6863136,97.7453061
,Oman,03/09/2020 03:00,16,0,2,2020-03-09 19:00:00,21.000028699999998,57.00369010000001
