Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,Population,lat,lon
Hubei,China,04/06/2020 07:00,67803,3212,64014,2020-04-06 22:00:00,577,58500000.0,31.151725199999998,112.87832220000001
Beijing,China,04/06/2020 07:00,587,8,443,2020-04-06 22:00:00,136,21540000.0,39.906217,116.3912757
Shanghai,China,04/06/2020 07:00,536,6,389,2020-04-06 22:00:00,141,24280000.0,31.225298499999997,121.4890497
Guangdong,China,04/06/2020 07:00,1532,8,1395,2020-04-06 22:00:00,129,113460000.0,23.135769399999997,113.19826880000001
Fujian,China,04/06/2020 07:00,350,1,305,2020-04-06 22:00:00,44,38560000.0,26.5450001,117.84277800000001
Inner Mongolia,China,04/06/2020 07:00,118,1,74,2020-04-06 22:00:00,43,24710000.0,43.2443242,114.32516640000001
Heilongjiang,China,04/06/2020 07:00,524,13,469,2020-04-06 22:00:00,42,38310000.0,48.00000470000001,127.99999199999999
Zhejiang,China,04/06/2020 07:00,1264,1,1230,2020-04-06 22:00:00,33,57370000.0,29.000000099999998,119.9999999
Tianjin,China,04/06/2020 07:00,180,3,144,2020-04-06 22:00:00,33,15621200.0,39.1235635,117.1980785
Shandong,China,04/06/2020 07:00,780,7,755,2020-04-06 22:00:00,18,100472400.0,36.0000001,118.9999999
Jiangsu,China,04/06/2020 07:00,651,0,633,2020-04-06 22:00:00,18,80400000.0,33.0000001,119.9999999
Sichuan,China,04/06/2020 07:00,559,3,540,2020-04-06 22:00:00,16,81100000.0,30.500000099999998,102.4999999
Liaoning,China,04/06/2020 07:00,142,2,128,2020-04-06 22:00:00,12,43900000.0,40.9739116,122.3263915
Hebei,China,04/06/2020 07:00,327,6,310,2020-04-06 22:00:00,11,74700000.0,39.0000001,116.0
Yunnan,China,04/06/2020 07:00,184,2,172,2020-04-06 22:00:00,10,45970000.0,25.0,102.0
Shaanxi,China,04/06/2020 07:00,256,3,246,2020-04-06 22:00:00,7,37330000.0,36.0,109.0
Gansu,China,04/06/2020 07:00,139,2,132,2020-04-06 22:00:00,5,25580000.0,38.0000001,101.9999999
Shanxi,China,04/06/2020 07:00,138,0,133,2020-04-06 22:00:00,5,36500000.0,37.0,112.0
Jilin,China,04/06/2020 07:00,98,1,92,2020-04-06 22:00:00,5,27460000.0,42.9995032,125.9816054
Chongqing,China,04/06/2020 07:00,579,6,570,2020-04-06 22:00:00,3,30480000.0,29.5585712,106.5492822
Henan,China,04/06/2020 07:00,1276,22,1252,2020-04-06 22:00:00,2,95590000.0,34.0000001,113.9999999
Hunan,China,04/06/2020 07:00,1019,4,1014,2020-04-06 22:00:00,1,67370000.0,27.6662087,111.74870630000001
Jiangxi,China,04/06/2020 07:00,937,1,935,2020-04-06 22:00:00,1,45200000.0,28.0,116.0
Guizhou,China,04/06/2020 07:00,147,2,144,2020-04-06 22:00:00,1,34750000.0,27.0,107.0
Anhui,China,04/06/2020 07:00,990,6,984,2020-04-06 22:00:00,0,62000000.0,32.0,117.0
Guangxi,China,04/06/2020 07:00,254,2,252,2020-04-06 22:00:00,0,48380000.0,24.0,109.0
Hainan,China,04/06/2020 07:00,168,6,162,2020-04-06 22:00:00,0,9258000.0,19.2000001,109.5999999
Xinjiang,China,04/06/2020 07:00,76,3,73,2020-04-06 22:00:00,0,21810000.0,41.7574769,87.1673842
Ningxia,China,04/06/2020 07:00,75,0,75,2020-04-06 22:00:00,0,6301000.0,37.3095528,105.9608553
Qinghai,China,04/06/2020 07:00,18,0,18,2020-04-06 22:00:00,0,5627000.0,35.40709520000001,95.95211570000001
Tibet,China,04/06/2020 07:00,1,0,1,2020-04-06 22:00:00,0,3180000.0,31.894343199999998,87.07813709999998
New South Wales,Australia,04/06/2020 07:00,2637,18,4,2020-04-06 22:00:00,2615,7544000.0,-33.8548157,151.2164539
Queensland,Australia,04/06/2020 07:00,921,5,9,2020-04-06 22:00:00,907,5071000.0,-27.468968199999996,153.02349909999995
Victoria,Australia,04/06/2020 07:00,1158,10,573,2020-04-06 22:00:00,575,6359000.0,-37.814217600000006,144.9631608
South Australia,Australia,04/06/2020 07:00,411,0,51,2020-04-06 22:00:00,360,1677000.0,-34.928180499999996,138.5999312
Western Australia,Australia,04/06/2020 07:00,460,3,148,2020-04-06 22:00:00,309,2589000.0,-31.95271210000001,115.86047959999999
Tasmania,Australia,04/06/2020 07:00,89,2,3,2020-04-06 22:00:00,81,515000.0,-42.8825088,147.3281233
Australian Capital Territory,Australia,04/06/2020 07:00,96,2,28,2020-04-06 22:00:00,66,412576.0,-35.488350200000006,149.00269419999995
Northern Territory,Australia,04/06/2020 07:00,27,0,1,2020-04-06 22:00:00,26,211945.0,-12.46044,130.8410469
,Artania Cruise,04/06/2020 07:00,41,0,0,2020-04-06 22:00:00,41,1300.0,-32.065715000000004,115.67786299999999
,Australia,04/06/2020 07:00,0,0,1615,2020-04-06 22:00:00,-1615,,-24.7761086,134.755
New York,US,04/06/2020 07:00,123160,4159,12977,2020-04-06 22:00:00,106024,19542200.0,40.7127281,-74.0060152
New Jersey,US,04/06/2020 07:00,37505,917,0,2020-04-06 22:00:00,36588,8909000.0,40.0757384,-74.4041622
Michigan,US,04/06/2020 07:00,15718,617,69,2020-04-06 22:00:00,15032,9996000.0,43.6211955,-84.6824346
California,US,04/06/2020 07:00,15158,350,278,2020-04-06 22:00:00,14530,39560000.0,36.7014631,-118.75599740000001
Louisiana,US,04/06/2020 07:00,13010,477,0,2020-04-06 22:00:00,12533,4660000.0,30.8703881,-92.007126
Massachusetts,US,04/06/2020 07:00,12500,231,10,2020-04-06 22:00:00,12259,6902000.0,42.3788774,-72.03236600000002
Florida,US,04/06/2020 07:00,12350,221,0,2020-04-06 22:00:00,12129,21300000.0,27.7567667,-81.4639835
Pennsylvania,US,04/06/2020 07:00,11589,151,76,2020-04-06 22:00:00,11362,12810000.0,40.9699889,-77.72788309999999
Illinois,US,04/06/2020 07:00,11260,276,19,2020-04-06 22:00:00,10965,12740000.0,40.079660600000004,-89.4337288
WA,US,04/06/2020 07:00,7984,343,667,2020-04-06 22:00:00,6974,7536000.0,47.2868352,-120.2126139
