Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,lat,lon
,Thailand,03/06/2020  06:00,47,1,31,2020-03-06 22:00:00,14.8971921,100.83273
,Austria,03/06/2020  06:00,47,0,2,2020-03-06 22:00:00,47.2000338,13.199959
Taiwan,Taiwan,03/06/2020  06:00,44,1,12,2020-03-06 22:00:00,23.9739374,120.9820179
,Iraq,03/06/2020  06:00,40,3,0,2020-03-06 22:00:00,33.0955793,44.1749775
,Iceland,03/06/2020  06:00,37,0,1,2020-03-06 22:00:00,64.9841821,-18.1059013
,Greece,03/06/2020  06:00,31,0,0,2020-03-06 22:00:00,38.9953683,21.9877132
,India,03/06/2020  06:00,31,0,3,2020-03-06 22:00:00,22.3511148,78.6677428
,United Arab Emirates,03/06/2020  06:00,28,0,5,2020-03-06 22:00:00,24.0002488,53.9994829
,San Marino,03/06/2020  06:00,21,0,0,2020-03-06 22:00:00,43.9458623,12.458306
,Denmark,03/06/2020  06:00,20,0,0,2020-03-06 22:00:00,55.670249,10.3333283
,Algeria,03/06/2020  06:00,17,0,0,2020-03-06 22:00:00,28.0000272,2.9999825
,Israel,03/06/2020  06:00,17,0,1,2020-03-06 22:00:00,31.5313113,34.8667654
,Lebanon,03/06/2020  06:00,16,0,0,2020-03-06 22:00:00,33.8750629,35.843409
,Oman,03/06/2020  06:00,16,0,2,2020-03-06 22:00:00,21.0000287,57.0036901
,Vietnam,03/06/2020  06:00,16,0,16,2020-03-06 22:00:00,13.2904027,108.4265113
,Finland,03/06/2020  06:00,15,0,1,2020-03-06 22:00:00,63.2467777,25.9209164
,Ecuador,03/06/2020  06:00,13,0,0,2020-03-06 22:00:00,-1.3397668,-79.3666965
,Ireland,03/06/2020  06:00,13,0,0,2020-03-06 22:00:00,52.865196,-7.9794599
,Czechia,03/06/2020  06:00,12,0,0,2020-03-06 22:00:00,49.8167003,15.4749544
Macau,Macau,03/06/2020  06:00,10,0,9,2020-03-06 22:00:00,22.1757605,113.5514142
,Croatia,03/06/2020  06:00,10,0,0,2020-03-06 22:00:00,45.5643442,17.0118954
,Estonia,03/06/2020  06:00,10,0,0,2020-03-06 22:00:00,58.7523778,25.3319078
,Georgia,03/06/2020  06:00,9,0,0,2020-03-06 22:00:00,41.6809707,44.0287382
,Portugal,03/06/2020  06:00,9,0,0,2020-03-06 22:00:00,40.0332629,-7.8896263
,Brazil,03/06/2020  06:00,8,0,0,2020-03-06 22:00:00,-10.3333333,-53.2
,Qatar,03/06/2020  06:00,8,0,0,2020-03-06 22:00:00,25.3336984,51.2295295
,Romania,03/06/2020  06:00,7,0,1,2020-03-06 22:00:00,45.9852129,24.6859225
,Palestine,03/06/2020  06:00,7,0,0,2020-03-06 22:00:00,31.9469665,35.2738655
,Azerbaijan,03/06/2020  06:00,6,0,0,2020-03-06 22:00:00,40.3936294,47.7872508
,Belarus,03/06/2020  06:00,6,0,0,2020-03-06 22:00:00,53.4250605,27.6971358
,Mexico,03/06/2020  06:00,6,0,1,2020-03-06 22:00:00,19.4326296,-99.1331785
,Pakistan,03/06/2020  06:00,6,0,0,2020-03-06 22:00:00,30.3308401,71.247499
,Slovenia,03/06/2020  06:00,6,0,0,2020-03-06 22:00:00,45.8133113,14.4808369
,Philippines,03/06/2020  06:00,5,1,2,2020-03-06 22:00:00,12.7503486,122.7312101
,Saudi Arabia,03/06/2020  06:00,5,0,1,2020-03-06 22:00:00,25.6242618,42.3528328
,Indonesia,03/06/2020  06:00,4,0,0,2020-03-06 22:00:00,-2.4833826,117.8902853
,New Zealand,03/06/2020  06:00,4,0,0,2020-03-06 22:00:00,-41.5000831,172.8344077
,Russia,03/06/2020  06:00,4,0,2,2020-03-06 22:00:00,64.6863136,97.7453061
,Senegal,03/06/2020  06:00,4,0,0,2020-03-06 22:00:00,14.4750607,-14.4529612
,Chile,03/06/2020  06:00,4,0,0,2020-03-06 22:00:00,-31.7613365,-71.3187697
,Hungary,03/06/2020  06:00,4,0,0,2020-03-06 22:00:00,47.1817585,19.5060937
,Egypt,03/06/2020  06:00,3,0,1,2020-03-06 22:00:00,26.2540493,29.2675469
,Luxembourg,03/06/2020  06:00,2,0,0,2020-03-06 22:00:00,49.8158683,6.1296751
,Morocco,03/06/2020  06:00,2,0,0,2020-03-06 22:00:00,31.1728205,-7.3362482
,Argentina,03/06/2020  06:00,2,0,0,2020-03-06 22:00:00,-34.9964963,-64.9672817
,Bosnia and Herzegovina,03/06/2020  06:00,2,0,0,2020-03-06 22:00:00,44.3053476,17.5961467
,Afghanistan,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,33.7680065,66.2385139
,Andorra,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,42.5407167,1.5732033
,Armenia,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,40.7696272,44.6736646
,Cambodia,03/06/2020  06:00,1,0,1,2020-03-06 22:00:00,13.5066394,104.869423
,Dominican Republic,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,19.0974031,-70.3028026
,Jordan,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,31.1667049,36.941628
,Latvia,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,56.8406494,24.7537645
,Lithuania,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,55.3500003,23.7499997
,North Macedonia,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,41.6171214,21.7168387
,Monaco,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,43.7384402,7.4242474
,Nepal,03/06/2020  06:00,1,0,1,2020-03-06 22:00:00,28.1083929,84.0917139
,Nigeria,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,9.6000359,7.9999721
,Sri Lanka,03/06/2020  06:00,1,0,1,2020-03-06 22:00:00,7.5554942,80.7137847
,Tunisia,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,33.8439408,9.400138
,Ukraine,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,49.4871968,31.2718321
,Bhutan,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,27.549511,90.5119273
,Cameroon,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,4.6125522,13.1535811
,Costa Rica,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,10.2735633,-84.0739102
,Gibraltar,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,36.106747,-5.3352772
,Vatican City,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,41.9038149,12.4531527
,Liechtenstein,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,47.1416307,9.5531527
,Poland,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,52.215933,19.134422
,Serbia,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,44.0243228,21.0765743
,South Africa,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,-28.8166236,24.991639
British Columbia,Canada,03/06/2020  06:00,21,0,3,2020-03-06 22:00:00,55.001251,-125.002441
Alberta,Canada,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,55.001251,-115.002136
Ontario,Canada,03/06/2020  06:00,23,0,3,2020-03-06 22:00:00,50.000678,-86.000977
Quebec,Canada,03/06/2020  06:00,2,0,0,2020-03-06 22:00:00,52.4760892,-71.8258668
WA,US,03/06/2020  06:00,75,13,1,2020-03-06 22:00:00,47.2868352,-120.2126139
California,US,03/06/2020  06:00,53,1,2,2020-03-06 22:00:00,36.7014631,-118.7559974
From Diamond Princess cruise,US,03/06/2020  06:00,42,0,0,2020-03-06 22:00:00,41.7370229,-99.5873816
New York,US,03/06/2020  06:00,22,0,0,2020-03-06 22:00:00,40.7127281,-74.0060152
Texas,US,03/06/2020  06:00,7,0,0,2020-03-06 22:00:00,31.8160381,-99.5120986
Illinois,US,03/06/2020  06:00,5,0,2,2020-03-06 22:00:00,40.0796606,-89.4337288
Florida,US,03/06/2020  06:00,4,0,0,2020-03-06 22:00:00,27.7567667,-81.4639835
Massachusetts,US,03/06/2020  06:00,4,0,1,2020-03-06 22:00:00,42.3788774,-72.032366
Oregon,US,03/06/2020  06:00,3,0,0,2020-03-06 22:00:00,43.9792797,-120.737257
Maryland,US,03/06/2020  06:00,3,0,0,2020-03-06 22:00:00,39.5162234,-76.9382069
Rhode Island,US,03/06/2020  06:00,2,0,0,2020-03-06 22:00:00,41.7962409,-71.5992372
Arizona,US,03/06/2020  06:00,2,0,1,2020-03-06 22:00:00,34.395342,-111.7632755
New Hampshire,US,03/06/2020  06:00,2,0,0,2020-03-06 22:00:00,43.4849133,-71.6553992
Georgia,US,03/06/2020  06:00,2,0,0,2020-03-06 22:00:00,32.3293809,-83.1137366
New Jersey,US,03/06/2020  06:00,2,0,0,2020-03-06 22:00:00,40.0757384,-74.4041622
Colorado,US,03/06/2020  06:00,2,0,0,2020-03-06 22:00:00,38.7251776,-105.6077167
Wisconsin,US,03/06/2020  06:00,1,0,1,2020-03-06 22:00:00,44.4308975,-89.6884637
North Carolina,US,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,35.6729639,-79.0392919
Tennessee,US,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,35.7730076,-86.2820081
Nevada,US,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,39.5158825,-116.8537227
Queensland,Australia,03/06/2020  06:00,13,0,8,2020-03-06 22:00:00,-27.4689682,153.0234991
New South Wales,Australia,03/06/2020  06:00,28,1,4,2020-03-06 22:00:00,-33.8548157,151.2164539
Victoria,Australia,03/06/2020  06:00,10,0,7,2020-03-06 22:00:00,-37.8142176,144.9631608
South Australia,Australia,03/06/2020  06:00,7,0,2,2020-03-06 22:00:00,-34.9281805,138.5999312
Western Australia,Australia,03/06/2020  06:00,3,1,0,2020-03-06 22:00:00,-31.9527121,115.8604796
Tasmania,Australia,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,-42.8825088,147.3281233
Northern Territory,Australia,03/06/2020  06:00,1,0,0,2020-03-06 22:00:00,-12.46044,130.8410469
