Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,6072,,,,,142,2020-05-31,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,9313,,,,,215,2020-05-31,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,40560,,,,,2047,2020-05-31,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,37859,,,,,2915,2020-05-31,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,4743,,,,,151,2020-05-31,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,3474,,,,,110,2020-05-31,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,3981,,,,,71,2020-05-31,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,9223,,,,,424,2020-05-31,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,17626,,,,,638,2020-05-31,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,47822,,,,,2956,2020-05-31,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,32620,,,,,932,2020-05-31,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,12862,,,,,347,2020-05-31,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,33427,,,,,2740,2020-05-31,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,4931,,,,,161,2020-05-31,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,7402,,,,,305,2020-05-31,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,6805,,,,,149,2020-05-31,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,9474,,,,,162,2020-05-31,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,3601,,,,,124,2020-05-31,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,2413,,,,,58,2020-05-31,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,1418,,,,,19,2020-05-31,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,13437,,,,,583,2020-05-31,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,9630,,,,,263,2020-05-31,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,52420,,,,,5277,2020-05-31,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,107142,,,,,7532,2020-05-31,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,4473,,,,,181,2020-05-31,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,9242,,,,,218,2020-05-31,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,8780,,,,,136,2020-05-31,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
