Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,Continent,World,lat,lon
Xinjiang,China,08/02/2020 07:00,668,3,96,0,0,2020-08-02 22:00:00,569,21810000.0,Asia,Worldwide,41.7574769,87.1673842
Liaoning,China,08/02/2020 07:00,244,2,160,0,0,2020-08-02 22:00:00,82,43900000.0,Asia,Worldwide,40.9739116,122.3263915
Guangdong,China,08/02/2020 07:00,1682,8,1654,0,0,2020-08-02 22:00:00,20,113460000.0,Asia,Worldwide,23.135769399999997,113.19826880000001
Shanghai,China,08/02/2020 07:00,749,7,725,0,0,2020-08-02 22:00:00,17,24280000.0,Asia,Worldwide,31.225298499999997,121.4890497
Inner Mongolia,China,08/02/2020 07:00,258,1,244,0,0,2020-08-02 22:00:00,13,24710000.0,Asia,Worldwide,43.2443242,114.32516640000001
Beijing,China,08/02/2020 07:00,933,9,917,0,0,2020-08-02 22:00:00,7,21540000.0,Asia,Worldwide,39.906217,116.3912757
Shandong,China,08/02/2020 07:00,802,7,786,0,0,2020-08-02 22:00:00,9,100472400.0,Asia,Worldwide,36.0000001,118.9999999
Tianjin,China,08/02/2020 07:00,205,3,196,0,0,2020-08-02 22:00:00,6,15621200.0,Asia,Worldwide,39.1235635,117.1980785
Sichuan,China,08/02/2020 07:00,608,3,597,0,0,2020-08-02 22:00:00,8,81100000.0,Asia,Worldwide,30.500000099999998,102.4999999
Shaanxi,China,08/02/2020 07:00,326,3,318,0,0,2020-08-02 22:00:00,5,37330000.0,Asia,Worldwide,36.0,109.0
Hubei,China,08/02/2020 07:00,68138,4512,63623,0,0,2020-08-02 22:00:00,3,58500000.0,Asia,Worldwide,31.151725199999998,112.87832220000001
Fujian,China,08/02/2020 07:00,367,1,363,0,0,2020-08-02 22:00:00,3,38560000.0,Asia,Worldwide,26.5450001,117.84277800000001
Yunnan,China,08/02/2020 07:00,191,2,187,0,0,2020-08-02 22:00:00,2,45970000.0,Asia,Worldwide,25.0,102.0
Jilin,China,08/02/2020 07:00,157,2,153,0,0,2020-08-02 22:00:00,2,27460000.0,Asia,Worldwide,42.9995032,125.9816054
Zhejiang,China,08/02/2020 07:00,1270,1,1268,0,0,2020-08-02 22:00:00,1,57370000.0,Asia,Worldwide,29.000000099999998,119.9999999
Jiangsu,China,08/02/2020 07:00,655,0,654,0,0,2020-08-02 22:00:00,1,80400000.0,Asia,Worldwide,33.0000001,119.9999999
Henan,China,08/02/2020 07:00,1276,22,1254,0,0,2020-08-02 22:00:00,0,95590000.0,Asia,Worldwide,34.0000001,113.9999999
Hunan,China,08/02/2020 07:00,1019,4,1015,0,0,2020-08-02 22:00:00,0,67370000.0,Asia,Worldwide,27.6662087,111.74870630000001
Anhui,China,08/02/2020 07:00,991,6,985,0,0,2020-08-02 22:00:00,0,62000000.0,Asia,Worldwide,32.0,117.0
Heilongjiang,China,08/02/2020 07:00,945,13,932,0,0,2020-08-02 22:00:00,0,38310000.0,Asia,Worldwide,48.000004700000005,127.99999199999999
Jiangxi,China,08/02/2020 07:00,937,1,936,0,0,2020-08-02 22:00:00,0,45200000.0,Asia,Worldwide,28.0,116.0
Chongqing,China,08/02/2020 07:00,583,6,577,0,0,2020-08-02 22:00:00,0,30480000.0,Asia,Worldwide,29.5585712,106.5492822
Hebei,China,08/02/2020 07:00,349,6,343,0,0,2020-08-02 22:00:00,0,74700000.0,Asia,Worldwide,39.0000001,116.0
Guangxi,China,08/02/2020 07:00,255,2,253,0,0,2020-08-02 22:00:00,0,48380000.0,Asia,Worldwide,24.0,109.0
Shanxi,China,08/02/2020 07:00,201,0,201,0,0,2020-08-02 22:00:00,0,36500000.0,Asia,Worldwide,37.0,112.0
Hainan,China,08/02/2020 07:00,171,6,163,0,0,2020-08-02 22:00:00,2,9258000.0,Asia,Worldwide,19.2000001,109.5999999
Gansu,China,08/02/2020 07:00,167,2,165,0,0,2020-08-02 22:00:00,0,25580000.0,Asia,Worldwide,38.0000001,101.9999999
Guizhou,China,08/02/2020 07:00,147,2,145,0,0,2020-08-02 22:00:00,0,34750000.0,Asia,Worldwide,27.0,107.0
Ningxia,China,08/02/2020 07:00,75,0,75,0,0,2020-08-02 22:00:00,0,6301000.0,Asia,Worldwide,37.3095528,105.9608553
Qinghai,China,08/02/2020 07:00,18,0,18,0,0,2020-08-02 22:00:00,0,5627000.0,Asia,Worldwide,35.40709520000001,95.95211570000001
Tibet,China,08/02/2020 07:00,1,0,1,0,0,2020-08-02 22:00:00,0,3180000.0,Asia,Worldwide,31.894343199999998,87.07813709999999
New South Wales,Australia,08/02/2020 07:00,3595,50,2991,1508040,0,2020-08-02 22:00:00,554,7544000.0,Oceania,Worldwide,-33.8548157,151.2164539
Queensland,Australia,08/02/2020 07:00,1085,6,1066,560607,0,2020-08-02 22:00:00,13,5071000.0,Oceania,Worldwide,-27.468968199999996,153.02349909999998
Victoria,Australia,08/02/2020 07:00,11557,123,4915,1653047,0,2020-08-02 22:00:00,6519,6359000.0,Oceania,Worldwide,-37.814217600000006,144.9631608
South Australia,Australia,08/02/2020 07:00,453,4,443,232581,0,2020-08-02 22:00:00,6,1677000.0,Oceania,Worldwide,-34.928180499999996,138.5999312
Western Australia,Australia,08/02/2020 07:00,641,9,624,249789,0,2020-08-02 22:00:00,8,2589000.0,Oceania,Worldwide,-31.952712100000003,115.86047959999999
Tasmania,Australia,08/02/2020 07:00,229,13,215,68905,0,2020-08-02 22:00:00,1,515000.0,Oceania,Worldwide,-42.8825088,147.3281233
Australian Capital Territory,Australia,08/02/2020 07:00,113,3,109,52639,0,2020-08-02 22:00:00,1,412576.0,Oceania,Worldwide,-35.488350200000006,149.00269419999998
Northern Territory,Australia,08/02/2020 07:00,33,0,30,24915,0,2020-08-02 22:00:00,3,211945.0,Oceania,Worldwide,-12.46044,130.8410469
California,US,08/02/2020 07:00,506613,9347,160281,0,0,2020-08-02 22:00:00,336985,39560000.0,North America,Worldwide,36.7014631,-118.75599740000001
Florida,US,08/02/2020 07:00,480028,7022,381,0,0,2020-08-02 22:00:00,472625,21300000.0,North America,Worldwide,27.7567667,-81.4639835
Texas,US,08/02/2020 07:00,444738,6837,282604,0,0,2020-08-02 22:00:00,155297,28700000.0,North America,Worldwide,31.8160381,-99.51209859999999
New York,US,08/02/2020 07:00,420914,32694,60477,0,0,2020-08-02 22:00:00,327743,19542200.0,North America,Worldwide,40.7127281,-74.0060152
Georgia,US,08/02/2020 07:00,190014,3825,927,0,0,2020-08-02 22:00:00,185262,10520000.0,North America,Worldwide,32.329380900000004,-83.1137366
New Jersey,US,08/02/2020 07:00,182029,15915,4018,0,0,2020-08-02 22:00:00,162096,8909000.0,North America,Worldwide,40.0757384,-74.4041622
Illinois,US,08/02/2020 07:00,180484,7504,77607,0,0,2020-08-02 22:00:00,95373,12740000.0,North America,Worldwide,40.079660600000004,-89.4337288
Arizona,US,08/02/2020 07:00,177002,3747,174,0,0,2020-08-02 22:00:00,173081,7172000.0,North America,Worldwide,34.395342,-111.76327549999999
North Carolina,US,08/02/2020 07:00,123878,1930,92302,0,0,2020-08-02 22:00:00,29646,10380000.0,North America,Worldwide,35.6729639,-79.03929190000001
Massachusetts,US,08/02/2020 07:00,118040,8626,94347,0,0,2020-08-02 22:00:00,15067,6902000.0,North America,Worldwide,42.3788774,-72.03236600000001
Pennsylvania,US,08/02/2020 07:00,117459,7214,1369,0,0,2020-08-02 22:00:00,108876,12810000.0,North America,Worldwide,40.9699889,-77.72788309999999
Louisiana,US,08/02/2020 07:00,116280,3949,74246,0,0,2020-08-02 22:00:00,38085,4660000.0,North America,Worldwide,30.8703881,-92.007126
Tennessee,US,08/02/2020 07:00,108184,1068,67651,0,0,2020-08-02 22:00:00,39465,6770000.0,North America,Worldwide,35.7730076,-86.28200809999998
Ohio,US,08/02/2020 07:00,92089,3516,7630,0,0,2020-08-02 22:00:00,80943,11690000.0,North America,Worldwide,40.225356899999994,-82.6881395
Michigan,US,08/02/2020 07:00,91340,6457,57502,0,0,2020-08-02 22:00:00,27381,9996000.0,North America,Worldwide,43.6211955,-84.6824346
Virginia,US,08/02/2020 07:00,90805,2215,12007,0,0,2020-08-02 22:00:00,76583,8518000.0,North America,Worldwide,37.1232245,-78.4927721
South Carolina,US,08/02/2020 07:00,90076,1683,5076,0,0,2020-08-02 22:00:00,83317,5084000.0,North America,Worldwide,33.687438799999995,-80.4363743
Maryland,US,08/02/2020 07:00,89367,3506,5713,0,0,2020-08-02 22:00:00,80148,6043000.0,North America,Worldwide,39.5162234,-76.9382069
Alabama,US,08/02/2020 07:00,89349,1603,35401,0,0,2020-08-02 22:00:00,52345,4888000.0,North America,Worldwide,33.258881699999996,-86.8295337
Indiana,US,08/02/2020 07:00,67124,2971,3169,0,0,2020-08-02 22:00:00,60984,6692000.0,North America,Worldwide,40.327012700000004,-86.1746933
Mississippi,US,08/02/2020 07:00,59868,1692,35071,0,0,2020-08-02 22:00:00,23105,2987000.0,North America,Worldwide,32.9715645,-89.7348497
WA,US,08/02/2020 07:00,57614,1595,5839,0,0,2020-08-02 22:00:00,50180,7536000.0,North America,Worldwide,47.2868352,-120.2126139
Minnesota,US,08/02/2020 07:00,55188,1646,48119,0,0,2020-08-02 22:00:00,5423,5611000.0,North America,Worldwide,45.98965870000001,-94.6113288
Wisconsin,US,08/02/2020 07:00,54002,949,43284,0,0,2020-08-02 22:00:00,9769,5814000.0,North America,Worldwide,44.4308975,-89.6884637
Missouri,US,08/02/2020 07:00,52033,1316,4102,0,0,2020-08-02 22:00:00,46615,6126000.0,North America,Worldwide,38.7604815,-92.5617875
Connecticut,US,08/02/2020 07:00,49812,4432,63,0,0,2020-08-02 22:00:00,45317,3573000.0,North America,Worldwide,41.6500201,-72.7342163
Nevada,US,08/02/2020 07:00,49196,832,39318,0,0,2020-08-02 22:00:00,9046,3034000.0,North America,Worldwide,39.515882500000004,-116.85372269999999
Colorado,US,08/02/2020 07:00,47286,1845,4275,0,0,2020-08-02 22:00:00,41166,5696000.0,North America,Worldwide,38.7251776,-105.60771670000001
Iowa,US,08/02/2020 07:00,45146,873,32838,0,0,2020-08-02 22:00:00,11435,3156000.0,North America,Worldwide,41.9216734,-93.3122705
Arkansas,US,08/02/2020 07:00,43175,461,36036,0,0,2020-08-02 22:00:00,6678,3014000.0,North America,Worldwide,35.2048883,-92.4479108
Utah,US,08/02/2020 07:00,40702,310,4075,0,0,2020-08-02 22:00:00,36317,3161000.0,North America,Worldwide,39.4225192,-111.71435840000001
US Military,US,08/02/2020 07:00,39591,66,18888,0,0,2020-08-02 22:00:00,20637,1300000.0,North America,Worldwide,38.856317,-77.012803
Veteran Affair,US,08/02/2020 07:00,39313,2126,13019,0,0,2020-08-02 22:00:00,24168,18000000.0,North America,Worldwide,34.279195,-119.28909499999999
Oklahoma,US,08/02/2020 07:00,37736,549,30286,0,0,2020-08-02 22:00:00,6901,3943000.0,North America,Worldwide,34.9550817,-97.2684063
Kentucky,US,08/02/2020 07:00,30723,740,7495,0,0,2020-08-02 22:00:00,22488,4468000.0,North America,Worldwide,37.5726028,-85.1551411
Kansas,US,08/02/2020 07:00,27592,358,16507,0,0,2020-08-02 22:00:00,10727,2912000.0,North America,Worldwide,38.27312,-98.58218719999999
Nebraska,US,08/02/2020 07:00,26391,334,17499,0,0,2020-08-02 22:00:00,8558,1929000.0,North America,Worldwide,41.7370229,-99.5873816
Idaho,US,08/02/2020 07:00,21109,197,3022,0,0,2020-08-02 22:00:00,17890,1754000.0,North America,Worldwide,43.644764200000004,-114.0154071
New Mexico,US,08/02/2020 07:00,20796,651,8286,0,0,2020-08-02 22:00:00,11859,2095000.0,North America,Worldwide,34.5708167,-105.993007
Rhode Island,US,08/02/2020 07:00,19022,1007,1683,0,0,2020-08-02 22:00:00,16332,1057000.0,North America,Worldwide,41.7962409,-71.59923719999999
Oregon,US,08/02/2020 07:00,18817,323,1885,0,0,2020-08-02 22:00:00,16609,4191000.0,North America,Worldwide,43.9792797,-120.737257
Puerto Rico,US,08/02/2020 07:00,17872,225,850,0,0,2020-08-02 22:00:00,16797,3195000.0,North America,Worldwide,18.2214149,-66.4132818
Delaware,US,08/02/2020 07:00,14877,585,8212,0,0,2020-08-02 22:00:00,6080,967171.0,North America,Worldwide,38.6920451,-75.4013315
Washington DC,US,08/02/2020 07:00,12205,585,9816,0,0,2020-08-02 22:00:00,1804,633427.0,North America,Worldwide,38.894893200000006,-77.0365529
Federal Bureau of Prisons,US,08/02/2020 07:00,11878,106,8961,0,0,2020-08-02 22:00:00,2811,183000.0,North America,Worldwide,34.665240999999995,-120.65316299999999
Navajo Nation,US,08/02/2020 07:00,9019,454,930,0,0,2020-08-02 22:00:00,7635,356890.0,North America,Worldwide,36.3089731,-109.32568799999999
South Dakota,US,08/02/2020 07:00,8867,134,7820,0,0,2020-08-02 22:00:00,913,882235.0,North America,Worldwide,44.6471761,-100.348761
New Hampshire,US,08/02/2020 07:00,6613,416,5794,0,0,2020-08-02 22:00:00,403,1356000.0,North America,Worldwide,43.484913299999995,-71.6553992
West Virginia,US,08/02/2020 07:00,6738,116,4859,0,0,2020-08-02 22:00:00,1763,1806000.0,North America,Worldwide,38.475840600000005,-80.84084150000001
