Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hubei,China,02/24/2020 20:00,64786,2563,18854,,2020-02-25 12:00:00,31.1517252,112.8783222
Guangdong,China,02/24/2020 20:00,1345,6,786,,2020-02-25 12:00:00,23.1357694,113.1982688
Zhejiang,China,02/24/2020 20:00,1205,1,782,,2020-02-25 12:00:00,29.0000001,119.9999999
Shandong,China,02/24/2020 20:00,755,6,343,,2020-02-25 12:00:00,36.0000001,118.9999999
Henan,China,02/24/2020 20:00,1271,19,943,,2020-02-25 12:00:00,34.0000001,113.9999999
Anhui,China,02/24/2020 20:00,989,6,663,,2020-02-25 12:00:00,32.0,117.0
Jiangxi,China,02/24/2020 20:00,934,1,645,,2020-02-25 12:00:00,28.0,116.0
Hunan,China,02/24/2020 20:00,1016,4,731,,2020-02-25 12:00:00,27.6662087,111.7487063
Heilongjiang,China,02/24/2020 20:00,480,12,227,,2020-02-25 12:00:00,48.0000047,127.999992
Sichuan,China,02/24/2020 20:00,527,3,276,,2020-02-25 12:00:00,30.5000001,102.4999999
Chongqing,China,02/24/2020 20:00,576,6,349,,2020-02-25 12:00:00,29.5585712,106.5492822
Jiangsu,China,02/24/2020 20:00,631,0,452,,2020-02-25 12:00:00,33.0000001,119.9999999
Beijing,China,02/24/2020 20:00,399,4,198,,2020-02-25 12:00:00,39.906217,116.3912757
Guangxi,China,02/24/2020 20:00,251,2,112,,2020-02-25 12:00:00,24.0,109.0
Fujian,China,02/24/2020 20:00,293,1,183,,2020-02-25 12:00:00,26.5450001,117.842778
Shanghai,China,02/24/2020 20:00,335,3,261,,2020-02-25 12:00:00,31.2252985,121.4890497
Hebei,China,02/24/2020 20:00,311,6,234,,2020-02-25 12:00:00,39.0000001,116.0
Shaanxi,China,02/24/2020 20:00,245,1,173,,2020-02-25 12:00:00,36.0,109.0
Yunnan,China,02/24/2020 20:00,174,2,124,,2020-02-25 12:00:00,25.0,102.0
Tianjin,China,02/24/2020 20:00,135,3,87,,2020-02-25 12:00:00,39.1235635,117.1980785
Hainan,China,02/24/2020 20:00,168,5,116,,2020-02-25 12:00:00,19.2000001,109.5999999
Hong Kong,Hong Kong,02/24/2020 20:00,81,2,19,,2020-02-25 12:00:00,22.2793278,114.1628131
Guizhou,China,02/24/2020 20:00,146,2,102,,2020-02-25 12:00:00,27.0,107.0
Liaoning,China,02/24/2020 20:00,121,1,80,,2020-02-25 12:00:00,40.9739116,122.3263915
Shanxi,China,02/24/2020 20:00,133,0,94,,2020-02-25 12:00:00,37.0,112.0
Inner Mongolia,China,02/24/2020 20:00,75,0,34,,2020-02-25 12:00:00,43.2443242,114.3251664
Xinjiang,China,02/24/2020 20:00,76,2,30,,2020-02-25 12:00:00,41.7574769,87.1673842
Jilin,China,02/24/2020 20:00,93,1,60,,2020-02-25 12:00:00,42.9995032,125.9816054
Ningxia,China,02/24/2020 20:00,71,0,58,,2020-02-25 12:00:00,37.3095528,105.9608553
Taiwan,Taiwan,02/24/2020 20:00,30,1,5,,2020-02-25 12:00:00,23.9739374,120.9820179
Gansu,China,02/24/2020 20:00,91,2,80,,2020-02-25 12:00:00,38.0000001,101.9999999
Macau,Macau,02/24/2020 20:00,10,0,6,,2020-02-25 12:00:00,22.1757605,113.5514142
Qinghai,China,02/24/2020 20:00,18,0,18,,2020-02-25 12:00:00,35.4070952,95.9521157
Tibet,China,02/24/2020 20:00,1,0,1,,2020-02-25 12:00:00,31.8943432,87.0781371
Yokohama,Japan,02/24/2020 20:00,691,3,3,,2020-02-25 12:00:00,35.444991,139.636768
,South Korea,02/24/2020 20:00,833,8,22,,2020-02-25 12:00:00,35.8713,128.6018
,Italy,02/24/2020 20:00,229,7,1,,2020-02-25 12:00:00,45.6209,9.768893
,Japan,02/24/2020 20:00,159,1,23,,2020-02-25 12:00:00,36.5748441,139.2394179
,Singapore,02/24/2020 20:00,90,0,49,,2020-02-25 12:00:00,1.340863,103.8303918
,Thailand,02/24/2020 20:00,35,0,15,,2020-02-25 12:00:00,14.8971921,100.83273
,Malaysia,02/24/2020 20:00,22,0,18,,2020-02-25 12:00:00,4.5693754,102.2656823
,Iran,02/24/2020 20:00,61,12,3,,2020-02-25 12:00:00,32.6475314,54.5643516
,Germany,02/24/2020 20:00,16,0,14,,2020-02-25 12:00:00,51.0834196,10.4234469
,Vietnam,02/24/2020 20:00,16,0,15,,2020-02-25 12:00:00,13.2904027,108.4265113
,France,02/24/2020 20:00,12,1,11,,2020-02-25 12:00:00,46.603354,1.8883335
,United Arab Emirates,02/24/2020 20:00,13,0,3,,2020-02-25 12:00:00,24.0002488,53.9994829
,UK,02/24/2020 20:00,13,0,8,,2020-02-25 12:00:00,54.7023545,-3.2765753
,Philippines,02/24/2020 20:00,3,1,2,,2020-02-25 12:00:00,12.7503486,122.7312101
,India,02/24/2020 20:00,3,0,3,,2020-02-25 12:00:00,22.3511148,78.6677428
,Russia,02/24/2020 20:00,2,0,2,,2020-02-25 12:00:00,64.6863136,97.7453061
,Spain,02/24/2020 20:00,3,0,2,,2020-02-25 12:00:00,39.3262345,-4.8380649
