Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/21/2020 16:00,62662,2144,11867,
Guangdong,Mainland China,2/21/2020 16:00,1333,5,690,
Henan,Mainland China,2/21/2020 16:00,1267,19,723,
Zhejiang,Mainland China,2/21/2020 16:00,1203,1,679,
Hunan,Mainland China,2/21/2020 16:00,1011,4,657,
Anhui,Mainland China,2/21/2020 16:00,988,6,539,
Jiangxi,Mainland China,2/21/2020 16:00,934,1,489,
Jiangsu,Mainland China,2/21/2020 16:00,631,0,368,
Chongqing,Mainland China,2/21/2020 16:00,567,6,299,
Shandong,Mainland China,2/21/2020 16:00,749,4,281,
Sichuan,Mainland China,2/21/2020 16:00,525,3,230,
Heilongjiang,Mainland China,2/21/2020 16:00,479,12,174,
Beijing,Mainland China,2/21/2020 16:00,396,4,169,
Shanghai,Mainland China,2/21/2020 16:00,334,2,211,
Hebei,Mainland China,2/21/2020 16:00,308,5,183,
Fujian,Mainland China,2/21/2020 16:00,293,1,138,
Guangxi,Mainland China,2/21/2020 16:00,246,2,95,
Shaanxi,Mainland China,2/21/2020 16:00,245,1,130,
Yunnan,Mainland China,2/21/2020 16:00,174,2,96,
Hainan,Mainland China,2/21/2020 16:00,168,4,95,
Guizhou,Mainland China,2/21/2020 16:00,146,2,76,
Shanxi,Mainland China,2/21/2020 16:00,132,0,76,
Tianjin,Mainland China,2/21/2020 16:00,132,3,59,
Liaoning,Mainland China,2/21/2020 16:00,121,1,61,
Gansu,Mainland China,2/21/2020 16:00,91,2,71,
Jilin,Mainland China,2/21/2020 16:00,91,1,45,
Xinjiang,Mainland China,2/21/2020 16:00,76,1,22,
Ningxia,Mainland China,2/21/2020 16:00,71,0,48,
Inner Mongolia,Mainland China,2/21/2020 16:00,75,0,17,
Hong Kong,Hong Kong,2/21/2020 16:00,68,2,6,
Qinghai,Mainland China,2/21/2020 16:00,18,0,18,
Taiwan,Taiwan,2/21/2020 16:00,26,1,2,
Macau,Macau,2/21/2020 16:00,10,0,6,
Tibet,Mainland China,2/21/2020 16:00,1,0,1,
Yokohama,Japan,2/21/2020 16:00,634,2,3,
,Singapore,2/21/2020 16:00,85,0,37,
,Japan,2/21/2020 16:00,97,1,20,
,Thailand,2/21/2020 16:00,35,0,15,
,South Korea,2/21/2020 16:00,204,1,17,
,Malaysia,2/21/2020 16:00,22,0,17,
,Germany,2/21/2020 16:00,16,0,13,
,Vietnam,2/21/2020 16:00,16,0,15,
,France,2/21/2020 16:00,12,1,7,
,UK,2/21/2020 16:00,9,0,8,
,United Arab Emirates,2/21/2020 16:00,9,0,3,
,Italy,2/21/2020 16:00,6,0,0,
,Iran,2/21/2020 16:00,18,4,0,
,Russia,2/21/2020 16:00,2,0,2,
,India,2/21/2020 16:00,3,0,3,
,Philippines,2/21/2020 16:00,3,1,2,
,Spain,2/21/2020 16:00,2,0,2,
,Cambodia,2/21/2020 16:00,1,0,1,
,Finland,2/21/2020 16:00,1,0,1,
,Sri Lanka,2/21/2020 16:00,1,0,1,
,Nepal,2/21/2020 16:00,1,0,1,
,Sweden,2/21/2020 16:00,1,0,0,
,Egypt,2/21/2020 16:00,1,0,1,
British Columbia,Canada,2/21/2020 16:00,6,0,0,
Ontario,Canada,2/21/2020 16:00,3,0,1,
Brussels,Belgium,2/21/2020 16:00,1,0,1,
Illinois,US,2/21/2020 16:00,2,0,2,Chicago
Massachusetts,US,2/21/2020 16:00,1,0,0,Boston
WA,US,2/21/2020 16:00,1,0,1,Seattle
Arizona,US,2/21/2020 16:00,1,0,0,Tempe
Wisconsin,US,2/21/2020 16:00,1,0,0,Madison
Texas,US,2/21/2020 16:00,1,0,0,San Antonio
California,US,2/21/2020 16:00,9,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara, Humboldt"
Nebraska,US,2/21/2020 16:00,11,0,0,
Victoria,Australia,2/21/2020 16:00,4,0,4,
New South Wales,Australia,2/21/2020 16:00,4,0,4,
Queensland,Australia,2/21/2020 16:00,5,0,0,
Western Australia,Australia,2/21/2020 16:00,1,0,0,
South Australia,Australia,2/21/2020 16:00,3,0,2,
