Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,Population,lat,lon
Hubei,China,04/10/2020 07:00,67803,3216,64236,2020-04-10 22:00:00,351,58500000,31.1517252,112.8783222
Heilongjiang,China,04/10/2020 07:00,638,13,470,2020-04-10 22:00:00,155,38310000,48.00000470000001,127.999992
Shanghai,China,04/10/2020 07:00,555,7,422,2020-04-10 22:00:00,126,24280000,31.2252985,121.4890497
Beijing,China,04/10/2020 07:00,588,8,459,2020-04-10 22:00:00,121,21540000,39.906217,116.3912757
Guangdong,China,04/10/2020 07:00,1544,8,1434,2020-04-10 22:00:00,102,113460000,23.1357694,113.1982688
Inner Mongolia,China,04/10/2020 07:00,128,1,79,2020-04-10 22:00:00,48,24710000,43.2443242,114.3251664
Fujian,China,04/10/2020 07:00,351,1,311,2020-04-10 22:00:00,39,38560000,26.5450001,117.842778
Shanxi,China,04/10/2020 07:00,168,0,134,2020-04-10 22:00:00,34,36500000,37.0,112.0
Zhejiang,China,04/10/2020 07:00,1267,1,1235,2020-04-10 22:00:00,31,57370000,29.0000001,119.9999999
Tianjin,China,04/10/2020 07:00,182,3,154,2020-04-10 22:00:00,25,15621200,39.1235635,117.1980785
Shandong,China,04/10/2020 07:00,783,7,756,2020-04-10 22:00:00,20,100472400,36.0000001,118.9999999
Jiangsu,China,04/10/2020 07:00,651,0,634,2020-04-10 22:00:00,17,80400000,33.0000001,119.9999999
Sichuan,China,04/10/2020 07:00,560,3,546,2020-04-10 22:00:00,11,81100000,30.5000001,102.4999999
Liaoning,China,04/10/2020 07:00,144,2,132,2020-04-10 22:00:00,10,43900000,40.9739116,122.3263915
Yunnan,China,04/10/2020 07:00,184,2,173,2020-04-10 22:00:00,9,45970000,25.0,102.0
Hebei,China,04/10/2020 07:00,327,6,313,2020-04-10 22:00:00,8,74700000,39.0000001,116.0
Shaanxi,China,04/10/2020 07:00,256,3,246,2020-04-10 22:00:00,7,37330000,36.0,109.0
Jilin,China,04/10/2020 07:00,98,1,95,2020-04-10 22:00:00,2,27460000,42.9995032,125.9816054
Chongqing,China,04/10/2020 07:00,579,6,570,2020-04-10 22:00:00,3,30480000,29.5585712,106.5492822
Henan,China,04/10/2020 07:00,1276,22,1252,2020-04-10 22:00:00,2,95590000,34.0000001,113.9999999
Gansu,China,04/10/2020 07:00,139,2,135,2020-04-10 22:00:00,2,25580000,38.0000001,101.9999999
Hunan,China,04/10/2020 07:00,1019,4,1014,2020-04-10 22:00:00,1,67370000,27.6662087,111.7487063
Anhui,China,04/10/2020 07:00,991,6,984,2020-04-10 22:00:00,1,62000000,32.0,117.0
Jiangxi,China,04/10/2020 07:00,937,1,936,2020-04-10 22:00:00,0,45200000,28.0,116.0
Guizhou,China,04/10/2020 07:00,147,2,144,2020-04-10 22:00:00,1,34750000,27.0,107.0
Guangxi,China,04/10/2020 07:00,254,2,252,2020-04-10 22:00:00,0,48380000,24.0,109.0
Hainan,China,04/10/2020 07:00,168,6,162,2020-04-10 22:00:00,0,9258000,19.2000001,109.5999999
Xinjiang,China,04/10/2020 07:00,76,3,73,2020-04-10 22:00:00,0,21810000,41.7574769,87.1673842
Ningxia,China,04/10/2020 07:00,75,0,75,2020-04-10 22:00:00,0,6301000,37.3095528,105.9608553
Qinghai,China,04/10/2020 07:00,18,0,18,2020-04-10 22:00:00,0,5627000,35.40709520000001,95.9521157
Tibet,China,04/10/2020 07:00,1,0,1,2020-04-10 22:00:00,0,3180000,31.8943432,87.07813709999998
New South Wales,Australia,04/10/2020 07:00,2822,21,1356,2020-04-10 22:00:00,1445,7544000,-33.8548157,151.2164539
Queensland,Australia,04/10/2020 07:00,965,5,368,2020-04-10 22:00:00,592,5071000,-27.4689682,153.02349909999995
Victoria,Australia,04/10/2020 07:00,1241,13,926,2020-04-10 22:00:00,302,6359000,-37.814217600000006,144.9631608
South Australia,Australia,04/10/2020 07:00,428,3,179,2020-04-10 22:00:00,246,1677000,-34.9281805,138.5999312
Western Australia,Australia,04/10/2020 07:00,506,6,203,2020-04-10 22:00:00,297,2589000,-31.95271210000001,115.8604796
Tasmania,Australia,04/10/2020 07:00,111,4,48,2020-04-10 22:00:00,59,515000,-42.8825088,147.3281233
Australian Capital Territory,Australia,04/10/2020 07:00,103,2,59,2020-04-10 22:00:00,42,412576,-35.488350200000006,149.00269419999995
Northern Territory,Australia,04/10/2020 07:00,28,0,2,2020-04-10 22:00:00,26,211945,-12.46044,130.8410469
,Artania Cruise,04/10/2020 07:00,41,2,0,2020-04-10 22:00:00,39,1300,-32.065715000000004,115.677863
New York,US,04/10/2020 07:00,161807,7067,16234,2020-04-10 22:00:00,138506,19542200,40.7127281,-74.0060152
New Jersey,US,04/10/2020 07:00,51027,1709,51,2020-04-10 22:00:00,49267,8909000,40.0757384,-74.4041622
Michigan,US,04/10/2020 07:00,21504,1076,94,2020-04-10 22:00:00,20334,9996000,43.6211955,-84.6824346
California,US,04/10/2020 07:00,20169,547,705,2020-04-10 22:00:00,18917,39560000,36.7014631,-118.7559974
Massachusetts,US,04/10/2020 07:00,18941,503,729,2020-04-10 22:00:00,17709,6902000,42.3788774,-72.03236600000002
Pennsylvania,US,04/10/2020 07:00,18633,365,170,2020-04-10 22:00:00,18098,12810000,40.9699889,-77.72788309999999
Louisiana,US,04/10/2020 07:00,18283,702,0,2020-04-10 22:00:00,17581,4660000,30.8703881,-92.007126
Florida,US,04/10/2020 07:00,16826,371,0,2020-04-10 22:00:00,16455,21300000,27.7567667,-81.4639835
Illinois,US,04/10/2020 07:00,16424,529,158,2020-04-10 22:00:00,15737,12740000,40.0796606,-89.4337288
Texas,US,04/10/2020 07:00,11483,223,1365,2020-04-10 22:00:00,9895,28700000,31.8160381,-99.5120986
Georgia,US,04/10/2020 07:00,10885,412,0,2020-04-10 22:00:00,10473,10520000,32.329380900000004,-83.1137366
Connecticut,US,04/10/2020 07:00,9784,380,0,2020-04-10 22:00:00,9404,3573000,41.6500201,-72.7342163
WA,US,04/10/2020 07:00,9753,457,1076,2020-04-10 22:00:00,8220,7536000,47.2868352,-120.2126139
Indiana,US,04/10/2020 07:00,6351,245,28,2020-04-10 22:00:00,6078,6692000,40.3270127,-86.1746933
Colorado,US,04/10/2020 07:00,6202,226,0,2020-04-10 22:00:00,5976,5696000,38.7251776,-105.6077167
Maryland,US,04/10/2020 07:00,6185,138,288,2020-04-10 22:00:00,5759,6043000,39.5162234,-76.9382069
Ohio,US,04/10/2020 07:00,5512,213,0,2020-04-10 22:00:00,5299,11690000,40.2253569,-82.6881395
Tennessee,US,04/10/2020 07:00,4634,94,627,2020-04-10 22:00:00,3913,6770000,35.7730076,-86.28200809999998
Virginia,US,04/10/2020 07:00,4042,109,2,2020-04-10 22:00:00,3931,8518000,37.1232245,-78.4927721
North Carolina,US,04/10/2020 07:00,3844,82,281,2020-04-10 22:00:00,3481,10380000,35.6729639,-79.03929190000002
Missouri,US,04/10/2020 07:00,3624,92,108,2020-04-10 22:00:00,3424,6126000,38.7604815,-92.5617875
Arizona,US,04/10/2020 07:00,3018,89,3,2020-04-10 22:00:00,2926,7172000,34.395342,-111.7632755
Wisconsin,US,04/10/2020 07:00,2890,111,84,2020-04-10 22:00:00,2695,5814000,44.4308975,-89.6884637
Alabama,US,04/10/2020 07:00,2838,78,0,2020-04-10 22:00:00,2760,4888000,33.2588817,-86.8295337
South Carolina,US,04/10/2020 07:00,2793,67,0,2020-04-10 22:00:00,2726,5084000,33.687438799999995,-80.4363743
Nevada,US,04/10/2020 07:00,2456,81,48,2020-04-10 22:00:00,2327,3034000,39.5158825,-116.8537227
Mississippi,US,04/10/2020 07:00,2260,76,0,2020-04-10 22:00:00,2184,2987000,32.9715645,-89.7348497
Utah,US,04/10/2020 07:00,1977,13,26,2020-04-10 22:00:00,1938,3161000,39.4225192,-111.7143584
Rhode Island,US,04/10/2020 07:00,1727,43,0,2020-04-10 22:00:00,1684,1057000,41.7962409,-71.59923719999998
Oklahoma,US,04/10/2020 07:00,1686,80,409,2020-04-10 22:00:00,1197,3943000,34.9550817,-97.2684063
Washington DC,US,04/10/2020 07:00,1523,32,393,2020-04-10 22:00:00,1098,633427,38.89489320000001,-77.0365529
Kentucky,US,04/10/2020 07:00,1452,73,306,2020-04-10 22:00:00,1073,4468000,37.5726028,-85.1551411
Idaho,US,04/10/2020 07:00,1354,24,0,2020-04-10 22:00:00,1330,1754000,43.6447642,-114.0154071
Oregon,US,04/10/2020 07:00,1321,44,0,2020-04-10 22:00:00,1277,4191000,43.9792797,-120.737257
Iowa,US,04/10/2020 07:00,1270,29,476,2020-04-10 22:00:00,765,3156000,41.9216734,-93.3122705
Minnesota,US,04/10/2020 07:00,1242,50,675,2020-04-10 22:00:00,517,5611000,45.98965870000001,-94.6113288
Delaware,US,04/10/2020 07:00,1209,23,159,2020-04-10 22:00:00,1027,967171,38.6920451,-75.4013315
Arkansas,US,04/10/2020 07:00,1146,21,305,2020-04-10 22:00:00,820,3014000,35.2048883,-92.4479108
Kansas,US,04/10/2020 07:00,1117,42,4,2020-04-10 22:00:00,1071,2912000,38.27312,-98.5821872
New Mexico,US,04/10/2020 07:00,989,17,171,2020-04-10 22:00:00,801,2095000,34.5708167,-105.993007
New Hampshire,US,04/10/2020 07:00,819,21,227,2020-04-10 22:00:00,571,1356000,43.4849133,-71.6553992
Puerto Rico,US,04/10/2020 07:00,683,33,0,2020-04-10 22:00:00,650,3195000,18.2214149,-66.4132818
Vermont,US,04/10/2020 07:00,628,23,0,2020-04-10 22:00:00,605,626299,44.5990718,-72.5002608
Nebraska,US,04/10/2020 07:00,577,15,0,2020-04-10 22:00:00,562,1929000,41.7370229,-99.5873816
Maine,US,04/10/2020 07:00,560,16,202,2020-04-10 22:00:00,342,1338000,45.709097,-68.8590201
Navajo Nation,US,04/10/2020 07:00,558,22,0,2020-04-10 22:00:00,536,356890,36.3089731,-109.325688
West Virginia,US,04/10/2020 07:00,524,5,0,2020-04-10 22:00:00,519,1806000,38.47584060000001,-80.84084150000002
South Dakota,US,04/10/2020 07:00,447,6,161,2020-04-10 22:00:00,280,882235,44.6471761,-100.348761
Hawaii,US,04/10/2020 07:00,442,6,251,2020-04-10 22:00:00,185,1420000,21.2160437,-157.975203
Montana,US,04/10/2020 07:00,354,6,157,2020-04-10 22:00:00,191,1062000,47.3752671,-109.63875790000002
North Dakota,US,04/10/2020 07:00,269,5,101,2020-04-10 22:00:00,163,760077,47.6201461,-100.540737
Wyoming,US,04/10/2020 07:00,239,0,101,2020-04-10 22:00:00,138,577737,43.1700264,-107.5685348
Alaska,US,04/10/2020 07:00,235,7,49,2020-04-10 22:00:00,179,737438,64.44596130000001,-149.680909
Guam,US,04/10/2020 07:00,128,4,31,2020-04-10 22:00:00,93,164229,13.4501257,144.757551
Grand Princess,US,04/10/2020 07:00,103,3,0,2020-04-10 22:00:00,100,3500,37.7268801,-122.203452
US Virgin Islands,US,04/10/2020 07:00,50,1,43,2020-04-10 22:00:00,6,107268,17.789187,-64.7080574
Diamond Princess,US,04/10/2020 07:00,49,0,0,2020-04-10 22:00:00,49,3700,41.2587459,-95.9383758
Quebec,Canada,04/10/2020 07:00,10912,216,1112,2020-04-10 22:00:00,9584,8485000,52.4760892,-71.8258668
Ontario,Canada,04/10/2020 07:00,5759,200,2305,2020-04-10 22:00:00,3254,14570000,50.000678,-86.000977
Alberta,Canada,04/10/2020 07:00,1451,32,592,2020-04-10 22:00:00,827,4371000,55.001251,-115.002136
British Columbia,Canada,04/10/2020 07:00,1370,50,858,2020-04-10 22:00:00,462,5071000,55.001251,-125.002441
Nova Scotia,Canada,04/10/2020 07:00,373,2,82,2020-04-10 22:00:00,289,971395,45.1960403,-63.1653789
Saskatchewan,Canada,04/10/2020 07:00,278,3,115,2020-04-10 22:00:00,160,1174000,55.5321257,-106.1412243
Newfoundland and Labrador,Canada,04/10/2020 07:00,236,3,96,2020-04-10 22:00:00,137,521542,53.82173270000001,-61.2295532
Manitoba,Canada,04/10/2020 07:00,224,3,76,2020-04-10 22:00:00,145,1369000,55.001251,-97.001038
New Brunswick,Canada,04/10/2020 07:00,111,0,53,2020-04-10 22:00:00,58,776827,46.500283,-66.75018299999999
Prince Edward Island,Canada,04/10/2020 07:00,25,0,17,2020-04-10 22:00:00,8,156947,46.5035454,-63.5955171
Yukon,Canada,04/10/2020 07:00,8,0,4,2020-04-10 22:00:00,4,35874,63.000147,-136.002502
Northwest Territories,Canada,04/10/2020 07:00,5,0,1,2020-04-10 22:00:00,4,44826,65.00000039999999,-118.0
,Spain,04/10/2020 07:00,157022,15843,55668,2020-04-10 22:00:00,85511,46660000,39.3262345,-4.838064900000001
,Italy,04/10/2020 07:00,143626,18279,28470,2020-04-10 22:00:00,96877,60480000,45.6209,9.768892999999998
,Germany,04/10/2020 07:00,118235,2607,52407,2020-04-10 22:00:00,63221,82790000,51.0834196,10.4234469
,France,04/10/2020 07:00,117749,12210,23206,2020-04-10 22:00:00,82333,66990000,46.603354,1.8883335
,Iran,04/10/2020 07:00,68192,4232,35465,2020-04-10 22:00:00,28495,81160000,32.6475314,54.56435160000001
,UK,04/10/2020 07:00,65077,7978,135,2020-04-10 22:00:00,56964,66440000,54.70235450000001,-3.2765753
,Turkey,04/10/2020 07:00,42282,908,2142,2020-04-10 22:00:00,39232,80810000,38.9597594,34.9249653
Brussels,Belgium,04/10/2020 07:00,26667,3019,5568,2020-04-10 22:00:00,18080,11400000,50.8436709,4.3674367
,Switzerland,04/10/2020 07:00,24172,958,10600,2020-04-10 22:00:00,12614,8570000,46.7985624,8.231973599999998
,Netherlands,04/10/2020 07:00,21762,2396,250,2020-04-10 22:00:00,19116,17180000,52.5001698,5.7480821
,Brazil,04/10/2020 07:00,18176,957,173,2020-04-10 22:00:00,17046,209300000,-10.3333333,-53.2
,Portugal,04/10/2020 07:00,13956,409,205,2020-04-10 22:00:00,13342,10290000,40.0332629,-7.889626299999999
,Austria,04/10/2020 07:00,13431,319,6064,2020-04-10 22:00:00,7048,8822000,47.2000338,13.199959
,Russia,04/10/2020 07:00,11917,94,795,2020-04-10 22:00:00,11028,144500000,64.6863136,97.7453061
,South Korea,04/10/2020 07:00,10450,208,7117,2020-04-10 22:00:00,3125,51470000,35.8713,128.6018
,Israel,04/10/2020 07:00,10095,92,1061,2020-04-10 22:00:00,8942,8712000,31.5313113,34.8667654
,Sweden,04/10/2020 07:00,9141,793,205,2020-04-10 22:00:00,8143,10120000,59.67497120000001,14.5208584
,India,04/10/2020 07:00,6771,228,635,2020-04-10 22:00:00,5908,1339000000,22.3511148,78.6677428
,Ireland,04/10/2020 07:00,6574,263,25,2020-04-10 22:00:00,6286,4830000,52.865196,-7.9794599
,Norway,04/10/2020 07:00,6219,108,32,2020-04-10 22:00:00,6079,5368000,60.5000209,9.0999715
,Chile,04/10/2020 07:00,5972,57,1274,2020-04-10 22:00:00,4641,18050000,-31.7613365,-71.3187697
,Poland,04/10/2020 07:00,5742,175,318,2020-04-10 22:00:00,5249,37980000,52.215933,19.134422
,Denmark,04/10/2020 07:00,5635,237,1736,2020-04-10 22:00:00,3662,5603000,55.670249,10.333328300000002
,Czechia,04/10/2020 07:00,5589,113,309,2020-04-10 22:00:00,5167,10650000,49.8167003,15.4749544
,Japan,04/10/2020 07:00,5530,99,685,2020-04-10 22:00:00,4746,126800000,36.5748441,139.2394179
,Romania,04/10/2020 07:00,5467,265,729,2020-04-10 22:00:00,4473,19530000,45.98521289999999,24.6859225
,Peru,04/10/2020 07:00,5256,138,1438,2020-04-10 22:00:00,3680,32170000,-6.8699697,-75.0458515
,Ecuador,04/10/2020 07:00,4965,272,339,2020-04-10 22:00:00,4354,16620000,-1.3397668,-79.3666965
,Pakistan,04/10/2020 07:00,4601,66,727,2020-04-10 22:00:00,3808,197000000,30.3308401,71.247499
,Malaysia,04/10/2020 07:00,4346,70,1830,2020-04-10 22:00:00,2446,31620000,4.5693754,102.2656823
,Philippines,04/10/2020 07:00,4195,221,140,2020-04-10 22:00:00,3834,104900000,12.7503486,122.7312101
,Indonesia,04/10/2020 07:00,3512,306,282,2020-04-10 22:00:00,2924,264000000,-2.4833826,117.8902853
,Mexico,04/10/2020 07:00,3441,194,633,2020-04-10 22:00:00,2614,129200000,19.4326296,-99.1331785
