Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/05/2020 23:00,19665,549,651,
Zhejiang,Mainland China,2/05/2020 23:00,954,0,81,
Guangdong,Mainland China,2/05/2020 23:00,944,0,49,
Henan,Mainland China,2/05/2020 23:00,851,2,54,
Hunan,Mainland China,2/05/2020 23:00,711,0,56,
Jiangxi,Mainland China,2/05/2020 23:00,600,0,37,
Anhui,Mainland China,2/05/2020 23:00,591,0,23,
Chongqing,Mainland China,2/05/2020 23:00,389,2,15,
Jiangsu,Mainland China,2/05/2020 23:00,373,0,29,
Shandong,Mainland China,2/05/2020 23:00,343,0,21,
Sichuan,Mainland China,2/05/2020 23:00,321,1,27,
Shanghai,Mainland China,2/05/2020 23:00,254,1,25,
Beijing,Mainland China,2/05/2020 23:00,274,1,31,
Fujian,Mainland China,2/05/2020 23:00,215,0,11,
Heilongjiang,Mainland China,2/05/2020 23:00,227,3,8,
Shaanxi,Mainland China,2/05/2020 23:00,173,0,6,
Hebei,Mainland China,2/05/2020 23:00,157,1,7,
Guangxi,Mainland China,2/05/2020 23:00,168,0,14,
Yunnan,Mainland China,2/05/2020 23:00,128,0,5,
Hainan,Mainland China,2/05/2020 23:00,100,1,5,
Shanxi,Mainland China,2/05/2020 23:00,90,0,6,
Liaoning,Mainland China,2/05/2020 23:00,89,0,4,
Tianjin,Mainland China,2/05/2020 23:00,69,1,2,
Guizhou,Mainland China,2/05/2020 23:00,69,1,6,
Gansu,Mainland China,2/05/2020 23:00,62,0,6,
Jilin,Mainland China,2/05/2020 23:00,59,0,2,
Inner Mongolia,Mainland China,2/05/2020 23:00,46,0,4,
,Japan,2/06/2020 20:00,25,0,1,
Yokohama,Japan,2/06/2020 21:30,20,0,0,
Ningxia,Mainland China,2/05/2020 23:00,40,0,1,
Xinjiang,Mainland China,2/05/2020 23:00,36,0,0,
,Singapore,2/05/2020 23:00,28,0,1,
,Thailand,2/05/2020 23:00,25,0,8,
Hong Kong,Hong Kong,2/05/2020 23:00,21,1,0,
,South Korea,2/05/2020 23:00,23,0,1,
Qinghai,Mainland China,2/05/2020 23:00,18,0,3,
,Germany,2/05/2020 23:00,12,0,0,
,Malaysia,2/05/2020 23:00,12,0,1,
Taiwan,Taiwan,2/05/2020 23:00,11,0,0,
Macau,Macau,2/05/2020 23:00,10,0,0,
,Vietnam,2/05/2020 23:00,10,0,3,"San Benito, Los Angeles, Orange, Santa Clara"
,France,2/05/2020 23:00,6,0,0,
California,US,2/05/2020 23:00,6,0,0,
,United Arab Emirates,2/05/2020 23:00,5,0,0,
New South Wales,Australia,2/05/2020 23:00,4,0,3,
Victoria,Australia,2/05/2020 23:00,4,0,0,
Queensland,Australia,2/05/2020 23:00,4,0,0,
Ontario,Canada,2/05/2020 23:00,3,0,0,
,India,2/05/2020 23:00,3,0,0,
,Philippines,2/05/2020 23:00,3,1,0,
,Italy,2/05/2020 23:00,2,0,0,
,Russia,2/05/2020 23:00,2,0,0,Chicago
,UK,2/05/2020 23:00,2,0,0,
Illinois,US,2/05/2020 23:00,2,0,0,
South Australia,Australia,2/05/2020 23:00,2,0,0,
British Columbia,Canada,2/05/2020 23:00,2,0,0,
,Cambodia,2/05/2020 23:00,1,0,0,
,Finland,2/05/2020 23:00,1,0,1,
Tibet,Mainland China,2/05/2020 23:00,1,0,0,
,Nepal,2/05/2020 23:00,1,0,0,
,Spain,2/05/2020 23:00,1,0,0,
,Sri Lanka,2/05/2020 23:00,1,0,1,Boston
,Sweden,2/05/2020 23:00,1,0,0,Seattle
Massachusetts,US,2/05/2020 23:00,1,0,0,Tempe
WA,US,2/05/2020 23:00,1,0,0,
Arizona,US,2/05/2020 23:00,1,0,0,Madison
,Belgium,2/05/2020 23:00,1,0,0,
WI,US,2/05/2020 23:00,1,0,0,
