Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/14/2020 23:00,54406,1457,4774,
Guangdong,Mainland China,2/14/2020 23:00,1294,2,397,
Henan,Mainland China,2/14/2020 23:00,1212,13,371,
Zhejiang,Mainland China,2/14/2020 23:00,1162,0,410,
Hunan,Mainland China,2/14/2020 23:00,1001,2,390,
Anhui,Mainland China,2/14/2020 23:00,950,6,205,
Jiangxi,Mainland China,2/14/2020 23:00,913,1,210,
Jiangsu,Mainland China,2/14/2020 23:00,604,0,171,
Chongqing,Mainland China,2/14/2020 23:00,537,5,152,
Shandong,Mainland China,2/14/2020 23:00,530,2,143,
Sichuan,Mainland China,2/14/2020 23:00,470,1,116,
Heilongjiang,Mainland China,2/14/2020 23:00,425,11,48,
Beijing,Mainland China,2/14/2020 23:00,372,4,82,
Shanghai,Mainland China,2/14/2020 23:00,326,1,124,
Hebei,Mainland China,2/14/2020 23:00,291,3,87,
Fujian,Mainland China,2/14/2020 23:00,285,0,66,
Shaanxi,Mainland China,2/14/2020 23:00,232,0,54,
Guangxi,Mainland China,2/14/2020 23:00,235,2,40,
Yokohama,Japan,2/14/2020 23:00,218,0,0,
Hainan,Mainland China,2/14/2020 23:00,162,4,38,
Yunnan,Mainland China,2/14/2020 23:00,162,0,39,
Guizhou,Mainland China,2/14/2020 23:00,143,1,37,
Shanxi,Mainland China,2/14/2020 23:00,127,0,38,
Tianjin,Mainland China,2/14/2020 23:00,121,3,32,
Liaoning,Mainland China,2/14/2020 23:00,119,1,29,
Gansu,Mainland China,2/14/2020 23:00,90,2,39,
Jilin,Mainland China,2/14/2020 23:00,88,1,25,
Ningxia,Mainland China,2/14/2020 23:00,70,0,27,
Xinjiang,Mainland China,2/14/2020 23:00,70,1,6,
Inner Mongolia,Mainland China,2/14/2020 23:00,68,0,6,
,Singapore,2/14/2020 23:00,67,0,17,
Hong Kong,Hong Kong,2/14/2020 23:00,56,1,1,
,Thailand,2/14/2020 23:00,33,0,13,
,Japan,2/14/2020 23:00,41,1,11,
,South Korea,2/14/2020 23:00,28,0,7,
,Malaysia,2/14/2020 23:00,19,0,7,
Qinghai,Mainland China,2/14/2020 23:00,18,0,11,
Taiwan,Taiwan,2/14/2020 23:00,18,0,2,
,Germany,2/14/2020 23:00,16,0,1,
,Vietnam,2/14/2020 23:00,16,0,7,
,France,2/14/2020 23:00,11,0,3,
Macau,Macau,2/14/2020 23:00,10,0,3,
,UK,2/14/2020 23:00,9,0,1,
,United Arab Emirates,2/14/2020 23:00,8,0,1,
California,US,2/14/2020 23:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/14/2020 23:00,5,0,0,
,India,2/14/2020 23:00,3,0,3,
New South Wales,Australia,2/14/2020 23:00,4,0,4,
Victoria,Australia,2/14/2020 23:00,4,0,4,
British Columbia,Canada,2/14/2020 23:00,5,0,0,
Ontario,Canada,2/14/2020 23:00,3,0,1,
,Philippines,2/14/2020 23:00,3,1,2,
,Italy,2/14/2020 23:00,3,0,0,
,Russia,2/14/2020 23:00,2,0,2,
Illinois,US,2/14/2020 23:00,2,0,2,Chicago
South Australia,Australia,2/14/2020 23:00,2,0,0,
,Spain,2/14/2020 23:00,2,0,1,
,Cambodia,2/14/2020 23:00,1,0,1,
,Finland,2/14/2020 23:00,1,0,1,
,Sri Lanka,2/14/2020 23:00,1,0,1,
Tibet,Mainland China,2/14/2020 23:00,1,0,1,
,Nepal,2/14/2020 23:00,1,0,1,
,Sweden,2/14/2020 23:00,1,0,0,
Massachusetts,US,2/14/2020 23:00,1,0,0,Boston
WA,US,2/14/2020 23:00,1,0,1,Seattle
Arizona,US,2/14/2020 23:00,1,0,0,Tempe
Brussels,Belgium,2/14/2020 23:00,1,0,0,
WI,US,2/14/2020 23:00,1,0,0,Madison
Texas,US,2/14/2020 23:00,1,0,0,
,Egypt,2/14/2020 23:00,1,0,0,
