Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,227,,,,,10,2020-04-24,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,548,,,,,16,2020-04-24,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,2888,,,,,234,2020-04-24,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,1267,,,,,53,2020-04-24,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,250,,,,,5,2020-04-24,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,297,,,,,3,2020-04-24,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,37,,,,,2,2020-04-24,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,324,,,,,22,2020-04-24,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,1789,,,,,59,2020-04-24,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,4598,,,,,266,2020-04-24,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,1757,,,,,76,2020-04-24,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,345,,,,,40,2020-04-24,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,3519,,,,,312,2020-04-24,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,217,,,,,15,2020-04-24,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,708,,,,,34,2020-04-24,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,124,,,,,8,2020-04-24,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,963,,,,,25,2020-04-24,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,453,,,,,23,2020-04-24,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,221,,,,,7,2020-04-24,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,186,,,,,7,2020-04-24,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,1363,,,,,42,2020-04-24,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,1308,,,,,51,2020-04-24,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,6172,,,,,530,2020-04-24,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,16740,,,,,1345,2020-04-24,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,1082,,,,,60,2020-04-24,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,994,,,,,29,2020-04-24,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,1115,,,,,39,2020-04-24,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
