Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hubei,China,02/23/2020 01:00,64084,2346,15324,,2020-02-23 17:00:00,31.1517252,112.8783222
Guangdong,China,02/23/2020 01:00,1342,6,742,,2020-02-23 17:00:00,23.1357694,113.1982688
Zhejiang,China,02/23/2020 01:00,1205,1,745,,2020-02-23 17:00:00,29.0000001,119.9999999
Shandong,China,02/23/2020 01:00,754,4,311,,2020-02-23 17:00:00,36.0000001,118.9999999
Henan,China,02/23/2020 01:00,1271,19,862,,2020-02-23 17:00:00,34.0000001,113.9999999
Anhui,China,02/23/2020 01:00,989,6,629,,2020-02-23 17:00:00,32.0,117.0
Jiangxi,China,02/23/2020 01:00,934,1,611,,2020-02-23 17:00:00,28.0,116.0
Hunan,China,02/23/2020 01:00,1016,4,705,,2020-02-23 17:00:00,27.6662087,111.7487063
Heilongjiang,China,02/23/2020 01:00,480,12,216,,2020-02-23 17:00:00,48.0000047,127.999992
Sichuan,China,02/23/2020 01:00,526,3,259,,2020-02-23 17:00:00,30.5000001,102.4999999
Chongqing,China,02/23/2020 01:00,573,6,328,,2020-02-23 17:00:00,29.5585712,106.5492822
Jiangsu,China,02/23/2020 01:00,631,0,414,,2020-02-23 17:00:00,33.0000001,119.9999999
Beijing,China,02/23/2020 01:00,399,4,189,,2020-02-23 17:00:00,39.906217,116.3912757
Guangxi,China,02/23/2020 01:00,249,2,104,,2020-02-23 17:00:00,24.0,109.0
Fujian,China,02/23/2020 01:00,293,1,165,,2020-02-23 17:00:00,26.5450001,117.842778
Shanghai,China,02/23/2020 01:00,335,3,249,,2020-02-23 17:00:00,31.2252985,121.4890497
Hebei,China,02/23/2020 01:00,311,6,206,,2020-02-23 17:00:00,39.0000001,116.0
Shaanxi,China,02/23/2020 01:00,245,1,154,,2020-02-23 17:00:00,36.0,109.0
Yunnan,China,02/23/2020 01:00,174,2,115,,2020-02-23 17:00:00,25.0,102.0
Tianjin,China,02/23/2020 01:00,135,3,65,,2020-02-23 17:00:00,39.1235635,117.1980785
Hainan,China,02/23/2020 01:00,168,4,104,,2020-02-23 17:00:00,19.2000001,109.5999999
Hong Kong,Hong Kong,02/23/2020 01:00,70,2,11,,2020-02-23 17:00:00,22.2793278,114.1628131
Guizhou,China,02/23/2020 01:00,146,2,91,,2020-02-23 17:00:00,27.0,107.0
Liaoning,China,02/23/2020 01:00,121,1,68,,2020-02-23 17:00:00,40.9739116,122.3263915
Shanxi,China,02/23/2020 01:00,132,0,82,,2020-02-23 17:00:00,37.0,112.0
Inner Mongolia,China,02/23/2020 01:00,75,0,26,,2020-02-23 17:00:00,43.2443242,114.3251664
Xinjiang,China,02/23/2020 01:00,76,2,25,,2020-02-23 17:00:00,41.7574769,87.1673842
Jilin,China,02/23/2020 01:00,91,1,52,,2020-02-23 17:00:00,42.9995032,125.9816054
Ningxia,China,02/23/2020 01:00,71,0,56,,2020-02-23 17:00:00,37.3095528,105.9608553
Taiwan,Taiwan,02/23/2020 01:00,26,1,2,,2020-02-23 17:00:00,23.9739374,120.9820179
Gansu,China,02/23/2020 01:00,91,2,76,,2020-02-23 17:00:00,38.0000001,101.9999999
Macau,Macau,02/23/2020 01:00,10,0,6,,2020-02-23 17:00:00,22.1757605,113.5514142
Qinghai,China,02/23/2020 01:00,18,0,18,,2020-02-23 17:00:00,35.4070952,95.9521157
Tibet,China,02/23/2020 01:00,1,0,1,,2020-02-23 17:00:00,31.8943432,87.0781371
Yokohama,Japan,02/23/2020 01:00,634,2,17,,2020-02-23 17:00:00,35.444991,139.636768
,South Korea,02/23/2020 01:00,556,4,18,,2020-02-23 17:00:00,36.638392,127.6961188
,Japan,02/23/2020 01:00,135,1,22,,2020-02-23 17:00:00,34.9046568,136.6310496
,Singapore,02/23/2020 01:00,89,0,49,,2020-02-23 17:00:00,1.340863,103.8303918
,Thailand,02/23/2020 01:00,35,0,20,,2020-02-23 17:00:00,18.7544594,100.624804
,Italy,02/23/2020 01:00,79,2,2,,2020-02-23 17:00:00,46.3144754,11.0480288
,Malaysia,02/23/2020 01:00,22,0,17,,2020-02-23 17:00:00,4.5693754,102.2656823
,Iran,02/23/2020 01:00,29,6,0,,2020-02-23 17:00:00,32.6475314,54.5643516
,Germany,02/23/2020 01:00,16,0,14,,2020-02-23 17:00:00,51.0834196,10.4234469
,Vietnam,02/23/2020 01:00,16,0,15,,2020-02-23 17:00:00,13.2904027,108.4265113
,France,02/23/2020 01:00,12,1,10,,2020-02-23 17:00:00,45.1562575,5.4515829
,United Arab Emirates,02/23/2020 01:00,13,0,3,,2020-02-23 17:00:00,24.0002488,53.9994829
,UK,02/23/2020 01:00,9,0,8,,2020-02-23 17:00:00,54.7023545,-3.2765753
,Philippines,02/23/2020 01:00,3,1,2,,2020-02-23 17:00:00,12.7503486,122.7312101
,India,02/23/2020 01:00,3,0,3,,2020-02-23 17:00:00,16.3876987,73.7305913
,Russia,02/23/2020 01:00,2,0,2,,2020-02-23 17:00:00,48.2783785,46.1663642
,Spain,02/23/2020 01:00,2,0,2,,2020-02-23 17:00:00,39.3262345,-4.8380649
Brussels,Belgium,02/23/2020 01:00,1,0,1,,2020-02-23 17:00:00,50.8436709,4.3674367
,Cambodia,02/23/2020 01:00,1,0,1,,2020-02-23 17:00:00,13.5066394,104.869423
,Egypt,02/23/2020 01:00,1,0,1,,2020-02-23 17:00:00,26.2540493,29.2675469
,Finland,02/23/2020 01:00,1,0,1,,2020-02-23 17:00:00,63.2467777,25.9209164
,Israel,02/23/2020 01:00,1,0,0,,2020-02-23 17:00:00,31.5313113,34.8667654
,Lebanon,02/23/2020 01:00,1,0,0,,2020-02-23 17:00:00,33.8750629,35.843409
,Nepal,02/23/2020 01:00,1,0,1,,2020-02-23 17:00:00,28.1083929,84.0917139
,Sri Lanka,02/23/2020 01:00,1,0,1,,2020-02-23 17:00:00,7.1895221,79.9548574
,Sweden,02/23/2020 01:00,1,0,0,,2020-02-23 17:00:00,63.4352121,14.8290863
,Iraq,02/23/2020 01:00,1,0,0,,2020-02-23 17:00:00,33.0955793,44.1749775
British Columbia,Canada,02/23/2020 01:00,6,0,0,,2020-02-23 17:00:00,55.001251,-125.002441
Ontario,Canada,02/23/2020 01:00,3,0,1,,2020-02-23 17:00:00,50.000678,-86.000977
Illinois,US,02/23/2020 01:00,2,0,2,Chicago,2020-02-23 17:00:00,40.0796606,-89.4337288
Massachusetts,US,02/23/2020 01:00,1,0,0,Boston,2020-02-23 17:00:00,42.3788774,-72.032366
WA,US,02/23/2020 01:00,1,0,1,Seattle,2020-02-23 17:00:00,47.2868352,-120.2126139
Arizona,US,02/23/2020 01:00,1,0,0,Tempe,2020-02-23 17:00:00,34.395342,-111.7632755
Wisconsin,US,02/23/2020 01:00,1,0,0,Madison,2020-02-23 17:00:00,44.4308975,-89.6884637
Texas,US,02/23/2020 01:00,1,0,0,San Antonio,2020-02-23 17:00:00,31.8160381,-99.5120986
