Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,19573,,,,,521,2020-07-31,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,36272,,,,,561,2020-07-31,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,100140,,,,,3252,2020-07-31,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,154685,,,,,5728,2020-07-31,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,38407,,,,,864,2020-07-31,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,31455,,,,,501,2020-07-31,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,24278,,,,,368,2020-07-31,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,58979,,,,,1554,2020-07-31,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,161630,,,,,3391,2020-07-31,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,171565,,,,,7664,2020-07-31,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,119262,,,,,2996,2020-07-31,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,81108,,,,,1785,2020-07-31,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,93373,,,,,6526,2020-07-31,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,51477,,,,,1329,2020-07-31,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,49812,,,,,1757,2020-07-31,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,57684,,,,,1408,2020-07-31,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,104446,,,,,1444,2020-07-31,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,66899,,,,,1606,2020-07-31,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,50538,,,,,1794,2020-07-31,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,24287,,,,,357,2020-07-31,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,81886,,,,,2514,2020-07-31,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,123415,,,,,2692,2020-07-31,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,163642,,,,,13348,2020-07-31,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,529006,,,,,22710,2020-07-31,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,73488,,,,,1861,2020-07-31,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,66473,,,,,1825,2020-07-31,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,80904,,,,,1043,2020-07-31,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
