Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,Continent,World,lat,lon
Beijing,China,06/16/2020 07:00,700,9,584,0,0,2020-06-16 22:00:00,107,21540000.0,Asia,Worldwide,39.906217,116.3912757
Guangdong,China,06/16/2020 07:00,1628,8,1592,0,0,2020-06-16 22:00:00,28,113460000.0,Asia,Worldwide,23.135769399999997,113.19826880000001
Shanghai,China,06/16/2020 07:00,695,7,667,0,0,2020-06-16 22:00:00,21,24280000.0,Asia,Worldwide,31.225298499999997,121.4890497
Sichuan,China,06/16/2020 07:00,588,3,564,0,0,2020-06-16 22:00:00,21,81100000.0,Asia,Worldwide,30.500000099999998,102.4999999
Inner Mongolia,China,06/16/2020 07:00,238,1,234,0,0,2020-06-16 22:00:00,3,24710000.0,Asia,Worldwide,43.2443242,114.32516640000001
Fujian,China,06/16/2020 07:00,362,1,356,0,0,2020-06-16 22:00:00,5,38560000.0,Asia,Worldwide,26.5450001,117.84277800000001
Shaanxi,China,06/16/2020 07:00,313,3,306,0,0,2020-06-16 22:00:00,4,37330000.0,Asia,Worldwide,36.0,109.0
Tianjin,China,06/16/2020 07:00,196,3,189,0,0,2020-06-16 22:00:00,4,15621200.0,Asia,Worldwide,39.1235635,117.1980785
Shandong,China,06/16/2020 07:00,792,7,783,0,0,2020-06-16 22:00:00,2,100472400.0,Asia,Worldwide,36.0000001,118.9999999
Hainan,China,06/16/2020 07:00,171,6,163,0,0,2020-06-16 22:00:00,2,9258000.0,Asia,Worldwide,19.2000001,109.5999999
Liaoning,China,06/16/2020 07:00,152,2,147,0,0,2020-06-16 22:00:00,3,43900000.0,Asia,Worldwide,40.9739116,122.3263915
Chongqing,China,06/16/2020 07:00,582,6,573,0,0,2020-06-16 22:00:00,3,30480000.0,Asia,Worldwide,29.5585712,106.5492822
Hebei,China,06/16/2020 07:00,335,6,322,0,0,2020-06-16 22:00:00,7,74700000.0,Asia,Worldwide,39.0000001,116.0
Hubei,China,06/16/2020 07:00,68135,4512,63623,0,0,2020-06-16 22:00:00,0,58500000.0,Asia,Worldwide,31.151725199999998,112.87832220000001
