Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,lat,lon
Hubei,China,03/25/2020 15:35,67801,3163,60810,2020-03-26 07:35:00,3828,31.151725199999998,112.87832220000001
Beijing,China,03/25/2020 15:35,561,8,403,2020-03-26 07:35:00,150,39.906217,116.3912757
Guangdong,China,03/25/2020 15:35,1433,8,1334,2020-03-26 07:35:00,91,23.135769399999997,113.19826880000001
Gansu,China,03/25/2020 15:35,136,2,119,2020-03-26 07:35:00,15,38.0000001,101.9999999
Shanghai,China,03/25/2020 15:35,433,5,330,2020-03-26 07:35:00,98,31.225298499999997,121.4890497
Sichuan,China,03/25/2020 15:35,547,3,536,2020-03-26 07:35:00,8,30.500000099999998,102.4999999
Heilongjiang,China,03/25/2020 15:35,484,13,468,2020-03-26 07:35:00,3,48.00000470000001,127.99999199999999
Zhejiang,China,03/25/2020 15:35,1241,1,1221,2020-03-26 07:35:00,19,29.000000099999998,119.9999999
Shandong,China,03/25/2020 15:35,769,7,752,2020-03-26 07:35:00,10,36.0000001,118.9999999
Shaanxi,China,03/25/2020 15:35,250,3,240,2020-03-26 07:35:00,7,36.0,109.0
Guangxi,China,03/25/2020 15:35,254,2,250,2020-03-26 07:35:00,2,24.0,109.0
Hebei,China,03/25/2020 15:35,319,6,310,2020-03-26 07:35:00,3,39.0000001,116.0
Hainan,China,03/25/2020 15:35,168,6,162,2020-03-26 07:35:00,0,19.2000001,109.5999999
Henan,China,03/25/2020 15:35,1274,22,1250,2020-03-26 07:35:00,2,34.0000001,113.9999999
Jiangsu,China,03/25/2020 15:35,638,0,631,2020-03-26 07:35:00,7,33.0000001,119.9999999
Chongqing,China,03/25/2020 15:35,578,6,570,2020-03-26 07:35:00,2,29.5585712,106.5492822
Guizhou,China,03/25/2020 15:35,146,2,144,2020-03-26 07:35:00,0,27.0,107.0
Tianjin,China,03/25/2020 15:35,145,3,133,2020-03-26 07:35:00,9,39.1235635,117.1980785
Jilin,China,03/25/2020 15:35,94,1,92,2020-03-26 07:35:00,1,42.9995032,125.9816054
Hunan,China,03/25/2020 15:35,1018,4,1014,2020-03-26 07:35:00,0,27.6662087,111.74870630000001
Anhui,China,03/25/2020 15:35,990,6,984,2020-03-26 07:35:00,0,32.0,117.0
Jiangxi,China,03/25/2020 15:35,936,1,934,2020-03-26 07:35:00,1,28.0,116.0
Fujian,China,03/25/2020 15:35,322,1,295,2020-03-26 07:35:00,26,26.5450001,117.84277800000001
Yunnan,China,03/25/2020 15:35,176,2,172,2020-03-26 07:35:00,2,25.0,102.0
Shanxi,China,03/25/2020 15:35,134,0,133,2020-03-26 07:35:00,1,37.0,112.0
Liaoning,China,03/25/2020 15:35,127,2,124,2020-03-26 07:35:00,1,40.9739116,122.3263915
Xinjiang,China,03/25/2020 15:35,76,3,73,2020-03-26 07:35:00,0,41.7574769,87.1673842
