Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,Population,lat,lon
Hubei,China,03/31/2020 06:00,67801,3187,63153,2020-03-31 22:00:00,1461,58500000.0,31.1517252,112.8783222
Beijing,China,03/31/2020 06:00,580,8,418,2020-03-31 22:00:00,154,21540000.0,39.906217,116.3912757
Shanghai,China,03/31/2020 06:00,509,5,341,2020-03-31 22:00:00,163,24280000.0,31.2252985,121.4890497
Guangdong,China,03/31/2020 06:00,1484,8,1356,2020-03-31 22:00:00,120,113460000.0,23.1357694,113.1982688
Fujian,China,03/31/2020 06:00,343,1,295,2020-03-31 22:00:00,47,38560000.0,26.5450001,117.842778
Zhejiang,China,03/31/2020 06:00,1257,1,1226,2020-03-31 22:00:00,30,57370000.0,29.0000001,119.9999999
Tianjin,China,03/31/2020 06:00,174,3,133,2020-03-31 22:00:00,38,15621200.0,39.1235635,117.1980785
Inner Mongolia,China,03/31/2020 06:00,107,1,74,2020-03-31 22:00:00,32,24710000.0,43.2443242,114.3251664
Shandong,China,03/31/2020 06:00,774,7,753,2020-03-31 22:00:00,14,100472400.0,36.0000001,118.9999999
Jiangsu,China,03/31/2020 06:00,646,0,631,2020-03-31 22:00:00,15,80400000.0,33.0000001,119.9999999
Sichuan,China,03/31/2020 06:00,550,3,536,2020-03-31 22:00:00,11,81100000.0,30.5000001,102.4999999
Gansu,China,03/31/2020 06:00,138,2,125,2020-03-31 22:00:00,11,25580000.0,38.0000001,101.9999999
Shaanxi,China,03/31/2020 06:00,253,3,242,2020-03-31 22:00:00,8,37330000.0,36.0,109.0
Yunnan,China,03/31/2020 06:00,180,2,172,2020-03-31 22:00:00,6,45970000.0,25.0,102.0
Liaoning,China,03/31/2020 06:00,139,2,124,2020-03-31 22:00:00,13,43900000.0,40.9739116,122.3263915
Jilin,China,03/31/2020 06:00,98,1,92,2020-03-31 22:00:00,5,27460000.0,42.9995032,125.9816054
Hebei,China,03/31/2020 06:00,321,6,310,2020-03-31 22:00:00,5,74700000.0,39.0000001,116.0
Henan,China,03/31/2020 06:00,1276,22,1251,2020-03-31 22:00:00,3,95590000.0,34.0000001,113.9999999
Chongqing,China,03/31/2020 06:00,579,6,570,2020-03-31 22:00:00,3,30480000.0,29.5585712,106.5492822
Heilongjiang,China,03/31/2020 06:00,484,13,469,2020-03-31 22:00:00,2,38310000.0,48.00000470000001,127.999992
Guangxi,China,03/31/2020 06:00,254,2,250,2020-03-31 22:00:00,2,48380000.0,24.0,109.0
Shanxi,China,03/31/2020 06:00,136,0,133,2020-03-31 22:00:00,3,36500000.0,37.0,112.0
Jiangxi,China,03/31/2020 06:00,937,1,935,2020-03-31 22:00:00,1,45200000.0,28.0,116.0
Hunan,China,03/31/2020 06:00,1018,4,1014,2020-03-31 22:00:00,0,67370000.0,27.6662087,111.7487063
Anhui,China,03/31/2020 06:00,990,6,984,2020-03-31 22:00:00,0,62000000.0,32.0,117.0
Hainan,China,03/31/2020 06:00,168,6,162,2020-03-31 22:00:00,0,9258000.0,19.2000001,109.5999999
Guizhou,China,03/31/2020 06:00,147,2,144,2020-03-31 22:00:00,1,34750000.0,27.0,107.0
Xinjiang,China,03/31/2020 06:00,76,3,73,2020-03-31 22:00:00,0,21810000.0,41.7574769,87.1673842
Ningxia,China,03/31/2020 06:00,75,0,75,2020-03-31 22:00:00,0,6301000.0,37.3095528,105.9608553
Qinghai,China,03/31/2020 06:00,18,0,18,2020-03-31 22:00:00,0,5627000.0,35.40709520000001,95.9521157
Tibet,China,03/31/2020 06:00,1,0,1,2020-03-31 22:00:00,0,3180000.0,31.8943432,87.07813709999998
New South Wales,Australia,03/31/2020 06:00,2032,7,4,2020-03-31 22:00:00,2021,7544000.0,-33.8548157,151.2164539
Queensland,Australia,03/31/2020 06:00,743,3,9,2020-03-31 22:00:00,731,5071000.0,-27.4689682,153.02349909999995
Victoria,Australia,03/31/2020 06:00,917,4,291,2020-03-31 22:00:00,622,6359000.0,-37.814217600000006,144.9631608
South Australia,Australia,03/31/2020 06:00,337,0,6,2020-03-31 22:00:00,331,1677000.0,-34.9281805,138.5999312
Western Australia,Australia,03/31/2020 06:00,364,2,48,2020-03-31 22:00:00,314,2589000.0,-31.952712100000007,115.8604796
Tasmania,Australia,03/31/2020 06:00,69,1,3,2020-03-31 22:00:00,65,515000.0,-42.8825088,147.3281233
Australian Capital Territory,Australia,03/31/2020 06:00,80,1,2,2020-03-31 22:00:00,77,412576.0,-35.488350200000006,149.00269419999995
Northern Territory,Australia,03/31/2020 06:00,19,0,0,2020-03-31 22:00:00,19,211945.0,-12.46044,130.8410469
,Artania Cruise,03/31/2020 06:00,36,0,0,2020-03-31 22:00:00,36,1300.0,-32.065715000000004,115.677863
New York,US,03/31/2020 06:00,67384,1342,0,2020-03-31 22:00:00,66042,19542200.0,40.7127281,-74.0060152
New Jersey,US,03/31/2020 06:00,16636,198,1,2020-03-31 22:00:00,16437,8909000.0,40.0757384,-74.4041622
California,US,03/31/2020 06:00,7394,149,6,2020-03-31 22:00:00,7239,39560000.0,36.7014631,-118.7559974
Michigan,US,03/31/2020 06:00,6498,185,0,2020-03-31 22:00:00,6313,9996000.0,43.6211955,-84.6824346
Massachusetts,US,03/31/2020 06:00,5752,56,1,2020-03-31 22:00:00,5695,6902000.0,42.3788774,-72.03236600000002
Florida,US,03/31/2020 06:00,5704,71,0,2020-03-31 22:00:00,5633,21300000.0,27.7567667,-81.4639835
WA,US,03/31/2020 06:00,5187,219,1,2020-03-31 22:00:00,4967,7536000.0,47.2868352,-120.2126139
Illinois,US,03/31/2020 06:00,5058,74,2,2020-03-31 22:00:00,4982,12740000.0,40.0796606,-89.4337288
Pennsylvania,US,03/31/2020 06:00,4155,51,0,2020-03-31 22:00:00,4104,12810000.0,40.9699889,-77.72788309999999
Louisiana,US,03/31/2020 06:00,4025,185,0,2020-03-31 22:00:00,3840,4660000.0,30.8703881,-92.007126
Texas,US,03/31/2020 06:00,3346,48,0,2020-03-31 22:00:00,3298,28700000.0,31.8160381,-99.5120986
Georgia,US,03/31/2020 06:00,3032,102,0,2020-03-31 22:00:00,2930,10520000.0,32.329380900000004,-83.1137366
Colorado,US,03/31/2020 06:00,2627,51,0,2020-03-31 22:00:00,2576,5696000.0,38.7251776,-105.6077167
Connecticut,US,03/31/2020 06:00,2571,36,0,2020-03-31 22:00:00,2535,3573000.0,41.6500201,-72.7342163
Tennessee,US,03/31/2020 06:00,1937,14,0,2020-03-31 22:00:00,1923,6770000.0,35.7730076,-86.28200809999998
Ohio,US,03/31/2020 06:00,1933,40,0,2020-03-31 22:00:00,1893,11690000.0,40.2253569,-82.6881395
Indiana,US,03/31/2020 06:00,1787,35,0,2020-03-31 22:00:00,1752,6692000.0,40.3270127,-86.1746933
Maryland,US,03/31/2020 06:00,1413,15,3,2020-03-31 22:00:00,1395,6043000.0,39.5162234,-76.9382069
North Carolina,US,03/31/2020 06:00,1379,8,0,2020-03-31 22:00:00,1371,10380000.0,35.6729639,-79.03929190000002
Wisconsin,US,03/31/2020 06:00,1285,24,1,2020-03-31 22:00:00,1260,5814000.0,44.4308975,-89.6884637
Arizona,US,03/31/2020 06:00,1158,20,1,2020-03-31 22:00:00,1137,7172000.0,34.395342,-111.7632755
Missouri,US,03/31/2020 06:00,1122,13,0,2020-03-31 22:00:00,1109,6126000.0,38.7604815,-92.5617875
Nevada,US,03/31/2020 06:00,1044,18,0,2020-03-31 22:00:00,1026,3034000.0,39.5158825,-116.8537227
Virginia,US,03/31/2020 06:00,1020,25,0,2020-03-31 22:00:00,995,8518000.0,37.1232245,-78.4927721
Alabama,US,03/31/2020 06:00,947,11,0,2020-03-31 22:00:00,936,4888000.0,33.2588817,-86.8295337
South Carolina,US,03/31/2020 06:00,925,18,0,2020-03-31 22:00:00,907,5084000.0,33.687438799999995,-80.4363743
Mississippi,US,03/31/2020 06:00,847,16,0,2020-03-31 22:00:00,831,2987000.0,32.9715645,-89.7348497
