Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,lat,lon
Hubei,China,03/09/2020 22:30,67760,3024,47585,2020-03-10 14:30:00,31.1517252,112.8783222
Guangdong,China,03/09/2020 22:30,1353,8,1270,2020-03-10 14:30:00,23.1357694,113.1982688
Zhejiang,China,03/09/2020 22:30,1215,1,1178,2020-03-10 14:30:00,29.0000001,119.9999999
Shandong,China,03/09/2020 22:30,758,6,703,2020-03-10 14:30:00,36.0000001,118.9999999
Henan,China,03/09/2020 22:30,1272,22,1247,2020-03-10 14:30:00,34.0000001,113.9999999
Anhui,China,03/09/2020 22:30,990,6,984,2020-03-10 14:30:00,32.0,117.0
Jiangxi,China,03/09/2020 22:30,935,1,927,2020-03-10 14:30:00,28.0,116.0
Hunan,China,03/09/2020 22:30,1018,4,988,2020-03-10 14:30:00,27.6662087,111.7487063
Heilongjiang,China,03/09/2020 22:30,481,13,434,2020-03-10 14:30:00,48.00000470000001,127.999992
Sichuan,China,03/09/2020 22:30,539,3,470,2020-03-10 14:30:00,30.5000001,102.4999999
Chongqing,China,03/09/2020 22:30,576,6,542,2020-03-10 14:30:00,29.5585712,106.5492822
Jiangsu,China,03/09/2020 22:30,631,0,622,2020-03-10 14:30:00,33.0000001,119.9999999
Beijing,China,03/09/2020 22:30,429,8,320,2020-03-10 14:30:00,39.906217,116.3912757
Guangxi,China,03/09/2020 22:30,252,2,234,2020-03-10 14:30:00,24.0,109.0
Fujian,China,03/09/2020 22:30,296,1,295,2020-03-10 14:30:00,26.5450001,117.842778
Shanghai,China,03/09/2020 22:30,342,3,315,2020-03-10 14:30:00,31.2252985,121.4890497
Hebei,China,03/09/2020 22:30,318,6,307,2020-03-10 14:30:00,39.0000001,116.0
Shaanxi,China,03/09/2020 22:30,245,1,227,2020-03-10 14:30:00,36.0,109.0
Yunnan,China,03/09/2020 22:30,174,2,170,2020-03-10 14:30:00,25.0,102.0
Tianjin,China,03/09/2020 22:30,136,3,130,2020-03-10 14:30:00,39.1235635,117.1980785
Hainan,China,03/09/2020 22:30,168,6,159,2020-03-10 14:30:00,19.2000001,109.5999999
Guizhou,China,03/09/2020 22:30,146,2,129,2020-03-10 14:30:00,27.0,107.0
Liaoning,China,03/09/2020 22:30,125,1,110,2020-03-10 14:30:00,40.9739116,122.3263915
Shanxi,China,03/09/2020 22:30,133,0,127,2020-03-10 14:30:00,37.0,112.0
Inner Mongolia,China,03/09/2020 22:30,75,1,70,2020-03-10 14:30:00,43.2443242,114.3251664
Xinjiang,China,03/09/2020 22:30,76,3,73,2020-03-10 14:30:00,41.7574769,87.1673842
Jilin,China,03/09/2020 22:30,93,1,90,2020-03-10 14:30:00,42.9995032,125.9816054
Ningxia,China,03/09/2020 22:30,75,0,71,2020-03-10 14:30:00,37.3095528,105.9608553
Gansu,China,03/09/2020 22:30,124,2,88,2020-03-10 14:30:00,38.0000001,101.9999999
Qinghai,China,03/09/2020 22:30,18,0,18,2020-03-10 14:30:00,35.40709520000001,95.9521157
Tibet,China,03/09/2020 22:30,1,0,1,2020-03-10 14:30:00,31.8943432,87.07813709999998
Queensland,Australia,03/09/2020 22:30,15,0,8,2020-03-10 14:30:00,-27.4689682,153.02349909999995
New South Wales,Australia,03/09/2020 22:30,54,2,5,2020-03-10 14:30:00,-33.8548157,151.2164539
Victoria,Australia,03/09/2020 22:30,17,0,7,2020-03-10 14:30:00,-37.814217600000006,144.9631608
South Australia,Australia,03/09/2020 22:30,7,0,3,2020-03-10 14:30:00,-34.9281805,138.5999312
Western Australia,Australia,03/09/2020 22:30,6,1,0,2020-03-10 14:30:00,-31.952712100000007,115.8604796
Tasmania,Australia,03/09/2020 22:30,2,0,0,2020-03-10 14:30:00,-42.8825088,147.3281233
WA,US,03/09/2020 22:30,167,22,1,2020-03-10 14:30:00,47.2868352,-120.2126139
New York,US,03/09/2020 22:30,143,0,0,2020-03-10 14:30:00,40.7127281,-74.0060152
California,US,03/09/2020 22:30,142,2,2,2020-03-10 14:30:00,36.7014631,-118.7559974
From Diamond Princess cruise,US,03/09/2020 22:30,45,0,0,2020-03-10 14:30:00,41.2587459,-95.9383758
Massachusetts,US,03/09/2020 22:30,41,0,1,2020-03-10 14:30:00,42.3788774,-72.03236600000002
From Grand Princess,US,03/09/2020 22:30,21,0,0,2020-03-10 14:30:00,37.7268801,-122.203452
Georgia,US,03/09/2020 22:30,17,0,0,2020-03-10 14:30:00,32.329380900000004,-83.1137366
Oregon,US,03/09/2020 22:30,14,0,0,2020-03-10 14:30:00,43.9792797,-120.737257
Florida,US,03/09/2020 22:30,14,2,0,2020-03-10 14:30:00,27.7567667,-81.4639835
Texas,US,03/09/2020 22:30,13,0,0,2020-03-10 14:30:00,31.8160381,-99.5120986
Illinois,US,03/09/2020 22:30,11,0,2,2020-03-10 14:30:00,40.0796606,-89.4337288
New Jersey,US,03/09/2020 22:30,11,0,0,2020-03-10 14:30:00,40.0757384,-74.4041622
Colorado,US,03/09/2020 22:30,11,0,0,2020-03-10 14:30:00,38.7251776,-105.6077167
Pennsylvania,US,03/09/2020 22:30,10,0,0,2020-03-10 14:30:00,40.9699889,-77.72788309999999
Iowa,US,03/09/2020 22:30,8,0,0,2020-03-10 14:30:00,41.9216734,-93.3122705
South Carolina,US,03/09/2020 22:30,7,0,0,2020-03-10 14:30:00,33.687438799999995,-80.4363743
North Carolina,US,03/09/2020 22:30,7,0,0,2020-03-10 14:30:00,35.6729639,-79.03929190000002
Virginia,US,03/09/2020 22:30,7,0,0,2020-03-10 14:30:00,37.1232245,-78.4927721
Arizona,US,03/09/2020 22:30,6,0,1,2020-03-10 14:30:00,34.395342,-111.7632755
Maryland,US,03/09/2020 22:30,6,0,0,2020-03-10 14:30:00,39.5162234,-76.9382069
Kentucky,US,03/09/2020 22:30,6,0,0,2020-03-10 14:30:00,37.5726028,-85.1551411
New Hampshire,US,03/09/2020 22:30,4,0,0,2020-03-10 14:30:00,43.4849133,-71.6553992
Nevada,US,03/09/2020 22:30,4,0,0,2020-03-10 14:30:00,39.5158825,-116.8537227
Tennessee,US,03/09/2020 22:30,4,0,0,2020-03-10 14:30:00,35.7730076,-86.28200809999998
Indiana,US,03/09/2020 22:30,4,0,0,2020-03-10 14:30:00,40.3270127,-86.1746933
Rhode Island,US,03/09/2020 22:30,3,0,0,2020-03-10 14:30:00,41.7962409,-71.59923719999998
Nebraska,US,03/09/2020 22:30,3,0,0,2020-03-10 14:30:00,41.7370229,-99.5873816
Ohio,US,03/09/2020 22:30,3,0,0,2020-03-10 14:30:00,40.2253569,-82.6881395
Wisconsin,US,03/09/2020 22:30,2,0,1,2020-03-10 14:30:00,44.4308975,-89.6884637
Minnesota,US,03/09/2020 22:30,2,0,0,2020-03-10 14:30:00,45.98965870000001,-94.6113288
Hawaii,US,03/09/2020 22:30,2,0,0,2020-03-10 14:30:00,21.2160437,-157.975203
Washington DC,US,03/09/2020 22:30,2,0,0,2020-03-10 14:30:00,38.89489320000001,-77.0365529
Connecticut,US,03/09/2020 22:30,2,0,0,2020-03-10 14:30:00,41.6500201,-72.7342163
Oklahoma,US,03/09/2020 22:30,1,0,0,2020-03-10 14:30:00,34.9550817,-97.2684063
Utah,US,03/09/2020 22:30,1,0,0,2020-03-10 14:30:00,39.4225192,-111.7143584
Kansas,US,03/09/2020 22:30,1,0,0,2020-03-10 14:30:00,38.27312,-98.5821872
Missouri,US,03/09/2020 22:30,1,0,0,2020-03-10 14:30:00,38.7604815,-92.5617875
Vermont,US,03/09/2020 22:30,1,0,0,2020-03-10 14:30:00,44.5990718,-72.5002608
Louisiana,US,03/09/2020 22:30,1,0,0,2020-03-10 14:30:00,30.8703881,-92.007126
Ontario,Canada,03/09/2020 22:30,35,0,3,2020-03-10 14:30:00,50.000678,-86.000977
British Columbia,Canada,03/09/2020 22:30,32,1,3,2020-03-10 14:30:00,55.001251,-125.002441
Alberta,Canada,03/09/2020 22:30,7,0,0,2020-03-10 14:30:00,55.001251,-115.002136
Quebec,Canada,03/09/2020 22:30,4,0,0,2020-03-10 14:30:00,52.4760892,-71.8258668
