Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,lat,lon
Hubei,China,03/13/2020 06:00,67786,3062,51553,2020-03-13 22:00:00,31.1517252,112.8783222
Guangdong,China,03/13/2020 06:00,1356,8,1296,2020-03-13 22:00:00,23.1357694,113.1982688
Zhejiang,China,03/13/2020 06:00,1215,1,1209,2020-03-13 22:00:00,29.0000001,119.9999999
Shandong,China,03/13/2020 06:00,760,7,739,2020-03-13 22:00:00,36.0000001,118.9999999
Henan,China,03/13/2020 06:00,1273,22,1249,2020-03-13 22:00:00,34.0000001,113.9999999
Anhui,China,03/13/2020 06:00,990,6,984,2020-03-13 22:00:00,32.0,117.0
Jiangxi,China,03/13/2020 06:00,935,1,934,2020-03-13 22:00:00,28.0,116.0
Hunan,China,03/13/2020 06:00,1018,4,1005,2020-03-13 22:00:00,27.6662087,111.7487063
Heilongjiang,China,03/13/2020 06:00,482,13,446,2020-03-13 22:00:00,48.00000470000001,127.999992
Sichuan,China,03/13/2020 06:00,539,3,503,2020-03-13 22:00:00,30.5000001,102.4999999
Chongqing,China,03/13/2020 06:00,576,6,564,2020-03-13 22:00:00,29.5585712,106.5492822
Jiangsu,China,03/13/2020 06:00,631,0,630,2020-03-13 22:00:00,33.0000001,119.9999999
Beijing,China,03/13/2020 06:00,436,8,342,2020-03-13 22:00:00,39.906217,116.3912757
Guangxi,China,03/13/2020 06:00,252,2,243,2020-03-13 22:00:00,24.0,109.0
Fujian,China,03/13/2020 06:00,296,1,295,2020-03-13 22:00:00,26.5450001,117.842778
Shanghai,China,03/13/2020 06:00,346,3,324,2020-03-13 22:00:00,31.2252985,121.4890497
Hebei,China,03/13/2020 06:00,318,6,310,2020-03-13 22:00:00,39.0000001,116.0
Shaanxi,China,03/13/2020 06:00,245,2,232,2020-03-13 22:00:00,36.0,109.0
Yunnan,China,03/13/2020 06:00,174,2,170,2020-03-13 22:00:00,25.0,102.0
Tianjin,China,03/13/2020 06:00,136,3,132,2020-03-13 22:00:00,39.1235635,117.1980785
Hainan,China,03/13/2020 06:00,168,6,160,2020-03-13 22:00:00,19.2000001,109.5999999
Guizhou,China,03/13/2020 06:00,146,2,140,2020-03-13 22:00:00,27.0,107.0
Liaoning,China,03/13/2020 06:00,125,1,112,2020-03-13 22:00:00,40.9739116,122.3263915
Shanxi,China,03/13/2020 06:00,133,0,133,2020-03-13 22:00:00,37.0,112.0
Inner Mongolia,China,03/13/2020 06:00,75,1,71,2020-03-13 22:00:00,43.2443242,114.3251664
Xinjiang,China,03/13/2020 06:00,76,3,73,2020-03-13 22:00:00,41.7574769,87.1673842
Jilin,China,03/13/2020 06:00,93,1,91,2020-03-13 22:00:00,42.9995032,125.9816054
Ningxia,China,03/13/2020 06:00,75,0,72,2020-03-13 22:00:00,37.3095528,105.9608553
Gansu,China,03/13/2020 06:00,127,2,88,2020-03-13 22:00:00,38.0000001,101.9999999
Qinghai,China,03/13/2020 06:00,18,0,18,2020-03-13 22:00:00,35.40709520000001,95.9521157
Tibet,China,03/13/2020 06:00,1,0,1,2020-03-13 22:00:00,31.8943432,87.07813709999998
New South Wales,Australia,03/13/2020 06:00,91,2,6,2020-03-13 22:00:00,-33.8548157,151.2164539
Queensland,Australia,03/13/2020 06:00,35,0,8,2020-03-13 22:00:00,-27.4689682,153.02349909999995
