Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,lat,lon
Hubei,China,03/12/2020 00:00,67781,3056,50298,2020-03-12 16:00:00,31.151725199999998,112.87832220000001
Guangdong,China,03/12/2020 00:00,1356,8,1289,2020-03-12 16:00:00,23.135769399999997,113.19826880000001
Zhejiang,China,03/12/2020 00:00,1215,1,1197,2020-03-12 16:00:00,29.000000099999998,119.9999999
Shandong,China,03/12/2020 00:00,760,6,733,2020-03-12 16:00:00,36.0000001,118.9999999
Henan,China,03/12/2020 00:00,1273,22,1249,2020-03-12 16:00:00,34.0000001,113.9999999
Anhui,China,03/12/2020 00:00,990,6,984,2020-03-12 16:00:00,32.0,117.0
Jiangxi,China,03/12/2020 00:00,935,1,934,2020-03-12 16:00:00,28.0,116.0
Hunan,China,03/12/2020 00:00,1018,4,998,2020-03-12 16:00:00,27.6662087,111.74870630000001
Heilongjiang,China,03/12/2020 00:00,482,13,440,2020-03-12 16:00:00,48.00000470000001,127.99999199999999
Sichuan,China,03/12/2020 00:00,539,3,494,2020-03-12 16:00:00,30.500000099999998,102.4999999
Chongqing,China,03/12/2020 00:00,576,6,554,2020-03-12 16:00:00,29.5585712,106.5492822
Jiangsu,China,03/12/2020 00:00,631,0,628,2020-03-12 16:00:00,33.0000001,119.9999999
Beijing,China,03/12/2020 00:00,435,8,334,2020-03-12 16:00:00,39.906217,116.3912757
Guangxi,China,03/12/2020 00:00,252,2,241,2020-03-12 16:00:00,24.0,109.0
Fujian,China,03/12/2020 00:00,296,1,295,2020-03-12 16:00:00,26.5450001,117.84277800000001
Shanghai,China,03/12/2020 00:00,344,3,320,2020-03-12 16:00:00,31.225298499999997,121.4890497
Hebei,China,03/12/2020 00:00,318,6,307,2020-03-12 16:00:00,39.0000001,116.0
Shaanxi,China,03/12/2020 00:00,245,2,232,2020-03-12 16:00:00,36.0,109.0
Yunnan,China,03/12/2020 00:00,174,2,170,2020-03-12 16:00:00,25.0,102.0
Tianjin,China,03/12/2020 00:00,136,3,132,2020-03-12 16:00:00,39.1235635,117.1980785
Hainan,China,03/12/2020 00:00,168,6,159,2020-03-12 16:00:00,19.2000001,109.5999999
Guizhou,China,03/12/2020 00:00,146,2,137,2020-03-12 16:00:00,27.0,107.0
Liaoning,China,03/12/2020 00:00,125,1,111,2020-03-12 16:00:00,40.9739116,122.3263915
Shanxi,China,03/12/2020 00:00,133,0,131,2020-03-12 16:00:00,37.0,112.0
Inner Mongolia,China,03/12/2020 00:00,75,1,71,2020-03-12 16:00:00,43.2443242,114.32516640000001
Xinjiang,China,03/12/2020 00:00,76,3,73,2020-03-12 16:00:00,41.7574769,87.1673842
Jilin,China,03/12/2020 00:00,93,1,91,2020-03-12 16:00:00,42.9995032,125.9816054
Ningxia,China,03/12/2020 00:00,75,0,72,2020-03-12 16:00:00,37.3095528,105.9608553
Gansu,China,03/12/2020 00:00,125,2,88,2020-03-12 16:00:00,38.0000001,101.9999999
Qinghai,China,03/12/2020 00:00,18,0,18,2020-03-12 16:00:00,35.40709520000001,95.95211570000001
Tibet,China,03/12/2020 00:00,1,0,1,2020-03-12 16:00:00,31.894343199999998,87.07813709999998
New South Wales,Australia,03/12/2020 00:00,76,2,6,2020-03-12 16:00:00,-33.8548157,151.2164539
Queensland,Australia,03/12/2020 00:00,20,0,8,2020-03-12 16:00:00,-27.468968199999996,153.02349909999995
Victoria,Australia,03/12/2020 00:00,23,0,7,2020-03-12 16:00:00,-37.814217600000006,144.9631608
South Australia,Australia,03/12/2020 00:00,9,0,3,2020-03-12 16:00:00,-34.928180499999996,138.5999312
Western Australia,Australia,03/12/2020 00:00,9,1,0,2020-03-12 16:00:00,-31.95271210000001,115.86047959999999
Tasmania,Australia,03/12/2020 00:00,3,0,0,2020-03-12 16:00:00,-42.8825088,147.3281233
Australian Capital Territory,Australia,03/12/2020 00:00,1,0,0,2020-03-12 16:00:00,-35.488350200000006,149.00269419999995
WA,US,03/12/2020 00:00,373,29,1,2020-03-12 16:00:00,47.2868352,-120.2126139
New York,US,03/12/2020 00:00,219,0,0,2020-03-12 16:00:00,40.7127281,-74.0060152
California,US,03/12/2020 00:00,178,4,2,2020-03-12 16:00:00,36.7014631,-118.75599740000001
Massachusetts,US,03/12/2020 00:00,95,0,1,2020-03-12 16:00:00,42.3788774,-72.03236600000002
From Diamond Princess cruise,US,03/12/2020 00:00,45,0,0,2020-03-12 16:00:00,41.258745899999994,-95.93837579999999
Colorado,US,03/12/2020 00:00,34,0,0,2020-03-12 16:00:00,38.7251776,-105.60771670000001
Georgia,US,03/12/2020 00:00,31,0,0,2020-03-12 16:00:00,32.329380900000004,-83.1137366
Florida,US,03/12/2020 00:00,30,2,0,2020-03-12 16:00:00,27.7567667,-81.4639835
Illinois,US,03/12/2020 00:00,25,0,2,2020-03-12 16:00:00,40.079660600000004,-89.4337288
New Jersey,US,03/12/2020 00:00,23,1,0,2020-03-12 16:00:00,40.0757384,-74.4041622
Texas,US,03/12/2020 00:00,23,0,0,2020-03-12 16:00:00,31.8160381,-99.51209859999999
Oregon,US,03/12/2020 00:00,21,0,0,2020-03-12 16:00:00,43.9792797,-120.737257
From Grand Princess,US,03/12/2020 00:00,21,0,0,2020-03-12 16:00:00,37.7268801,-122.203452
Pennsylvania,US,03/12/2020 00:00,16,0,0,2020-03-12 16:00:00,40.9699889,-77.72788309999999
Iowa,US,03/12/2020 00:00,14,0,0,2020-03-12 16:00:00,41.9216734,-93.3122705
Louisiana,US,03/12/2020 00:00,13,0,0,2020-03-12 16:00:00,30.8703881,-92.007126
Maryland,US,03/12/2020 00:00,12,0,0,2020-03-12 16:00:00,39.5162234,-76.9382069
Indiana,US,03/12/2020 00:00,11,0,0,2020-03-12 16:00:00,40.327012700000004,-86.1746933
Nebraska,US,03/12/2020 00:00,10,0,0,2020-03-12 16:00:00,41.7370229,-99.5873816
