Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,3/01/2020  15:00,66907,2761,31536
Guangdong,Mainland China,3/01/2020  15:00,1349,7,1013
Zhejiang,Mainland China,3/01/2020  15:00,1205,1,1046
Shandong,Mainland China,3/01/2020  15:00,756,6,439
Henan,Mainland China,3/01/2020  15:00,1272,22,1189
Anhui,Mainland China,3/01/2020  15:00,990,6,873
Jiangxi,Mainland China,3/01/2020  15:00,935,1,831
Hunan,Mainland China,3/01/2020  15:00,1018,4,866
Heilongjiang,Mainland China,3/01/2020  15:00,480,13,330
Sichuan,Mainland China,3/01/2020  15:00,538,3,364
Chongqing,Mainland China,3/01/2020  15:00,576,6,442
Jiangsu,Mainland China,3/01/2020  15:00,631,0,536
Beijing,Mainland China,3/01/2020  15:00,413,8,276
Guangxi,Mainland China,3/01/2020  15:00,252,2,181
Fujian,Mainland China,3/01/2020  15:00,296,1,247
Shanghai,Mainland China,3/01/2020  15:00,337,3,290
Hebei,Mainland China,3/01/2020  15:00,318,6,289
Shaanxi,Mainland China,3/01/2020  15:00,245,1,208
Yunnan,Mainland China,3/01/2020  15:00,174,2,163
Tianjin,Mainland China,3/01/2020  15:00,136,3,109
Hainan,Mainland China,3/01/2020  15:00,168,5,149
Guizhou,Mainland China,3/01/2020  15:00,146,2,112
Liaoning,Mainland China,3/01/2020  15:00,121,1,102
Shanxi,Mainland China,3/01/2020  15:00,133,0,115
Inner Mongolia,Mainland China,3/01/2020  15:00,75,0,52
Xinjiang,Mainland China,3/01/2020  15:00,76,3,64
Jilin,Mainland China,3/01/2020  15:00,93,1,78
Ningxia,Mainland China,3/01/2020  15:00,73,0,69
Gansu,Mainland China,3/01/2020  15:00,91,2,82
Qinghai,Mainland China,3/01/2020  15:00,18,0,18
Tibet,Mainland China,3/01/2020  15:00,1,0,1
,South Korea,3/01/2020  15:00,3736,21,30
,Italy,3/01/2020  15:00,1694,34,83
,Iran,3/01/2020  15:00,978,54,175
Yokohama,Japan,3/01/2020  15:00,705,6,10
,Japan,3/01/2020  15:00,252,6,32
,France,3/01/2020  15:00,130,2,12
,Germany,3/01/2020  15:00,129,0,16
,Singapore,3/01/2020  15:00,106,0,74
Hong Kong,Hong Kong,3/01/2020  15:00,98,2,36
,Spain,3/01/2020  15:00,79,0,2
,Bahrain,3/01/2020  15:00,47,0,0
,Kuwait,3/01/2020  15:00,46,0,0
,Thailand,3/01/2020  15:00,42,1,28
Taiwan,Taiwan,3/01/2020  15:00,40,1,9
,UK,3/01/2020  15:00,36,0,8
,Malaysia,3/01/2020  15:00,29,0,22
