Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hubei,China,02/07/2020 00:30,22112,618,818,,2020-02-07 16:30:00,31.1517252,112.8783222
Guangdong,China,02/07/2020 00:30,1018,1,69,,2020-02-07 16:30:00,23.1357694,113.1982688
Zhejiang,China,02/07/2020 00:30,1006,0,99,,2020-02-07 16:30:00,29.0000001,119.9999999
Henan,China,02/07/2020 00:30,914,3,70,,2020-02-07 16:30:00,34.0000001,113.9999999
Hunan,China,02/07/2020 00:30,772,0,104,,2020-02-07 16:30:00,27.6662087,111.7487063
Anhui,China,02/07/2020 00:30,665,0,47,,2020-02-07 16:30:00,32.0,117.0
Jiangxi,China,02/07/2020 00:30,661,0,45,,2020-02-07 16:30:00,28.0,116.0
Chongqing,China,02/07/2020 00:30,411,2,24,,2020-02-07 16:30:00,29.5585712,106.5492822
Jiangsu,China,02/07/2020 00:30,408,0,38,,2020-02-07 16:30:00,33.0000001,119.9999999
Shandong,China,02/07/2020 00:30,379,0,31,,2020-02-07 16:30:00,36.0000001,118.9999999
Sichuan,China,02/07/2020 00:30,344,1,39,,2020-02-07 16:30:00,30.5000001,102.4999999
Heilongjiang,China,02/07/2020 00:30,277,3,9,,2020-02-07 16:30:00,48.0000047,127.999992
Beijing,China,02/07/2020 00:30,297,1,33,,2020-02-07 16:30:00,39.906217,116.3912757
Shanghai,China,02/07/2020 00:30,269,1,30,,2020-02-07 16:30:00,31.2252985,121.4890497
Fujian,China,02/07/2020 00:30,224,0,15,,2020-02-07 16:30:00,26.5450001,117.842778
Shaanxi,China,02/07/2020 00:30,184,0,11,,2020-02-07 16:30:00,36.0,109.0
Guangxi,China,02/07/2020 00:30,172,0,17,,2020-02-07 16:30:00,24.0,109.0
Hebei,China,02/07/2020 00:30,171,1,16,,2020-02-07 16:30:00,39.0000001,116.0
Yunnan,China,02/07/2020 00:30,135,0,7,,2020-02-07 16:30:00,25.0,102.0
Hainan,China,02/07/2020 00:30,114,2,8,,2020-02-07 16:30:00,19.2000001,109.5999999
Shanxi,China,02/07/2020 00:30,96,0,12,,2020-02-07 16:30:00,37.0,112.0
Liaoning,China,02/07/2020 00:30,94,0,5,,2020-02-07 16:30:00,40.9739116,122.3263915
Tianjin,China,02/07/2020 00:30,79,1,2,,2020-02-07 16:30:00,39.1235635,117.1980785
Guizhou,China,02/07/2020 00:30,77,1,6,,2020-02-07 16:30:00,27.0,107.0
Gansu,China,02/07/2020 00:30,67,0,9,,2020-02-07 16:30:00,38.0000001,101.9999999
Jilin,China,02/07/2020 00:30,65,1,4,,2020-02-07 16:30:00,42.9995032,125.9816054
Yokohama,Japan,02/07/2020 00:30,61,0,0,,2020-02-07 16:30:00,35.444991,139.636768
Inner Mongolia,China,02/07/2020 00:30,50,0,4,,2020-02-07 16:30:00,43.2443242,114.3251664
Ningxia,China,02/07/2020 00:30,43,0,1,,2020-02-07 16:30:00,37.3095528,105.9608553
Xinjiang,China,02/07/2020 00:30,39,0,0,,2020-02-07 16:30:00,41.7574769,87.1673842
,Singapore,02/07/2020 00:30,30,0,1,,2020-02-07 16:30:00,1.340863,103.8303918
,Japan,02/07/2020 00:30,25,0,1,,2020-02-07 16:30:00,34.9046568,136.6310496
,Thailand,02/07/2020 00:30,25,0,9,,2020-02-07 16:30:00,18.7544594,100.624804
Hong Kong,Hong Kong,02/07/2020 00:30,24,1,0,,2020-02-07 16:30:00,22.2793278,114.1628131
,South Korea,02/07/2020 00:30,24,0,1,,2020-02-07 16:30:00,36.5581914,127.9408564
Qinghai,China,02/07/2020 00:30,18,0,3,,2020-02-07 16:30:00,35.4070952,95.9521157
