Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,Population,lat,lon
Hubei,China,04/05/2020 07:00,67803,3210,63945,2020-04-05 22:00:00,648,58500000.0,31.151725199999998,112.87832220000001
Beijing,China,04/05/2020 07:00,586,8,441,2020-04-05 22:00:00,137,21540000.0,39.906217,116.3912757
Shanghai,China,04/05/2020 07:00,531,6,356,2020-04-05 22:00:00,169,24280000.0,31.225298499999997,121.4890497
Guangdong,China,04/05/2020 07:00,1524,8,1387,2020-04-05 22:00:00,129,113460000.0,23.135769399999997,113.19826880000001
Fujian,China,04/05/2020 07:00,350,1,303,2020-04-05 22:00:00,46,38560000.0,26.5450001,117.84277800000001
Zhejiang,China,04/05/2020 07:00,1263,1,1230,2020-04-05 22:00:00,32,57370000.0,29.000000099999998,119.9999999
Tianjin,China,04/05/2020 07:00,180,3,144,2020-04-05 22:00:00,33,15621200.0,39.1235635,117.1980785
Inner Mongolia,China,04/05/2020 07:00,117,1,74,2020-04-05 22:00:00,42,24710000.0,43.2443242,114.32516640000001
Shandong,China,04/05/2020 07:00,779,7,755,2020-04-05 22:00:00,17,100472400.0,36.0000001,118.9999999
Jiangsu,China,04/05/2020 07:00,651,0,633,2020-04-05 22:00:00,18,80400000.0,33.0000001,119.9999999
Sichuan,China,04/05/2020 07:00,558,3,539,2020-04-05 22:00:00,16,81100000.0,30.500000099999998,102.4999999
Gansu,China,04/05/2020 07:00,138,2,131,2020-04-05 22:00:00,5,25580000.0,38.0000001,101.9999999
Shaanxi,China,04/05/2020 07:00,256,3,245,2020-04-05 22:00:00,8,37330000.0,36.0,109.0
Yunnan,China,04/05/2020 07:00,184,2,172,2020-04-05 22:00:00,10,45970000.0,25.0,102.0
Liaoning,China,04/05/2020 07:00,142,2,126,2020-04-05 22:00:00,14,43900000.0,40.9739116,122.3263915
Jilin,China,04/05/2020 07:00,98,1,92,2020-04-05 22:00:00,5,27460000.0,42.9995032,125.9816054
Hebei,China,04/05/2020 07:00,327,6,310,2020-04-05 22:00:00,11,74700000.0,39.0000001,116.0
Henan,China,04/05/2020 07:00,1276,22,1251,2020-04-05 22:00:00,3,95590000.0,34.0000001,113.9999999
Chongqing,China,04/05/2020 07:00,579,6,570,2020-04-05 22:00:00,3,30480000.0,29.5585712,106.5492822
Heilongjiang,China,04/05/2020 07:00,504,13,469,2020-04-05 22:00:00,22,38310000.0,48.00000470000001,127.99999199999999
Guangxi,China,04/05/2020 07:00,254,2,252,2020-04-05 22:00:00,0,48380000.0,24.0,109.0
Shanxi,China,04/05/2020 07:00,138,0,133,2020-04-05 22:00:00,5,36500000.0,37.0,112.0
Jiangxi,China,04/05/2020 07:00,937,1,935,2020-04-05 22:00:00,1,45200000.0,28.0,116.0
Hunan,China,04/05/2020 07:00,1019,4,1014,2020-04-05 22:00:00,1,67370000.0,27.6662087,111.74870630000001
Anhui,China,04/05/2020 07:00,990,6,984,2020-04-05 22:00:00,0,62000000.0,32.0,117.0
Hainan,China,04/05/2020 07:00,168,6,162,2020-04-05 22:00:00,0,9258000.0,19.2000001,109.5999999
Guizhou,China,04/05/2020 07:00,147,2,144,2020-04-05 22:00:00,1,34750000.0,27.0,107.0
Xinjiang,China,04/05/2020 07:00,76,3,73,2020-04-05 22:00:00,0,21810000.0,41.7574769,87.1673842
Ningxia,China,04/05/2020 07:00,75,0,75,2020-04-05 22:00:00,0,6301000.0,37.3095528,105.9608553
Qinghai,China,04/05/2020 07:00,18,0,18,2020-04-05 22:00:00,0,5627000.0,35.40709520000001,95.95211570000001
Tibet,China,04/05/2020 07:00,1,0,1,2020-04-05 22:00:00,0,3180000.0,31.894343199999998,87.07813709999998
New South Wales,Australia,04/05/2020 07:00,2580,15,4,2020-04-05 22:00:00,2561,7544000.0,-33.8548157,151.2164539
Queensland,Australia,04/05/2020 07:00,907,5,9,2020-04-05 22:00:00,893,5071000.0,-27.468968199999996,153.02349909999995
Victoria,Australia,04/05/2020 07:00,1135,8,526,2020-04-05 22:00:00,601,6359000.0,-37.814217600000006,144.9631608
South Australia,Australia,04/05/2020 07:00,409,0,46,2020-04-05 22:00:00,363,1677000.0,-34.928180499999996,138.5999312
Western Australia,Australia,04/05/2020 07:00,453,3,92,2020-04-05 22:00:00,358,2589000.0,-31.95271210000001,115.86047959999999
Tasmania,Australia,04/05/2020 07:00,82,2,3,2020-04-05 22:00:00,77,515000.0,-42.8825088,147.3281233
Australian Capital Territory,Australia,04/05/2020 07:00,96,2,18,2020-04-05 22:00:00,76,412576.0,-35.488350200000006,149.00269419999995
Northern Territory,Australia,04/05/2020 07:00,26,0,1,2020-04-05 22:00:00,25,211945.0,-12.46044,130.8410469
,Artania Cruise,04/05/2020 07:00,41,0,0,2020-04-05 22:00:00,41,1300.0,-32.065715000000004,115.67786299999999
New York,US,04/05/2020 07:00,114174,3565,11163,2020-04-05 22:00:00,99446,19542200.0,40.7127281,-74.0060152
New Jersey,US,04/05/2020 07:00,34124,846,0,2020-04-05 22:00:00,33278,8909000.0,40.0757384,-74.4041622
Michigan,US,04/05/2020 07:00,14225,540,44,2020-04-05 22:00:00,13641,9996000.0,43.6211955,-84.6824346
California,US,04/05/2020 07:00,13904,324,265,2020-04-05 22:00:00,13315,39560000.0,36.7014631,-118.75599740000001
Louisiana,US,04/05/2020 07:00,12496,409,0,2020-04-05 22:00:00,12087,4660000.0,30.8703881,-92.007126
Massachusetts,US,04/05/2020 07:00,11736,216,10,2020-04-05 22:00:00,11510,6902000.0,42.3788774,-72.03236600000002
Florida,US,04/05/2020 07:00,11545,195,0,2020-04-05 22:00:00,11350,21300000.0,27.7567667,-81.4639835
Pennsylvania,US,04/05/2020 07:00,10507,139,76,2020-04-05 22:00:00,10292,12810000.0,40.9699889,-77.72788309999999
Illinois,US,04/05/2020 07:00,10360,245,18,2020-04-05 22:00:00,10097,12740000.0,40.079660600000004,-89.4337288
WA,US,04/05/2020 07:00,7632,318,622,2020-04-05 22:00:00,6692,7536000.0,47.2868352,-120.2126139
Texas,US,04/05/2020 07:00,6872,122,640,2020-04-05 22:00:00,6110,28700000.0,31.8160381,-99.51209859999999
Georgia,US,04/05/2020 07:00,6383,208,0,2020-04-05 22:00:00,6175,10520000.0,32.329380900000004,-83.1137366
Connecticut,US,04/05/2020 07:00,5276,165,0,2020-04-05 22:00:00,5111,3573000.0,41.6500201,-72.7342163
Colorado,US,04/05/2020 07:00,4565,126,0,2020-04-05 22:00:00,4439,5696000.0,38.7251776,-105.60771670000001
