Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,lat,lon
Hubei,China,03/17/2020 04:30,67799,3111,55987,2020-03-17 20:30:00,8701,31.1517252,112.8783222
Beijing,China,03/17/2020 04:30,452,8,360,2020-03-17 20:30:00,84,39.906217,116.3912757
Guangdong,China,03/17/2020 04:30,1361,8,1306,2020-03-17 20:30:00,47,23.1357694,113.1982688
Gansu,China,03/17/2020 04:30,133,2,91,2020-03-17 20:30:00,40,38.0000001,101.9999999
Shanghai,China,03/17/2020 04:30,355,3,325,2020-03-17 20:30:00,27,31.2252985,121.4890497
Sichuan,China,03/17/2020 04:30,539,3,516,2020-03-17 20:30:00,20,30.5000001,102.4999999
Heilongjiang,China,03/17/2020 04:30,482,13,455,2020-03-17 20:30:00,14,48.00000470000001,127.999992
Zhejiang,China,03/17/2020 04:30,1231,1,1216,2020-03-17 20:30:00,14,29.0000001,119.9999999
Shandong,China,03/17/2020 04:30,761,7,746,2020-03-17 20:30:00,8,36.0000001,118.9999999
Shaanxi,China,03/17/2020 04:30,245,2,233,2020-03-17 20:30:00,10,36.0,109.0
Liaoning,China,03/17/2020 04:30,125,1,119,2020-03-17 20:30:00,5,40.9739116,122.3263915
Guangxi,China,03/17/2020 04:30,252,2,248,2020-03-17 20:30:00,2,24.0,109.0
Inner Mongolia,China,03/17/2020 04:30,75,1,73,2020-03-17 20:30:00,1,43.2443242,114.3251664
Hebei,China,03/17/2020 04:30,318,6,310,2020-03-17 20:30:00,2,39.0000001,116.0
Hainan,China,03/17/2020 04:30,168,6,161,2020-03-17 20:30:00,1,19.2000001,109.5999999
Ningxia,China,03/17/2020 04:30,75,0,75,2020-03-17 20:30:00,0,37.3095528,105.9608553
Henan,China,03/17/2020 04:30,1273,22,1250,2020-03-17 20:30:00,1,34.0000001,113.9999999
Jiangsu,China,03/17/2020 04:30,631,0,631,2020-03-17 20:30:00,0,33.0000001,119.9999999
Chongqing,China,03/17/2020 04:30,576,6,570,2020-03-17 20:30:00,0,29.5585712,106.5492822
Guizhou,China,03/17/2020 04:30,146,2,144,2020-03-17 20:30:00,0,27.0,107.0
Tianjin,China,03/17/2020 04:30,136,3,133,2020-03-17 20:30:00,0,39.1235635,117.1980785
Jilin,China,03/17/2020 04:30,93,1,92,2020-03-17 20:30:00,0,42.9995032,125.9816054
Hunan,China,03/17/2020 04:30,1018,4,1014,2020-03-17 20:30:00,0,27.6662087,111.7487063
Anhui,China,03/17/2020 04:30,990,6,984,2020-03-17 20:30:00,0,32.0,117.0
Jiangxi,China,03/17/2020 04:30,935,1,934,2020-03-17 20:30:00,0,28.0,116.0
Fujian,China,03/17/2020 04:30,296,1,295,2020-03-17 20:30:00,0,26.5450001,117.842778
Yunnan,China,03/17/2020 04:30,176,2,172,2020-03-17 20:30:00,2,25.0,102.0
Shanxi,China,03/17/2020 04:30,133,0,133,2020-03-17 20:30:00,0,37.0,112.0
Xinjiang,China,03/17/2020 04:30,76,3,73,2020-03-17 20:30:00,0,41.7574769,87.1673842
Qinghai,China,03/17/2020 04:30,18,0,18,2020-03-17 20:30:00,0,35.40709520000001,95.9521157
Tibet,China,03/17/2020 04:30,1,0,1,2020-03-17 20:30:00,0,31.8943432,87.07813709999998
New South Wales,Australia,03/17/2020 04:30,209,4,7,2020-03-17 20:30:00,198,-33.8548157,151.2164539
Queensland,Australia,03/17/2020 04:30,78,0,9,2020-03-17 20:30:00,69,-27.4689682,153.02349909999995
Victoria,Australia,03/17/2020 04:30,94,0,8,2020-03-17 20:30:00,86,-37.814217600000006,144.9631608
South Australia,Australia,03/17/2020 04:30,32,0,3,2020-03-17 20:30:00,29,-34.9281805,138.5999312
Western Australia,Australia,03/17/2020 04:30,31,1,0,2020-03-17 20:30:00,30,-31.95271210000001,115.8604796
Tasmania,Australia,03/17/2020 04:30,7,0,0,2020-03-17 20:30:00,7,-42.8825088,147.3281233
Australian Capital Territory,Australia,03/17/2020 04:30,2,0,0,2020-03-17 20:30:00,2,-35.488350200000006,149.00269419999995
New York,US,03/17/2020 04:30,969,10,0,2020-03-17 20:30:00,959,40.7127281,-74.0060152
WA,US,03/17/2020 04:30,904,48,1,2020-03-17 20:30:00,855,47.2868352,-120.2126139
California,US,03/17/2020 04:30,567,11,6,2020-03-17 20:30:00,550,36.7014631,-118.7559974
Massachusetts,US,03/17/2020 04:30,197,0,1,2020-03-17 20:30:00,196,42.3788774,-72.03236600000002
New Jersey,US,03/17/2020 04:30,179,3,1,2020-03-17 20:30:00,175,40.0757384,-74.4041622
Florida,US,03/17/2020 04:30,162,5,0,2020-03-17 20:30:00,157,27.7567667,-81.4639835
Colorado,US,03/17/2020 04:30,160,1,0,2020-03-17 20:30:00,159,38.7251776,-105.6077167
Louisiana,US,03/17/2020 04:30,136,3,0,2020-03-17 20:30:00,133,30.8703881,-92.007126
Georgia,US,03/17/2020 04:30,123,1,0,2020-03-17 20:30:00,122,32.329380900000004,-83.1137366
Illinois,US,03/17/2020 04:30,106,0,2,2020-03-17 20:30:00,104,40.0796606,-89.4337288
Texas,US,03/17/2020 04:30,95,1,0,2020-03-17 20:30:00,94,31.8160381,-99.5120986
Pennsylvania,US,03/17/2020 04:30,82,0,0,2020-03-17 20:30:00,82,40.9699889,-77.72788309999999
Michigan,US,03/17/2020 04:30,58,0,0,2020-03-17 20:30:00,58,43.6211955,-84.6824346
Minnesota,US,03/17/2020 04:30,54,0,0,2020-03-17 20:30:00,54,45.98965870000001,-94.6113288
Tennessee,US,03/17/2020 04:30,52,0,0,2020-03-17 20:30:00,52,35.7730076,-86.28200809999998
