Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,lat,lon
Hubei,China,03/14/2020 06:00,67790,3075,52960,2020-03-14 22:00:00,31.1517252,112.8783222
Guangdong,China,03/14/2020 06:00,1356,8,1299,2020-03-14 22:00:00,23.1357694,113.1982688
Zhejiang,China,03/14/2020 06:00,1227,1,1211,2020-03-14 22:00:00,29.0000001,119.9999999
Shandong,China,03/14/2020 06:00,760,7,741,2020-03-14 22:00:00,36.0000001,118.9999999
Henan,China,03/14/2020 06:00,1273,22,1250,2020-03-14 22:00:00,34.0000001,113.9999999
Anhui,China,03/14/2020 06:00,990,6,984,2020-03-14 22:00:00,32.0,117.0
Jiangxi,China,03/14/2020 06:00,935,1,934,2020-03-14 22:00:00,28.0,116.0
Hunan,China,03/14/2020 06:00,1018,4,1014,2020-03-14 22:00:00,27.6662087,111.7487063
Heilongjiang,China,03/14/2020 06:00,482,13,447,2020-03-14 22:00:00,48.00000470000001,127.999992
Sichuan,China,03/14/2020 06:00,539,3,511,2020-03-14 22:00:00,30.5000001,102.4999999
Chongqing,China,03/14/2020 06:00,576,6,566,2020-03-14 22:00:00,29.5585712,106.5492822
Jiangsu,China,03/14/2020 06:00,631,0,630,2020-03-14 22:00:00,33.0000001,119.9999999
Beijing,China,03/14/2020 06:00,437,8,349,2020-03-14 22:00:00,39.906217,116.3912757
Guangxi,China,03/14/2020 06:00,252,2,243,2020-03-14 22:00:00,24.0,109.0
Fujian,China,03/14/2020 06:00,296,1,295,2020-03-14 22:00:00,26.5450001,117.842778
Shanghai,China,03/14/2020 06:00,350,3,324,2020-03-14 22:00:00,31.2252985,121.4890497
Hebei,China,03/14/2020 06:00,318,6,310,2020-03-14 22:00:00,39.0000001,116.0
Shaanxi,China,03/14/2020 06:00,245,2,232,2020-03-14 22:00:00,36.0,109.0
Yunnan,China,03/14/2020 06:00,174,2,170,2020-03-14 22:00:00,25.0,102.0
Tianjin,China,03/14/2020 06:00,136,3,132,2020-03-14 22:00:00,39.1235635,117.1980785
Hainan,China,03/14/2020 06:00,168,6,160,2020-03-14 22:00:00,19.2000001,109.5999999
