Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/18/2020 21:30,61682,1921,9128,
Guangdong,Mainland China,2/18/2020 21:30,1331,5,571,
Henan,Mainland China,2/18/2020 21:30,1262,19,552,
Zhejiang,Mainland China,2/18/2020 21:30,1173,0,544,
Hunan,Mainland China,2/18/2020 21:30,1008,4,542,
Anhui,Mainland China,2/18/2020 21:30,986,6,361,
Jiangxi,Mainland China,2/18/2020 21:30,934,1,362,
Jiangsu,Mainland China,2/18/2020 21:30,631,0,296,
Chongqing,Mainland China,2/18/2020 21:30,555,5,254,
Shandong,Mainland China,2/18/2020 21:30,544,3,215,
Sichuan,Mainland China,2/18/2020 21:30,514,3,177,
Heilongjiang,Mainland China,2/18/2020 21:30,470,12,108,
Beijing,Mainland China,2/18/2020 21:30,393,4,145,
Yokohama,Japan,2/18/2020 21:30,542,0,3,
Shanghai,Mainland China,2/18/2020 21:30,333,1,177,
Hebei,Mainland China,2/18/2020 21:30,306,4,136,
Fujian,Mainland China,2/18/2020 21:30,293,0,96,
Guangxi,Mainland China,2/18/2020 21:30,244,2,76,
Shaanxi,Mainland China,2/18/2020 21:30,242,0,89,
Yunnan,Mainland China,2/18/2020 21:30,172,0,57,
Hainan,Mainland China,2/18/2020 21:30,163,4,79,
Guizhou,Mainland China,2/18/2020 21:30,146,2,69,
Shanxi,Mainland China,2/18/2020 21:30,131,0,61,
Tianjin,Mainland China,2/18/2020 21:30,128,3,48,
Liaoning,Mainland China,2/18/2020 21:30,121,1,55,
Gansu,Mainland China,2/18/2020 21:30,91,2,62,
Jilin,Mainland China,2/18/2020 21:30,90,1,36,
,Singapore,2/18/2020 21:30,81,0,29,
Xinjiang,Mainland China,2/18/2020 21:30,76,1,14,
Ningxia,Mainland China,2/18/2020 21:30,70,0,42,
Inner Mongolia,Mainland China,2/18/2020 21:30,75,0,9,
Hong Kong,Hong Kong,2/18/2020 21:30,62,2,4,
,Japan,2/18/2020 21:30,74,1,20,
,Thailand,2/18/2020 21:30,35,0,15,
,South Korea,2/18/2020 21:30,46,0,16,
,Malaysia,2/18/2020 21:30,22,0,11,
Qinghai,Mainland China,2/18/2020 21:30,18,0,15,
Taiwan,Taiwan,2/18/2020 21:30,22,1,2,
,Germany,2/18/2020 21:30,16,0,9,
,Vietnam,2/18/2020 21:30,16,0,7,
,France,2/18/2020 21:30,12,1,7,
Macau,Macau,2/18/2020 21:30,10,0,5,
,UK,2/18/2020 21:30,9,0,8,
,United Arab Emirates,2/18/2020 21:30,9,0,3,
California,US,2/18/2020 21:30,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
Queensland,Australia,2/18/2020 21:30,5,0,0,
British Columbia,Canada,2/18/2020 21:30,5,0,0,
New South Wales,Australia,2/18/2020 21:30,4,0,4,
Victoria,Australia,2/18/2020 21:30,4,0,4,
,India,2/18/2020 21:30,3,0,3,
Ontario,Canada,2/18/2020 21:30,3,0,1,
,Philippines,2/18/2020 21:30,3,1,2,
,Italy,2/18/2020 21:30,3,0,0,
,Russia,2/18/2020 21:30,2,0,2,
Illinois,US,2/18/2020 21:30,2,0,2,Chicago
South Australia,Australia,2/18/2020 21:30,2,0,0,
,Spain,2/18/2020 21:30,2,0,2,
,Cambodia,2/18/2020 21:30,1,0,1,
,Finland,2/18/2020 21:30,1,0,1,
,Sri Lanka,2/18/2020 21:30,1,0,1,
Tibet,Mainland China,2/18/2020 21:30,1,0,1,
,Nepal,2/18/2020 21:30,1,0,1,
,Sweden,2/18/2020 21:30,1,0,0,
Massachusetts,US,2/18/2020 21:30,1,0,0,Boston
WA,US,2/18/2020 21:30,1,0,1,Seattle
Arizona,US,2/18/2020 21:30,1,0,0,Tempe
Brussels,Belgium,2/18/2020 21:30,1,0,0,
Wisconsin,US,2/18/2020 21:30,1,0,0,Madison
Texas,US,2/18/2020 21:30,1,0,0,San Antonio
,Egypt,2/18/2020 21:30,1,0,0,
