Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City
Hubei,Mainland China,2/20/2020 05:00,62031,2029,10504,
Guangdong,Mainland China,2/20/2020 05:00,1332,5,641,
Henan,Mainland China,2/20/2020 05:00,1265,19,630,
Zhejiang,Mainland China,2/20/2020 05:00,1175,0,630,
Hunan,Mainland China,2/20/2020 05:00,1010,4,629,
Anhui,Mainland China,2/20/2020 05:00,987,6,474,
Jiangxi,Mainland China,2/20/2020 05:00,934,1,433,
Jiangsu,Mainland China,2/20/2020 05:00,631,0,349,
Chongqing,Mainland China,2/20/2020 05:00,560,5,274,
Shandong,Mainland China,2/20/2020 05:00,546,4,251,
Sichuan,Mainland China,2/20/2020 05:00,520,3,217,
Heilongjiang,Mainland China,2/20/2020 05:00,476,12,136,
Beijing,Mainland China,2/20/2020 05:00,395,4,153,
Yokohama,Japan,2/20/2020 05:00,621,2,3,
Shanghai,Mainland China,2/20/2020 05:00,334,2,199,
Hebei,Mainland China,2/20/2020 05:00,307,5,168,
Fujian,Mainland China,2/20/2020 05:00,293,1,121,
Guangxi,Mainland China,2/20/2020 05:00,245,2,90,
Shaanxi,Mainland China,2/20/2020 05:00,245,1,117,
Yunnan,Mainland China,2/20/2020 05:00,173,1,79,
Hainan,Mainland China,2/20/2020 05:00,168,4,86,
Guizhou,Mainland China,2/20/2020 05:00,146,2,72,
Shanxi,Mainland China,2/20/2020 05:00,131,0,73,
Tianjin,Mainland China,2/20/2020 05:00,130,3,54,
Liaoning,Mainland China,2/20/2020 05:00,121,1,59,
Gansu,Mainland China,2/20/2020 05:00,91,2,65,
Jilin,Mainland China,2/20/2020 05:00,91,1,43,
,Singapore,2/20/2020 05:00,84,0,34,
Xinjiang,Mainland China,2/20/2020 05:00,76,1,20,
Ningxia,Mainland China,2/20/2020 05:00,71,0,44,
Inner Mongolia,Mainland China,2/20/2020 05:00,75,0,14,
Hong Kong,Hong Kong,2/20/2020 05:00,67,2,6,
,Japan,2/20/2020 05:00,91,1,20,
,Thailand,2/20/2020 05:00,35,0,15,
,South Korea,2/20/2020 05:00,104,1,16,
,Malaysia,2/20/2020 05:00,22,0,17,
Qinghai,Mainland China,2/20/2020 05:00,18,0,16,
Taiwan,Taiwan,2/20/2020 05:00,24,1,2,
,Germany,2/20/2020 05:00,16,0,9,
,Vietnam,2/20/2020 05:00,16,0,14,
,France,2/20/2020 05:00,12,1,7,
Macau,Macau,2/20/2020 05:00,10,0,6,
,UK,2/20/2020 05:00,9,0,8,
,United Arab Emirates,2/20/2020 05:00,9,0,3,
Queensland,Australia,2/20/2020 05:00,5,0,0,
British Columbia,Canada,2/20/2020 05:00,5,0,0,
New South Wales,Australia,2/20/2020 05:00,4,0,4,
Victoria,Australia,2/20/2020 05:00,4,0,4,
,India,2/20/2020 05:00,3,0,3,
Ontario,Canada,2/20/2020 05:00,3,0,1,
,Philippines,2/20/2020 05:00,3,1,2,
,Italy,2/20/2020 05:00,3,0,0,
,Russia,2/20/2020 05:00,2,0,2,
South Australia,Australia,2/20/2020 05:00,2,0,2,
,Spain,2/20/2020 05:00,2,0,2,
,Cambodia,2/20/2020 05:00,1,0,1,
,Finland,2/20/2020 05:00,1,0,1,
,Sri Lanka,2/20/2020 05:00,1,0,1,
Tibet,Mainland China,2/20/2020 05:00,1,0,1,
,Nepal,2/20/2020 05:00,1,0,1,
,Sweden,2/20/2020 05:00,1,0,0,
,Egypt,2/20/2020 05:00,1,0,0,
Brussels,Belgium,2/20/2020 05:00,1,0,1,
Illinois,US,2/20/2020 05:00,2,0,2,Chicago
Massachusetts,US,2/20/2020 05:00,1,0,0,Boston
WA,US,2/20/2020 05:00,1,0,1,Seattle
Arizona,US,2/20/2020 05:00,1,0,0,Tempe
Wisconsin,US,2/20/2020 05:00,1,0,0,Madison
Texas,US,2/20/2020 05:00,1,0,0,San Antonio
California,US,2/20/2020 05:00,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara"
,Iran,2/20/2020 05:00,5,2,0,
