Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,Population,lat,lon
Hubei,China,04/03/2020 06:00,67802,3203,63612,2020-04-03 22:00:00,987,58500000.0,31.151725199999998,112.87832220000001
Beijing,China,04/03/2020 06:00,583,8,434,2020-04-03 22:00:00,141,21540000.0,39.906217,116.3912757
Shanghai,China,04/03/2020 06:00,526,6,343,2020-04-03 22:00:00,177,24280000.0,31.225298499999997,121.4890497
Guangdong,China,04/03/2020 06:00,1507,8,1365,2020-04-03 22:00:00,134,113460000.0,23.135769399999997,113.19826880000001
Fujian,China,04/03/2020 06:00,349,1,300,2020-04-03 22:00:00,48,38560000.0,26.5450001,117.84277800000001
Zhejiang,China,04/03/2020 06:00,1260,1,1228,2020-04-03 22:00:00,31,57370000.0,29.000000099999998,119.9999999
Tianjin,China,04/03/2020 06:00,179,3,140,2020-04-03 22:00:00,36,15621200.0,39.1235635,117.1980785
Inner Mongolia,China,04/03/2020 06:00,117,1,74,2020-04-03 22:00:00,42,24710000.0,43.2443242,114.32516640000001
Shandong,China,04/03/2020 06:00,778,7,754,2020-04-03 22:00:00,17,100472400.0,36.0000001,118.9999999
Jiangsu,China,04/03/2020 06:00,651,0,632,2020-04-03 22:00:00,19,80400000.0,33.0000001,119.9999999
Sichuan,China,04/03/2020 06:00,554,3,537,2020-04-03 22:00:00,14,81100000.0,30.500000099999998,102.4999999
Gansu,China,04/03/2020 06:00,138,2,127,2020-04-03 22:00:00,9,25580000.0,38.0000001,101.9999999
Shaanxi,China,04/03/2020 06:00,255,3,242,2020-04-03 22:00:00,10,37330000.0,36.0,109.0
Yunnan,China,04/03/2020 06:00,184,2,172,2020-04-03 22:00:00,10,45970000.0,25.0,102.0
Liaoning,China,04/03/2020 06:00,141,2,124,2020-04-03 22:00:00,15,43900000.0,40.9739116,122.3263915
Jilin,China,04/03/2020 06:00,98,1,92,2020-04-03 22:00:00,5,27460000.0,42.9995032,125.9816054
Hebei,China,04/03/2020 06:00,326,6,310,2020-04-03 22:00:00,10,74700000.0,39.0000001,116.0
Henan,China,04/03/2020 06:00,1276,22,1251,2020-04-03 22:00:00,3,95590000.0,34.0000001,113.9999999
Chongqing,China,04/03/2020 06:00,579,6,570,2020-04-03 22:00:00,3,30480000.0,29.5585712,106.5492822
Heilongjiang,China,04/03/2020 06:00,489,13,469,2020-04-03 22:00:00,7,38310000.0,48.000004700000005,127.99999199999999
Guangxi,China,04/03/2020 06:00,254,2,252,2020-04-03 22:00:00,0,48380000.0,24.0,109.0
