Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,lat,lon
,UK,03/24/2020 04:30,6650,335,135,2020-03-24 20:30:00,6180,54.702354500000006,-3.2765752999999997
,Netherlands,03/24/2020 04:30,4749,213,2,2020-03-24 20:30:00,4534,52.500169799999995,5.7480820999999995
,Austria,03/24/2020 04:30,4668,25,9,2020-03-24 20:30:00,4634,47.2000338,13.199959
Brussels,Belgium,03/24/2020 04:30,3743,88,401,2020-03-24 20:30:00,3254,50.8436709,4.3674367
,Norway,03/24/2020 04:30,2625,11,6,2020-03-24 20:30:00,2608,60.5000209,9.099971499999999
,Portugal,03/24/2020 04:30,2060,23,14,2020-03-24 20:30:00,2023,40.0332629,-7.889626299999999
,Sweden,03/24/2020 04:30,2059,33,16,2020-03-24 20:30:00,2010,59.67497120000001,14.5208584
,Brazil,03/24/2020 04:30,1960,34,2,2020-03-24 20:30:00,1924,-10.333333300000001,-53.2
,Israel,03/24/2020 04:30,1656,1,49,2020-03-24 20:30:00,1606,31.531311300000002,34.8667654
,Malaysia,03/24/2020 04:30,1624,15,183,2020-03-24 20:30:00,1426,4.5693754,102.2656823
,Denmark,03/24/2020 04:30,1577,24,1,2020-03-24 20:30:00,1552,55.670249,10.333328300000002
,Turkey,03/24/2020 04:30,1529,37,0,2020-03-24 20:30:00,1492,38.959759399999996,34.9249653
,Czechia,03/24/2020 04:30,1289,1,7,2020-03-24 20:30:00,1281,49.816700299999994,15.4749544
,Japan,03/24/2020 04:30,1140,42,285,2020-03-24 20:30:00,813,36.5748441,139.2394179
,Ireland,03/24/2020 04:30,1125,6,5,2020-03-24 20:30:00,1114,52.865196,-7.9794599
,Ecuador,03/24/2020 04:30,981,18,3,2020-03-24 20:30:00,960,-1.3397668,-79.3666965
,Pakistan,03/24/2020 04:30,892,6,13,2020-03-24 20:30:00,873,30.3308401,71.247499
,Luxembourg,03/24/2020 04:30,875,8,6,2020-03-24 20:30:00,861,49.8158683,6.1296751
,Thailand,03/24/2020 04:30,827,4,52,2020-03-24 20:30:00,771,14.8971921,100.83273
,Poland,03/24/2020 04:30,766,8,1,2020-03-24 20:30:00,757,52.215933,19.134422
,Chile,03/24/2020 04:30,746,2,11,2020-03-24 20:30:00,733,-31.7613365,-71.3187697
Yokohama,Japan,03/24/2020 04:30,712,10,587,2020-03-24 20:30:00,115,35.444990999999995,139.636768
,Finland,03/24/2020 04:30,700,1,10,2020-03-24 20:30:00,689,63.2467777,25.9209164
,Greece,03/24/2020 04:30,695,17,29,2020-03-24 20:30:00,649,38.995368299999996,21.987713199999998
,Indonesia,03/24/2020 04:30,686,55,30,2020-03-24 20:30:00,601,-2.4833826,117.89028529999999
,Iceland,03/24/2020 04:30,588,2,51,2020-03-24 20:30:00,535,64.9841821,-18.1059013
,Romania,03/24/2020 04:30,576,8,73,2020-03-24 20:30:00,495,45.98521289999999,24.6859225
,Saudi Arabia,03/24/2020 04:30,562,0,19,2020-03-24 20:30:00,543,25.624261800000003,42.352832799999995
,South Africa,03/24/2020 04:30,554,0,4,2020-03-24 20:30:00,550,-28.816623600000003,24.991639000000003
,Philippines,03/24/2020 04:30,552,33,19,2020-03-24 20:30:00,500,12.750348599999999,122.7312101
,India,03/24/2020 04:30,511,10,37,2020-03-24 20:30:00,464,22.3511148,78.6677428
,Singapore,03/24/2020 04:30,509,2,152,2020-03-24 20:30:00,355,1.340863,103.8303918
,Qatar,03/24/2020 04:30,501,0,37,2020-03-24 20:30:00,464,25.3336984,51.2295295
,Slovenia,03/24/2020 04:30,442,3,0,2020-03-24 20:30:00,439,45.813311299999995,14.4808369
,Russia,03/24/2020 04:30,438,1,17,2020-03-24 20:30:00,420,64.6863136,97.7453061
,Peru,03/24/2020 04:30,395,5,1,2020-03-24 20:30:00,389,-6.8699697,-75.0458515
Hong Kong,Hong Kong,03/24/2020 04:30,386,4,102,2020-03-24 20:30:00,280,22.2793278,114.16281310000001
,Bahrain,03/24/2020 04:30,377,2,164,2020-03-24 20:30:00,211,26.155124899999997,50.5344606
,Estonia,03/24/2020 04:30,369,0,4,2020-03-24 20:30:00,365,58.75237779999999,25.3319078
,Mexico,03/24/2020 04:30,367,4,4,2020-03-24 20:30:00,359,19.4326296,-99.1331785
,Egypt,03/24/2020 04:30,366,19,68,2020-03-24 20:30:00,279,26.254049300000002,29.2675469
,Croatia,03/24/2020 04:30,361,1,5,2020-03-24 20:30:00,355,45.5643442,17.0118954
,Panama,03/24/2020 04:30,345,6,1,2020-03-24 20:30:00,338,8.559559,-81.1308434
,Colombia,03/24/2020 04:30,306,3,6,2020-03-24 20:30:00,297,2.8894433999999998,-73.78389200000001
,Argentina,03/24/2020 04:30,301,4,51,2020-03-24 20:30:00,246,-34.9964963,-64.9672817
,Lebanon,03/24/2020 04:30,267,4,8,2020-03-24 20:30:00,255,33.875062899999996,35.843409
,Iraq,03/24/2020 04:30,266,23,62,2020-03-24 20:30:00,181,33.0955793,44.174977500000004
,Serbia,03/24/2020 04:30,249,3,3,2020-03-24 20:30:00,243,44.02432279999999,21.0765743
,Dominican Republic,03/24/2020 04:30,245,3,3,2020-03-24 20:30:00,239,19.0974031,-70.30280259999999
,Armenia,03/24/2020 04:30,235,0,2,2020-03-24 20:30:00,233,40.7696272,44.6736646
,Algeria,03/24/2020 04:30,230,17,65,2020-03-24 20:30:00,148,28.000027199999998,2.9999825
Taiwan,Taiwan,03/24/2020 04:30,215,2,29,2020-03-24 20:30:00,184,23.973937399999997,120.9820179
,Slovakia,03/24/2020 04:30,204,0,7,2020-03-24 20:30:00,197,48.74115220000001,19.4528646
,Bulgaria,03/24/2020 04:30,202,3,3,2020-03-24 20:30:00,196,42.6073975,25.4856617
,United Arab Emirates,03/24/2020 04:30,198,2,41,2020-03-24 20:30:00,155,24.0002488,53.999482900000004
,Latvia,03/24/2020 04:30,197,0,1,2020-03-24 20:30:00,196,56.8406494,24.7537645
,Kuwait,03/24/2020 04:30,191,0,39,2020-03-24 20:30:00,152,29.2733964,47.4979476
,San Marino,03/24/2020 04:30,187,20,4,2020-03-24 20:30:00,163,43.945862299999995,12.458306
,Hungary,03/24/2020 04:30,187,8,21,2020-03-24 20:30:00,158,47.1817585,19.5060937
,Lithuania,03/24/2020 04:30,187,1,1,2020-03-24 20:30:00,185,55.350000300000005,23.7499997
,Uruguay,03/24/2020 04:30,162,0,0,2020-03-24 20:30:00,162,-32.8755548,-56.0201525
,Costa Rica,03/24/2020 04:30,158,2,2,2020-03-24 20:30:00,154,10.2735633,-84.0739102
,New Zealand,03/24/2020 04:30,155,0,12,2020-03-24 20:30:00,143,-41.5000831,172.83440769999999
,Bosnia and Herzegovina,03/24/2020 04:30,150,1,2,2020-03-24 20:30:00,147,44.305347600000005,17.596146700000002
,Morocco,03/24/2020 04:30,143,4,5,2020-03-24 20:30:00,134,31.1728205,-7.3362482
,North Macedonia,03/24/2020 04:30,136,2,1,2020-03-24 20:30:00,133,41.617121399999995,21.7168387
,Andorra,03/24/2020 04:30,133,1,1,2020-03-24 20:30:00,131,42.540716700000004,1.5732033
,Jordan,03/24/2020 04:30,127,0,1,2020-03-24 20:30:00,126,31.1667049,36.941628
,Vietnam,03/24/2020 04:30,123,0,17,2020-03-24 20:30:00,106,13.2904027,108.42651129999999
,Faeroe Islands,03/24/2020 04:30,118,0,23,2020-03-24 20:30:00,95,62.19850039999999,-6.817412400000001
,Cyprus,03/24/2020 04:30,116,1,3,2020-03-24 20:30:00,112,34.982301799999995,33.1451285
,Moldova,03/24/2020 04:30,109,1,2,2020-03-24 20:30:00,106,47.28796079999999,28.5670941
,Malta,03/24/2020 04:30,107,0,2,2020-03-24 20:30:00,105,35.888599299999996,14.4476911
,Albania,03/24/2020 04:30,104,4,2,2020-03-24 20:30:00,98,41.000028,19.9999619
,Burkina Faso,03/24/2020 04:30,99,4,5,2020-03-24 20:30:00,90,12.075308300000001,-1.6880313999999998
,Sri Lanka,03/24/2020 04:30,97,0,2,2020-03-24 20:30:00,95,7.555494199999999,80.7137847
,Brunei,03/24/2020 04:30,91,0,2,2020-03-24 20:30:00,89,4.4137154999999995,114.5653908
,Tunisia,03/24/2020 04:30,89,3,1,2020-03-24 20:30:00,85,33.8439408,9.400138
,Cambodia,03/24/2020 04:30,87,0,2,2020-03-24 20:30:00,85,13.5066394,104.869423
,Ukraine,03/24/2020 04:30,84,3,1,2020-03-24 20:30:00,80,49.4871968,31.2718321
,Oman,03/24/2020 04:30,84,0,17,2020-03-24 20:30:00,67,21.000028699999998,57.00369010000001
,Venezuela,03/24/2020 04:30,84,0,15,2020-03-24 20:30:00,69,8.0018709,-66.1109318
,Belarus,03/24/2020 04:30,81,0,22,2020-03-24 20:30:00,59,53.4250605,27.6971358
,Senegal,03/24/2020 04:30,79,0,8,2020-03-24 20:30:00,71,14.475060699999998,-14.452961199999999
,Reunion,03/24/2020 04:30,75,0,1,2020-03-24 20:30:00,74,-21.1309332,55.526577100000004
,Azerbaijan,03/24/2020 04:30,72,1,10,2020-03-24 20:30:00,61,40.3936294,47.787250799999995
,Kazakhstan,03/24/2020 04:30,68,0,0,2020-03-24 20:30:00,68,47.2286086,65.20931970000001
,Georgia,03/24/2020 04:30,67,0,9,2020-03-24 20:30:00,58,41.6809707,44.02873820000001
,Cameroon,03/24/2020 04:30,66,0,2,2020-03-24 20:30:00,64,4.6125522000000005,13.153581099999998
,Guadeloupe,03/24/2020 04:30,62,1,0,2020-03-24 20:30:00,61,16.2490067,-61.565044400000005
,Palestine,03/24/2020 04:30,59,0,17,2020-03-24 20:30:00,42,31.9469665,35.2738655
,Martinique,03/24/2020 04:30,53,1,0,2020-03-24 20:30:00,52,14.636792699999999,-61.0158269
,Trinidad and Tobago,03/24/2020 04:30,52,0,0,2020-03-24 20:30:00,52,10.8677845,-60.9821067
,Liechtenstein,03/24/2020 04:30,51,0,0,2020-03-24 20:30:00,51,47.1416307,9.553152699999998
,Uzbekistan,03/24/2020 04:30,49,0,0,2020-03-24 20:30:00,49,41.32373,63.9528098
,DRC,03/24/2020 04:30,45,2,0,2020-03-24 20:30:00,43,-4.0324900999999995,22.4574787
,Afghanistan,03/24/2020 04:30,42,1,1,2020-03-24 20:30:00,40,33.7680065,66.2385139
,Kyrgyzstan,03/24/2020 04:30,42,0,0,2020-03-24 20:30:00,42,41.5089324,74.724091
,Cuba,03/24/2020 04:30,40,1,0,2020-03-24 20:30:00,39,23.013133800000002,-80.8328748
,Nigeria,03/24/2020 04:30,40,1,2,2020-03-24 20:30:00,37,9.6000359,7.999972099999999
,Bangladesh,03/24/2020 04:30,39,4,5,2020-03-24 20:30:00,30,24.4768598,90.29322990000001
,Mauritius,03/24/2020 04:30,36,2,0,2020-03-24 20:30:00,34,-20.2759451,57.5703566
,Channel Islands,03/24/2020 04:30,36,0,0,2020-03-24 20:30:00,36,49.4622912,-2.5812022999999997
,Mayotte,03/24/2020 04:30,36,0,0,2020-03-24 20:30:00,36,-12.823048,45.1520755
,Rwanda,03/24/2020 04:30,36,0,0,2020-03-24 20:30:00,36,-1.9646631,30.064435800000002
,Puerto Rico,03/24/2020 04:30,31,2,1,2020-03-24 20:30:00,28,18.2214149,-66.4132818
,Honduras,03/24/2020 04:30,30,0,0,2020-03-24 20:30:00,30,15.2572432,-86.0755145
,Guam,03/24/2020 04:30,29,1,0,2020-03-24 20:30:00,28,13.4501257,144.757551
,Montenegro,03/24/2020 04:30,29,1,0,2020-03-24 20:30:00,28,42.9868853,19.518099199999998
,Bolivia,03/24/2020 04:30,28,0,0,2020-03-24 20:30:00,28,-17.056869600000002,-64.9912286
,Ghana,03/24/2020 04:30,27,2,0,2020-03-24 20:30:00,25,8.0300284,-1.0800271000000001
,Paraguay,03/24/2020 04:30,27,2,0,2020-03-24 20:30:00,25,-23.3165935,-58.169344499999994
Macau,Macau,03/24/2020 04:30,25,0,10,2020-03-24 20:30:00,15,22.175760500000003,113.5514142
,Ivory Coast,03/24/2020 04:30,25,0,2,2020-03-24 20:30:00,23,7.9897371,-5.5679457999999995
,Monaco,03/24/2020 04:30,23,0,1,2020-03-24 20:30:00,22,43.7384402,7.4242474000000005
,French Guiana,03/24/2020 04:30,23,0,6,2020-03-24 20:30:00,17,4.0039882,-52.999998
,French Polynesia,03/24/2020 04:30,23,0,0,2020-03-24 20:30:00,23,-16.0344249,-146.0490931
,Jamaica,03/24/2020 04:30,21,1,2,2020-03-24 20:30:00,18,18.115295800000002,-77.15984549999999
,Guatemala,03/24/2020 04:30,20,1,0,2020-03-24 20:30:00,19,15.635608800000002,-89.8988087
,Guyana,03/24/2020 04:30,20,1,0,2020-03-24 20:30:00,19,4.8417097,-58.64168910000001
,Togo,03/24/2020 04:30,18,0,0,2020-03-24 20:30:00,18,8.7800265,1.0199764999999998
,Barbados,03/24/2020 04:30,17,0,0,2020-03-24 20:30:00,17,13.1500331,-59.52503050000001
,Madagascar,03/24/2020 04:30,17,0,0,2020-03-24 20:30:00,17,-18.9249604,46.441642200000004
,U.S. Virgin Islands,03/24/2020 04:30,17,0,0,2020-03-24 20:30:00,17,17.789187,-64.7080574
,Kenya,03/24/2020 04:30,16,0,0,2020-03-24 20:30:00,16,1.4419683,38.431397499999996
,Gibraltar,03/24/2020 04:30,15,0,5,2020-03-24 20:30:00,10,36.106747,-5.3352772
,Isle of Man,03/24/2020 04:30,13,0,0,2020-03-24 20:30:00,13,54.2358167,-4.5145987000000005
,Maldives,03/24/2020 04:30,13,0,5,2020-03-24 20:30:00,8,4.7064352,73.3287853
,Aruba,03/24/2020 04:30,12,0,1,2020-03-24 20:30:00,11,12.4902998,-69.96098420000001
,Ethiopia,03/24/2020 04:30,12,0,0,2020-03-24 20:30:00,12,10.211670199999999,38.6521203
,Tanzania,03/24/2020 04:30,12,0,0,2020-03-24 20:30:00,12,-6.5247123,35.7878438
,Mongolia,03/24/2020 04:30,10,0,0,2020-03-24 20:30:00,10,46.825038799999994,103.8499736
,New Caledonia,03/24/2020 04:30,10,0,0,2020-03-24 20:30:00,10,-20.4542886,164.55660580000003
,Equatorial Guinea,03/24/2020 04:30,9,0,0,2020-03-24 20:30:00,9,1.6131719999999998,10.5170357
,Uganda,03/24/2020 04:30,9,0,0,2020-03-24 20:30:00,9,1.5333553999999998,32.2166578
,Saint Martin,03/24/2020 04:30,8,0,0,2020-03-24 20:30:00,8,18.089105,-63.04460400000001
,Seychelles,03/24/2020 04:30,7,0,0,2020-03-24 20:30:00,7,-4.6574976999999995,55.45401460000001
,Gabon,03/24/2020 04:30,6,1,0,2020-03-24 20:30:00,5,-0.8999695,11.689969900000001
,Benin,03/24/2020 04:30,6,0,0,2020-03-24 20:30:00,6,9.5293472,2.2584408
,Bermuda,03/24/2020 04:30,6,0,0,2020-03-24 20:30:00,6,32.3018217,-64.7603583
,Haiti,03/24/2020 04:30,6,0,0,2020-03-24 20:30:00,6,19.139995199999998,-72.35709720000001
,Suriname,03/24/2020 04:30,6,0,0,2020-03-24 20:30:00,6,4.1413025,-56.07711870000001
,Cayman Islands,03/24/2020 04:30,5,1,0,2020-03-24 20:30:00,4,19.5417212,-80.5667132
,El Salvador,03/24/2020 04:30,5,0,0,2020-03-24 20:30:00,5,13.800038199999998,-88.9140683
,Curacao,03/24/2020 04:30,4,1,0,2020-03-24 20:30:00,3,12.1845,-68.9640875
,Bahamas,03/24/2020 04:30,4,0,0,2020-03-24 20:30:00,4,24.7736546,-78.0000547
,Congo,03/24/2020 04:30,4,0,0,2020-03-24 20:30:00,4,-0.7264326999999999,15.6419155
,Fiji,03/24/2020 04:30,4,0,0,2020-03-24 20:30:00,4,-18.123969600000002,179.0122737
