Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,Population,lat,lon,Continent,World
,Bolivia,04/16/2020 07:00,441,29,14,2020-04-16 22:00:00,398,11050000,-17.056869600000002,-64.9912286,South America,Worldwide
,Djibouti,04/16/2020 07:00,435,2,71,2020-04-16 22:00:00,362,956985,11.8145966,42.8453061,Africa,Worldwide
,Honduras,04/16/2020 07:00,426,35,9,2020-04-16 22:00:00,382,9265000,15.2572432,-86.0755145,North America,Worldwide
,Malta,04/16/2020 07:00,412,3,82,2020-04-16 22:00:00,327,493559,35.888599299999996,14.4476911,Europe,Worldwide
,Nigeria,04/16/2020 07:00,407,12,128,2020-04-16 22:00:00,267,190900000,9.6000359,7.999972099999999,Africa,Worldwide
,Guinea,04/16/2020 07:00,404,1,31,2020-04-16 22:00:00,372,12720000,10.7226226,-10.7083587,Africa,Worldwide
,Jordan,04/16/2020 07:00,401,7,250,2020-04-16 22:00:00,144,9702000,31.1667049,36.941628,Asia,Worldwide
Taiwan,Taiwan,04/16/2020 07:00,395,6,155,2020-04-16 22:00:00,234,23780000,23.973937399999997,120.9820179,Asia,Worldwide
,San Marino,04/16/2020 07:00,393,36,53,2020-04-16 22:00:00,304,33400,43.945862299999995,12.458306,Europe,Worldwide
,Reunion,04/16/2020 07:00,391,0,237,2020-04-16 22:00:00,154,859959,-21.1309332,55.526577100000004,Africa,Worldwide
,Palestine,04/16/2020 07:00,374,2,63,2020-04-16 22:00:00,309,5052000,31.9469665,35.2738655,Asia,Worldwide
,Georgia,04/16/2020 07:00,336,3,74,2020-04-16 22:00:00,259,3717000,41.6809707,44.02873820000001,Asia,Worldwide
,Mauritius,04/16/2020 07:00,324,9,65,2020-04-16 22:00:00,250,1265000,-20.2759451,57.5703566,Africa,Worldwide
,Senegal,04/16/2020 07:00,314,2,190,2020-04-16 22:00:00,122,15850000,14.475060699999998,-14.452961199999999,Africa,Worldwide
,Montenegro,04/16/2020 07:00,290,4,55,2020-04-16 22:00:00,231,631219,42.9868853,19.518099199999998,Europe,Worldwide
,Isle of Man,04/16/2020 07:00,283,4,153,2020-04-16 22:00:00,126,84287,54.2358167,-4.5145987000000005,Europe,Worldwide
,Vietnam,04/16/2020 07:00,268,0,176,2020-04-16 22:00:00,92,95540000,13.2904027,108.42651129999999,Asia,Worldwide
,DRC,04/16/2020 07:00,267,22,23,2020-04-16 22:00:00,222,81340000,-4.0324900999999995,22.4574787,Africa,Worldwide
,Sri Lanka,04/16/2020 07:00,238,7,65,2020-04-16 22:00:00,166,21440000,7.555494199999999,80.7137847,Asia,Worldwide
,Kenya,04/16/2020 07:00,225,10,53,2020-04-16 22:00:00,162,49700000,1.4419683,38.431397499999996,Africa,Worldwide
,Mayotte,04/16/2020 07:00,217,3,69,2020-04-16 22:00:00,145,270372,-12.823048,45.1520755,Africa,Worldwide
,Venezuela,04/16/2020 07:00,197,9,111,2020-04-16 22:00:00,77,31980000,8.0018709,-66.1109318,South America,Worldwide
,Guatemala,04/16/2020 07:00,196,5,19,2020-04-16 22:00:00,172,16910000,15.635608800000002,-89.8988087,North America,Worldwide
,Faeroe Islands,04/16/2020 07:00,184,0,169,2020-04-16 22:00:00,15,49290,62.19850039999999,-6.817412400000001,Europe,Worldwide
,Paraguay,04/16/2020 07:00,174,8,30,2020-04-16 22:00:00,136,6811000,-23.3165935,-58.169344499999994,South America,Worldwide
,El Salvador,04/16/2020 07:00,164,6,33,2020-04-16 22:00:00,125,6378000,13.800038199999998,-88.9140683,North America,Worldwide
,Martinique,04/16/2020 07:00,158,8,73,2020-04-16 22:00:00,77,376480,14.636792699999999,-61.0158269,North America,Worldwide
,Mali,04/16/2020 07:00,148,13,34,2020-04-16 22:00:00,101,18540000,16.3700359,-2.2900238999999996,Africa,Worldwide
,Guadeloupe,04/16/2020 07:00,145,8,67,2020-04-16 22:00:00,70,395700,16.2490067,-61.565044400000005,North America,Worldwide
,Brunei,04/16/2020 07:00,136,1,108,2020-04-16 22:00:00,27,428697,4.4137154999999995,114.5653908,Asia,Worldwide
,Rwanda,04/16/2020 07:00,136,0,54,2020-04-16 22:00:00,82,12210000,-1.9646631,30.064435800000002,Africa,Worldwide
,Gibraltar,04/16/2020 07:00,131,0,104,2020-04-16 22:00:00,27,34571,36.106747,-5.3352772,Europe,Worldwide
,Jamaica,04/16/2020 07:00,125,5,21,2020-04-16 22:00:00,99,2890000,18.115295800000002,-77.15984549999999,North America,Worldwide
,Cambodia,04/16/2020 07:00,122,0,98,2020-04-16 22:00:00,24,16010000,13.5066394,104.869423,Asia,Worldwide
,Congo,04/16/2020 07:00,117,5,11,2020-04-16 22:00:00,101,5261000,-0.7264326999999999,15.6419155,Africa,Worldwide
,Trinidad and Tobago,04/16/2020 07:00,114,8,20,2020-04-16 22:00:00,86,1369000,10.8677845,-60.9821067,North America,Worldwide
,Madagascar,04/16/2020 07:00,111,0,33,2020-04-16 22:00:00,78,25570000,-18.9249604,46.441642200000004,Africa,Worldwide
,Monaco,04/16/2020 07:00,93,3,12,2020-04-16 22:00:00,78,38695,43.7384402,7.4242474000000005,Europe,Worldwide
,Aruba,04/16/2020 07:00,93,1,39,2020-04-16 22:00:00,53,105264,12.4902998,-69.96098420000001,North America,Worldwide
,Ethiopia,04/16/2020 07:00,92,3,15,2020-04-16 22:00:00,74,105000000,10.211670199999999,38.6521203,Africa,Worldwide
,Tanzania,04/16/2020 07:00,88,4,11,2020-04-16 22:00:00,73,57310000,-6.5247123,35.7878438,Africa,Worldwide
,French Guiana,04/16/2020 07:00,86,0,51,2020-04-16 22:00:00,35,290691,4.0039882,-52.999998,South America,Worldwide
,Myanmar,04/16/2020 07:00,85,4,2,2020-04-16 22:00:00,79,53370000,17.1750495,95.9999652,Asia,Worldwide
,Bermuda,04/16/2020 07:00,81,5,33,2020-04-16 22:00:00,43,65441,32.3018217,-64.7603583,North America,Worldwide
,Togo,04/16/2020 07:00,81,3,35,2020-04-16 22:00:00,43,7798000,8.7800265,1.0199764999999998,Africa,Worldwide
,Somalia,04/16/2020 07:00,80,5,2,2020-04-16 22:00:00,73,14740000,8.3676771,49.083416,Africa,Worldwide
,Gabon,04/16/2020 07:00,80,1,4,2020-04-16 22:00:00,75,2025000,-0.8999695,11.689969900000001,Africa,Worldwide
,Liechtenstein,04/16/2020 07:00,79,1,55,2020-04-16 22:00:00,23,38557,47.1416307,9.553152699999998,Europe,Worldwide
,Barbados,04/16/2020 07:00,75,5,15,2020-04-16 22:00:00,55,285719,13.1500331,-59.52503050000001,North America,Worldwide
,Cayman Islands,04/16/2020 07:00,60,1,6,2020-04-16 22:00:00,53,61559,19.5417212,-80.5667132,North America,Worldwide
,Liberia,04/16/2020 07:00,59,6,4,2020-04-16 22:00:00,49,4732000,5.7499721,-9.3658524,Africa,Worldwide
,Cabo Verde,04/16/2020 07:00,56,1,1,2020-04-16 22:00:00,54,546388,16.0000552,-24.0083947,Africa,Worldwide
,Guyana,04/16/2020 07:00,55,6,8,2020-04-16 22:00:00,41,777859,4.8417097,-58.64168910000001,South America,Worldwide
,French Polynesia,04/16/2020 07:00,55,0,0,2020-04-16 22:00:00,55,283007,-16.0344249,-146.0490931,South America,Worldwide
,Uganda,04/16/2020 07:00,55,0,12,2020-04-16 22:00:00,43,42860000,1.5333553999999998,32.2166578,Africa,Worldwide
,Sint Maarten,04/16/2020 07:00,53,9,5,2020-04-16 22:00:00,39,41109,18.038454,-63.054053,North America,Worldwide
,Bahamas,04/16/2020 07:00,53,8,6,2020-04-16 22:00:00,39,395361,24.7736546,-78.0000547,North America,Worldwide
,Equatorial Guinea,04/16/2020 07:00,51,0,4,2020-04-16 22:00:00,47,1268000,1.6131719999999998,10.5170357,Africa,Worldwide
,Zambia,04/16/2020 07:00,48,2,30,2020-04-16 22:00:00,16,17090000,-14.5186239,27.5599164,Africa,Worldwide
,Libya,04/16/2020 07:00,48,1,11,2020-04-16 22:00:00,36,6375000,26.8234472,18.1236723,Africa,Worldwide
Macau,Macau,04/16/2020 07:00,45,0,16,2020-04-16 22:00:00,29,622567,22.175760500000003,113.5514142,Asia,Worldwide
,Guinea-Bissau,04/16/2020 07:00,43,0,0,2020-04-16 22:00:00,43,1861000,12.100035,-14.9000214,Africa,Worldwide
,Haiti,04/16/2020 07:00,41,3,0,2020-04-16 22:00:00,38,10980000,19.139995199999998,-72.35709720000001,North America,Worldwide
,Saint Martin,04/16/2020 07:00,35,2,13,2020-04-16 22:00:00,20,32125,18.089105,-63.04460400000001,North America,Worldwide
,Benin,04/16/2020 07:00,35,1,18,2020-04-16 22:00:00,16,11180000,9.5293472,2.2584408,Africa,Worldwide
,Eritrea,04/16/2020 07:00,35,0,0,2020-04-16 22:00:00,35,4475000,15.950031900000003,37.999966799999996,Africa,Worldwide
,Syria,04/16/2020 07:00,33,2,5,2020-04-16 22:00:00,26,18270000,34.6401861,39.0494106,Asia,Worldwide
,Sudan,04/16/2020 07:00,32,5,4,2020-04-16 22:00:00,23,40530000,14.584444400000002,29.4917691,Africa,Worldwide
,Mongolia,04/16/2020 07:00,31,0,5,2020-04-16 22:00:00,26,3076000,46.825038799999994,103.8499736,Asia,Worldwide
,Mozambique,04/16/2020 07:00,29,0,2,2020-04-16 22:00:00,27,29670000,-19.302232999999998,34.9144977,Africa,Worldwide
,Chad,04/16/2020 07:00,27,0,5,2020-04-16 22:00:00,22,14900000,15.613413699999999,19.015617199999998,Africa,Worldwide
,Antigua and Barbuda,04/16/2020 07:00,23,3,3,2020-04-16 22:00:00,17,102012,17.223472100000002,-61.9554608,North America,Worldwide
,Zimbabwe,04/16/2020 07:00,23,3,1,2020-04-16 22:00:00,19,16530000,-18.4554963,29.746841399999997,Africa,Worldwide
,Maldives,04/16/2020 07:00,23,0,16,2020-04-16 22:00:00,7,436330,4.7064352,73.3287853,Asia,Worldwide
,Angola,04/16/2020 07:00,19,2,5,2020-04-16 22:00:00,12,29780000,-11.877576800000002,17.5691241,Africa,Worldwide
,Laos,04/16/2020 07:00,19,0,2,2020-04-16 22:00:00,17,6858000,20.0171109,103.378253,Asia,Worldwide
,Belize,04/16/2020 07:00,18,2,0,2020-04-16 22:00:00,16,374681,16.8259793,-88.7600927,North America,Worldwide
,New Caledonia,04/16/2020 07:00,18,0,1,2020-04-16 22:00:00,17,280460,-20.4542886,164.55660580000003,Oceania,Worldwide
,Timor-Leste,04/16/2020 07:00,18,0,1,2020-04-16 22:00:00,17,1296000,-8.5151979,125.83757560000001,Asia,Worldwide
,Fiji,04/16/2020 07:00,17,0,0,2020-04-16 22:00:00,17,905502,-18.123969600000002,179.0122737,Oceania,Worldwide
,Malawi,04/16/2020 07:00,16,2,0,2020-04-16 22:00:00,14,18620000,-13.268720000000002,33.930196,Africa,Worldwide
,Nepal,04/16/2020 07:00,16,0,1,2020-04-16 22:00:00,15,29300000,28.108392900000002,84.0917139,Asia,Worldwide
,Dominica,04/16/2020 07:00,16,0,8,2020-04-16 22:00:00,8,73925,15.450510000000001,-61.344931,North America,Worldwide
,Namibia,04/16/2020 07:00,16,0,3,2020-04-16 22:00:00,13,2534000,-23.2335499,17.323110699999997,Africa,Worldwide
,Eswatini,04/16/2020 07:00,16,0,8,2020-04-16 22:00:00,8,1367000,-26.562480600000004,31.399131699999998,Africa,Worldwide
,Botswana,04/16/2020 07:00,15,1,0,2020-04-16 22:00:00,14,2292000,-23.1681782,24.5928742,Africa,Worldwide
,Saint Lucia,04/16/2020 07:00,15,0,11,2020-04-16 22:00:00,4,178844,13.8250489,-60.975035999999996,North America,Worldwide
,Curacao,04/16/2020 07:00,14,1,10,2020-04-16 22:00:00,3,161014,12.1845,-68.9640875,North America,Worldwide
,Grenada,04/16/2020 07:00,14,0,0,2020-04-16 22:00:00,14,107825,12.136037400000001,-61.69040450000001,North America,Worldwide
,Saint Kitts and Nevis,04/16/2020 07:00,14,0,0,2020-04-16 22:00:00,14,55345,17.250512,-62.6725973,North America,Worldwide
,Sierra Leone,04/16/2020 07:00,13,0,0,2020-04-16 22:00:00,13,7557000,8.6400349,-11.8400269,Africa,Worldwide
,CAR,04/16/2020 07:00,12,0,4,2020-04-16 22:00:00,8,4659000,7.0323598,19.9981227,Africa,Worldwide
,St. Vincent Grenadines,04/16/2020 07:00,12,0,1,2020-04-16 22:00:00,11,109897,12.90447,-61.2765569,North America,Worldwide
,Falkland Islands,04/16/2020 07:00,11,0,1,2020-04-16 22:00:00,10,2840,-51.9666424,-59.5500387,South America,Worldwide
,Greenland,04/16/2020 07:00,11,0,11,2020-04-16 22:00:00,0,56171,77.61923490000001,-42.8125967,North America,Worldwide
,Montserrat,04/16/2020 07:00,11,0,1,2020-04-16 22:00:00,10,5900,16.7417041,-62.19168440000001,North America,Worldwide
,Seychelles,04/16/2020 07:00,11,0,0,2020-04-16 22:00:00,11,95843,-4.6574976999999995,55.45401460000001,Africa,Worldwide
,Suriname,04/16/2020 07:00,10,1,6,2020-04-16 22:00:00,3,563402,4.1413025,-56.07711870000001,South America,Worldwide
,Turks and Caicos,04/16/2020 07:00,10,1,0,2020-04-16 22:00:00,9,35446,21.7214683,-71.62017829999999,North America,Worldwide
,MS Zaandam,04/16/2020 07:00,9,2,0,2020-04-16 22:00:00,7,1829,26.087543,-80.10730600000001,North America,Worldwide
,Gambia,04/16/2020 07:00,9,1,2,2020-04-16 22:00:00,6,2101000,13.470061999999999,-15.4900464,Africa,Worldwide
,Nicaragua,04/16/2020 07:00,9,1,4,2020-04-16 22:00:00,4,6218000,12.609015699999999,-85.29369109999999,North America,Worldwide
,Vatican City,04/16/2020 07:00,8,0,2,2020-04-16 22:00:00,6,1000,41.9038149,12.453152699999999,Europe,Worldwide
,Mauritania,04/16/2020 07:00,7,1,2,2020-04-16 22:00:00,4,4420000,20.254038199999997,-9.2399263,Africa,Worldwide
,St. Barth,04/16/2020 07:00,6,0,4,2020-04-16 22:00:00,2,9131,17.9036287,-62.811568799999996,North America,Worldwide
,Western Sahara,04/16/2020 07:00,6,0,0,2020-04-16 22:00:00,6,593692,24.1188663,-13.950892300000001,Africa,Worldwide
,Burundi,04/16/2020 07:00,5,1,0,2020-04-16 22:00:00,4,10860000,-3.3634357,29.8870575,Africa,Worldwide
,Bhutan,04/16/2020 07:00,5,0,2,2020-04-16 22:00:00,3,807610,27.549511,90.5119273,Asia,Worldwide
,Sao Tome and Principe,04/16/2020 07:00,4,0,0,2020-04-16 22:00:00,4,204327,0.8875497999999999,6.964871799999999,Africa,Worldwide
,South Sudan,04/16/2020 07:00,4,0,0,2020-04-16 22:00:00,4,12580000,7.8699430999999995,29.6667897,Africa,Worldwide
,Anguilla,04/16/2020 07:00,3,0,1,2020-04-16 22:00:00,2,15094,18.195494699999998,-63.07502339999999,North America,Worldwide
,British Virgin Islands,04/16/2020 07:00,3,0,2,2020-04-16 22:00:00,1,31169,18.4024395,-64.5661642,North America,Worldwide
,Caribbean Netherlands,04/16/2020 07:00,3,0,0,2020-04-16 22:00:00,3,25157,12.154702,-68.266323,South America,Worldwide
,Papua New Guinea,04/16/2020 07:00,2,0,0,2020-04-16 22:00:00,2,8251000,-5.6816069,144.2489081,Oceania,Worldwide
,Saint Pierre Miquelon,04/16/2020 07:00,1,0,0,2020-04-16 22:00:00,1,5888,46.7832469,-56.1951589,North America,Worldwide
,Yemen,04/16/2020 07:00,1,0,0,2020-04-16 22:00:00,1,28250000,16.3471243,47.8915271,Asia,Worldwide
