Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,Population,lat,lon
Hubei,China,04/08/2020 03:00,67803,3213,64142,2020-04-08 18:00:00,448,58500000.0,31.1517252,112.8783222
Beijing,China,04/08/2020 03:00,588,8,455,2020-04-08 18:00:00,125,21540000.0,39.906217,116.3912757
Shanghai,China,04/08/2020 03:00,543,6,406,2020-04-08 18:00:00,131,24280000.0,31.2252985,121.4890497
Guangdong,China,04/08/2020 03:00,1536,8,1411,2020-04-08 18:00:00,117,113460000.0,23.1357694,113.1982688
Fujian,China,04/08/2020 03:00,351,1,307,2020-04-08 18:00:00,43,38560000.0,26.5450001,117.842778
Inner Mongolia,China,04/08/2020 03:00,124,1,74,2020-04-08 18:00:00,49,24710000.0,43.2443242,114.3251664
Heilongjiang,China,04/08/2020 03:00,569,13,470,2020-04-08 18:00:00,86,38310000.0,48.00000470000001,127.999992
Zhejiang,China,04/08/2020 03:00,1266,1,1232,2020-04-08 18:00:00,33,57370000.0,29.0000001,119.9999999
Tianjin,China,04/08/2020 03:00,180,3,152,2020-04-08 18:00:00,25,15621200.0,39.1235635,117.1980785
Shandong,China,04/08/2020 03:00,783,7,755,2020-04-08 18:00:00,21,100472400.0,36.0000001,118.9999999
Jiangsu,China,04/08/2020 03:00,651,0,633,2020-04-08 18:00:00,18,80400000.0,33.0000001,119.9999999
Sichuan,China,04/08/2020 03:00,560,3,541,2020-04-08 18:00:00,16,81100000.0,30.5000001,102.4999999
Liaoning,China,04/08/2020 03:00,144,2,131,2020-04-08 18:00:00,11,43900000.0,40.9739116,122.3263915
Hebei,China,04/08/2020 03:00,327,6,312,2020-04-08 18:00:00,9,74700000.0,39.0000001,116.0
Yunnan,China,04/08/2020 03:00,184,2,173,2020-04-08 18:00:00,9,45970000.0,25.0,102.0
Shaanxi,China,04/08/2020 03:00,256,3,246,2020-04-08 18:00:00,7,37330000.0,36.0,109.0
Gansu,China,04/08/2020 03:00,139,2,133,2020-04-08 18:00:00,4,25580000.0,38.0000001,101.9999999
Shanxi,China,04/08/2020 03:00,163,0,134,2020-04-08 18:00:00,29,36500000.0,37.0,112.0
Jilin,China,04/08/2020 03:00,98,1,92,2020-04-08 18:00:00,5,27460000.0,42.9995032,125.9816054
Chongqing,China,04/08/2020 03:00,579,6,570,2020-04-08 18:00:00,3,30480000.0,29.5585712,106.5492822
Henan,China,04/08/2020 03:00,1276,22,1252,2020-04-08 18:00:00,2,95590000.0,34.0000001,113.9999999
Hunan,China,04/08/2020 03:00,1019,4,1014,2020-04-08 18:00:00,1,67370000.0,27.6662087,111.7487063
Jiangxi,China,04/08/2020 03:00,937,1,935,2020-04-08 18:00:00,1,45200000.0,28.0,116.0
Guizhou,China,04/08/2020 03:00,147,2,144,2020-04-08 18:00:00,1,34750000.0,27.0,107.0
Anhui,China,04/08/2020 03:00,990,6,984,2020-04-08 18:00:00,0,62000000.0,32.0,117.0
Guangxi,China,04/08/2020 03:00,254,2,252,2020-04-08 18:00:00,0,48380000.0,24.0,109.0
Hainan,China,04/08/2020 03:00,168,6,162,2020-04-08 18:00:00,0,9258000.0,19.2000001,109.5999999
Xinjiang,China,04/08/2020 03:00,76,3,73,2020-04-08 18:00:00,0,21810000.0,41.7574769,87.1673842
Ningxia,China,04/08/2020 03:00,75,0,75,2020-04-08 18:00:00,0,6301000.0,37.3095528,105.9608553
Qinghai,China,04/08/2020 03:00,18,0,18,2020-04-08 18:00:00,0,5627000.0,35.40709520000001,95.9521157
Tibet,China,04/08/2020 03:00,1,0,1,2020-04-08 18:00:00,0,3180000.0,31.8943432,87.07813709999998
New South Wales,Australia,04/08/2020 03:00,2734,21,4,2020-04-08 18:00:00,2709,7544000.0,-33.8548157,151.2164539
Queensland,Australia,04/08/2020 03:00,943,5,173,2020-04-08 18:00:00,765,5071000.0,-27.4689682,153.02349909999995
Victoria,Australia,04/08/2020 03:00,1212,12,686,2020-04-08 18:00:00,514,6359000.0,-37.814217600000006,144.9631608
South Australia,Australia,04/08/2020 03:00,420,2,53,2020-04-08 18:00:00,365,1677000.0,-34.9281805,138.5999312
Western Australia,Australia,04/08/2020 03:00,470,6,170,2020-04-08 18:00:00,294,2589000.0,-31.95271210000001,115.8604796
Tasmania,Australia,04/08/2020 03:00,98,3,29,2020-04-08 18:00:00,66,515000.0,-42.8825088,147.3281233
Australian Capital Territory,Australia,04/08/2020 03:00,99,2,40,2020-04-08 18:00:00,57,412576.0,-35.488350200000006,149.00269419999995
Northern Territory,Australia,04/08/2020 03:00,28,0,2,2020-04-08 18:00:00,26,211945.0,-12.46044,130.8410469
,Artania Cruise,04/08/2020 03:00,41,0,0,2020-04-08 18:00:00,41,1300.0,-32.065715000000004,115.677863
,Australia,04/08/2020 03:00,0,0,1490,2020-04-08 18:00:00,-1490,,-24.7761086,134.755
New York,US,04/08/2020 03:00,140386,5489,15592,2020-04-08 18:00:00,119305,19542200.0,40.7127281,-74.0060152
New Jersey,US,04/08/2020 03:00,44416,1232,51,2020-04-08 18:00:00,43133,8909000.0,40.0757384,-74.4041622
Michigan,US,04/08/2020 03:00,18970,845,94,2020-04-08 18:00:00,18031,9996000.0,43.6211955,-84.6824346
California,US,04/08/2020 03:00,17625,452,341,2020-04-08 18:00:00,16832,39560000.0,36.7014631,-118.7559974
Louisiana,US,04/08/2020 03:00,16284,582,0,2020-04-08 18:00:00,15702,4660000.0,30.8703881,-92.007126
Massachusetts,US,04/08/2020 03:00,15202,356,311,2020-04-08 18:00:00,14535,6902000.0,42.3788774,-72.03236600000002
Pennsylvania,US,04/08/2020 03:00,14956,250,134,2020-04-08 18:00:00,14572,12810000.0,40.9699889,-77.72788309999999
Florida,US,04/08/2020 03:00,14747,296,0,2020-04-08 18:00:00,14451,21300000.0,27.7567667,-81.4639835
Illinois,US,04/08/2020 03:00,13553,380,26,2020-04-08 18:00:00,13147,12740000.0,40.0796606,-89.4337288
Texas,US,04/08/2020 03:00,9204,176,976,2020-04-08 18:00:00,8052,28700000.0,31.8160381,-99.5120986
Georgia,US,04/08/2020 03:00,9156,348,0,2020-04-08 18:00:00,8808,10520000.0,32.329380900000004,-83.1137366
WA,US,04/08/2020 03:00,8982,408,891,2020-04-08 18:00:00,7683,7536000.0,47.2868352,-120.2126139
Connecticut,US,04/08/2020 03:00,7781,277,0,2020-04-08 18:00:00,7504,3573000.0,41.6500201,-72.7342163
Indiana,US,04/08/2020 03:00,5510,173,0,2020-04-08 18:00:00,5337,6692000.0,40.3270127,-86.1746933
Colorado,US,04/08/2020 03:00,5429,179,0,2020-04-08 18:00:00,5250,5696000.0,38.7251776,-105.6077167
Ohio,US,04/08/2020 03:00,4782,167,0,2020-04-08 18:00:00,4615,11690000.0,40.2253569,-82.6881395
Maryland,US,04/08/2020 03:00,4371,103,288,2020-04-08 18:00:00,3980,6043000.0,39.5162234,-76.9382069
Tennessee,US,04/08/2020 03:00,4139,72,356,2020-04-08 18:00:00,3711,6770000.0,35.7730076,-86.28200809999998
North Carolina,US,04/08/2020 03:00,3347,58,190,2020-04-08 18:00:00,3099,10380000.0,35.6729639,-79.03929190000002
Virginia,US,04/08/2020 03:00,3335,66,2,2020-04-08 18:00:00,3267,8518000.0,37.1232245,-78.4927721
Missouri,US,04/08/2020 03:00,3209,86,74,2020-04-08 18:00:00,3049,6126000.0,38.7604815,-92.5617875
Wisconsin,US,04/08/2020 03:00,2578,93,1,2020-04-08 18:00:00,2484,5814000.0,44.4308975,-89.6884637
Arizona,US,04/08/2020 03:00,2575,73,3,2020-04-08 18:00:00,2499,7172000.0,34.395342,-111.7632755
South Carolina,US,04/08/2020 03:00,2417,51,0,2020-04-08 18:00:00,2366,5084000.0,33.687438799999995,-80.4363743
Alabama,US,04/08/2020 03:00,2197,64,0,2020-04-08 18:00:00,2133,4888000.0,33.2588817,-86.8295337
Nevada,US,04/08/2020 03:00,2131,72,38,2020-04-08 18:00:00,2021,3034000.0,39.5158825,-116.8537227
Mississippi,US,04/08/2020 03:00,1915,60,0,2020-04-08 18:00:00,1855,2987000.0,32.9715645,-89.7348497
Utah,US,04/08/2020 03:00,1739,13,26,2020-04-08 18:00:00,1700,3161000.0,39.4225192,-111.7143584
Oklahoma,US,04/08/2020 03:00,1474,67,409,2020-04-08 18:00:00,998,3943000.0,34.9550817,-97.2684063
Rhode Island,US,04/08/2020 03:00,1229,30,0,2020-04-08 18:00:00,1199,1057000.0,41.7962409,-71.59923719999998
Washington DC,US,04/08/2020 03:00,1211,22,318,2020-04-08 18:00:00,871,633427.0,38.89489320000001,-77.0365529
