Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Hubei,China,02/13/2020 00:30,48206,1310,3441,,2020-02-13 16:30:00,31.1517252,112.8783222
Guangdong,China,02/13/2020 00:30,1241,2,289,,2020-02-13 16:30:00,23.1357694,113.1982688
Henan,China,02/13/2020 00:30,1169,10,262,,2020-02-13 16:30:00,34.0000001,113.9999999
Zhejiang,China,02/13/2020 00:30,1145,0,327,,2020-02-13 16:30:00,29.0000001,119.9999999
Hunan,China,02/13/2020 00:30,968,2,314,,2020-02-13 16:30:00,27.6662087,111.7487063
Anhui,China,02/13/2020 00:30,910,5,135,,2020-02-13 16:30:00,32.0,117.0
Jiangxi,China,02/13/2020 00:30,872,1,170,,2020-02-13 16:30:00,28.0,116.0
Jiangsu,China,02/13/2020 00:30,570,0,131,,2020-02-13 16:30:00,33.0000001,119.9999999
Chongqing,China,02/13/2020 00:30,518,3,102,,2020-02-13 16:30:00,29.5585712,106.5492822
Shandong,China,02/13/2020 00:30,506,2,103,,2020-02-13 16:30:00,36.0000001,118.9999999
Sichuan,China,02/13/2020 00:30,451,1,96,,2020-02-13 16:30:00,30.5000001,102.4999999
Heilongjiang,China,02/13/2020 00:30,395,9,31,,2020-02-13 16:30:00,48.0000047,127.999992
Beijing,China,02/13/2020 00:30,366,3,68,,2020-02-13 16:30:00,39.906217,116.3912757
Shanghai,China,02/13/2020 00:30,313,1,57,,2020-02-13 16:30:00,31.2252985,121.4890497
Fujian,China,02/13/2020 00:30,279,0,54,,2020-02-13 16:30:00,26.5450001,117.842778
Hebei,China,02/13/2020 00:30,265,3,56,,2020-02-13 16:30:00,39.0000001,116.0
Shaanxi,China,02/13/2020 00:30,229,0,44,,2020-02-13 16:30:00,36.0,109.0
Guangxi,China,02/13/2020 00:30,222,2,33,,2020-02-13 16:30:00,24.0,109.0
Yokohama,Japan,02/13/2020 00:30,218,0,0,,2020-02-13 16:30:00,35.444991,139.636768
Hainan,China,02/13/2020 00:30,157,4,27,,2020-02-13 16:30:00,19.2000001,109.5999999
Yunnan,China,02/13/2020 00:30,155,0,25,,2020-02-13 16:30:00,25.0,102.0
Guizhou,China,02/13/2020 00:30,135,1,20,,2020-02-13 16:30:00,27.0,107.0
Shanxi,China,02/13/2020 00:30,126,0,33,,2020-02-13 16:30:00,37.0,112.0
Liaoning,China,02/13/2020 00:30,116,1,21,,2020-02-13 16:30:00,40.9739116,122.3263915
Tianjin,China,02/13/2020 00:30,113,3,11,,2020-02-13 16:30:00,39.1235635,117.1980785
Gansu,China,02/13/2020 00:30,87,2,31,,2020-02-13 16:30:00,38.0000001,101.9999999
Jilin,China,02/13/2020 00:30,84,1,22,,2020-02-13 16:30:00,42.9995032,125.9816054
Xinjiang,China,02/13/2020 00:30,63,1,3,,2020-02-13 16:30:00,41.7574769,87.1673842
Inner Mongolia,China,02/13/2020 00:30,61,0,6,,2020-02-13 16:30:00,43.2443242,114.3251664
Ningxia,China,02/13/2020 00:30,64,0,24,,2020-02-13 16:30:00,37.3095528,105.9608553
Hong Kong,Hong Kong,02/13/2020 00:30,50,1,1,,2020-02-13 16:30:00,22.2793278,114.1628131
,Singapore,02/13/2020 00:30,50,0,15,,2020-02-13 16:30:00,1.340863,103.8303918
,Thailand,02/13/2020 00:30,33,0,10,,2020-02-13 16:30:00,18.7544594,100.624804
,Japan,02/13/2020 00:30,29,0,9,,2020-02-13 16:30:00,34.9046568,136.6310496
,South Korea,02/13/2020 00:30,28,0,7,,2020-02-13 16:30:00,36.5581914,127.9408564
Qinghai,China,02/13/2020 00:30,18,0,9,,2020-02-13 16:30:00,35.4070952,95.9521157
Taiwan,Taiwan,02/13/2020 00:30,18,0,1,,2020-02-13 16:30:00,23.9739374,120.9820179
,Malaysia,02/13/2020 00:30,18,0,3,,2020-02-13 16:30:00,4.5693754,102.2656823
,Germany,02/13/2020 00:30,16,0,0,,2020-02-13 16:30:00,51.0834196,10.4234469
,Vietnam,02/13/2020 00:30,15,0,6,,2020-02-13 16:30:00,13.2904027,108.4265113
,France,02/13/2020 00:30,11,0,2,,2020-02-13 16:30:00,45.1562575,5.4515829
Macau,Macau,02/13/2020 00:30,10,0,2,,2020-02-13 16:30:00,22.1757605,113.5514142
