Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,Continent,World,lat,lon
Heilongjiang,China,05/02/2020 07:00,944,13,605,0,0,2020-05-02 22:00:00,326,38310000.0,Asia,Worldwide,48.000004700000005,127.99999199999999
Shanghai,China,05/02/2020 07:00,652,7,612,0,0,2020-05-02 22:00:00,33,24280000.0,Asia,Worldwide,31.225298499999997,121.4890497
Inner Mongolia,China,05/02/2020 07:00,201,1,154,0,0,2020-05-02 22:00:00,46,24710000.0,Asia,Worldwide,43.2443242,114.32516640000001
Shaanxi,China,05/02/2020 07:00,306,3,254,0,0,2020-05-02 22:00:00,49,37330000.0,Asia,Worldwide,36.0,109.0
Beijing,China,05/02/2020 07:00,593,9,547,0,0,2020-05-02 22:00:00,37,21540000.0,Asia,Worldwide,39.906217,116.3912757
Shanxi,China,05/02/2020 07:00,197,0,176,0,0,2020-05-02 22:00:00,21,36500000.0,Asia,Worldwide,37.0,112.0
Guangdong,China,05/02/2020 07:00,1588,8,1567,0,0,2020-05-02 22:00:00,13,113460000.0,Asia,Worldwide,23.135769399999997,113.19826880000001
Shandong,China,05/02/2020 07:00,787,7,772,0,0,2020-05-02 22:00:00,8,100472400.0,Asia,Worldwide,36.0000001,118.9999999
Jilin,China,05/02/2020 07:00,112,1,102,0,0,2020-05-02 22:00:00,9,27460000.0,Asia,Worldwide,42.9995032,125.9816054
Jiangsu,China,05/02/2020 07:00,653,0,650,0,0,2020-05-02 22:00:00,3,80400000.0,Asia,Worldwide,33.0000001,119.9999999
Zhejiang,China,05/02/2020 07:00,1268,1,1265,0,0,2020-05-02 22:00:00,2,57370000.0,Asia,Worldwide,29.000000099999998,119.9999999
Fujian,China,05/02/2020 07:00,356,1,353,0,0,2020-05-02 22:00:00,2,38560000.0,Asia,Worldwide,26.5450001,117.84277800000001
Tianjin,China,05/02/2020 07:00,190,3,185,0,0,2020-05-02 22:00:00,2,15621200.0,Asia,Worldwide,39.1235635,117.1980785
Hebei,China,05/02/2020 07:00,328,6,318,0,0,2020-05-02 22:00:00,4,74700000.0,Asia,Worldwide,39.0000001,116.0
Yunnan,China,05/02/2020 07:00,185,2,181,0,0,2020-05-02 22:00:00,2,45970000.0,Asia,Worldwide,25.0,102.0
