Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Date_last_updated_AEDT,Remaining,Population,lat,lon,Continent,World
New York,US,04/18/2020 05:00,235395,17131,28227,0,2020-04-18 20:00:00,190037,19542200,40.7127281,-74.0060152,North America,Worldwide
New Jersey,US,04/18/2020 05:00,78467,3840,470,0,2020-04-18 20:00:00,74157,8909000,40.0757384,-74.4041622,North America,Worldwide
Massachusetts,US,04/18/2020 05:00,34402,1404,729,0,2020-04-18 20:00:00,32269,6902000,42.3788774,-72.03236600000001,North America,Worldwide
Pennsylvania,US,04/18/2020 05:00,30031,921,340,0,2020-04-18 20:00:00,28770,12810000,40.9699889,-77.72788309999999,North America,Worldwide
Michigan,US,04/18/2020 05:00,30023,2227,502,0,2020-04-18 20:00:00,27294,9996000,43.6211955,-84.6824346,North America,Worldwide
California,US,04/18/2020 05:00,29425,1057,2560,0,2020-04-18 20:00:00,25808,39560000,36.7014631,-118.75599740000001,North America,Worldwide
Illinois,US,04/18/2020 05:00,27577,1132,465,0,2020-04-18 20:00:00,25980,12740000,40.079660600000004,-89.4337288,North America,Worldwide
Florida,US,04/18/2020 05:00,24759,726,174,0,2020-04-18 20:00:00,23859,21300000,27.7567667,-81.4639835,North America,Worldwide
Louisiana,US,04/18/2020 05:00,23118,1213,0,0,2020-04-18 20:00:00,21905,4660000,30.8703881,-92.007126,North America,Worldwide
Texas,US,04/18/2020 05:00,18078,459,4202,0,2020-04-18 20:00:00,13417,28700000,31.8160381,-99.51209859999999,North America,Worldwide
Georgia,US,04/18/2020 05:00,17432,668,340,0,2020-04-18 20:00:00,16424,10520000,32.329380900000004,-83.1137366,North America,Worldwide
Connecticut,US,04/18/2020 05:00,16809,1036,63,0,2020-04-18 20:00:00,15710,3573000,41.6500201,-72.7342163,North America,Worldwide
WA,US,04/18/2020 05:00,11707,610,1757,0,2020-04-18 20:00:00,9340,7536000,47.2868352,-120.2126139,North America,Worldwide
Maryland,US,04/18/2020 05:00,11572,493,736,0,2020-04-18 20:00:00,10343,6043000,39.5162234,-76.9382069,North America,Worldwide
Indiana,US,04/18/2020 05:00,10154,519,150,0,2020-04-18 20:00:00,9485,6692000,40.327012700000004,-86.1746933,North America,Worldwide
Ohio,US,04/18/2020 05:00,9107,418,448,0,2020-04-18 20:00:00,8241,11690000,40.225356899999994,-82.6881395,North America,Worldwide
Colorado,US,04/18/2020 05:00,9047,391,510,0,2020-04-18 20:00:00,8146,5696000,38.7251776,-105.60771670000001,North America,Worldwide
Virginia,US,04/18/2020 05:00,7491,231,721,0,2020-04-18 20:00:00,6539,8518000,37.1232245,-78.4927721,North America,Worldwide
Tennessee,US,04/18/2020 05:00,6589,142,3018,0,2020-04-18 20:00:00,3429,6770000,35.7730076,-86.28200809999998,North America,Worldwide
North Carolina,US,04/18/2020 05:00,6198,181,997,0,2020-04-18 20:00:00,5020,10380000,35.6729639,-79.03929190000001,North America,Worldwide
Missouri,US,04/18/2020 05:00,5446,189,502,0,2020-04-18 20:00:00,4755,6126000,38.7604815,-92.5617875,North America,Worldwide
Alabama,US,04/18/2020 05:00,4572,151,0,0,2020-04-18 20:00:00,4421,4888000,33.258881699999996,-86.8295337,North America,Worldwide
Arizona,US,04/18/2020 05:00,4511,169,6,0,2020-04-18 20:00:00,4336,7172000,34.395342,-111.76327549999999,North America,Worldwide
Rhode Island,US,04/18/2020 05:00,4177,118,0,0,2020-04-18 20:00:00,4059,1057000,41.7962409,-71.59923719999999,North America,Worldwide
South Carolina,US,04/18/2020 05:00,4086,116,0,0,2020-04-18 20:00:00,3970,5084000,33.687438799999995,-80.4363743,North America,Worldwide
Wisconsin,US,04/18/2020 05:00,4053,206,135,0,2020-04-18 20:00:00,3712,5814000,44.4308975,-89.6884637,North America,Worldwide
Mississippi,US,04/18/2020 05:00,3793,140,0,0,2020-04-18 20:00:00,3653,2987000,32.9715645,-89.7348497,North America,Worldwide
Nevada,US,04/18/2020 05:00,3524,142,1664,0,2020-04-18 20:00:00,1718,3034000,39.515882500000004,-116.85372269999999,North America,Worldwide
Utah,US,04/18/2020 05:00,2810,23,220,0,2020-04-18 20:00:00,2567,3161000,39.4225192,-111.71435840000001,North America,Worldwide
Kentucky,US,04/18/2020 05:00,2522,137,956,0,2020-04-18 20:00:00,1429,4468000,37.5726028,-85.1551411,North America,Worldwide
Washington DC,US,04/18/2020 05:00,2476,86,573,0,2020-04-18 20:00:00,1817,633427,38.894893200000006,-77.0365529,North America,Worldwide
Oklahoma,US,04/18/2020 05:00,2465,136,1060,0,2020-04-18 20:00:00,1269,3943000,34.9550817,-97.2684063,North America,Worldwide
Iowa,US,04/18/2020 05:00,2333,64,1007,0,2020-04-18 20:00:00,1262,3156000,41.9216734,-93.3122705,North America,Worldwide
Delaware,US,04/18/2020 05:00,2323,61,378,0,2020-04-18 20:00:00,1884,967171,38.6920451,-75.4013315,North America,Worldwide
Minnesota,US,04/18/2020 05:00,2070,111,1066,0,2020-04-18 20:00:00,893,5611000,45.98965870000001,-94.6113288,North America,Worldwide
Oregon,US,04/18/2020 05:00,1785,70,42,0,2020-04-18 20:00:00,1673,4191000,43.9792797,-120.737257,North America,Worldwide
Kansas,US,04/18/2020 05:00,1742,84,421,0,2020-04-18 20:00:00,1237,2912000,38.27312,-98.58218719999999,North America,Worldwide
New Mexico,US,04/18/2020 05:00,1711,51,382,0,2020-04-18 20:00:00,1278,2095000,34.5708167,-105.993007,North America,Worldwide
Arkansas,US,04/18/2020 05:00,1695,37,548,0,2020-04-18 20:00:00,1110,3014000,35.2048883,-92.4479108,North America,Worldwide
Idaho,US,04/18/2020 05:00,1655,41,390,0,2020-04-18 20:00:00,1224,1754000,43.644764200000004,-114.0154071,North America,Worldwide
South Dakota,US,04/18/2020 05:00,1411,7,457,0,2020-04-18 20:00:00,947,882235,44.6471761,-100.348761,North America,Worldwide
New Hampshire,US,04/18/2020 05:00,1287,37,468,0,2020-04-18 20:00:00,782,1356000,43.484913299999995,-71.6553992,North America,Worldwide
Nebraska,US,04/18/2020 05:00,1138,24,0,0,2020-04-18 20:00:00,1114,1929000,41.7370229,-99.5873816,North America,Worldwide
Puerto Rico,US,04/18/2020 05:00,1068,58,0,0,2020-04-18 20:00:00,1010,3195000,18.2214149,-66.4132818,North America,Worldwide
Navajo Nation,US,04/18/2020 05:00,1042,41,0,0,2020-04-18 20:00:00,1001,356890,36.3089731,-109.32568799999999,North America,Worldwide
Maine,US,04/18/2020 05:00,827,29,352,0,2020-04-18 20:00:00,446,1338000,45.709097,-68.8590201,North America,Worldwide
Vermont,US,04/18/2020 05:00,779,35,0,0,2020-04-18 20:00:00,744,626299,44.5990718,-72.5002608,North America,Worldwide
West Virginia,US,04/18/2020 05:00,776,16,223,0,2020-04-18 20:00:00,537,1806000,38.475840600000005,-80.84084150000001,North America,Worldwide
Hawaii,US,04/18/2020 05:00,553,9,374,0,2020-04-18 20:00:00,170,1420000,21.2160437,-157.975203,North America,Worldwide
North Dakota,US,04/18/2020 05:00,439,9,172,0,2020-04-18 20:00:00,258,760077,47.6201461,-100.540737,North America,Worldwide
Montana,US,04/18/2020 05:00,422,10,233,0,2020-04-18 20:00:00,179,1062000,47.3752671,-109.63875790000002,North America,Worldwide
Alaska,US,04/18/2020 05:00,309,9,110,0,2020-04-18 20:00:00,190,737438,64.44596130000001,-149.680909,North America,Worldwide
Wyoming,US,04/18/2020 05:00,305,2,187,0,2020-04-18 20:00:00,116,577737,43.1700264,-107.5685348,North America,Worldwide
Guam,US,04/18/2020 05:00,136,5,97,0,2020-04-18 20:00:00,34,164229,13.4501257,144.757551,North America,Worldwide
Grand Princess,US,04/18/2020 05:00,103,3,0,0,2020-04-18 20:00:00,100,3500,37.7268801,-122.203452,North America,Worldwide
US Virgin Islands,US,04/18/2020 05:00,51,2,43,0,2020-04-18 20:00:00,6,107268,17.789187,-64.7080574,North America,Worldwide
Diamond Princess,US,04/18/2020 05:00,49,0,0,0,2020-04-18 20:00:00,49,3700,41.258745899999994,-95.93837579999999,North America,Worldwide
Quebec,Canada,04/18/2020 05:00,16798,688,3068,0,2020-04-18 20:00:00,13042,8485000,52.4760892,-71.8258668,North America,Worldwide
Ontario,Canada,04/18/2020 05:00,10456,524,4556,0,2020-04-18 20:00:00,5376,14570000,50.000678,-86.000977,North America,Worldwide
Alberta,Canada,04/18/2020 05:00,2397,50,1124,0,2020-04-18 20:00:00,1223,4371000,55.001251,-115.00213600000001,North America,Worldwide
British Columbia,Canada,04/18/2020 05:00,1618,78,983,0,2020-04-18 20:00:00,557,5071000,55.001251,-125.00244099999999,North America,Worldwide
Nova Scotia,Canada,04/18/2020 05:00,606,4,177,0,2020-04-18 20:00:00,425,971395,45.1960403,-63.1653789,North America,Worldwide
Saskatchewan,Canada,04/18/2020 05:00,307,4,228,0,2020-04-18 20:00:00,75,1174000,55.5321257,-106.1412243,North America,Worldwide
Newfoundland and Labrador,Canada,04/18/2020 05:00,256,3,176,0,2020-04-18 20:00:00,77,521542,53.821732700000005,-61.2295532,North America,Worldwide
Manitoba,Canada,04/18/2020 05:00,250,5,132,0,2020-04-18 20:00:00,113,1369000,55.001251,-97.001038,North America,Worldwide
New Brunswick,Canada,04/18/2020 05:00,117,0,83,0,2020-04-18 20:00:00,34,776827,46.500283,-66.75018299999999,North America,Worldwide
Prince Edward Island,Canada,04/18/2020 05:00,26,0,23,0,2020-04-18 20:00:00,3,156947,46.5035454,-63.595517099999995,North America,Worldwide
Yukon,Canada,04/18/2020 05:00,8,0,6,0,2020-04-18 20:00:00,2,35874,63.000147,-136.002502,North America,Worldwide
Northwest Territories,Canada,04/18/2020 05:00,5,0,3,0,2020-04-18 20:00:00,2,44826,65.00000039999999,-118.0,North America,Worldwide
,US,04/18/2020 05:00,0,0,0,3579797,2020-04-18 20:00:00,0,0,39.7837304,-100.4458825,North America,Worldwide
,Canada,04/18/2020 05:00,0,0,0,507701,2020-04-18 20:00:00,0,0,61.0666922,-107.9917071,North America,Worldwide
,Spain,04/18/2020 05:00,190839,20002,74797,930230,2020-04-18 20:00:00,96040,46660000,39.3262345,-4.838064900000001,Europe,Worldwide
,Italy,04/18/2020 05:00,172434,22745,42727,1244108,2020-04-18 20:00:00,106962,60480000,45.6209,9.768892999999998,Europe,Worldwide
,France,04/18/2020 05:00,147969,18681,34420,463662,2020-04-18 20:00:00,94868,66990000,46.603353999999996,1.8883334999999999,Europe,Worldwide
,Germany,04/18/2020 05:00,141397,4352,85400,1728357,2020-04-18 20:00:00,51645,82790000,51.0834196,10.4234469,Europe,Worldwide
,UK,04/18/2020 05:00,108692,14576,626,438991,2020-04-18 20:00:00,93490,66440000,54.702354500000006,-3.2765752999999997,Europe,Worldwide
,Iran,04/18/2020 05:00,79494,4958,54064,319879,2020-04-18 20:00:00,20472,81160000,32.6475314,54.56435160000001,Asia,Worldwide
,Turkey,04/18/2020 05:00,78546,1769,8631,558413,2020-04-18 20:00:00,68146,80810000,38.959759399999996,34.9249653,Asia,Worldwide
Brussels,Belgium,04/18/2020 05:00,37183,5453,8348,139387,2020-04-18 20:00:00,23382,11400000,50.8436709,4.3674367,Europe,Worldwide
,Russia,04/18/2020 05:00,36793,313,3057,1810000,2020-04-18 20:00:00,33423,144500000,64.6863136,97.7453061,Europe,Worldwide
,Brazil,04/18/2020 05:00,34221,2171,14026,62985,2020-04-18 20:00:00,18024,209300000,-10.333333300000001,-53.2,South America,Worldwide
,Netherlands,04/18/2020 05:00,30449,3459,250,154911,2020-04-18 20:00:00,26740,17180000,52.500169799999995,5.7480820999999995,Europe,Worldwide
,Switzerland,04/18/2020 05:00,27078,1336,16400,206400,2020-04-18 20:00:00,9342,8570000,46.7985624,8.231973599999998,Europe,Worldwide
,Portugal,04/18/2020 05:00,19022,657,519,234207,2020-04-18 20:00:00,17846,10290000,40.0332629,-7.889626299999999,Europe,Worldwide
,Austria,04/18/2020 05:00,14619,431,10214,169272,2020-04-18 20:00:00,3974,8822000,47.2000338,13.199959,Europe,Worldwide
,India,04/18/2020 05:00,14425,488,2045,335123,2020-04-18 20:00:00,11892,1339000000,22.3511148,78.6677428,Asia,Worldwide
,Ireland,04/18/2020 05:00,13980,530,77,90646,2020-04-18 20:00:00,13373,4830000,52.865196,-7.9794599,Europe,Worldwide
,Peru,04/18/2020 05:00,13489,300,6541,127513,2020-04-18 20:00:00,6648,32170000,-6.8699697,-75.0458515,South America,Worldwide
,Sweden,04/18/2020 05:00,13216,1400,550,74600,2020-04-18 20:00:00,11266,10120000,59.67497120000001,14.5208584,Europe,Worldwide
,Israel,04/18/2020 05:00,13107,158,3247,187250,2020-04-18 20:00:00,9702,8712000,31.531311300000002,34.8667654,Asia,Worldwide
,South Korea,04/18/2020 05:00,10653,232,7937,546463,2020-04-18 20:00:00,2484,51470000,35.8713,128.6018,Asia,Worldwide
,Japan,04/18/2020 05:00,9787,190,935,100703,2020-04-18 20:00:00,8662,126800000,36.5748441,139.2394179,Asia,Worldwide
,Chile,04/18/2020 05:00,9252,116,3621,103873,2020-04-18 20:00:00,5515,18050000,-31.7613365,-71.3187697,South America,Worldwide
,Poland,04/18/2020 05:00,8563,339,981,179654,2020-04-18 20:00:00,7243,37980000,52.215933,19.134422,Europe,Worldwide
,Ecuador,04/18/2020 05:00,8450,421,838,27868,2020-04-18 20:00:00,7191,16620000,-1.3397668,-79.3666965,South America,Worldwide
,Romania,04/18/2020 05:00,8067,417,1508,85805,2020-04-18 20:00:00,6142,19530000,45.98521289999999,24.6859225,Europe,Worldwide
,Pakistan,04/18/2020 05:00,7481,143,1832,92548,2020-04-18 20:00:00,5506,197000000,30.3308401,71.247499,Asia,Worldwide
,Saudi Arabia,04/18/2020 05:00,7142,87,1049,150000,2020-04-18 20:00:00,6006,32940000,25.624261800000003,42.352832799999995,Asia,Worldwide
,Denmark,04/18/2020 05:00,7073,336,3389,87024,2020-04-18 20:00:00,3348,5603000,55.670249,10.333328300000002,Europe,Worldwide
,Norway,04/18/2020 05:00,6992,162,32,136236,2020-04-18 20:00:00,6798,5368000,60.5000209,9.099971499999999,Europe,Worldwide
,Mexico,04/18/2020 05:00,6875,546,2125,48365,2020-04-18 20:00:00,4204,129200000,19.4326296,-99.1331785,North America,Worldwide
,Czechia,04/18/2020 05:00,6553,176,1183,162533,2020-04-18 20:00:00,5194,10650000,49.816700299999994,15.4749544,Europe,Worldwide
,United Arab Emirates,04/18/2020 05:00,6302,37,1188,767000,2020-04-18 20:00:00,5077,9400000,24.0002488,53.999482900000004,Asia,Worldwide
,Indonesia,04/18/2020 05:00,6248,535,631,37134,2020-04-18 20:00:00,5082,264000000,-2.4833826,117.89028529999999,Asia,Worldwide
,Philippines,04/18/2020 05:00,6087,397,516,49613,2020-04-18 20:00:00,5174,104900000,12.750348599999999,122.7312101,Asia,Worldwide
,Singapore,04/18/2020 05:00,5992,11,708,94796,2020-04-18 20:00:00,5273,5612000,1.340863,103.8303918,Asia,Worldwide
,Serbia,04/18/2020 05:00,5690,110,534,32566,2020-04-18 20:00:00,5046,7022000,44.02432279999999,21.0765743,Europe,Worldwide
,Malaysia,04/18/2020 05:00,5305,88,3102,96695,2020-04-18 20:00:00,2115,31620000,4.5693754,102.2656823,Asia,Worldwide
,Ukraine,04/18/2020 05:00,5106,133,275,52534,2020-04-18 20:00:00,4698,42220000,49.4871968,31.2718321,Europe,Worldwide
,Belarus,04/18/2020 05:00,4779,42,342,86813,2020-04-18 20:00:00,4395,9508000,53.4250605,27.6971358,Europe,Worldwide
,Qatar,04/18/2020 05:00,4663,7,464,58328,2020-04-18 20:00:00,4192,2639000,25.3336984,51.2295295,Asia,Worldwide
,Panama,04/18/2020 05:00,4210,116,122,18559,2020-04-18 20:00:00,3972,4099000,8.559559,-81.1308434,North America,Worldwide
,Dominican Republic,04/18/2020 05:00,4126,200,268,13282,2020-04-18 20:00:00,3658,10770000,19.0974031,-70.30280259999999,North America,Worldwide
,Finland,04/18/2020 05:00,3489,82,1700,52500,2020-04-18 20:00:00,1707,5513000,63.2467777,25.9209164,Europe,Worldwide
,Luxembourg,04/18/2020 05:00,3480,72,579,32394,2020-04-18 20:00:00,2829,602005,49.8158683,6.1296751,Europe,Worldwide
,Colombia,04/18/2020 05:00,3439,153,634,55573,2020-04-18 20:00:00,2652,49070000,2.8894433999999998,-73.78389200000001,South America,Worldwide
,Egypt,04/18/2020 05:00,2844,205,646,25000,2020-04-18 20:00:00,1993,97550000,26.254049300000002,29.2675469,Africa,Worldwide
,South Africa,04/18/2020 05:00,2783,50,903,100827,2020-04-18 20:00:00,1830,56720000,-28.816623600000003,24.991639000000003,Africa,Worldwide
,Argentina,04/18/2020 05:00,2758,129,666,28650,2020-04-18 20:00:00,1963,44270000,-34.9964963,-64.9672817,South America,Worldwide
,Thailand,04/18/2020 05:00,2733,47,1787,100498,2020-04-18 20:00:00,899,69040000,14.8971921,100.83273,Asia,Worldwide
,Morocco,04/18/2020 05:00,2670,137,298,13111,2020-04-18 20:00:00,2235,35740000,31.1728205,-7.3362482,Africa,Worldwide
,Algeria,04/18/2020 05:00,2418,364,846,3359,2020-04-18 20:00:00,1208,41320000,28.000027199999998,2.9999825,Africa,Worldwide
,Moldova,04/18/2020 05:00,2264,56,391,9848,2020-04-18 20:00:00,1817,3550000,47.28796079999999,28.5670941,Europe,Worldwide
,Greece,04/18/2020 05:00,2224,108,269,50771,2020-04-18 20:00:00,1847,10740000,38.995368299999996,21.987713199999998,Europe,Worldwide
,Bangladesh,04/18/2020 05:00,2144,84,66,21307,2020-04-18 20:00:00,1994,164700000,24.4768598,90.29322990000001,Asia,Worldwide
,Hungary,04/18/2020 05:00,1834,172,231,43901,2020-04-18 20:00:00,1431,9773000,47.1817585,19.5060937,Europe,Worldwide
,Croatia,04/18/2020 05:00,1814,36,600,20953,2020-04-18 20:00:00,1178,4067000,45.5643442,17.0118954,Europe,Worldwide
,Iceland,04/18/2020 05:00,1754,9,1224,39536,2020-04-18 20:00:00,521,364260,64.9841821,-18.1059013,Europe,Worldwide
,Kuwait,04/18/2020 05:00,1751,6,280,0,2020-04-18 20:00:00,1465,4137000,29.2733964,47.4979476,Asia,Worldwide
,Bahrain,04/18/2020 05:00,1744,7,726,79612,2020-04-18 20:00:00,1011,1493000,26.155124899999997,50.5344606,Asia,Worldwide
,Kazakhstan,04/18/2020 05:00,1591,17,347,85735,2020-04-18 20:00:00,1227,18040000,47.2286086,65.20931970000001,Asia,Worldwide
,Estonia,04/18/2020 05:00,1512,38,162,39605,2020-04-18 20:00:00,1312,1328000,58.75237779999999,25.3319078,Europe,Worldwide
,Iraq,04/18/2020 05:00,1482,81,906,51737,2020-04-18 20:00:00,495,38270000,33.0955793,44.174977500000004,Asia,Worldwide
,Uzbekistan,04/18/2020 05:00,1450,4,161,136000,2020-04-18 20:00:00,1285,32390000,41.32373,63.9528098,Asia,Worldwide
,New Zealand,04/18/2020 05:00,1422,11,867,79078,2020-04-18 20:00:00,544,4794000,-41.5000831,172.83440769999999,Oceania,Worldwide
,Azerbaijan,04/18/2020 05:00,1340,15,528,86607,2020-04-18 20:00:00,797,9898000,40.3936294,47.787250799999995,Asia,Worldwide
,Slovenia,04/18/2020 05:00,1304,66,174,39330,2020-04-18 20:00:00,1064,2067000,45.813311299999995,14.4808369,Europe,Worldwide
,Armenia,04/18/2020 05:00,1248,20,523,11796,2020-04-18 20:00:00,705,2973000,40.7696272,44.6736646,Asia,Worldwide
,Lithuania,04/18/2020 05:00,1239,33,228,58816,2020-04-18 20:00:00,978,2794000,55.350000300000005,23.7499997,Europe,Worldwide
,Bosnia and Herzegovina,04/18/2020 05:00,1214,46,320,15751,2020-04-18 20:00:00,848,3507000,44.305347600000005,17.596146700000002,Europe,Worldwide
,Oman,04/18/2020 05:00,1180,6,176,0,2020-04-18 20:00:00,998,4636000,21.000028699999998,57.00369010000001,Asia,Worldwide
,North Macedonia,04/18/2020 05:00,1117,49,139,10859,2020-04-18 20:00:00,929,2077000,41.617121399999995,21.7168387,Europe,Worldwide
,Slovakia,04/18/2020 05:00,1089,11,213,40953,2020-04-18 20:00:00,865,5450000,48.74115220000001,19.4528646,Europe,Worldwide
Hong Kong,Hong Kong,04/18/2020 05:00,1024,4,568,131786,2020-04-18 20:00:00,452,7392000,22.2793278,114.16281310000001,Asia,Worldwide
,Cameroon,04/18/2020 05:00,1017,22,177,0,2020-04-18 20:00:00,818,24050000,4.6125522000000005,13.153581099999998,Africa,Worldwide
,Afghanistan,04/18/2020 05:00,933,30,112,0,2020-04-18 20:00:00,791,35530000,33.7680065,66.2385139,Asia,Worldwide
,Cuba,04/18/2020 05:00,923,31,192,23317,2020-04-18 20:00:00,700,11480000,23.013133800000002,-80.8328748,North America,Worldwide
,Bulgaria,04/18/2020 05:00,865,41,153,18502,2020-04-18 20:00:00,671,7050000,42.6073975,25.4856617,Europe,Worldwide
,Tunisia,04/18/2020 05:00,864,37,43,14640,2020-04-18 20:00:00,784,11530000,33.8439408,9.400138,Africa,Worldwide
,Cyprus,04/18/2020 05:00,750,12,77,29075,2020-04-18 20:00:00,661,1170000,34.982301799999995,33.1451285,Europe,Worldwide
,Djibouti,04/18/2020 05:00,732,2,76,7486,2020-04-18 20:00:00,654,956985,11.8145966,42.8453061,Africa,Worldwide
Yokohama,Japan,04/18/2020 05:00,712,13,644,0,2020-04-18 20:00:00,55,3700,35.444990999999995,139.636768,Asia,Worldwide
,Latvia,04/18/2020 05:00,712,5,88,34697,2020-04-18 20:00:00,619,1920000,56.8406494,24.7537645,Europe,Worldwide
,Andorra,04/18/2020 05:00,696,35,191,1673,2020-04-18 20:00:00,470,76965,42.540716700000004,1.5732033,Europe,Worldwide
,Ivory Coast,04/18/2020 05:00,688,6,193,0,2020-04-18 20:00:00,489,25717000,7.9897371,-5.5679457999999995,Africa,Worldwide
,Lebanon,04/18/2020 05:00,672,21,94,20225,2020-04-18 20:00:00,557,6082000,33.875062899999996,35.843409,Asia,Worldwide
