Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,lat,lon
Hubei,China,03/18/2020 06:00,67800,3122,56886,2020-03-18 22:00:00,7792,31.1517252,112.8783222
Beijing,China,03/18/2020 06:00,469,8,378,2020-03-18 22:00:00,83,39.906217,116.3912757
Guangdong,China,03/18/2020 06:00,1370,8,1313,2020-03-18 22:00:00,49,23.1357694,113.1982688
Gansu,China,03/18/2020 06:00,133,2,91,2020-03-18 22:00:00,40,38.0000001,101.9999999
Shanghai,China,03/18/2020 06:00,361,3,326,2020-03-18 22:00:00,32,31.2252985,121.4890497
Sichuan,China,03/18/2020 06:00,540,3,525,2020-03-18 22:00:00,12,30.5000001,102.4999999
Heilongjiang,China,03/18/2020 06:00,482,13,463,2020-03-18 22:00:00,6,48.00000470000001,127.999992
Zhejiang,China,03/18/2020 06:00,1232,1,1216,2020-03-18 22:00:00,15,29.0000001,119.9999999
Shandong,China,03/18/2020 06:00,761,7,746,2020-03-18 22:00:00,8,36.0000001,118.9999999
Shaanxi,China,03/18/2020 06:00,246,3,237,2020-03-18 22:00:00,6,36.0,109.0
Liaoning,China,03/18/2020 06:00,125,1,122,2020-03-18 22:00:00,2,40.9739116,122.3263915
Guangxi,China,03/18/2020 06:00,253,2,250,2020-03-18 22:00:00,1,24.0,109.0
Inner Mongolia,China,03/18/2020 06:00,75,1,73,2020-03-18 22:00:00,1,43.2443242,114.3251664
Hebei,China,03/18/2020 06:00,318,6,310,2020-03-18 22:00:00,2,39.0000001,116.0
Hainan,China,03/18/2020 06:00,168,6,161,2020-03-18 22:00:00,1,19.2000001,109.5999999
Ningxia,China,03/18/2020 06:00,75,0,75,2020-03-18 22:00:00,0,37.3095528,105.9608553
Henan,China,03/18/2020 06:00,1273,22,1250,2020-03-18 22:00:00,1,34.0000001,113.9999999
Jiangsu,China,03/18/2020 06:00,631,0,631,2020-03-18 22:00:00,0,33.0000001,119.9999999
Chongqing,China,03/18/2020 06:00,576,6,570,2020-03-18 22:00:00,0,29.5585712,106.5492822
Guizhou,China,03/18/2020 06:00,146,2,144,2020-03-18 22:00:00,0,27.0,107.0
Tianjin,China,03/18/2020 06:00,136,3,133,2020-03-18 22:00:00,0,39.1235635,117.1980785
Jilin,China,03/18/2020 06:00,93,1,92,2020-03-18 22:00:00,0,42.9995032,125.9816054
Hunan,China,03/18/2020 06:00,1018,4,1014,2020-03-18 22:00:00,0,27.6662087,111.7487063
Anhui,China,03/18/2020 06:00,990,6,984,2020-03-18 22:00:00,0,32.0,117.0
Jiangxi,China,03/18/2020 06:00,935,1,934,2020-03-18 22:00:00,0,28.0,116.0
Fujian,China,03/18/2020 06:00,296,1,295,2020-03-18 22:00:00,0,26.5450001,117.842778
Yunnan,China,03/18/2020 06:00,176,2,172,2020-03-18 22:00:00,2,25.0,102.0
Shanxi,China,03/18/2020 06:00,133,0,133,2020-03-18 22:00:00,0,37.0,112.0
Xinjiang,China,03/18/2020 06:00,76,3,73,2020-03-18 22:00:00,0,41.7574769,87.1673842
Qinghai,China,03/18/2020 06:00,18,0,18,2020-03-18 22:00:00,0,35.40709520000001,95.9521157
Tibet,China,03/18/2020 06:00,1,0,1,2020-03-18 22:00:00,0,31.8943432,87.07813709999998
New South Wales,Australia,03/18/2020 06:00,266,4,14,2020-03-18 22:00:00,248,-33.8548157,151.2164539
Queensland,Australia,03/18/2020 06:00,94,1,10,2020-03-18 22:00:00,83,-27.4689682,153.02349909999995
Victoria,Australia,03/18/2020 06:00,121,0,12,2020-03-18 22:00:00,109,-37.814217600000006,144.9631608
South Australia,Australia,03/18/2020 06:00,37,0,5,2020-03-18 22:00:00,32,-34.9281805,138.5999312
Western Australia,Australia,03/18/2020 06:00,35,1,1,2020-03-18 22:00:00,33,-31.95271210000001,115.8604796
Tasmania,Australia,03/18/2020 06:00,10,0,1,2020-03-18 22:00:00,9,-42.8825088,147.3281233
Australian Capital Territory,Australia,03/18/2020 06:00,3,0,0,2020-03-18 22:00:00,3,-35.488350200000006,149.00269419999995
New York,US,03/18/2020 06:00,1708,16,0,2020-03-18 22:00:00,1692,40.7127281,-74.0060152
WA,US,03/18/2020 06:00,1014,55,1,2020-03-18 22:00:00,958,47.2868352,-120.2126139
California,US,03/18/2020 06:00,718,13,6,2020-03-18 22:00:00,699,36.7014631,-118.7559974
New Jersey,US,03/18/2020 06:00,267,3,1,2020-03-18 22:00:00,263,40.0757384,-74.4041622
Massachusetts,US,03/18/2020 06:00,218,0,1,2020-03-18 22:00:00,217,42.3788774,-72.03236600000002
Florida,US,03/18/2020 06:00,217,7,0,2020-03-18 22:00:00,210,27.7567667,-81.4639835
