Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,lat,lon
Hubei,China,03/25/2020 22:00,67801,3169,61201,2020-03-26 14:00:00,3431,31.151725199999998,112.87832220000001
Beijing,China,03/25/2020 22:00,565,8,403,2020-03-26 14:00:00,154,39.906217,116.3912757
Guangdong,China,03/25/2020 22:00,1433,8,1336,2020-03-26 14:00:00,89,23.135769399999997,113.19826880000001
Gansu,China,03/25/2020 22:00,136,2,121,2020-03-26 14:00:00,13,38.0000001,101.9999999
Shanghai,China,03/25/2020 22:00,451,5,330,2020-03-26 14:00:00,116,31.225298499999997,121.4890497
Sichuan,China,03/25/2020 22:00,547,3,536,2020-03-26 14:00:00,8,30.500000099999998,102.4999999
Heilongjiang,China,03/25/2020 22:00,484,13,469,2020-03-26 14:00:00,2,48.000004700000005,127.99999199999999
Zhejiang,China,03/25/2020 22:00,1241,1,1221,2020-03-26 14:00:00,19,29.000000099999998,119.9999999
Shandong,China,03/25/2020 22:00,769,7,752,2020-03-26 14:00:00,10,36.0000001,118.9999999
Shaanxi,China,03/25/2020 22:00,250,3,240,2020-03-26 14:00:00,7,36.0,109.0
Guangxi,China,03/25/2020 22:00,254,2,250,2020-03-26 14:00:00,2,24.0,109.0
Hebei,China,03/25/2020 22:00,319,6,310,2020-03-26 14:00:00,3,39.0000001,116.0
Hainan,China,03/25/2020 22:00,168,6,162,2020-03-26 14:00:00,0,19.2000001,109.5999999
Henan,China,03/25/2020 22:00,1274,22,1250,2020-03-26 14:00:00,2,34.0000001,113.9999999
Jiangsu,China,03/25/2020 22:00,640,0,631,2020-03-26 14:00:00,9,33.0000001,119.9999999
Chongqing,China,03/25/2020 22:00,578,6,570,2020-03-26 14:00:00,2,29.5585712,106.5492822
Guizhou,China,03/25/2020 22:00,146,2,144,2020-03-26 14:00:00,0,27.0,107.0
Tianjin,China,03/25/2020 22:00,147,3,133,2020-03-26 14:00:00,11,39.1235635,117.1980785
Jilin,China,03/25/2020 22:00,95,1,92,2020-03-26 14:00:00,2,42.9995032,125.9816054
Hunan,China,03/25/2020 22:00,1018,4,1014,2020-03-26 14:00:00,0,27.6662087,111.74870630000001
Anhui,China,03/25/2020 22:00,990,6,984,2020-03-26 14:00:00,0,32.0,117.0
Jiangxi,China,03/25/2020 22:00,936,1,934,2020-03-26 14:00:00,1,28.0,116.0
Fujian,China,03/25/2020 22:00,328,1,295,2020-03-26 14:00:00,32,26.5450001,117.84277800000001
Yunnan,China,03/25/2020 22:00,176,2,172,2020-03-26 14:00:00,2,25.0,102.0
Shanxi,China,03/25/2020 22:00,135,0,133,2020-03-26 14:00:00,2,37.0,112.0
Liaoning,China,03/25/2020 22:00,127,2,124,2020-03-26 14:00:00,1,40.9739116,122.3263915
Xinjiang,China,03/25/2020 22:00,76,3,73,2020-03-26 14:00:00,0,41.7574769,87.1673842
Ningxia,China,03/25/2020 22:00,75,0,75,2020-03-26 14:00:00,0,37.3095528,105.9608553
Inner Mongolia,China,03/25/2020 22:00,77,1,74,2020-03-26 14:00:00,2,43.2443242,114.32516640000001
Qinghai,China,03/25/2020 22:00,18,0,18,2020-03-26 14:00:00,0,35.40709520000001,95.95211570000001
Tibet,China,03/25/2020 22:00,1,0,1,2020-03-26 14:00:00,0,31.894343199999998,87.07813709999999
New South Wales,Australia,03/25/2020 22:00,1219,6,4,2020-03-26 14:00:00,1209,-33.8548157,151.2164539
Queensland,Australia,03/25/2020 22:00,443,2,9,2020-03-26 14:00:00,432,-27.468968199999996,153.02349909999998
Victoria,Australia,03/25/2020 22:00,520,3,128,2020-03-26 14:00:00,390,-37.814217600000006,144.9631608
South Australia,Australia,03/25/2020 22:00,197,0,6,2020-03-26 14:00:00,191,-34.928180499999996,138.5999312
Western Australia,Australia,03/25/2020 22:00,205,1,6,2020-03-26 14:00:00,198,-31.952712100000003,115.86047959999999
Tasmania,Australia,03/25/2020 22:00,42,0,3,2020-03-26 14:00:00,39,-42.8825088,147.3281233
Australian Capital Territory,Australia,03/25/2020 22:00,44,0,1,2020-03-26 14:00:00,43,-35.488350200000006,149.00269419999998
Northern Territory,Australia,03/25/2020 22:00,7,0,0,2020-03-26 14:00:00,7,-12.46044,130.8410469
,Artania Cruise,03/25/2020 22:00,7,0,0,2020-03-26 14:00:00,7,-32.065715000000004,115.67786299999999
New York,US,03/25/2020 22:00,33006,366,0,2020-03-26 14:00:00,32640,40.7127281,-74.0060152
New Jersey,US,03/25/2020 22:00,4402,62,1,2020-03-26 14:00:00,4339,40.0757384,-74.4041622
California,US,03/25/2020 22:00,3150,67,6,2020-03-26 14:00:00,3077,36.7014631,-118.75599740000001
WA,US,03/25/2020 22:00,2600,133,1,2020-03-26 14:00:00,2466,47.2868352,-120.2126139
Michigan,US,03/25/2020 22:00,2298,43,0,2020-03-26 14:00:00,2255,43.6211955,-84.6824346
Florida,US,03/25/2020 22:00,1977,23,0,2020-03-26 14:00:00,1954,27.7567667,-81.4639835
Illinois,US,03/25/2020 22:00,1869,19,2,2020-03-26 14:00:00,1848,40.079660600000004,-89.4337288
Massachusetts,US,03/25/2020 22:00,1838,15,1,2020-03-26 14:00:00,1822,42.3788774,-72.03236600000001
Louisiana,US,03/25/2020 22:00,1795,65,0,2020-03-26 14:00:00,1730,30.8703881,-92.007126
Georgia,US,03/25/2020 22:00,1404,47,0,2020-03-26 14:00:00,1357,32.329380900000004,-83.1137366
Texas,US,03/25/2020 22:00,1337,17,0,2020-03-26 14:00:00,1320,31.8160381,-99.51209859999999
Pennsylvania,US,03/25/2020 22:00,1284,15,0,2020-03-26 14:00:00,1269,40.9699889,-77.72788309999999
Colorado,US,03/25/2020 22:00,1087,20,0,2020-03-26 14:00:00,1067,38.7251776,-105.60771670000001
Tennessee,US,03/25/2020 22:00,917,3,0,2020-03-26 14:00:00,914,35.7730076,-86.28200809999998
Connecticut,US,03/25/2020 22:00,875,19,0,2020-03-26 14:00:00,856,41.6500201,-72.7342163
Ohio,US,03/25/2020 22:00,704,11,0,2020-03-26 14:00:00,693,40.225356899999994,-82.6881395
Wisconsin,US,03/25/2020 22:00,635,7,1,2020-03-26 14:00:00,627,44.4308975,-89.6884637
North Carolina,US,03/25/2020 22:00,621,2,0,2020-03-26 14:00:00,619,35.6729639,-79.03929190000001
Indiana,US,03/25/2020 22:00,478,14,0,2020-03-26 14:00:00,464,40.327012700000004,-86.1746933
Maryland,US,03/25/2020 22:00,426,4,3,2020-03-26 14:00:00,419,39.5162234,-76.9382069
South Carolina,US,03/25/2020 22:00,424,7,0,2020-03-26 14:00:00,417,33.687438799999995,-80.4363743
Arizona,US,03/25/2020 22:00,401,6,1,2020-03-26 14:00:00,394,34.395342,-111.76327549999999
Virginia,US,03/25/2020 22:00,399,13,0,2020-03-26 14:00:00,386,37.1232245,-78.4927721
Alabama,US,03/25/2020 22:00,386,1,0,2020-03-26 14:00:00,385,33.258881699999996,-86.8295337
Mississippi,US,03/25/2020 22:00,377,5,0,2020-03-26 14:00:00,372,32.9715645,-89.7348497
Missouri,US,03/25/2020 22:00,358,8,0,2020-03-26 14:00:00,350,38.7604815,-92.5617875
Utah,US,03/25/2020 22:00,346,1,0,2020-03-26 14:00:00,345,39.4225192,-111.71435840000001
Nevada,US,03/25/2020 22:00,323,6,0,2020-03-26 14:00:00,317,39.515882500000004,-116.85372269999999
Arkansas,US,03/25/2020 22:00,308,2,0,2020-03-26 14:00:00,306,35.2048883,-92.4479108
Minnesota,US,03/25/2020 22:00,287,1,0,2020-03-26 14:00:00,286,45.98965870000001,-94.6113288
Oregon,US,03/25/2020 22:00,266,10,0,2020-03-26 14:00:00,256,43.9792797,-120.737257
