Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,1460,,,,,45,2020-05-12,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,2671,,,,,73,2020-05-12,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,12919,,,,,1035,2020-05-12,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,8069,,,,,812,2020-05-12,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,1398,,,,,47,2020-05-12,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,1328,,,,,27,2020-05-12,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,747,,,,,12,2020-05-12,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,2343,,,,,138,2020-05-12,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,5816,,,,,214,2020-05-12,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,17599,,,,,1189,2020-05-12,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,8526,,,,,423,2020-05-12,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,2525,,,,,139,2020-05-12,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,13768,,,,,1087,2020-05-12,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,1443,,,,,49,2020-05-12,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,1989,,,,,92,2020-05-12,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,1800,,,,,37,2020-05-12,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,2799,,,,,44,2020-05-12,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,1100,,,,,49,2020-05-12,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,545,,,,,19,2020-05-12,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,385,,,,,11,2020-05-12,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,4819,,,,,196,2020-05-12,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,3320,,,,,121,2020-05-12,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,17939,,,,,1770,2020-05-12,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,46131,,,,,3743,2020-05-12,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,1873,,,,,114,2020-05-12,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,2808,,,,,105,2020-05-12,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,3529,,,,,69,2020-05-12,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
