Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,Population,lat,lon
Hubei,China,04/14/2020 07:00,67803,3221,64363,2020-04-14 22:00:00,219,58500000,31.1517252,112.8783222
Heilongjiang,China,04/14/2020 07:00,819,13,470,2020-04-14 22:00:00,336,38310000,48.00000470000001,127.999992
Shanghai,China,04/14/2020 07:00,618,7,458,2020-04-14 22:00:00,153,24280000,31.2252985,121.4890497
Beijing,China,04/14/2020 07:00,589,8,491,2020-04-14 22:00:00,90,21540000,39.906217,116.3912757
Guangdong,China,04/14/2020 07:00,1564,8,1458,2020-04-14 22:00:00,98,113460000,23.1357694,113.1982688
Inner Mongolia,China,04/14/2020 07:00,190,1,91,2020-04-14 22:00:00,98,24710000,43.2443242,114.3251664
Fujian,China,04/14/2020 07:00,353,1,329,2020-04-14 22:00:00,23,38560000,26.5450001,117.842778
Shanxi,China,04/14/2020 07:00,173,0,135,2020-04-14 22:00:00,38,36500000,37.0,112.0
Zhejiang,China,04/14/2020 07:00,1267,1,1242,2020-04-14 22:00:00,24,57370000,29.0000001,119.9999999
Tianjin,China,04/14/2020 07:00,185,3,164,2020-04-14 22:00:00,18,15621200,39.1235635,117.1980785
Shandong,China,04/14/2020 07:00,784,7,759,2020-04-14 22:00:00,18,100472400,36.0000001,118.9999999
Jiangsu,China,04/14/2020 07:00,653,0,641,2020-04-14 22:00:00,12,80400000,33.0000001,119.9999999
Sichuan,China,04/14/2020 07:00,560,3,548,2020-04-14 22:00:00,9,81100000,30.5000001,102.4999999
Liaoning,China,04/14/2020 07:00,145,2,138,2020-04-14 22:00:00,5,43900000,40.9739116,122.3263915
Yunnan,China,04/14/2020 07:00,184,2,175,2020-04-14 22:00:00,7,45970000,25.0,102.0
Hebei,China,04/14/2020 07:00,327,6,314,2020-04-14 22:00:00,7,74700000,39.0000001,116.0
Shaanxi,China,04/14/2020 07:00,256,3,248,2020-04-14 22:00:00,5,37330000,36.0,109.0
Jilin,China,04/14/2020 07:00,100,1,96,2020-04-14 22:00:00,3,27460000,42.9995032,125.9816054
Chongqing,China,04/14/2020 07:00,579,6,570,2020-04-14 22:00:00,3,30480000,29.5585712,106.5492822
Henan,China,04/14/2020 07:00,1276,22,1254,2020-04-14 22:00:00,0,95590000,34.0000001,113.9999999
Gansu,China,04/14/2020 07:00,139,2,135,2020-04-14 22:00:00,2,25580000,38.0000001,101.9999999
Hunan,China,04/14/2020 07:00,1019,4,1014,2020-04-14 22:00:00,1,67370000,27.6662087,111.7487063
Anhui,China,04/14/2020 07:00,991,6,984,2020-04-14 22:00:00,1,62000000,32.0,117.0
Jiangxi,China,04/14/2020 07:00,937,1,936,2020-04-14 22:00:00,0,45200000,28.0,116.0
Guizhou,China,04/14/2020 07:00,147,2,144,2020-04-14 22:00:00,1,34750000,27.0,107.0
Guangxi,China,04/14/2020 07:00,254,2,252,2020-04-14 22:00:00,0,48380000,24.0,109.0
Hainan,China,04/14/2020 07:00,168,6,162,2020-04-14 22:00:00,0,9258000,19.2000001,109.5999999
Xinjiang,China,04/14/2020 07:00,76,3,73,2020-04-14 22:00:00,0,21810000,41.7574769,87.1673842
Ningxia,China,04/14/2020 07:00,75,0,75,2020-04-14 22:00:00,0,6301000,37.3095528,105.9608553
Qinghai,China,04/14/2020 07:00,18,0,18,2020-04-14 22:00:00,0,5627000,35.40709520000001,95.9521157
Tibet,China,04/14/2020 07:00,1,0,1,2020-04-14 22:00:00,0,3180000,31.8943432,87.07813709999998
New South Wales,Australia,04/14/2020 07:00,2870,25,1420,2020-04-14 22:00:00,1425,7544000,-33.8548157,151.2164539
Queensland,Australia,04/14/2020 07:00,998,5,442,2020-04-14 22:00:00,551,5071000,-27.4689682,153.02349909999995
Victoria,Australia,04/14/2020 07:00,1291,14,1118,2020-04-14 22:00:00,159,6359000,-37.814217600000006,144.9631608
South Australia,Australia,04/14/2020 07:00,433,4,253,2020-04-14 22:00:00,176,1677000,-34.9281805,138.5999312
Western Australia,Australia,04/14/2020 07:00,527,6,296,2020-04-14 22:00:00,225,2589000,-31.95271210000001,115.8604796
Tasmania,Australia,04/14/2020 07:00,151,6,57,2020-04-14 22:00:00,88,515000,-42.8825088,147.3281233
Australian Capital Territory,Australia,04/14/2020 07:00,103,2,75,2020-04-14 22:00:00,26,412576,-35.488350200000006,149.00269419999995
Northern Territory,Australia,04/14/2020 07:00,27,0,6,2020-04-14 22:00:00,21,211945,-12.46044,130.8410469
,Artania Cruise,04/14/2020 07:00,41,2,0,2020-04-14 22:00:00,39,1300,-32.065715000000004,115.677863
New York,US,04/14/2020 07:00,196146,10058,26463,2020-04-14 22:00:00,159625,19542200,40.7127281,-74.0060152
New Jersey,US,04/14/2020 07:00,64584,2443,355,2020-04-14 22:00:00,61786,8909000,40.0757384,-74.4041622
Massachusetts,US,04/14/2020 07:00,26867,844,729,2020-04-14 22:00:00,25294,6902000,42.3788774,-72.03236600000002
Michigan,US,04/14/2020 07:00,25635,1602,433,2020-04-14 22:00:00,23600,9996000,43.6211955,-84.6824346
California,US,04/14/2020 07:00,24372,732,1116,2020-04-14 22:00:00,22524,39560000,36.7014631,-118.7559974
Pennsylvania,US,04/14/2020 07:00,24336,592,264,2020-04-14 22:00:00,23480,12810000,40.9699889,-77.72788309999999
