Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,lat,lon
Hubei,China,03/05/2020  18:00,67466,2902,40574,2020-03-06 10:00:00,31.1517252,112.8783222
Guangdong,China,03/05/2020  18:00,1350,7,1181,2020-03-06 10:00:00,23.1357694,113.1982688
Zhejiang,China,03/05/2020  18:00,1215,1,1124,2020-03-06 10:00:00,29.0000001,119.9999999
Shandong,China,03/05/2020  18:00,758,6,577,2020-03-06 10:00:00,36.0000001,118.9999999
Henan,China,03/05/2020  18:00,1272,22,1239,2020-03-06 10:00:00,34.0000001,113.9999999
Anhui,China,03/05/2020  18:00,990,6,970,2020-03-06 10:00:00,32.0,117.0
Jiangxi,China,03/05/2020  18:00,935,1,901,2020-03-06 10:00:00,28.0,116.0
Hunan,China,03/05/2020  18:00,1018,4,938,2020-03-06 10:00:00,27.6662087,111.7487063
Heilongjiang,China,03/05/2020  18:00,481,13,379,2020-03-06 10:00:00,48.0000047,127.999992
Sichuan,China,03/05/2020  18:00,539,3,423,2020-03-06 10:00:00,30.5000001,102.4999999
Chongqing,China,03/05/2020  18:00,576,6,502,2020-03-06 10:00:00,29.5585712,106.5492822
Jiangsu,China,03/05/2020  18:00,631,0,580,2020-03-06 10:00:00,33.0000001,119.9999999
Beijing,China,03/05/2020  18:00,418,8,297,2020-03-06 10:00:00,39.906217,116.3912757
Guangxi,China,03/05/2020  18:00,252,2,214,2020-03-06 10:00:00,24.0,109.0
Fujian,China,03/05/2020  18:00,296,1,277,2020-03-06 10:00:00,26.5450001,117.842778
Shanghai,China,03/05/2020  18:00,338,3,303,2020-03-06 10:00:00,31.2252985,121.4890497
Hebei,China,03/05/2020  18:00,318,6,303,2020-03-06 10:00:00,39.0000001,116.0
Shaanxi,China,03/05/2020  18:00,245,1,224,2020-03-06 10:00:00,36.0,109.0
Yunnan,China,03/05/2020  18:00,174,2,169,2020-03-06 10:00:00,25.0,102.0
Tianjin,China,03/05/2020  18:00,136,3,128,2020-03-06 10:00:00,39.1235635,117.1980785
Hainan,China,03/05/2020  18:00,168,5,158,2020-03-06 10:00:00,19.2000001,109.5999999
Guizhou,China,03/05/2020  18:00,146,2,114,2020-03-06 10:00:00,27.0,107.0
Liaoning,China,03/05/2020  18:00,125,1,106,2020-03-06 10:00:00,40.9739116,122.3263915
Shanxi,China,03/05/2020  18:00,133,0,124,2020-03-06 10:00:00,37.0,112.0
Inner Mongolia,China,03/05/2020  18:00,75,1,64,2020-03-06 10:00:00,43.2443242,114.3251664
Xinjiang,China,03/05/2020  18:00,76,3,70,2020-03-06 10:00:00,41.7574769,87.1673842
Jilin,China,03/05/2020  18:00,93,1,87,2020-03-06 10:00:00,42.9995032,125.9816054
Ningxia,China,03/05/2020  18:00,74,0,69,2020-03-06 10:00:00,37.3095528,105.9608553
Gansu,China,03/05/2020  18:00,91,2,87,2020-03-06 10:00:00,38.0000001,101.9999999
Qinghai,China,03/05/2020  18:00,18,0,18,2020-03-06 10:00:00,35.4070952,95.9521157
Tibet,China,03/05/2020  18:00,1,0,1,2020-03-06 10:00:00,31.8943432,87.0781371
,South Korea,03/05/2020  18:00,6088,40,135,2020-03-06 10:00:00,35.8713,128.6018
,Italy,03/05/2020  18:00,3858,148,414,2020-03-06 10:00:00,45.6209,9.768893
,Iran,03/05/2020  18:00,3513,108,739,2020-03-06 10:00:00,32.6475314,54.5643516
Yokohama,Japan,03/05/2020  18:00,706,6,212,2020-03-06 10:00:00,35.444991,139.636768
,Germany,03/05/2020  18:00,545,0,17,2020-03-06 10:00:00,51.0834196,10.4234469
,France,03/05/2020  18:00,423,7,12,2020-03-06 10:00:00,46.603354,1.8883335
